?û³Æ	ItemGenre	DetailType	¶¯»­ÎÄ¼??û	¶ÔÓ¦Îï¼?Ë÷??	¿í¶È	¸ß¶È	Ëµ?÷ÎÄ×Ö	ParticularType	ÎïÆ·×î´óµ?·ÅÖµ
M¶nh B?ch H¶i Hång Linh Kim Ty §¸i (1/6)	4	1182	\spr\item\citydefence\bigfragment.spr	347	1	1	"M¶nh B?ch H¶i Hång Linh Kim Ty §¸i, chØ cÇn thu thËp ®ñ 6 m¶nh th× c? thÓ ®?n thî r?n thÇn b? t¹i L©m An ®Ó hîp thµnh “B?ch H¶i Hång Linh Kim Ty §¸i”."	1	100
M¶nh B?ch H¶i Hång Linh Kim Ty §¸i (2/6)	4	1183	\spr\item\citydefence\bigfragment.spr	347	1	1	"M¶nh B?ch H¶i Hång Linh Kim Ty §¸i, chØ cÇn thu thËp ®ñ 6 m¶nh th× c? thÓ ®?n thî r?n thÇn b? t¹i L©m An ®Ó hîp thµnh “B?ch H¶i Hång Linh Kim Ty §¸i”."	1	100
M¶nh B?ch H¶i Hång Linh Kim Ty §¸i (3/6)	4	1184	\spr\item\citydefence\bigfragment.spr	347	1	1	"M¶nh B?ch H¶i Hång Linh Kim Ty §¸i, chØ cÇn thu thËp ®ñ 6 m¶nh th× c? thÓ ®?n thî r?n thÇn b? t¹i L©m An ®Ó hîp thµnh “B?ch H¶i Hång Linh Kim Ty §¸i”."	1	100
M¶nh B?ch H¶i Hång Linh Kim Ty §¸i (4/6)	4	1185	\spr\item\citydefence\bigfragment.spr	347	1	1	"M¶nh B?ch H¶i Hång Linh Kim Ty §¸i, chØ cÇn thu thËp ®ñ 6 m¶nh th× c? thÓ ®?n thî r?n thÇn b? t¹i L©m An ®Ó hîp thµnh “B?ch H¶i Hång Linh Kim Ty §¸i”."	1	100
M¶nh B?ch H¶i Hång Linh Kim Ty §¸i (5/6)	4	1186	\spr\item\citydefence\bigfragment.spr	347	1	1	"M¶nh B?ch H¶i Hång Linh Kim Ty §¸i, chØ cÇn thu thËp ®ñ 6 m¶nh th× c? thÓ ®?n thî r?n thÇn b? t¹i L©m An ®Ó hîp thµnh “B?ch H¶i Hång Linh Kim Ty §¸i”."	1	100
M¶nh B?ch H¶i Hång Linh Kim Ty §¸i (6/6)	4	1187	\spr\item\citydefence\bigfragment.spr	347	1	1	"M¶nh B?ch H¶i Hång Linh Kim Ty §¸i, chØ cÇn thu thËp ®ñ 6 m¶nh th× c? thÓ ®?n thî r?n thÇn b? t¹i L©m An ®Ó hîp thµnh “B?ch H¶i Hång Linh Kim Ty §¸i”."	1	100
M¶nh U Lung Thanh Ng« Tri?n Yªu (1/6)	4	1188	\spr\item\citydefence\bigfragment.spr	347	1	1	"U Lung Thanh Ng« Tri?n Yªu###, chØ cÇn thu thËp ®ñ 6 m¶nh th× c? thÓ ®?n thî r?n thÇn b? t¹i L©m An ®Ó hîp thµnh “U Lung Thanh Ng« Tri?n Yªu”."	1	100
M¶nh U Lung Thanh Ng« Tri?n Yªu (2/6)	4	1189	\spr\item\citydefence\bigfragment.spr	347	1	1	"U Lung Thanh Ng« Tri?n Yªu###, chØ cÇn thu thËp ®ñ 6 m¶nh th× c? thÓ ®?n thî r?n thÇn b? t¹i L©m An ®Ó hîp thµnh “U Lung Thanh Ng« Tri?n Yªu”."	1	100
M¶nh U Lung Thanh Ng« Tri?n Yªu (3/6)	4	1190	\spr\item\citydefence\bigfragment.spr	347	1	1	"U Lung Thanh Ng« Tri?n Yªu###, chØ cÇn thu thËp ®ñ 6 m¶nh th× c? thÓ ®?n thî r?n thÇn b? t¹i L©m An ®Ó hîp thµnh “U Lung Thanh Ng« Tri?n Yªu”."	1	100
M¶nh U Lung Thanh Ng« Tri?n Yªu (4/6)	4	1191	\spr\item\citydefence\bigfragment.spr	347	1	1	"U Lung Thanh Ng« Tri?n Yªu###, chØ cÇn thu thËp ®ñ 6 m¶nh th× c? thÓ ®?n thî r?n thÇn b? t¹i L©m An ®Ó hîp thµnh “U Lung Thanh Ng« Tri?n Yªu”."	1	100
M¶nh U Lung Thanh Ng« Tri?n Yªu (5/6)	4	1192	\spr\item\citydefence\bigfragment.spr	347	1	1	"U Lung Thanh Ng« Tri?n Yªu###, chØ cÇn thu thËp ®ñ 6 m¶nh th× c? thÓ ®?n thî r?n thÇn b? t¹i L©m An ®Ó hîp thµnh “U Lung Thanh Ng« Tri?n Yªu”."	1	100
M¶nh U Lung Thanh Ng« Tri?n Yªu (6/6)	4	1193	\spr\item\citydefence\bigfragment.spr	347	1	1	"U Lung Thanh Ng« Tri?n Yªu###, chØ cÇn thu thËp ®ñ 6 m¶nh th× c? thÓ ®?n thî r?n thÇn b? t¹i L©m An ®Ó hîp thµnh “U Lung Thanh Ng« Tri?n Yªu”."	1	100
M¶nh Vô Ho¸n Hñ Cèt Hé UyÓn (1/6)	4	1194	\spr\item\citydefence\bigfragment.spr	347	1	1	"M¶nh Vô Ho¸n Hñ Cèt Hé UyÓn, chØ cÇn thu thËp ®ñ 6 m¶nh th× c? thÓ ®?n thî r?n thÇn b? t¹i L©m An ®Ó hîp thµnh “Vô Ho¸n Hñ Cèt Hé UyÓn”."	1	100
M¶nh Vô Ho¸n Hñ Cèt Hé UyÓn (2/6)	4	1195	\spr\item\citydefence\bigfragment.spr	347	1	1	"M¶nh Vô Ho¸n Hñ Cèt Hé UyÓn, chØ cÇn thu thËp ®ñ 6 m¶nh th× c? thÓ ®?n thî r?n thÇn b? t¹i L©m An ®Ó hîp thµnh “Vô Ho¸n Hñ Cèt Hé UyÓn”."	1	100
M¶nh Vô Ho¸n Hñ Cèt Hé UyÓn (3/6)	4	1196	\spr\item\citydefence\bigfragment.spr	347	1	1	"M¶nh Vô Ho¸n Hñ Cèt Hé UyÓn, chØ cÇn thu thËp ®ñ 6 m¶nh th× c? thÓ ®?n thî r?n thÇn b? t¹i L©m An ®Ó hîp thµnh “Vô Ho¸n Hñ Cèt Hé UyÓn”."	1	100
M¶nh Vô Ho¸n Hñ Cèt Hé UyÓn (4/6)	4	1197	\spr\item\citydefence\bigfragment.spr	347	1	1	"M¶nh Vô Ho¸n Hñ Cèt Hé UyÓn, chØ cÇn thu thËp ®ñ 6 m¶nh th× c? thÓ ®?n thî r?n thÇn b? t¹i L©m An ®Ó hîp thµnh “Vô Ho¸n Hñ Cèt Hé UyÓn”."	1	100
M¶nh Vô Ho¸n Hñ Cèt Hé UyÓn (5/6)	4	1198	\spr\item\citydefence\bigfragment.spr	347	1	1	"M¶nh Vô Ho¸n Hñ Cèt Hé UyÓn, chØ cÇn thu thËp ®ñ 6 m¶nh th× c? thÓ ®?n thî r?n thÇn b? t¹i L©m An ®Ó hîp thµnh “Vô Ho¸n Hñ Cèt Hé UyÓn”."	1	100
M¶nh Vô Ho¸n Hñ Cèt Hé UyÓn (6/6)	4	1199	\spr\item\citydefence\bigfragment.spr	347	1	1	"M¶nh Vô Ho¸n Hñ Cèt Hé UyÓn, chØ cÇn thu thËp ®ñ 6 m¶nh th× c? thÓ ®?n thî r?n thÇn b? t¹i L©m An ®Ó hîp thµnh “Vô Ho¸n Hñ Cèt Hé UyÓn”."	1	100
M¶nh Chó Phäc Xuyªn T©m §éc UyÓn (1/6)	4	1200	\spr\item\citydefence\bigfragment.spr	347	1	1	"M¶nh Chó Phäc Xuyªn T©m §éc UyÓn, chØ cÇn thu thËp ®ñ 6 m¶nh th× c? thÓ ®?n thî r?n thÇn b? t¹i L©m An ®Ó hîp thµnh “Chó Phäc Xuyªn T©m §éc UyÓn”."	1	100
M¶nh Chó Phäc Xuyªn T©m §éc UyÓn (2/6)	4	1201	\spr\item\citydefence\bigfragment.spr	347	1	1	"M¶nh Chó Phäc Xuyªn T©m §éc UyÓn, chØ cÇn thu thËp ®ñ 6 m¶nh th× c? thÓ ®?n thî r?n thÇn b? t¹i L©m An ®Ó hîp thµnh “Chó Phäc Xuyªn T©m §éc UyÓn”."	1	100
M¶nh Chó Phäc Xuyªn T©m §éc UyÓn (3/6)	4	1202	\spr\item\citydefence\bigfragment.spr	347	1	1	"M¶nh Chó Phäc Xuyªn T©m §éc UyÓn, chØ cÇn thu thËp ®ñ 6 m¶nh th× c? thÓ ®?n thî r?n thÇn b? t¹i L©m An ®Ó hîp thµnh “Chó Phäc Xuyªn T©m §éc UyÓn”."	1	100
M¶nh Chó Phäc Xuyªn T©m §éc UyÓn (4/6)	4	1203	\spr\item\citydefence\bigfragment.spr	347	1	1	"M¶nh Chó Phäc Xuyªn T©m §éc UyÓn, chØ cÇn thu thËp ®ñ 6 m¶nh th× c? thÓ ®?n thî r?n thÇn b? t¹i L©m An ®Ó hîp thµnh “Chó Phäc Xuyªn T©m §éc UyÓn”."	1	100
M¶nh Chó Phäc Xuyªn T©m §éc UyÓn (5/6)	4	1204	\spr\item\citydefence\bigfragment.spr	347	1	1	"M¶nh Chó Phäc Xuyªn T©m §éc UyÓn, chØ cÇn thu thËp ®ñ 6 m¶nh th× c? thÓ ®?n thî r?n thÇn b? t¹i L©m An ®Ó hîp thµnh “Chó Phäc Xuyªn T©m §éc UyÓn”."	1	100
M¶nh Chó Phäc Xuyªn T©m §éc UyÓn (6/6)	4	1205	\spr\item\citydefence\bigfragment.spr	347	1	1	"M¶nh Chó Phäc Xuyªn T©m §éc UyÓn, chØ cÇn thu thËp ®ñ 6 m¶nh th× c? thÓ ®?n thî r?n thÇn b? t¹i L©m An ®Ó hîp thµnh “Chó Phäc Xuyªn T©m §éc UyÓn”."	1	100
M¶nh B¨ng Hµn T©m TiÔn Yªu KhÊu (1/6)	4	1206	\spr\item\citydefence\bigfragment.spr	347	1	1	"M¶nh B¨ng Hµn T©m TiÔn Yªu KhÊu, chØ cÇn thu thËp ®ñ 6 m¶nh th× c? thÓ ®?n thî r?n thÇn b? t¹i L©m An ®Ó hîp thµnh “B¨ng Hµn T©m TiÔn Yªu KhÊu”."	1	100
M¶nh B¨ng Hµn T©m TiÔn Yªu KhÊu (2/6)	4	1207	\spr\item\citydefence\bigfragment.spr	347	1	1	"M¶nh B¨ng Hµn T©m TiÔn Yªu KhÊu, chØ cÇn thu thËp ®ñ 6 m¶nh th× c? thÓ ®?n thî r?n thÇn b? t¹i L©m An ®Ó hîp thµnh “B¨ng Hµn T©m TiÔn Yªu KhÊu”."	1	100
M¶nh B¨ng Hµn T©m TiÔn Yªu KhÊu (3/6)	4	1208	\spr\item\citydefence\bigfragment.spr	347	1	1	"M¶nh B¨ng Hµn T©m TiÔn Yªu KhÊu, chØ cÇn thu thËp ®ñ 6 m¶nh th× c? thÓ ®?n thî r?n thÇn b? t¹i L©m An ®Ó hîp thµnh “B¨ng Hµn T©m TiÔn Yªu KhÊu”."	1	100
M¶nh B¨ng Hµn T©m TiÔn Yªu KhÊu (4/6)	4	1209	\spr\item\citydefence\bigfragment.spr	347	1	1	"M¶nh B¨ng Hµn T©m TiÔn Yªu KhÊu, chØ cÇn thu thËp ®ñ 6 m¶nh th× c? thÓ ®?n thî r?n thÇn b? t¹i L©m An ®Ó hîp thµnh “B¨ng Hµn T©m TiÔn Yªu KhÊu”."	1	100
M¶nh B¨ng Hµn T©m TiÔn Yªu KhÊu (5/6)	4	1210	\spr\item\citydefence\bigfragment.spr	347	1	1	"M¶nh B¨ng Hµn T©m TiÔn Yªu KhÊu, chØ cÇn thu thËp ®ñ 6 m¶nh th× c? thÓ ®?n thî r?n thÇn b? t¹i L©m An ®Ó hîp thµnh “B¨ng Hµn T©m TiÔn Yªu KhÊu”."	1	100
M¶nh B¨ng Hµn T©m TiÔn Yªu KhÊu (6/6)	4	1211	\spr\item\citydefence\bigfragment.spr	347	1	1	"M¶nh B¨ng Hµn T©m TiÔn Yªu KhÊu, chØ cÇn thu thËp ®ñ 6 m¶nh th× c? thÓ ®?n thî r?n thÇn b? t¹i L©m An ®Ó hîp thµnh “B¨ng Hµn T©m TiÔn Yªu KhÊu”."	1	100
M¶nh Thiªn Ngoa S©m La Thóc Yªu (1/6)	4	1212	\spr\item\citydefence\bigfragment.spr	347	1	1	"M¶nh Thiªn Ngoa S©m La Thóc Yªu, chØ cÇn thu thËp ®ñ 6 m¶nh th× c? thÓ ®?n thî r?n thÇn b? t¹i L©m An ®Ó hîp thµnh “Thiªn Ngoa S©m La Thóc Yªu”."	1	100
M¶nh Thiªn Ngoa S©m La Thóc Yªu (2/6)	4	1213	\spr\item\citydefence\bigfragment.spr	347	1	1	"M¶nh Thiªn Ngoa S©m La Thóc Yªu, chØ cÇn thu thËp ®ñ 6 m¶nh th× c? thÓ ®?n thî r?n thÇn b? t¹i L©m An ®Ó hîp thµnh “Thiªn Ngoa S©m La Thóc Yªu”."	1	100
M¶nh Thiªn Ngoa S©m La Thóc Yªu (3/6)	4	1214	\spr\item\citydefence\bigfragment.spr	347	1	1	"M¶nh Thiªn Ngoa S©m La Thóc Yªu, chØ cÇn thu thËp ®ñ 6 m¶nh th× c? thÓ ®?n thî r?n thÇn b? t¹i L©m An ®Ó hîp thµnh “Thiªn Ngoa S©m La Thóc Yªu”."	1	100
M¶nh Thiªn Ngoa S©m La Thóc Yªu (4/6)	4	1215	\spr\item\citydefence\bigfragment.spr	347	1	1	"M¶nh Thiªn Ngoa S©m La Thóc Yªu, chØ cÇn thu thËp ®ñ 6 m¶nh th× c? thÓ ®?n thî r?n thÇn b? t¹i L©m An ®Ó hîp thµnh “Thiªn Ngoa S©m La Thóc Yªu”."	1	100
M¶nh Thiªn Ngoa S©m La Thóc Yªu (5/6)	4	1216	\spr\item\citydefence\bigfragment.spr	347	1	1	"M¶nh Thiªn Ngoa S©m La Thóc Yªu, chØ cÇn thu thËp ®ñ 6 m¶nh th× c? thÓ ®?n thî r?n thÇn b? t¹i L©m An ®Ó hîp thµnh “Thiªn Ngoa S©m La Thóc Yªu”."	1	100
M¶nh Thiªn Ngoa S©m La Thóc Yªu (6/6)	4	1217	\spr\item\citydefence\bigfragment.spr	347	1	1	"M¶nh Thiªn Ngoa S©m La Thóc Yªu, chØ cÇn thu thËp ®ñ 6 m¶nh th× c? thÓ ®?n thî r?n thÇn b? t¹i L©m An ®Ó hîp thµnh “Thiªn Ngoa S©m La Thóc Yªu”."	1	100
M¶nh S©m Hoang Hån Gi¶o Yªu Thóc (1/6)	4	1218	\spr\item\citydefence\bigfragment.spr	347	1	1	"M¶nh S©m Hoang Hån Gi¶o Yªu Thóc, chØ cÇn thu thËp ®ñ 6 m¶nh th× c? thÓ ®?n thî r?n thÇn b? t¹i L©m An ®Ó hîp thµnh “S©m Hoang Hån Gi¶o Yªu Thóc”."	1	100
M¶nh S©m Hoang Hån Gi¶o Yªu Thóc (2/6)	4	1219	\spr\item\citydefence\bigfragment.spr	347	1	1	"M¶nh S©m Hoang Hån Gi¶o Yªu Thóc, chØ cÇn thu thËp ®ñ 6 m¶nh th× c? thÓ ®?n thî r?n thÇn b? t¹i L©m An ®Ó hîp thµnh “S©m Hoang Hån Gi¶o Yªu Thóc”."	1	100
M¶nh S©m Hoang Hån Gi¶o Yªu Thóc (3/6)	4	1220	\spr\item\citydefence\bigfragment.spr	347	1	1	"M¶nh S©m Hoang Hån Gi¶o Yªu Thóc, chØ cÇn thu thËp ®ñ 6 m¶nh th× c? thÓ ®?n thî r?n thÇn b? t¹i L©m An ®Ó hîp thµnh “S©m Hoang Hån Gi¶o Yªu Thóc”."	1	100
M¶nh S©m Hoang Hån Gi¶o Yªu Thóc (4/6)	4	1221	\spr\item\citydefence\bigfragment.spr	347	1	1	"M¶nh S©m Hoang Hån Gi¶o Yªu Thóc, chØ cÇn thu thËp ®ñ 6 m¶nh th× c? thÓ ®?n thî r?n thÇn b? t¹i L©m An ®Ó hîp thµnh “S©m Hoang Hån Gi¶o Yªu Thóc”."	1	100
M¶nh S©m Hoang Hån Gi¶o Yªu Thóc (5/6)	4	1222	\spr\item\citydefence\bigfragment.spr	347	1	1	"M¶nh S©m Hoang Hån Gi¶o Yªu Thóc, chØ cÇn thu thËp ®ñ 6 m¶nh th× c? thÓ ®?n thî r?n thÇn b? t¹i L©m An ®Ó hîp thµnh “S©m Hoang Hån Gi¶o Yªu Thóc”."	1	100
M¶nh S©m Hoang Hån Gi¶o Yªu Thóc (6/6)	4	1223	\spr\item\citydefence\bigfragment.spr	347	1	1	"M¶nh S©m Hoang Hån Gi¶o Yªu Thóc, chØ cÇn thu thËp ®ñ 6 m¶nh th× c? thÓ ®?n thî r?n thÇn b? t¹i L©m An ®Ó hîp thµnh “S©m Hoang Hån Gi¶o Yªu Thóc”."	1	100
M¶nh §?a Ph¸ch KhÊu T©m Träc (1/6)	4	1224	\spr\item\citydefence\bigfragment.spr	347	1	1	"M¶nh §?a Ph¸ch KhÊu T©m Träc, chØ cÇn thu thËp ®ñ 6 m¶nh th× c? thÓ ®?n thî r?n thÇn b? t¹i L©m An ®Ó hîp thµnh “§?a Ph¸ch KhÊu T©m Träc”."	1	100
M¶nh §?a Ph¸ch KhÊu T©m Träc (2/6)	4	1225	\spr\item\citydefence\bigfragment.spr	347	1	1	"M¶nh §?a Ph¸ch KhÊu T©m Träc, chØ cÇn thu thËp ®ñ 6 m¶nh th× c? thÓ ®?n thî r?n thÇn b? t¹i L©m An ®Ó hîp thµnh “§?a Ph¸ch KhÊu T©m Träc”."	1	100
M¶nh §?a Ph¸ch KhÊu T©m Träc (3/6)	4	1226	\spr\item\citydefence\bigfragment.spr	347	1	1	"M¶nh §?a Ph¸ch KhÊu T©m Träc, chØ cÇn thu thËp ®ñ 6 m¶nh th× c? thÓ ®?n thî r?n thÇn b? t¹i L©m An ®Ó hîp thµnh “§?a Ph¸ch KhÊu T©m Träc”."	1	100
M¶nh §?a Ph¸ch KhÊu T©m Träc (4/6)	4	1227	\spr\item\citydefence\bigfragment.spr	347	1	1	"M¶nh §?a Ph¸ch KhÊu T©m Träc, chØ cÇn thu thËp ®ñ 6 m¶nh th× c? thÓ ®?n thî r?n thÇn b? t¹i L©m An ®Ó hîp thµnh “§?a Ph¸ch KhÊu T©m Träc”."	1	100
M¶nh §?a Ph¸ch KhÊu T©m Träc (5/6)	4	1228	\spr\item\citydefence\bigfragment.spr	347	1	1	"M¶nh §?a Ph¸ch KhÊu T©m Träc, chØ cÇn thu thËp ®ñ 6 m¶nh th× c? thÓ ®?n thî r?n thÇn b? t¹i L©m An ®Ó hîp thµnh “§?a Ph¸ch KhÊu T©m Träc”."	1	100
M¶nh §?a Ph¸ch KhÊu T©m Träc (6/6)	4	1229	\spr\item\citydefence\bigfragment.spr	347	1	1	"M¶nh §?a Ph¸ch KhÊu T©m Träc, chØ cÇn thu thËp ®ñ 6 m¶nh th× c? thÓ ®?n thî r?n thÇn b? t¹i L©m An ®Ó hîp thµnh “§?a Ph¸ch KhÊu T©m Träc”."	1	100
M¶nh §ång C?u Ti?m Long Yªu §¸i (1/6)	4	1230	\spr\item\citydefence\bigfragment.spr	347	1	1	"M¶nh §ång C?u Ti?m Long Yªu §¸i, chØ cÇn thu thËp ®ñ 6 m¶nh th× c? thÓ ®?n thî r?n thÇn b? t¹i L©m An ®Ó hîp thµnh “§ång C?u Ti?m Long Yªu §¸i”."	1	100
M¶nh §ång C?u Ti?m Long Yªu §¸i (2/6)	4	1231	\spr\item\citydefence\bigfragment.spr	347	1	1	"M¶nh §ång C?u Ti?m Long Yªu §¸i, chØ cÇn thu thËp ®ñ 6 m¶nh th× c? thÓ ®?n thî r?n thÇn b? t¹i L©m An ®Ó hîp thµnh “§ång C?u Ti?m Long Yªu §¸i”."	1	100
M¶nh §ång C?u Ti?m Long Yªu §¸i (3/6)	4	1232	\spr\item\citydefence\bigfragment.spr	347	1	1	"M¶nh §ång C?u Ti?m Long Yªu §¸i, chØ cÇn thu thËp ®ñ 6 m¶nh th× c? thÓ ®?n thî r?n thÇn b? t¹i L©m An ®Ó hîp thµnh “§ång C?u Ti?m Long Yªu §¸i”."	1	100
M¶nh §ång C?u Ti?m Long Yªu §¸i (4/6)	4	1233	\spr\item\citydefence\bigfragment.spr	347	1	1	"M¶nh §ång C?u Ti?m Long Yªu §¸i, chØ cÇn thu thËp ®ñ 6 m¶nh th× c? thÓ ®?n thî r?n thÇn b? t¹i L©m An ®Ó hîp thµnh “§ång C?u Ti?m Long Yªu §¸i”."	1	100
M¶nh §ång C?u Ti?m Long Yªu §¸i (5/6)	4	1234	\spr\item\citydefence\bigfragment.spr	347	1	1	"M¶nh §ång C?u Ti?m Long Yªu §¸i, chØ cÇn thu thËp ®ñ 6 m¶nh th× c? thÓ ®?n thî r?n thÇn b? t¹i L©m An ®Ó hîp thµnh “§ång C?u Ti?m Long Yªu §¸i”."	1	100
M¶nh §ång C?u Ti?m Long Yªu §¸i (6/6)	4	1235	\spr\item\citydefence\bigfragment.spr	347	1	1	"M¶nh §ång C?u Ti?m Long Yªu §¸i, chØ cÇn thu thËp ®ñ 6 m¶nh th× c? thÓ ®?n thî r?n thÇn b? t¹i L©m An ®Ó hîp thµnh “§ång C?u Ti?m Long Yªu §¸i”."	1	100
M¶nh §?ch Kh¸i Phôc M·ng Yªu §¸i (1/6)	4	1236	\spr\item\citydefence\bigfragment.spr	347	1	1	"M¶nh §?ch Kh¸i Phôc M·ng Yªu §¸i, chØ cÇn thu thËp ®ñ 6 m¶nh th× c? thÓ ®?n thî r?n thÇn b? t¹i L©m An ®Ó hîp thµnh “§?ch Kh¸i Phôc M·ng Yªu §¸i”."	1	100
M¶nh §?ch Kh¸i Phôc M·ng Yªu §¸i (2/6)	4	1237	\spr\item\citydefence\bigfragment.spr	347	1	1	"M¶nh §?ch Kh¸i Phôc M·ng Yªu §¸i, chØ cÇn thu thËp ®ñ 6 m¶nh th× c? thÓ ®?n thî r?n thÇn b? t¹i L©m An ®Ó hîp thµnh “§?ch Kh¸i Phôc M·ng Yªu §¸i”."	1	100
M¶nh §?ch Kh¸i Phôc M·ng Yªu §¸i (3/6)	4	1238	\spr\item\citydefence\bigfragment.spr	347	1	1	"M¶nh §?ch Kh¸i Phôc M·ng Yªu §¸i, chØ cÇn thu thËp ®ñ 6 m¶nh th× c? thÓ ®?n thî r?n thÇn b? t¹i L©m An ®Ó hîp thµnh “§?ch Kh¸i Phôc M·ng Yªu §¸i”."	1	100
M¶nh §?ch Kh¸i Phôc M·ng Yªu §¸i (4/6)	4	1239	\spr\item\citydefence\bigfragment.spr	347	1	1	"M¶nh §?ch Kh¸i Phôc M·ng Yªu §¸i, chØ cÇn thu thËp ®ñ 6 m¶nh th× c? thÓ ®?n thî r?n thÇn b? t¹i L©m An ®Ó hîp thµnh “§?ch Kh¸i Phôc M·ng Yªu §¸i”."	1	100
M¶nh §?ch Kh¸i Phôc M·ng Yªu §¸i (5/6)	4	1240	\spr\item\citydefence\bigfragment.spr	347	1	1	"M¶nh §?ch Kh¸i Phôc M·ng Yªu §¸i, chØ cÇn thu thËp ®ñ 6 m¶nh th× c? thÓ ®?n thî r?n thÇn b? t¹i L©m An ®Ó hîp thµnh “§?ch Kh¸i Phôc M·ng Yªu §¸i”."	1	100
M¶nh §?ch Kh¸i Phôc M·ng Yªu §¸i (6/6)	4	1241	\spr\item\citydefence\bigfragment.spr	347	1	1	"M¶nh §?ch Kh¸i Phôc M·ng Yªu §¸i, chØ cÇn thu thËp ®ñ 6 m¶nh th× c? thÓ ®?n thî r?n thÇn b? t¹i L©m An ®Ó hîp thµnh “§?ch Kh¸i Phôc M·ng Yªu §¸i”."	1	100
M¶nh Ma Hoµng Khª Cèc Thóc Yªu §¸i (1/6)	4	1242	\spr\item\citydefence\bigfragment.spr	347	1	1	"M¶nh Ma Hoµng Khª Cèc Thóc Yªu §¸i, chØ cÇn thu thËp ®ñ 6 m¶nh th× c? thÓ ®?n thî r?n thÇn b? t¹i L©m An ®Ó hîp thµnh “Ma Hoµng Khª Cèc Thóc Yªu §¸i”."	1	100
M¶nh Ma Hoµng Khª Cèc Thóc Yªu §¸i (2/6)	4	1243	\spr\item\citydefence\bigfragment.spr	347	1	1	"M¶nh Ma Hoµng Khª Cèc Thóc Yªu §¸i, chØ cÇn thu thËp ®ñ 6 m¶nh th× c? thÓ ®?n thî r?n thÇn b? t¹i L©m An ®Ó hîp thµnh “Ma Hoµng Khª Cèc Thóc Yªu §¸i”."	1	100
M¶nh Ma Hoµng Khª Cèc Thóc Yªu §¸i (3/6)	4	1244	\spr\item\citydefence\bigfragment.spr	347	1	1	"M¶nh Ma Hoµng Khª Cèc Thóc Yªu §¸i, chØ cÇn thu thËp ®ñ 6 m¶nh th× c? thÓ ®?n thî r?n thÇn b? t¹i L©m An ®Ó hîp thµnh “Ma Hoµng Khª Cèc Thóc Yªu §¸i”."	1	100
M¶nh Ma Hoµng Khª Cèc Thóc Yªu §¸i (4/6)	4	1245	\spr\item\citydefence\bigfragment.spr	347	1	1	"M¶nh Ma Hoµng Khª Cèc Thóc Yªu §¸i, chØ cÇn thu thËp ®ñ 6 m¶nh th× c? thÓ ®?n thî r?n thÇn b? t¹i L©m An ®Ó hîp thµnh “Ma Hoµng Khª Cèc Thóc Yªu §¸i”."	1	100
M¶nh Ma Hoµng Khª Cèc Thóc Yªu §¸i (5/6)	4	1246	\spr\item\citydefence\bigfragment.spr	347	1	1	"M¶nh Ma Hoµng Khª Cèc Thóc Yªu §¸i, chØ cÇn thu thËp ®ñ 6 m¶nh th× c? thÓ ®?n thî r?n thÇn b? t¹i L©m An ®Ó hîp thµnh “Ma Hoµng Khª Cèc Thóc Yªu §¸i”."	1	100
M¶nh Ma Hoµng Khª Cèc Thóc Yªu §¸i (6/6)	4	1247	\spr\item\citydefence\bigfragment.spr	347	1	1	"M¶nh Ma Hoµng Khª Cèc Thóc Yªu §¸i, chØ cÇn thu thËp ®ñ 6 m¶nh th× c? thÓ ®?n thî r?n thÇn b? t¹i L©m An ®Ó hîp thµnh “Ma Hoµng Khª Cèc Thóc Yªu §¸i”."	1	100
M¶nh Ma Th? Huy?t Ngäc ThÊt S¸t Béi (1/6)	4	1248	\spr\item\citydefence\bigfragment.spr	347	1	1	"M¶nh Ma Th? Huy?t Ngäc ThÊt S¸t Béi, chØ cÇn thu thËp ®ñ 6 m¶nh th× c? thÓ ®?n thî r?n thÇn b? t¹i L©m An ®Ó hîp thµnh “Ma Th? Huy?t Ngäc ThÊt S¸t Béi”."	1	100
M¶nh Ma Th? Huy?t Ngäc ThÊt S¸t Béi (2/6)	4	1249	\spr\item\citydefence\bigfragment.spr	347	1	1	"M¶nh Ma Th? Huy?t Ngäc ThÊt S¸t Béi, chØ cÇn thu thËp ®ñ 6 m¶nh th× c? thÓ ®?n thî r?n thÇn b? t¹i L©m An ®Ó hîp thµnh “Ma Th? Huy?t Ngäc ThÊt S¸t Béi”."	1	100
M¶nh Ma Th? Huy?t Ngäc ThÊt S¸t Béi (3/6)	4	1250	\spr\item\citydefence\bigfragment.spr	347	1	1	"M¶nh Ma Th? Huy?t Ngäc ThÊt S¸t Béi, chØ cÇn thu thËp ®ñ 6 m¶nh th× c? thÓ ®?n thî r?n thÇn b? t¹i L©m An ®Ó hîp thµnh “Ma Th? Huy?t Ngäc ThÊt S¸t Béi”."	1	100
M¶nh Ma Th? Huy?t Ngäc ThÊt S¸t Béi (4/6)	4	1251	\spr\item\citydefence\bigfragment.spr	347	1	1	"M¶nh Ma Th? Huy?t Ngäc ThÊt S¸t Béi, chØ cÇn thu thËp ®ñ 6 m¶nh th× c? thÓ ®?n thî r?n thÇn b? t¹i L©m An ®Ó hîp thµnh “Ma Th? Huy?t Ngäc ThÊt S¸t Béi”."	1	100
