CharacterName	CharacterType	ResFilePath	PartFileName	WeaponActionTab1	WeaponActionTab2	ActionRenderOrderTab	Head	Hair	Shoulder	Body	LeftHand	RightHead	LeftWeapon	RightWeapon	HorseFront	HorseMiddle	HorseBack	Mantle
ktenemy044	NormalNpc	image\feature\npc\enemy\enemy044																
ktenemy045	NormalNpc	image\feature\npc\enemy\enemy045																
ktenemy046	NormalNpc	image\feature\npc\enemy\enemy046																
ktenemy047	NormalNpc	image\feature\npc\enemy\enemy047																
ktenemy048	NormalNpc	image\feature\npc\enemy\enemy048																
ktenemy049	NormalNpc	image\feature\npc\enemy\enemy049																
ktenemy050	NormalNpc	image\feature\npc\enemy\enemy050																
ktenemy051	NormalNpc	image\feature\npc\enemy\enemy051																
ktenemy052	NormalNpc	image\feature\npc\enemy\enemy052																
ktenemy053	NormalNpc	image\feature\npc\enemy\enemy053																
ktenemy054	NormalNpc	image\feature\npc\enemy\enemy054																
ktenemy054a	NormalNpc	image\feature\npc\enemy\enemy054a																
ktenemy055	NormalNpc	image\feature\npc\enemy\enemy055																
ktenemy056	NormalNpc	image\feature\npc\enemy\enemy056																
ktenemy057	NormalNpc	image\feature\npc\enemy\enemy057																
ktenemy058	NormalNpc	image\feature\npc\enemy\enemy058																
ktenemy059	NormalNpc	image\feature\npc\enemy\enemy059																
ktenemy060	NormalNpc	image\feature\npc\enemy\enemy060																
ktenemy061	NormalNpc	image\feature\npc\enemy\enemy061																
ktenemy062	NormalNpc	image\feature\npc\enemy\enemy062																
ktenemy063	NormalNpc	image\feature\npc\enemy\enemy063																
ktenemy064	NormalNpc	image\feature\npc\enemy\enemy064																
ktenemy065	NormalNpc	image\feature\npc\enemy\enemy065																
ktenemy065a	NormalNpc	image\feature\npc\enemy\enemy065a																
ktenemy066	NormalNpc	image\feature\npc\enemy\enemy066																
ktenemy067	NormalNpc	image\feature\npc\enemy\enemy067																
ktenemy068	NormalNpc	image\feature\npc\enemy\enemy068																
ktenemy069	NormalNpc	image\feature\npc\enemy\enemy069																
ktenemy069a	NormalNpc	image\feature\npc\enemy\enemy069a																
ktenemy070	NormalNpc	image\feature\npc\enemy\enemy070																
ktenemy071	NormalNpc	image\feature\npc\enemy\enemy071																
ktenemy072	NormalNpc	image\feature\npc\enemy\enemy072																
ktenemy073	NormalNpc	image\feature\npc\enemy\enemy073																
ktenemy074	NormalNpc	image\feature\npc\enemy\enemy074																
ktenemy075	NormalNpc	image\feature\npc\enemy\enemy075																
ktenemy076	NormalNpc	image\feature\npc\enemy\enemy076																
ktenemy077	NormalNpc	image\feature\npc\enemy\enemy077																
ktenemy078	NormalNpc	image\feature\npc\enemy\enemy078																
ktenemy079	NormalNpc	image\feature\npc\enemy\enemy079																
ktenemy080	NormalNpc	image\feature\npc\enemy\enemy080																
ktenemy081	NormalNpc	image\feature\npc\enemy\enemy081																
ktenemy082	NormalNpc	image\feature\npc\enemy\enemy082																
ktenemy083	NormalNpc	image\feature\npc\enemy\enemy083																
ktenemy084	NormalNpc	image\feature\npc\enemy\enemy084																
ktenemy085	NormalNpc	image\feature\npc\enemy\enemy085																
ktenemy086	NormalNpc	image\feature\npc\enemy\enemy086																
ktenemy087	NormalNpc	image\feature\npc\enemy\enemy087																
ktenemy088	NormalNpc	image\feature\npc\enemy\enemy088																
ktenemy089	NormalNpc	image\feature\npc\enemy\enemy089																
ktenemy090	NormalNpc	image\feature\npc\enemy\enemy090																
ktenemy091	NormalNpc	image\feature\npc\enemy\enemy091																
ktenemy092	NormalNpc	image\feature\npc\enemy\enemy092																
ktenemy093	NormalNpc	image\feature\npc\enemy\enemy093																
ktenemy094	NormalNpc	image\feature\npc\enemy\enemy094																
ktenemy095	NormalNpc	image\feature\npc\enemy\enemy095																
ktenemy096	NormalNpc	image\feature\npc\enemy\enemy096																
ktenemy097	NormalNpc	image\feature\npc\enemy\enemy097																
ktenemy098	NormalNpc	image\feature\npc\enemy\enemy098																
ktenemy099	NormalNpc	image\feature\npc\enemy\enemy099																
ktenemy099_1	NormalNpc	image\feature\npc\enemy\enemy099_1																
ktenemy100	NormalNpc	image\feature\npc\enemy\enemy100																
ktenemy101	NormalNpc	image\feature\npc\enemy\enemy101																
ktenemy102	NormalNpc	image\feature\npc\enemy\enemy102																
ktenemy102_3	NormalNpc	image\feature\npc\enemy\enemy102_3																
ktenemy103	NormalNpc	image\feature\npc\enemy\enemy103																
ktenemy103_3	NormalNpc	image\feature\npc\enemy\enemy103_3																
ktenemy104	NormalNpc	image\feature\npc\enemy\enemy104																
ktenemy104_3	NormalNpc	image\feature\npc\enemy\enemy104_3																
ktenemy105	NormalNpc	image\feature\npc\enemy\enemy105																
ktenemy105_3	NormalNpc	image\feature\npc\enemy\enemy105_3																
ktenemy106	NormalNpc	image\feature\npc\enemy\enemy106																
ktenemy1061	NormalNpc	image\feature\npc\enemy\enemy1061																
ktenemy107	NormalNpc	image\feature\npc\enemy\enemy107																
ktenemy108	NormalNpc	image\feature\npc\enemy\enemy108																
ktenemy109	NormalNpc	image\feature\npc\enemy\enemy109																
ktenemy110	NormalNpc	image\feature\npc\enemy\enemy110																
ktenemy111	NormalNpc	image\feature\npc\enemy\enemy111																
ktenemy112	NormalNpc	image\feature\npc\enemy\enemy112																
ktenemy113	NormalNpc	image\feature\npc\enemy\enemy113																
ktenemy114	NormalNpc	image\feature\npc\enemy\enemy114																
ktenemy115	NormalNpc	image\feature\npc\enemy\enemy115																
ktenemy116	NormalNpc	image\feature\npc\enemy\enemy116																
ktenemy117	NormalNpc	image\feature\npc\enemy\enemy117																
ktenemy118	NormalNpc	image\feature\npc\enemy\enemy118																
ktenemy119	NormalNpc	image\feature\npc\enemy\enemy119																
ktenemy120	NormalNpc	image\feature\npc\enemy\enemy120																
ktenemy121	NormalNpc	image\feature\npc\enemy\enemy121																
ktenemy122	NormalNpc	image\feature\npc\enemy\enemy122																
ktenemy123	NormalNpc	image\feature\npc\enemy\enemy123																
ktenemy124	NormalNpc	image\feature\npc\enemy\enemy124																
ktenemy125	NormalNpc	image\feature\npc\enemy\enemy125																
ktenemy126	NormalNpc	image\feature\npc\enemy\enemy126																
ktenemy127	NormalNpc	image\feature\npc\enemy\enemy127																
ktenemy128	NormalNpc	image\feature\npc\enemy\enemy128																
ktenemy129	NormalNpc	image\feature\npc\enemy\enemy129																
ktenemy130	NormalNpc	image\feature\npc\enemy\enemy130																
ktenemy131	NormalNpc	image\feature\npc\enemy\enemy131																
ktenemy132	NormalNpc	image\feature\npc\enemy\enemy132																
ktenemy133	NormalNpc	image\feature\npc\enemy\enemy133																
ktenemy134	NormalNpc	image\feature\npc\enemy\enemy134																
ktenemy135	NormalNpc	image\feature\npc\enemy\enemy135																
ktenemy136	NormalNpc	image\feature\npc\enemy\enemy136																
ktenemy137	NormalNpc	image\feature\npc\enemy\enemy137																
ktenemy138	NormalNpc	image\feature\npc\enemy\enemy138																
ktenemy139	NormalNpc	image\feature\npc\enemy\enemy139																
ktenemy140	NormalNpc	image\feature\npc\enemy\enemy140																
ktenemy141	NormalNpc	image\feature\npc\enemy\enemy141																
ktenemy142	NormalNpc	image\feature\npc\enemy\enemy142																
ktenemy143	NormalNpc	image\feature\npc\enemy\enemy143																
ktenemy144	NormalNpc	image\feature\npc\enemy\enemy144																
ktenemy144a	NormalNpc	image\feature\npc\enemy\enemy144a																
ktenemy145	NormalNpc	image\feature\npc\enemy\enemy145																
ktenemy146	NormalNpc	image\feature\npc\enemy\enemy146																
ktenemy147	NormalNpc	image\feature\npc\enemy\enemy147																
ktenemy148	NormalNpc	image\feature\npc\enemy\enemy148																
ktenemy149	NormalNpc	image\feature\npc\enemy\enemy149																
ktenemy150	NormalNpc	image\feature\npc\enemy\enemy150																
ktenemy151	NormalNpc	image\feature\npc\enemy\enemy151																
ktenemy152	NormalNpc	image\feature\npc\enemy\enemy152																
ktenemy153	NormalNpc	image\feature\npc\enemy\enemy153																
ktenemy154	NormalNpc	image\feature\npc\enemy\enemy154																
ktenemy155	NormalNpc	image\feature\npc\enemy\enemy155																
ktenemy156	NormalNpc	image\feature\npc\enemy\enemy156																
ktenemy157	NormalNpc	image\feature\npc\enemy\enemy157																
ktenemy158	NormalNpc	image\feature\npc\enemy\enemy158																
ktenemy159	NormalNpc	image\feature\npc\enemy\enemy159																
ktenemy160	NormalNpc	image\feature\npc\enemy\enemy160																
ktenemy161	NormalNpc	image\feature\npc\enemy\enemy161																
ktenemy162	NormalNpc	image\feature\npc\enemy\enemy162																
ktenemy163	NormalNpc	image\feature\npc\enemy\enemy163																
ktenemy164	NormalNpc	image\feature\npc\enemy\enemy164																
ktenemy165	NormalNpc	image\feature\npc\enemy\enemy165																
ktenemy166	NormalNpc	image\feature\npc\enemy\enemy166																
ktenemy167	NormalNpc	image\feature\npc\enemy\enemy167																
ktenemy168	NormalNpc	image\feature\npc\enemy\enemy168																
ktenemy168a	NormalNpc	image\feature\npc\enemy\enemy168a																
ktenemy169	NormalNpc	image\feature\npc\enemy\enemy169																
ktenemy170	NormalNpc	image\feature\npc\enemy\enemy170																
ktenemy171	NormalNpc	image\feature\npc\enemy\enemy171																
ktenemy171_3	NormalNpc	image\feature\npc\enemy\enemy171_3																
ktenemy172	NormalNpc	image\feature\npc\enemy\enemy172																
ktenemy173	NormalNpc	image\feature\npc\enemy\enemy173																
ktenemy174	NormalNpc	image\feature\npc\enemy\enemy174																
ktenemy175	NormalNpc	image\feature\npc\enemy\enemy175																
ktenemy176	NormalNpc	image\feature\npc\enemy\enemy176																
ktenemy177	NormalNpc	image\feature\npc\enemy\enemy177																
ktenemy178	NormalNpc	image\feature\npc\enemy\enemy178																
ktenemy179	NormalNpc	image\feature\npc\enemy\enemy179																
ktenemy180	NormalNpc	image\feature\npc\enemy\enemy180																
ktenemy181	NormalNpc	image\feature\npc\enemy\enemy181																
ktenemy182	NormalNpc	image\feature\npc\enemy\enemy182																
ktenemy183	NormalNpc	image\feature\npc\enemy\enemy183																
ktenemy184	NormalNpc	image\feature\npc\enemy\enemy184																
ktenemy185	NormalNpc	image\feature\npc\enemy\enemy185																
ktenemy186	NormalNpc	image\feature\npc\enemy\enemy186																
ktenemy186a	NormalNpc	image\feature\npc\enemy\enemy186																
ktenemy187	NormalNpc	image\feature\npc\enemy\enemy187																
ktenemy188	NormalNpc	image\feature\npc\enemy\enemy188																
ktenemy189	NormalNpc	image\feature\npc\enemy\enemy189																
ktenemy190	NormalNpc	image\feature\npc\enemy\enemy190																
ktenemy191	NormalNpc	image\feature\npc\enemy\enemy191																
ktenemy192	NormalNpc	image\feature\npc\enemy\enemy192																
ktenemy193	NormalNpc	image\feature\npc\enemy\enemy193																
ktenemy194	NormalNpc	image\feature\npc\enemy\enemy194																
ktenemy195	NormalNpc	image\feature\npc\enemy\enemy195																
ktenemy196	NormalNpc	image\feature\npc\enemy\enemy196																
ktenemy197	NormalNpc	image\feature\npc\enemy\enemy197																
ktenemy198	NormalNpc	image\feature\npc\enemy\enemy198																
ktenemy199	NormalNpc	image\feature\npc\enemy\enemy199																
ktenemy200	NormalNpc	image\feature\npc\enemy\enemy200																
ktenemy201	NormalNpc	image\feature\npc\enemy\enemy201																
ktenemy202	NormalNpc	image\feature\npc\enemy\enemy202																
ktenemy203	NormalNpc	image\feature\npc\enemy\enemy203																
ktenemy204	NormalNpc	image\feature\npc\enemy\enemy204																
ktenemy205	NormalNpc	image\feature\npc\enemy\enemy205																
ktenemy206	NormalNpc	image\feature\npc\enemy\enemy206																
ktenemy207	NormalNpc	image\feature\npc\enemy\enemy207																
ktenemy208	NormalNpc	image\feature\npc\enemy\enemy208																
ktenemy209	NormalNpc	image\feature\npc\enemy\enemy209																
ktenemy210	NormalNpc	image\feature\npc\enemy\enemy210																
ktenemy211	NormalNpc	image\feature\npc\enemy\enemy211																
ktenemy212	NormalNpc	image\feature\npc\enemy\enemy212																
ktenemy213	NormalNpc	image\feature\npc\enemy\enemy213																
ktenemy214	NormalNpc	image\feature\npc\enemy\enemy214																
ktenemy215	NormalNpc	image\feature\npc\enemy\enemy215																
ktenemy216	NormalNpc	image\feature\npc\enemy\enemy216																
ktenemy217	NormalNpc	image\feature\npc\enemy\enemy217																
ktenemy218	NormalNpc	image\feature\npc\enemy\enemy218																
ktenemy219	NormalNpc	image\feature\npc\enemy\enemy219																
ktenemy220	NormalNpc	image\feature\npc\enemy\enemy220																
ktenemy221	NormalNpc	image\feature\npc\enemy\enemy221																
ktenemy222	NormalNpc	image\feature\npc\enemy\enemy222																
ktenemy223	NormalNpc	image\feature\npc\enemy\enemy223																
ktenemy224	NormalNpc	image\feature\npc\enemy\enemy224																
ktenemy225	NormalNpc	image\feature\npc\enemy\enemy225																
ktenemy226	NormalNpc	image\feature\npc\enemy\enemy226																
ktenemy227	NormalNpc	image\feature\npc\enemy\enemy227																
ktenemy228	NormalNpc	image\feature\npc\enemy\enemy228																
ktenemy229	NormalNpc	image\feature\npc\enemy\enemy229																
ktenemy230	NormalNpc	image\feature\npc\enemy\enemy230																
ktenemy231	NormalNpc	image\feature\npc\enemy\enemy231																
ktenemy232	NormalNpc	image\feature\npc\enemy\enemy232																
ktenemy233	NormalNpc	image\feature\npc\enemy\enemy233																
ktenemy234	NormalNpc	image\feature\npc\enemy\enemy234																
ktenemy235	NormalNpc	image\feature\npc\enemy\enemy235																
ktenemy236	NormalNpc	image\feature\npc\enemy\enemy236																
ktenemy237	NormalNpc	image\feature\npc\enemy\enemy237																
ktenemy238	NormalNpc	image\feature\npc\enemy\enemy238																
ktenemy239	NormalNpc	image\feature\npc\enemy\enemy239																
ktenemy240	NormalNpc	image\feature\npc\enemy\enemy240																
ktenemy241	NormalNpc	image\feature\npc\enemy\enemy241																
ktenemy242	NormalNpc	image\feature\npc\enemy\enemy242																
ktenemy243	NormalNpc	image\feature\npc\enemy\enemy243																
ktenemy244	NormalNpc	image\feature\npc\enemy\enemy244																
ktenemy245	NormalNpc	image\feature\npc\enemy\enemy245																
ktenemy246	NormalNpc	image\feature\npc\enemy\enemy246																
ktenemy247	NormalNpc	image\feature\npc\enemy\enemy247																
ktenemy248	NormalNpc	image\feature\npc\enemy\enemy248																
ktenemy248a	NormalNpc	image\feature\npc\enemy\enemy248																
ktenemy249	NormalNpc	image\feature\npc\enemy\enemy249																
ktenemy250	NormalNpc	image\feature\npc\enemy\enemy250																
ktenemy251	NormalNpc	image\feature\npc\enemy\enemy251																
ktenemy252	NormalNpc	image\feature\npc\enemy\enemy252																
ktenemy253	NormalNpc	image\feature\npc\enemy\enemy253																
ktenemy254	NormalNpc	image\feature\npc\enemy\enemy254																
ktenemy255	NormalNpc	image\feature\npc\enemy\enemy255																
ktenemy256	NormalNpc	image\feature\npc\enemy\enemy256																
ktenemy257	NormalNpc	image\feature\npc\enemy\enemy257																
ktenemy258	NormalNpc	image\feature\npc\enemy\enemy258																
ktenemy259	NormalNpc	image\feature\npc\enemy\enemy259																
ktenemy260	NormalNpc	image\feature\npc\enemy\enemy260																
ktenemy261	NormalNpc	image\feature\npc\enemy\enemy261																
ktenemy262	NormalNpc	image\feature\npc\enemy\enemy262																
ktenemy263	NormalNpc	image\feature\npc\enemy\enemy263																
ktenemy264	NormalNpc	image\feature\npc\enemy\enemy264																
ktenemy265	NormalNpc	image\feature\npc\enemy\enemy265																
ktenemy266a	NormalNpc	image\feature\npc\enemy\enemy266a																
ktenemy266b	NormalNpc	image\feature\npc\enemy\enemy266b																
ktenemy266c	NormalNpc	image\feature\npc\enemy\enemy266c																
ktenemy267	NormalNpc	image\feature\npc\enemy\enemy267																
ktenemy268	NormalNpc	image\feature\npc\enemy\enemy268																
ktenemy269	NormalNpc	image\feature\npc\enemy\enemy269																
ktenemy270	NormalNpc	image\feature\npc\enemy\enemy270																
ktenemy271	NormalNpc	image\feature\npc\enemy\enemy271																
ktenemy304	NormalNpc	image\feature\npc\enemy\enemy304																
ktenemy305	NormalNpc	image\feature\npc\enemy\enemy305																
ktenemy306	NormalNpc	image\feature\npc\enemy\enemy306																
ktenemy307	NormalNpc	image\feature\npc\enemy\enemy307																
ktenemy308	NormalNpc	image\feature\npc\enemy\enemy308																
ktenemy309	NormalNpc	image\feature\npc\enemy\enemy309																
ktenemy311	NormalNpc	image\feature\npc\enemy\enemy311																
ktenemy312	NormalNpc	image\feature\npc\enemy\enemy312																
ktenemy313	NormalNpc	image\feature\npc\enemy\enemy313																
ktenemy314	NormalNpc	image\feature\npc\enemy\enemy314																
ktenemy315	NormalNpc	image\feature\npc\enemy\enemy315																
ktenemy316	NormalNpc	image\feature\npc\enemy\enemy316																
ktenemy318	NormalNpc	image\feature\npc\enemy\enemy318																
ktenemy319	NormalNpc	image\feature\npc\enemy\enemy319																
ktenemy320	NormalNpc	image\feature\npc\enemy\enemy320																
ktenemy321	NormalNpc	image\feature\npc\enemy\enemy321																
ktenemy322	NormalNpc	image\feature\npc\enemy\enemy322																
ktenemy323	NormalNpc	image\feature\npc\enemy\enemy323																
ktenemy324	NormalNpc	image\feature\npc\enemy\enemy324																
ktenemy325	NormalNpc	image\feature\npc\enemy\enemy325																
ktenemy326	NormalNpc	image\feature\npc\enemy\enemy326																
ktenemy327	NormalNpc	image\feature\npc\enemy\enemy327																
ktenemy328	NormalNpc	image\feature\npc\enemy\enemy328																
ktenemy329	NormalNpc	image\feature\npc\enemy\enemy329																
ktenemy330	NormalNpc	image\feature\npc\enemy\enemy330																
ktenemy331	NormalNpc	image\feature\npc\enemy\enemy331																
ktenemy332	NormalNpc	image\feature\npc\enemy\enemy332																
ktenemy333	NormalNpc	image\feature\npc\enemy\enemy333																
ktenemy334	NormalNpc	image\feature\npc\enemy\enemy334																
ktenemy335	NormalNpc	image\feature\npc\enemy\enemy335																
ktenemy336	NormalNpc	image\feature\npc\enemy\enemy336																
ktenemy337	NormalNpc	image\feature\npc\enemy\enemy337																
ktenemy338	NormalNpc	image\feature\npc\enemy\enemy338																
ktenemy607	NormalNpc	image\feature\npc\enemy\enemy607																
ktenemy608	NormalNpc	image\feature\npc\enemy\enemy608																
ktenemy609	NormalNpc	image\feature\npc\enemy\enemy609																
ktenemy610	NormalNpc	image\feature\npc\enemy\enemy610																
ktenemy611	NormalNpc	image\feature\npc\enemy\enemy611																
ktenemy612	NormalNpc	image\feature\npc\enemy\enemy058																
ktenemy613	NormalNpc	image\feature\npc\enemy\enemy613																
ktenemy614	NormalNpc	image\feature\npc\enemy\enemy612																
ktenemy615	NormalNpc	image\feature\npc\enemy\enemy615																
ktenemy616	NormalNpc	image\feature\npc\enemy\enemy616																
ktenemy617	NormalNpc	image\feature\npc\enemy\enemy617																
ktenemy618	NormalNpc	image\feature\npc\enemy\enemy618																
ktenemy619	NormalNpc	image\feature\npc\enemy\enemy619																
ktenemy620	NormalNpc	image\feature\npc\enemy\enemy620																
ktenemy621	NormalNpc	image\feature\npc\enemy\enemy621																
ktenemy679_3	NormalNpc	image\feature\npc\enemy\enemy679_3																
ktice	NormalNpc	image\effect\fightskill\public																
ktmineral01	NormalNpc	image\feature\npc\passerby\mineral01																
ktmineral02	NormalNpc	image\feature\npc\passerby\mineral02																
ktmineral03	NormalNpc	image\feature\npc\passerby\mineral03																
ktmineral04	NormalNpc	image\feature\npc\passerby\mineral04																
ktpasserby001	NormalNpc	image\feature\npc\passerby\passerby001																
ktpasserby002	NormalNpc	image\feature\npc\passerby\passerby002																
ktpasserby003	NormalNpc	image\feature\npc\passerby\passerby003																
ktpasserby004	NormalNpc	image\feature\npc\passerby\passerby004																
ktpasserby005	NormalNpc	image\feature\npc\passerby\passerby005																
ktpasserby006	NormalNpc	image\feature\npc\passerby\passerby006																
ktpasserby007	NormalNpc	image\feature\npc\passerby\passerby007																
ktpasserby008	NormalNpc	image\feature\npc\passerby\passerby008																
ktpasserby009	NormalNpc	image\feature\npc\passerby\passerby009																
ktpasserby010	NormalNpc	image\feature\npc\passerby\passerby010																
ktpasserby011	NormalNpc	image\feature\npc\passerby\passerby011																
ktpasserby012	NormalNpc	image\feature\npc\passerby\passerby012																
ktpasserby013	NormalNpc	image\feature\npc\passerby\passerby013																
ktpasserby014	NormalNpc	image\feature\npc\passerby\passerby014																
ktpasserby015	NormalNpc	image\feature\npc\passerby\passerby015																
ktpasserby016	NormalNpc	image\feature\npc\passerby\passerby016																
ktpasserby017	NormalNpc	image\feature\npc\passerby\passerby017																
ktpasserby018	NormalNpc	image\feature\npc\passerby\passerby018																
ktpasserby019	NormalNpc	image\feature\npc\passerby\passerby019																
ktpasserby020	NormalNpc	image\feature\npc\passerby\passerby020																
ktpasserby0219	NormalNpc	image\feature\npc\passerby\passerby219																
ktpasserby0220	NormalNpc	image\feature\npc\passerby\passerby220																
ktpasserby0221	NormalNpc	image\feature\npc\passerby\passerby221																
ktpasserby0222	NormalNpc	image\feature\npc\passerby\passerby222																
ktpasserby025	NormalNpc	image\feature\npc\passerby\passerby025																
ktpasserby026	NormalNpc	image\feature\npc\passerby\passerby026																
ktpasserby027	NormalNpc	image\feature\npc\passerby\passerby027																
ktpasserby028	NormalNpc	image\feature\npc\passerby\passerby028																
ktpasserby029	NormalNpc	image\feature\npc\passerby\passerby029																
ktpasserby030	NormalNpc	image\feature\npc\passerby\passerby030																
ktpasserby032	NormalNpc	image\feature\npc\passerby\passerby032																
ktpasserby033	NormalNpc	image\feature\npc\passerby\passerby033																
ktpasserby033a	NormalNpc	image\feature\npc\passerby\passerby033a																
ktpasserby034	NormalNpc	image\feature\npc\passerby\passerby034																
ktpasserby035	NormalNpc	image\feature\npc\passerby\passerby035																
ktpasserby037	NormalNpc	image\feature\npc\passerby\passerby037																
ktpasserby038	NormalNpc	image\feature\npc\passerby\passerby038																
ktpasserby039	NormalNpc	image\feature\npc\passerby\passerby039																
ktpasserby040	NormalNpc	image\feature\npc\passerby\passerby040																
ktpasserby041	NormalNpc	image\feature\npc\passerby\passerby041																
ktpasserby042	NormalNpc	image\feature\npc\passerby\passerby042																
ktpasserby043	NormalNpc	image\feature\npc\passerby\passerby043																
ktpasserby044	NormalNpc	image\feature\npc\passerby\passerby044																
ktpasserby045	NormalNpc	image\feature\npc\passerby\passerby045																
ktpasserby046	NormalNpc	image\feature\npc\passerby\passerby046																
ktpasserby047	NormalNpc	image\feature\npc\passerby\passerby047																
ktpasserby049	NormalNpc	image\feature\npc\passerby\passerby049																
ktpasserby050	NormalNpc	image\feature\npc\passerby\passerby050																
ktpasserby051	NormalNpc	image\feature\npc\passerby\passerby051																
ktpasserby054	NormalNpc	image\feature\npc\passerby\passerby054																
ktpasserby055	NormalNpc	image\feature\npc\passerby\passerby055																
ktpasserby056	NormalNpc	image\feature\npc\passerby\passerby056																
ktpasserby059	NormalNpc	image\feature\npc\passerby\passerby059																
ktpasserby060	NormalNpc	image\feature\npc\passerby\passerby060																
ktpasserby061	NormalNpc	image\feature\npc\passerby\passerby061																
ktpasserby062	NormalNpc	image\feature\npc\passerby\passerby062																
ktpasserby063	NormalNpc	image\feature\npc\passerby\passerby063																
ktpasserby064	NormalNpc	image\feature\npc\passerby\passerby064																
ktpasserby065	NormalNpc	image\feature\npc\passerby\passerby065																
ktpasserby066	NormalNpc	image\feature\npc\passerby\passerby066																
ktpasserby067	NormalNpc	image\feature\npc\passerby\passerby067																
ktpasserby068	NormalNpc	image\feature\npc\passerby\passerby068																
ktpasserby069	NormalNpc	image\feature\npc\passerby\passerby069																
ktpasserby070	NormalNpc	image\feature\npc\passerby\passerby070																
ktpasserby071	NormalNpc	image\feature\npc\passerby\passerby071																
ktpasserby072	NormalNpc	image\feature\npc\passerby\passerby072																
ktpasserby073	NormalNpc	image\feature\npc\passerby\passerby073																
ktpasserby074	NormalNpc	image\feature\npc\passerby\passerby074																
ktpasserby075	NormalNpc	image\feature\npc\passerby\passerby075																
ktpasserby076	NormalNpc	image\feature\npc\passerby\passerby076																
ktpasserby078	NormalNpc	image\feature\npc\passerby\passerby078																
ktpasserby079	NormalNpc	image\feature\npc\passerby\passerby079																
ktpasserby080	NormalNpc	image\feature\npc\passerby\passerby080																
ktpasserby081	NormalNpc	image\feature\npc\passerby\passerby081																
ktpasserby082	NormalNpc	image\feature\npc\passerby\passerby082																
ktpasserby083	NormalNpc	image\feature\npc\passerby\passerby083																
ktpasserby084	NormalNpc	image\feature\npc\passerby\passerby084																
ktpasserby085	NormalNpc	image\feature\npc\passerby\passerby085																
ktpasserby086	NormalNpc	image\feature\npc\passerby\passerby086																
ktpasserby087	NormalNpc	image\feature\npc\passerby\passerby087																
ktpasserby088	NormalNpc	image\feature\npc\passerby\passerby088																
ktpasserby089	NormalNpc	image\feature\npc\passerby\passerby089																
ktpasserby090	NormalNpc	image\feature\npc\passerby\passerby090																
ktpasserby091	NormalNpc	image\feature\npc\passerby\passerby091																
ktpasserby093	NormalNpc	image\feature\npc\passerby\passerby093																
ktpasserby094	NormalNpc	image\feature\npc\passerby\passerby094																
ktpasserby096	NormalNpc	image\feature\npc\passerby\passerby096																
ktpasserby097	NormalNpc	image\feature\npc\passerby\passerby097																
ktpasserby098	NormalNpc	image\feature\npc\passerby\passerby098																
ktpasserby099	NormalNpc	image\feature\npc\passerby\passerby099																
ktpasserby101	NormalNpc	image\feature\npc\passerby\passerby101																
ktpasserby102	NormalNpc	image\feature\npc\passerby\passerby102																
ktpasserby103	NormalNpc	image\feature\npc\passerby\passerby103																
ktpasserby105	NormalNpc	image\feature\npc\passerby\passerby105																
ktpasserby106	NormalNpc	image\feature\npc\passerby\passerby106																
ktpasserby107	NormalNpc	image\feature\npc\passerby\passerby107																
ktpasserby109	NormalNpc	image\feature\npc\passerby\passerby109																
ktpasserby110	NormalNpc	image\feature\npc\passerby\passerby110																
ktpasserby111	NormalNpc	image\feature\npc\passerby\passerby111																
ktpasserby112	NormalNpc	image\feature\npc\passerby\passerby112																
ktpasserby113	NormalNpc	image\feature\npc\passerby\passerby113																
ktpasserby114	NormalNpc	image\feature\npc\passerby\passerby114																
ktpasserby115	NormalNpc	image\feature\npc\passerby\passerby115																
ktpasserby116	NormalNpc	image\feature\npc\passerby\passerby116																
ktpasserby117	NormalNpc	image\feature\npc\passerby\passerby117																
ktpasserby118	NormalNpc	image\feature\npc\passerby\passerby118																
ktpasserby119	NormalNpc	image\feature\npc\passerby\passerby119																
ktpasserby120	NormalNpc	image\feature\npc\passerby\passerby120																
ktpasserby121	NormalNpc	image\feature\npc\passerby\passerby121																
ktpasserby122	NormalNpc	image\feature\npc\passerby\passerby122																
ktpasserby123	NormalNpc	image\feature\npc\passerby\passerby123																
ktpasserby124	NormalNpc	image\feature\npc\passerby\passerby124																
ktpasserby125	NormalNpc	image\feature\npc\passerby\passerby125																
ktpasserby126	NormalNpc	image\feature\npc\passerby\passerby126																
ktpasserby127	NormalNpc	image\feature\npc\passerby\passerby127																
ktpasserby128	NormalNpc	image\feature\npc\passerby\passerby128																
ktpasserby129	NormalNpc	image\feature\npc\passerby\passerby129																
ktpasserby130	NormalNpc	image\feature\npc\passerby\passerby130																
ktpasserby131	NormalNpc	image\feature\npc\passerby\passerby131																
ktpasserby132	NormalNpc	image\feature\npc\passerby\passerby132																
ktpasserby133	NormalNpc	image\feature\npc\passerby\passerby133																
ktpasserby134	NormalNpc	image\feature\npc\passerby\passerby134																
ktpasserby135	NormalNpc	image\feature\npc\passerby\passerby135																
ktpasserby136	NormalNpc	image\feature\npc\passerby\passerby136																
ktpasserby137	NormalNpc	image\feature\npc\passerby\passerby137																
ktpasserby138	NormalNpc	image\feature\npc\passerby\passerby138																
ktpasserby139	NormalNpc	image\feature\npc\passerby\passerby139																
ktpasserby140	NormalNpc	image\feature\npc\passerby\passerby140																
ktpasserby141	NormalNpc	image\feature\npc\passerby\passerby141																
ktpasserby142	NormalNpc	image\feature\npc\passerby\passerby142																
