Name	DataID	Kind	ScriptName	ImageName	SoundName	LifeTime	Layer	Height	SkillKind	SkillCamp	SkillRange	SkillCastTime	SkillID	SkillLevel	LightRadius	LightRed	LightGreen	LightBlue	LightAlpha	LightReflectType	ImageTotalFrame	ImageCurFrame	ImageTotalDir	ImageCurDir	ImageInterval	ImageCgXpos	ImageCgYpos	Bar0	Bar1	Bar2	Bar3	Bar4	Bar5	Bar6	Bar7	Bar8	Bar9	Bar10	Bar11	Bar12	Bar13	Bar14	ImageDropName	ImageDropTotalFrame	ImageDropCurFrame	ImageDropTotalDir	ImageDropCurDir	ImageDropInterval(Ö¡¼ä¸ô£©	ImageDropCgXpos	ImageDropCgYpos	IsUnseen	ObstacleKind	LoopAnimation
Hång d­îc 	310	Item		\spr\obj\item\obj_yp_hp03.spr	\sound\sound_i008.wav	2400	0	4	Cycle_Image_Static	0	0	0	0	0	0	0	0	0	0	0	8	0	1	0	16	60	115	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	\spr\obj\item\obj_yp_hp03_fall.spr	10	0	1	0	20	63	115	0	0	0
B¹ch d­îc	311	Item		\spr\obj\item\obj_yp_ap03.spr	\sound\sound_i008.wav	2400	0	4	Cycle_Image_Static	0	0	0	0	0	0	0	0	0	0	0	8	0	1	0	16	60	115	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	\spr\obj\item\obj_yp_ap03_fall.spr	10	0	1	0	20	63	115	0	0	0
Lam d­îc	312	Item		\spr\obj\item\obj_yp_mp03.spr	\sound\sound_i008.wav	2400	0	4	Cycle_Image_Static	0	0	0	0	0	0	0	0	0	0	0	8	0	1	0	16	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	\spr\obj\item\obj_yp_mp03_fall.spr	10	0	1	0	20	63	115	0	0	0
TiÕng d· thó 	313	RandSound			\sound\sound_s013.wav	0	0	0	Cycle_Image_Static	0	0	0	0	0	0	0	0	0	0	0	8	0	1	0	16	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0									0	0	0
TiÕng Hoµng Oanh 	314	RandSound			\sound\sound_s014.wav	0	0	0	Cycle_Image_Static	0	0	0	0	0	0	0	0	0	0	0	8	0	1	0	16	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0									0	0	0
TiÕng häa mi 	315	RandSound			\sound\sound_s015.wav	0	0	0	Cycle_Image_Static	0	0	0	0	0	0	0	0	0	0	0	8	0	1	0	16	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0									0	0	0
TiÕng chim sÎ 	316	RandSound			\sound\sound_s016.wav	0	0	0	Cycle_Image_Static	0	0	0	0	0	0	0	0	0	0	0	8	0	1	0	16	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0									0	0	0
TiÕng Qu¹ 	317	RandSound			\sound\sound_s018.wav	0	0	0	Cycle_Image_Static	0	0	0	0	0	0	0	0	0	0	0	8	0	1	0	16	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0									0	0	0
TiÕng có mÌo 	318	RandSound			\sound\sound_s019.wav	0	0	0	Cycle_Image_Static	0	0	0	0	0	0	0	0	0	0	0	8	0	1	0	16	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0									0	0	0
TiÕng dÕ mÌn 	319	RandSound			\sound\sound_s020.wav	0	0	0	Cycle_Image_Static	0	0	0	0	0	0	0	0	0	0	0	8	0	1	0	16	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0									0	0	0
TiÕng chim non 	320	LoopSound			\sound\sound_s021.wav	0	0	0	Cycle_Image_Static	0	0	0	0	0	0	0	0	0	0	0	8	0	1	0	16	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0									0	0	0
TiÕng dÕ 	321	LoopSound			\sound\sound_s022.wav	0	0	0	Cycle_Image_Static	0	0	0	0	0	0	0	0	0	0	0	8	0	1	0	16	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0									0	0	0
TiÕng c«n trïng 	322	LoopSound			\sound\sound_s023.wav	0	0	0	Cycle_Image_Static	0	0	0	0	0	0	0	0	0	0	0	8	0	1	0	16	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0									0	0	0
TiÕng rãc r¸ch	323	LoopSound			\sound\sound_s024.wav	0	0	0	Cycle_Image_Static	0	0	0	0	0	0	0	0	0	0	0	8	0	1	0	16	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0									0	0	0
TiÕng rãc r¸ch 	324	LoopSound			\sound\sound_s025.wav	0	0	0	Cycle_Image_Static	0	0	0	0	0	0	0	0	0	0	0	8	0	1	0	16	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0									0	0	0
TiÕng chu«ng 	325	RandSound			\sound\sound_s026.wav	0	0	0	Cycle_Image_Static	0	0	0	0	0	0	0	0	0	0	0	8	0	1	0	16	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0									0	0	0
TiÕng giã 	326	LoopSound			\sound\sound_s027.wav	0	0	0	Cycle_Image_Static	0	0	0	0	0	0	0	0	0	0	0	8	0	1	0	16	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0									0	0	0
TiÕng nh¹c 	327	RandSound			\sound\sound_s028.wav	0	0	0	Cycle_Image_Static	0	0	0	0	0	0	0	0	0	0	0	8	0	1	0	16	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0									0	0	0
TiÕng mâ canh 	328	RandSound			\sound\sound_s029.wav	0	0	0	Cycle_Image_Static	0	0	0	0	0	0	0	0	0	0	0	8	0	1	0	16	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0									0	0	0
VËt phÈm ®Æc thï 	329	Item		\spr\obj\item\obj_lbh_001.spr	\sound\sound_i008.wav	2400	0	4	Cycle_Image_Static	0	0	0	0	0	0	0	0	0	0	0	8	0	1	0	19	60	115	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	\spr\obj\item\obj_lbh_fall_001.spr	10	0	1	0	20	63	115	0	0	0
Hoa t­¬i	330	Item		\spr\obj\item\obj_flower_001.spr	\sound\sound_i008.wav	2400	0	4	Cycle_Image_Static	0	0	0	0	0	0	0	0	0	0	0	8	0	1	0	1	60	115	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	\spr\obj\item\obj_flower_fall_001.spr	10	0	1	0	24	60	115	0	0	0
B¹ch TuyÕt B¸ch Hîp	331	Prop		\spr\obj\prop\obj_rw_038.spr		2400	0	8	Cycle_Image_Static	4	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	30	41	0	0	0	0	0	0	0	1	4	0	3	2	0	0	0									0	0	0
D­¬ng Xu©n Linh Chi	332	Prop		\spr\obj\prop\obj_rw_016.spr		2400	0	8	Cycle_Image_Static	4	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	16	17	0	0	0	0	0	0	0	1	4	0	3	2	0	0	0									0	0	0
Liªn quan B¶o th¹ch	333	Item		\spr\obj\item\obj_zuanshi.spr	\sound\sound_i008.wav	2400	0	4	Cycle_Image_Static	0	0	0	0	0	0	0	0	0	0	0	8	0	1	0	16	62	114	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	\spr\obj\item\obj_zuanshi_drop.spr	10	0	1	0	20	62	114	0	0	0
Liªn quan ph¸o	334	Item		\spr\obj\item\obj_baozhu.spr	\sound\sound_i008.wav	2400	0	4	Cycle_Image_Static	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	60	110	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	\spr\obj\item\obj_baozhu_drop.spr	10	0	1	0	20	60	110	0	0	0
C©y th«ng 	335	Prop		\spr\obj\box\tree.spr		0	0	120	Cycle_Image_Static	0	0	0	0	0	0	0	0	0	0	0	5	0	1	0	16	120	192	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0									0	0	0
LÖnh Bµi	336	Item		\spr\obj\item\obj_brand.spr	\sound\sound_i008.wav	2400	0	4	Cycle_Image_Static	0	0	0	0	0	0	0	0	0	0	0	8	0	1	0	24	60	120	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	\spr\obj\item\obj_brand_fall.spr	10	0	1	0	30	60	115	0	0	0
§ïi gµ 	337	Item		\spr\obj\item\obj_drumstick.spr	\sound\sound_i008.wav	2400	0	4	Cycle_Image_Static	0	0	0	0	0	0	0	0	0	0	0	8	0	1	0	24	49	96	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	\spr\obj\item\obj_drumstick_fall.spr	10	0	1	0	30	50	96	0	0	0
Phi Phong	338	Item		\spr\obj\item\obj_mantle.spr	\sound\sound_i008.wav	2400	0	4	Cycle_Image_Static	0	0	0	0	0	0	0	0	0	0	0	8	0	1	0	24	60	115	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	\spr\obj\item\obj_mantle_fall.spr	10	0	1	0	30	60	118	0	0	0
Nguyªn B¶o	339	Item		\spr\obj\item\obj_cardg.spr	\sound\sound_i008.wav	2400	0	4	Cycle_Image_Static	0	0	0	0	0	0	0	0	0	0	0	8	0	1	0	20	60	120	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	\spr\obj\item\obj_cardg_fall.spr	10	0	1	0	20	60	120	0	0	0
Kim Nguyªn b¶o	340	Item		\spr\obj\item\obj_cardg.spr	\sound\sound_i008.wav	2400	0	4	Cycle_Image_Static	0	0	0	0	0	0	0	0	0	0	0	8	0	1	0	20	60	120	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	\spr\obj\item\obj_cardg_fall.spr	10	0	1	0	20	60	120	0	0	0
Bµn Nh­îc T©m Kinh	341	Item		\spr\obj\item\obj_lection.spr	\sound\sound_i008.wav	2400	0	4	Cycle_Image_Static	0	0	0	0	0	0	0	0	0	0	0	8	0	1	0	20	60	120	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	\spr\obj\item\obj_lection_fall.spr	10	0	1	0	20	60	120	0	0	0
§¹i Hång Bao	342	Item		\spr\obj\item\obj_burseb.spr	\sound\sound_i008.wav	2400	0	4	Cycle_Image_Static	0	0	0	0	0	0	0	0	0	0	0	8	0	1	0	20	60	120	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	\spr\obj\item\obj_burseb_fall.spr	10	0	1	0	20	60	120	0	0	0
TiÓu Hång Bao	343	Item		\spr\obj\item\obj_burses.spr	\sound\sound_i008.wav	2400	0	4	Cycle_Image_Static	0	0	0	0	0	0	0	0	0	0	0	8	0	1	0	20	60	120	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	\spr\obj\item\obj_burses_fall.spr	10	0	1	0	20	60	120	0	0	0
Bao l× x× n¨m míi (lín) 	344	Item		\spr\obj\item\obj_giftb.spr	\sound\sound_i008.wav	2400	0	4	Cycle_Image_Static	0	0	0	0	0	0	0	0	0	0	0	9	0	1	0	20	60	120	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	\spr\obj\item\obj_giftb_fall.spr	10	0	1	0	20	60	120	0	0	0
Bao l× x× n¨m míi (nhá) 	345	Item		\spr\obj\item\obj_gifts.spr	\sound\sound_i008.wav	2400	0	4	Cycle_Image_Static	0	0	0	0	0	0	0	0	0	0	0	9	0	1	0	20	60	120	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	\spr\obj\item\obj_gifts_fall.spr	10	0	1	0	20	60	120	0	0	0
T©m T©m T­¬ng ¸nh phï 	346	Item		\spr\obj\item\obj_heart.spr	\sound\sound_i008.wav	2400	0	4	Cycle_Image_Static	0	0	0	0	0	0	0	0	0	0	0	9	0	1	0	20	60	120	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	\spr\obj\item\obj_heart_fall.spr	10	0	1	0	20	60	120	0	0	0
C¸t t­êng hång bao	347	Item		\spr\obj\item\obj_jixiang.spr	\sound\sound_i008.wav	2400	0	4	Cycle_Image_Static	0	0	0	0	0	0	0	0	0	0	0	8	0	1	0	20	60	115	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	\spr\obj\item\obj_jixiang_fall.spr	10	0	1	0	20	60	117	0	0	0
Bao hîp hoan	348	Item		\spr\obj\item\obj_hehuan.spr	\sound\sound_i008.wav	2400	0	4	Cycle_Image_Static	0	0	0	0	0	0	0	0	0	0	0	8	0	1	0	20	60	120	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	\spr\obj\item\obj_hehuan_fall.spr	10	0	1	0	20	60	120	0	0	0
Kh¨n Uyªn ¦¬ng	349	Item		\spr\obj\item\obj_yuanyang.spr	\sound\sound_i008.wav	2400	0	4	Cycle_Image_Static	0	0	0	0	0	0	0	0	0	0	0	8	0	1	0	20	60	140	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	\spr\obj\item\obj_yuanyang_fall.spr	9	0	1	0	20	64	135	0	0	0
N¬ T×nh ý 	350	Item		\spr\obj\item\obj_qingyi.spr	\sound\sound_i008.wav	2400	0	4	Cycle_Image_Static	0	0	0	0	0	0	0	0	0	0	0	8	0	1	0	20	60	120	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	\spr\obj\item\obj_qingyi_fall.spr	10	0	1	0	20	60	120	0	0	0
M¶nh b¶n ®å S¬n Hµ X· T¾c	351	Item		\spr\obj\item\obj_shanhe.spr	\sound\sound_i008.wav	32400	0	4	Cycle_Image_Static	0	0	0	0	0	0	0	0	0	0	0	9	0	1	0	27	60	120	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	\spr\obj\item\obj_shanhe_fall.spr	9	0	1	0	27	60	120	0	0	0
Anh Hïng lÖnh	352	Item		\spr\obj\item\obj_herokey.spr	\sound\sound_i008.wav	2400	0	4	Cycle_Image_Static	0	0	0	0	0	0	0	0	0	0	0	9	0	1	0	27	60	120	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	\spr\obj\item\obj_herokey_fall.spr	9	0	1	0	20	60	120	0	0	0
m¶nh 	353	Box		\spr\obj\item\obj_shanhe.spr	\sound\sound_i008.wav	32400	0	4	Cycle_Image_Static	0	0	0	0	0	0	0	0	0	0	0	9	0	1	0	27	60	120	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	\spr\obj\item\obj_shanhe_fall.spr	9	0	1	0	27	60	120	0	0	0
enemy186	354	Body		\spr\obj\corpse\enemy186_die_corpse.spr		200	0	2	Cycle_Image_Static	0	0	0	0	0	0	0	0	0	0	0	64	0	8	0	32	238	214	0	0	0	5	1	4	1	1	1	3	1	2	0	0	0									0	0	0
enemy187	355	Body		\spr\obj\corpse\enemy187_die_corpse.spr		200	0	2	Cycle_Image_Static	0	0	0	0	0	0	0	0	0	0	0	64	0	8	0	32	220	225	0	0	0	5	1	4	1	1	1	3	1	2	0	0	0									0	0	0
enemy188	356	Body		\spr\obj\corpse\enemy188_die_corpse.spr		200	0	2	Cycle_Image_Static	0	0	0	0	0	0	0	0	0	0	0	64	0	8	0	32	160	220	0	0	0	5	1	4	1	1	1	3	1	2	0	0	0									0	0	0
enemy189	357	Body		\spr\obj\corpse\enemy189_die_corpse.spr		200	0	2	Cycle_Image_Static	0	0	0	0	0	0	0	0	0	0	0	64	0	8	0	32	160	192	0	0	0	5	1	4	1	1	1	3	1	2	0	0	0									0	0	0
enemy194	358	Body		\spr\obj\corpse\enemy194_die_corpse.spr		200	0	2	Cycle_Image_Static	0	0	0	0	0	0	0	0	0	0	0	64	0	8	0	32	109	107	0	0	0	5	1	4	1	1	1	3	1	2	0	0	0									0	0	0
ch­íng ng¹i 1	359	Obstacle				0	0	100	Cycle_Image_Static	4	0	0	0	0	0	0	0	0	0	0	22	0	2	0	100	161	210	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									0	1	0
T¸o ®á	360	Item		\spr\obj\item\hongzao.spr	\sound\sound_i008.wav	180	0	4	Cycle_Image_Static	0	0	0	0	0	0	0	0	0	0	0	8	0	1	0	20	60	120	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	\spr\obj\item\hongzao_fall.spr	10	0	1	0	20	60	120	0	0	0
H¹t dÎ 	361	Item		\spr\obj\item\banli.spr	\sound\sound_i008.wav	180	0	4	Cycle_Image_Static	0	0	0	0	0	0	0	0	0	0	0	8	0	1	0	20	60	120	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	\spr\obj\item\banli_fall.spr	10	0	1	0	20	60	120	0	0	0
L¸ b¸nh	362	Item		\spr\obj\item\zongye.spr	\sound\sound_i008.wav	180	0	4	Cycle_Image_Static	0	0	0	0	0	0	0	0	0	0	0	8	0	1	0	20	60	120	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	\spr\obj\item\zongye_fall.spr	10	0	1	0	20	60	120	0	0	0
G¹o nÕp	363	Item		\spr\obj\item\daomi.spr	\sound\sound_i008.wav	180	0	4	Cycle_Image_Static	0	0	0	0	0	0	0	0	0	0	0	8	0	1	0	20	60	120	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	\spr\obj\item\daomi_fall.spr	10	0	1	0	20	60	120	0	0	0
ThÞt heo 	364	Item		\spr\obj\item\zhurou.spr	\sound\sound_i008.wav	180	0	4	Cycle_Image_Static	0	0	0	0	0	0	0	0	0	0	0	8	0	1	0	20	60	120	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	\spr\obj\item\zhurou_fall.spr	10	0	1	0	20	60	120	0	0	0
ThÞt heo	365	Item		\spr\obj\item\niurou.spr	\sound\sound_i008.wav	180	0	4	Cycle_Image_Static	0	0	0	0	0	0	0	0	0	0	0	8	0	1	0	20	60	120	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	\spr\obj\item\niurou_fall.spr	10	0	1	0	20	60	120	0	0	0
B¸nh ch­ng	366	Item		\spr\obj\item\zongzi.spr	\sound\sound_i008.wav	180	0	4	Cycle_Image_Static	0	0	0	0	0	0	0	0	0	0	0	8	0	1	0	20	60	120	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	\spr\obj\item\zongzi_fall.spr	10	0	1	0	20	60	120	0	0	0
Hoµng Kim B¶o H¹p	367	Item		\spr\obj\item\obj_goldenbox.spr	\sound\sound_i008.wav	2400	0	4	Cycle_Image_Static	0	0	0	0	0	0	0	0	0	0	0	8	0	1	0	16	62	114	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	\spr\obj\item\obj_goldenbox_fall.spr	10	0	1	0	20	62	114	0	0	0
KhuÊt Nguyªn MËt ph­¬ng	368	Item		\spr\obj\item\quyuan.spr	\sound\sound_i008.wav	180	0	4	Cycle_Image_Static	0	0	0	0	0	0	0	0	0	0	0	8	0	1	0	16	62	114	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	\spr\obj\item\quyuan_fall.spr	10	0	1	0	20	60	120	0	0	0
Thiªn s¬n  Håi ThÇn ®an	369	Item		\spr\obj\item\obj_yp_tsd.spr	\sound\sound_i008.wav	2400	0	4	Cycle_Image_Static	0	0	0	0	0	0	0	0	0	0	0	8	0	1	0	16	60	115	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	\spr\obj\item\obj_yp_tsd_fall.spr	10	0	1	0	20	63	115	0	0	0
B×nh Thñy tinh	370	Item		\spr\obj\item\obj_yp_ap03.spr	\sound\sound_i008.wav	2400	0	4	Cycle_Image_Static	0	0	0	0	0	0	0	0	0	0	0	8	0	1	0	16	60	115	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	\spr\obj\item\obj_yp_ap03_fall.spr	10	0	1	0	20	63	115	0	0	0
B¨ng Tµm V« Cùc T¬ 	371	Item		\spr\obj\item\obj_bingcanwujisi.spr	\sound\sound_i008.wav	2400	0	4	Cycle_Image_Static	0	0	0	0	0	0	0	0	0	0	0	8	0	1	0	20	60	120	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	\spr\obj\item\obj_bingcanwujisi_fall.spr	10	0	1	0	20	60	120	0	0	0
Nam Minh Chi Tinh	372	Item		\spr\obj\item\obj_nanmingzhijing.spr	\sound\sound_i008.wav	2400	0	4	Cycle_Image_Static	0	0	0	0	0	0	0	0	0	0	0	8	0	1	0	20	60	120	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	\spr\obj\item\obj_nanmingzhijing_fall.spr	10	0	1	0	20	60	120	0	0	0
liªn quan tiÒn §ång	373	Item		\spr\obj\item\obj_tq.spr	\sound\sound_i008.wav	2400	0	4	Cycle_Image_Static	0	0	0	0	0	0	0	0	0	0	0	8	0	1	0	20	60	120	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	\spr\obj\item\obj_tq_fall.spr	10	0	1	0	20	60	120	0	0	0
Vâ L©m MËt lôc	374	Item		\spr\obj\item\obj_lection02.spr	\sound\sound_i008.wav	2400	0	4	Cycle_Image_Static	0	0	0	0	0	0	0	0	0	0	0	8	0	1	0	20	60	120	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	\spr\obj\item\obj_lection02_fall.spr	10	0	1	0	20	60	120	0	0	0
Th­îng Thñ chØ dÉn	375	Item		\spr\obj\item\obj_lection01.spr	\sound\sound_i008.wav	2400	0	4	Cycle_Image_Static	0	0	0	0	0	0	0	0	0	0	0	8	0	1	0	20	60	120	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	\spr\obj\item\obj_lection01_fall.spr	10	0	1	0	20	60	120	0	0	0
QuÕ Hoa Töu	376	Item		\spr\obj\item\zq_drp_002.spr	\sound\sound_i008.wav	2400	0	4	Cycle_Image_Static	0	0	0	0	0	0	0	0	0	0	0	8	0	1	0	20	60	120	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	\spr\obj\item\zq_drp_001.spr	10	0	1	0	20	60	120	0	0	0
hép b¸nh	377	Item		\spr\obj\item\zq_lbh_001.spr	\sound\sound_i008.wav	2400	0	4	Cycle_Image_Static	0	0	0	0	0	0	0	0	0	0	0	8	0	1	0	20	60	120	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	\spr\obj\item\zq_lbh_fall_001.spr	10	0	1	0	20	60	120	0	0	0
§¬n tù 	378	Item		\spr\obj\item\obj_it_´«ËÍ.spr	\sound\sound_i008.wav	1200	0	4	Cycle_Image_Static	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	20	60	120	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	\spr\obj\item\obj_it_´«ËÍ_fall.spr	10	0	1	0	20	60	120	0	0	0
MÆt n¹ di thuËt	379	Item		\spr\obj\item\obj_yrmj.spr	\sound\sound_i008.wav	2400	0	4	Cycle_Image_Static	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	20	59	117	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	\spr\obj\item\obj_yrmj_fall.spr	10	0	1	0	20	60	113	0	0	0
H¹t 	380	Item		\spr\obj\item\seed_ground.spr	\sound\sound_i008.wav	2400	0	4	Cycle_Image_Static	0	0	0	0	0	0	0	0	0	0	0	7	0	1	0	20	59	114	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	\spr\obj\item\seed_fall.spr	10	0	1	0	20	59	115	0	0	0
ThiÖp	381	Item		\spr\obj\item\card_ground.spr	\sound\sound_i008.wav	2400	0	4	Cycle_Image_Static	0	0	0	0	0	0	0	0	0	0	0	7	0	1	0	20	59	61	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	\spr\obj\item\card_fall.spr	10	0	1	0	20	59	114	0	0	0
Kho¸ng th¹ch 	382	Item		\spr\obj\item\kuangshi.spr	\sound\sound_i006.wav	2400	0	4	Cycle_Image_Static	0	0	0	0	0	0	0	0	0	0	0	8	0	1	0	20	60	128	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	\spr\obj\item\kuangshi_fall.spr	9	0	1	0	24	60	128	0	0	0
Tèng Kim Chiªu th­ 	383	Item		\spr\obj\item\obj_rescript.spr	\sound\sound_i008.wav	2400	0	4	Cycle_Image_Static	0	0	0	0	0	0	0	0	0	0	0	8	0	1	0	20	60	120	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	\spr\obj\item\rescript_fall.spr	10	0	1	0	20	60	120	0	0	0
ChiÕn cæ 	384	Item		\spr\obj\item\obj_wardrum.spr	\sound\sound_i008.wav	2400	0	4	Cycle_Image_Static	0	0	0	0	0	0	0	0	0	0	0	8	0	1	0	20	60	115	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	\spr\obj\item\wardrum_fall.spr	10	0	1	0	20	60	120	0	0	0
LÖnh Bµi	385	Item		\spr\obj\item\obj_token.spr	\sound\sound_i008.wav	2400	0	4	Cycle_Image_Static	0	0	0	0	0	0	0	0	0	0	0	8	0	1	0	20	60	115	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	\spr\obj\item\token_fall.spr	10	0	1	0	20	60	120	0	0	0
HiÖu gi¸c	386	Item		\spr\obj\item\obj_clarion.spr	\sound\sound_i008.wav	2400	0	4	Cycle_Image_Static	0	0	0	0	0	0	0	0	0	0	0	8	0	1	0	20	60	115	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	\spr\obj\item\clarion_fall.spr	10	0	1	0	20	60	120	0	0	0
ChiÕn kú 	387	Item		\spr\obj\item\obj_warflag.spr	\sound\sound_i008.wav	2400	0	4	Cycle_Image_Static	0	0	0	0	0	0	0	0	0	0	0	8	0	1	0	20	60	115	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	\spr\obj\item\warflag_fall.spr	10	0	1	0	20	60	120	0	0	0
Kim Chi ChiÕn Hån 	388	Item		\spr\item\songjin\pneuma_jin.spr	\sound\sound_i008.wav	1200	0	80	Cycle_Image_Static	0	0	0	0	0	0	0	0	0	0	0	8	0	1	0	20	60	115	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	\spr\item\songjin\pneuma_jin.spr	10	0	1	0	20	60	120	0	0	1
Méc Chi ChiÕn Hån 	389	Item		\spr\item\songjin\pneuma_mu.spr	\sound\sound_i008.wav	1200	0	80	Cycle_Image_Static	0	0	0	0	0	0	0	0	0	0	0	8	0	1	0	20	60	115	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	\spr\item\songjin\pneuma_mu.spr	10	0	1	0	20	60	120	0	0	1
Thñy Chi ChiÕn Hån 	390	Item		\spr\item\songjin\pneuma_shui.spr	\sound\sound_i008.wav	1200	0	80	Cycle_Image_Static	0	0	0	0	0	0	0	0	0	0	0	8	0	1	0	20	60	115	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	\spr\item\songjin\pneuma_shui.spr	10	0	1	0	20	60	120	0	0	1
Háa Chi ChiÕn Hån 	391	Item		\spr\item\songjin\pneuma_huo.spr	\sound\sound_i008.wav	1200	0	80	Cycle_Image_Static	0	0	0	0	0	0	0	0	0	0	0	8	0	1	0	20	60	115	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	\spr\item\songjin\pneuma_huo.spr	10	0	1	0	20	60	120	0	0	1
Thæ Chi ChiÕn Hån 	392	Item		\spr\item\songjin\pneuma_tu.spr	\sound\sound_i008.wav	1200	0	80	Cycle_Image_Static	0	0	0	0	0	0	0	0	0	0	0	8	0	1	0	20	60	115	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	\spr\item\songjin\pneuma_tu.spr	10	0	1	0	20	60	120	0	0	1
Kim Chi Hé gi¸p  	393	Item		\spr\item\songjin\armor_jin.spr	\sound\sound_i008.wav	1200	0	80	Cycle_Image_Static	0	0	0	0	0	0	0	0	0	0	0	8	0	1	0	20	60	115	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	\spr\item\songjin\armor_jin.spr	10	0	1	0	20	60	120	0	0	1
