道具名称	道具品质	道具ID	道具种类	具体类别	详细类别	白金等级	等级	魔法属性ID1	参数1	魔法1起始值1	魔法1结束值1	魔法1价值1	魔法1起始值2	魔法1结束值2	魔法1价值2	 魔法1起始值3 	 魔法1结束值3 	魔法1价值3	 魔法1起始值4 	 魔法1结束值4 	魔法1价值4	 魔法1起始值5	 魔法1结束值5	魔法1价值5	魔法属性ID2	参数2	魔法2起始值1	魔法2结束值1	魔法2价值1	魔法2起始值2	魔法2结束值2	魔法2价值2	 魔法2起始值3 	 魔法2结束值3 	魔法2价值3	魔法2起始值4	魔法2结束值4	魔法2价值4	 魔法2起始值5	 魔法2结束值5	魔法2价值5	魔法属性ID3	参数3	魔法3起始值1	魔法3结束值1	魔法3价值1	魔法3起始值2	魔法3结束值2	魔法3价值2	魔法3起始值3	魔法3结束值3	魔法3价值3	魔法3起始值4	魔法3结束值4	魔法3价值4	 魔法3起始值5	 魔法3结束值5	魔法3价值5	魔法属性ID4	参数4	魔法4起始值1	魔法4结束值1	魔法4价值1	魔法4起始值2	魔法4结束值2	魔法4价值2	魔法4起始值3	魔法4结束值3	魔法4价值3	魔法4起始值4	魔法4结束值4	魔法4价值4	 魔法4起始值5	 魔法4结束值5	魔法4价值5	保底	11
[天赐的]森荒之星陨飞履7	4	85	-1	-1	-1	7	10	-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	31360	31360
[天赐的]森荒之星陨飞履8	4	85	-1	-1	-1	8	10	-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	31360	31360
[天赐的]森荒之星陨飞履9	4	85	-1	-1	-1	9	10	-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	31360	31360
[天赐的]森荒之星陨飞履10	4	85	-1	-1	-1	10	10	-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5187.308	5187.308
[天赐的]地魄之五行连环冠0	4	86	-1	-1	-1	0	10	-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5411.308	5411.308
[天赐的]地魄之五行连环冠1	4	86	-1	-1	-1	1	10	-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5859.308	5859.308
[天赐的]地魄之五行连环冠2	4	86	-1	-1	-1	2	10	-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	6531.308	6531.308
[天赐的]地魄之五行连环冠3	4	86	-1	-1	-1	3	10	-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	7427.308	7427.308
[天赐的]地魄之五行连环冠4	4	86	-1	-1	-1	4	10	-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8547.308	8547.308
[天赐的]地魄之五行连环冠5	4	86	-1	-1	-1	5	10	-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	10227.308	10227.308
[天赐的]地魄之五行连环冠6	4	86	-1	-1	-1	6	10	-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	13587.308	13587.308
[天赐的]地魄之五行连环冠7	4	86	-1	-1	-1	7	10	-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	19187.308	19187.308
[天赐的]地魄之五行连环冠8	4	86	-1	-1	-1	8	10	-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	28147.308	28147.308
[天赐的]地魄之五行连环冠9	4	86	-1	-1	-1	9	10	-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	41587.308	41587.308
[天赐的]地魄之五行连环冠10	4	86	-1	-1	-1	10	10	-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	48776	48776
[天赐的]地魄之黑焰冲天链0	4	87	-1	-1	-1	0	10	-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	49056	49056
[天赐的]地魄之黑焰冲天链1	4	87	-1	-1	-1	1	10	-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	49616	49616
[天赐的]地魄之黑焰冲天链2	4	87	-1	-1	-1	2	10	-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	50456	50456
[天赐的]地魄之黑焰冲天链3	4	87	-1	-1	-1	3	10	-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	51576	51576
[天赐的]地魄之黑焰冲天链4	4	87	-1	-1	-1	4	10	-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	52976	52976
[天赐的]地魄之黑焰冲天链5	4	87	-1	-1	-1	5	10	-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	55076	55076
[天赐的]地魄之黑焰冲天链6	4	87	-1	-1	-1	6	10	-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	59276	59276
[天赐的]地魄之黑焰冲天链7	4	87	-1	-1	-1	7	10	-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	66276	66276
[天赐的]地魄之黑焰冲天链8	4	87	-1	-1	-1	8	10	-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	77476	77476
[天赐的]地魄之黑焰冲天链9	4	87	-1	-1	-1	9	10	-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94276	94276
[天赐的]地魄之黑焰冲天链10	4	87	-1	-1	-1	10	10	-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5064.3768	5064.3768
[天赐的]地魄之霹雳雷火戒0	4	88	-1	-1	-1	0	10	-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5344.3768	5344.3768
[天赐的]地魄之霹雳雷火戒1	4	88	-1	-1	-1	1	10	-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5904.3768	5904.3768
[天赐的]地魄之霹雳雷火戒2	4	88	-1	-1	-1	2	10	-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	6744.3768	6744.3768
[天赐的]地魄之霹雳雷火戒3	4	88	-1	-1	-1	3	10	-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	7864.3768	7864.3768
[天赐的]地魄之霹雳雷火戒4	4	88	-1	-1	-1	4	10	-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	9264.3768	9264.3768
[天赐的]地魄之霹雳雷火戒5	4	88	-1	-1	-1	5	10	-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	11364.3768	11364.3768
[天赐的]地魄之霹雳雷火戒6	4	88	-1	-1	-1	6	10	-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	15564.3768	15564.3768
[天赐的]地魄之霹雳雷火戒7	4	88	-1	-1	-1	7	10	-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	22564.3768	22564.3768
[天赐的]地魄之霹雳雷火戒8	4	88	-1	-1	-1	8	10	-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	33764.3768	33764.3768
[天赐的]地魄之霹雳雷火戒9	4	88	-1	-1	-1	9	10	-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	50564.3768	50564.3768
[天赐的]地魄之霹雳雷火戒10	4	88	-1	-1	-1	10	10	-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3328.3768	3328.3768
[天赐的]地魄之扣心镯0	4	89	-1	-1	-1	0	10	-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3328.3768	3328.3768
[天赐的]地魄之扣心镯1	4	89	-1	-1	-1	1	10	-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3328.3768	3328.3768
[天赐的]地魄之扣心镯2	4	89	-1	-1	-1	2	10	-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3328.3768	3328.3768
[天赐的]地魄之扣心镯3	4	89	-1	-1	-1	3	10	-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3328.3768	3328.3768
[天赐的]地魄之扣心镯4	4	89	-1	-1	-1	4	10	-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3328.3768	3328.3768
[天赐的]地魄之扣心镯5	4	89	-1	-1	-1	5	10	-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3328.3768	3328.3768
[天赐的]地魄之扣心镯6	4	89	-1	-1	-1	6	10	-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3328.3768	3328.3768
[天赐的]地魄之扣心镯7	4	89	-1	-1	-1	7	10	-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3328.3768	3328.3768
[天赐的]地魄之扣心镯8	4	89	-1	-1	-1	8	10	-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3328.3768	3328.3768
[天赐的]地魄之扣心镯9	4	89	-1	-1	-1	9	10	-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3328.3768	3328.3768
[天赐的]地魄之扣心镯10	4	89	-1	-1	-1	10	10	-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2184.5824	2184.5824
[天赐的]地魄之风寒束腰0	4	90	-1	-1	-1	0	10	-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2184.5824	2184.5824
[天赐的]地魄之风寒束腰1	4	90	-1	-1	-1	1	10	-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2184.5824	2184.5824
[天赐的]地魄之风寒束腰2	4	90	-1	-1	-1	2	10	-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2184.5824	2184.5824
[天赐的]地魄之风寒束腰3	4	90	-1	-1	-1	3	10	-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2184.5824	2184.5824
[天赐的]地魄之风寒束腰4	4	90	-1	-1	-1	4	10	-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2184.5824	2184.5824
[天赐的]地魄之风寒束腰5	4	90	-1	-1	-1	5	10	-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2184.5824	2184.5824
[天赐的]地魄之风寒束腰6	4	90	-1	-1	-1	6	10	-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2184.5824	2184.5824
[天赐的]地魄之风寒束腰7	4	90	-1	-1	-1	7	10	-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2184.5824	2184.5824
[天赐的]地魄之风寒束腰8	4	90	-1	-1	-1	8	10	-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2184.5824	2184.5824
[天赐的]地魄之风寒束腰9	4	90	-1	-1	-1	9	10	-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2184.5824	2184.5824
[天赐的]地魄之风寒束腰10	4	90	-1	-1	-1	10	10	-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	48776	48776
[天赐的]同仇之御龙玉佩0	4	91	-1	-1	-1	0	10	-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	49056	49056
[天赐的]同仇之御龙玉佩1	4	91	-1	-1	-1	1	10	-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	49616	49616
[天赐的]同仇之御龙玉佩2	4	91	-1	-1	-1	2	10	-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	50456	50456
[天赐的]同仇之御龙玉佩3	4	91	-1	-1	-1	3	10	-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	51576	51576
[天赐的]同仇之御龙玉佩4	4	91	-1	-1	-1	4	10	-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	52976	52976
[天赐的]同仇之御龙玉佩5	4	91	-1	-1	-1	5	10	-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	55076	55076
[天赐的]同仇之御龙玉佩6	4	91	-1	-1	-1	6	10	-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	59276	59276
[天赐的]同仇之御龙玉佩7	4	91	-1	-1	-1	7	10	-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	66276	66276
[天赐的]同仇之御龙玉佩8	4	91	-1	-1	-1	8	10	-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	77476	77476
[天赐的]同仇之御龙玉佩9	4	91	-1	-1	-1	9	10	-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94276	94276
[天赐的]同仇之御龙玉佩10	4	91	-1	-1	-1	10	10	-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3451.308	3451.308
[天赐的]同仇之降龙丐衣0	4	92	-1	-1	-1	0	10	-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3451.308	3451.308
[天赐的]同仇之降龙丐衣1	4	92	-1	-1	-1	1	10	-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3451.308	3451.308
[天赐的]同仇之降龙丐衣2	4	92	-1	-1	-1	2	10	-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3451.308	3451.308
[天赐的]同仇之降龙丐衣3	4	92	-1	-1	-1	3	10	-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3451.308	3451.308
[天赐的]同仇之降龙丐衣4	4	92	-1	-1	-1	4	10	-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3451.308	3451.308
[天赐的]同仇之降龙丐衣5	4	92	-1	-1	-1	5	10	-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3451.308	3451.308
[天赐的]同仇之降龙丐衣6	4	92	-1	-1	-1	6	10	-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3451.308	3451.308
[天赐的]同仇之降龙丐衣7	4	92	-1	-1	-1	7	10	-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3451.308	3451.308
[天赐的]同仇之降龙丐衣8	4	92	-1	-1	-1	8	10	-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3451.308	3451.308
[天赐的]同仇之降龙丐衣9	4	92	-1	-1	-1	9	10	-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3451.308	3451.308
[天赐的]同仇之降龙丐衣10	4	92	-1	-1	-1	10	10	-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	31360	31360
[天赐的]同仇之潜龙腰带0	4	93	-1	-1	-1	0	10	-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	31360	31360
