ATLAS_NAME	ATLAS_GENRE	ATLAS_DETAILTYPE	ATLAS_PARTICULAR	1_NAME	1_GENRE	1_DETAILTYPE	1_PARTICULAR	1_LEVEL	1_SERIES	1_MAGIC_ID	2_NAME	2_GENRE	2_DETAILTYPE	2_PARTICULAR	2_LEVEL	2_SERIES	2_MAGIC_ID	3_NAME	3_GENRE	3_DETAILTYPE	3_PARTICULAR	3_LEVEL	3_SERIES	3_MAGIC_ID	4_NAME	4_GENRE	4_DETAILTYPE	4_PARTICULAR	4_LEVEL	4_SERIES	4_MAGIC_ID	5_NAME	5_GENRE	5_DETAILTYPE	5_PARTICULAR	5_LEVEL	5_SERIES	5_MAGIC_ID	6_NAME	6_GENRE	6_DETAILTYPE	6_PARTICULAR	6_LEVEL	6_SERIES	6_MAGIC_ID	DES_NAME	DES_QUALITY	DES_GENRE	DES_DETAILTYPE	DES_PARTICULAR	DES_LEVEL	DES_SERIES	DES_PIECE	DES_PIECESUM	DES_VALUES
§å phæ Hoµng Kim - KÕ NghiÖp Háa V©n Kú L©n thñ 	6	1	262																																											m¶nh KÕ NghiÖp Háa V©n Kú L©n Thñ (3/9)	0	4							0
§å phæ Hoµng Kim - KÕ NghiÖp Háa V©n Kú L©n thñ 	6	1	262																																											m¶nh KÕ NghiÖp Háa V©n Kú L©n Thñ (4/9)	0	4							0
§å phæ Hoµng Kim - KÕ NghiÖp Háa V©n Kú L©n thñ 	6	1	262																																											m¶nh KÕ NghiÖp Háa V©n Kú L©n Thñ (5/9)	0	4							0
§å phæ Hoµng Kim - KÕ NghiÖp Háa V©n Kú L©n thñ 	6	1	262																																											m¶nh KÕ NghiÖp Háa V©n Kú L©n Thñ (6/9)	0	4							0
§å phæ Hoµng Kim - KÕ NghiÖp Háa V©n Kú L©n thñ 	6	1	262																																											m¶nh KÕ NghiÖp Háa V©n Kú L©n Thñ (7/9)	0	4							0
§å phæ Hoµng Kim - KÕ NghiÖp Háa V©n Kú L©n thñ 	6	1	262																																											m¶nh KÕ NghiÖp Háa V©n Kú L©n Thñ (8/9)	0	4							0
§å phæ Hoµng Kim - KÕ NghiÖp Háa V©n Kú L©n thñ 	6	1	262																																											m¶nh KÕ NghiÖp Háa V©n Kú L©n Thñ (9/9)	0	4							0
§å phæ Hoµng Kim - KÕ NghiÖp Chu T­íc L¨ng V©n Ngoa	6	1	263																																											m¶nh KÕ NghiÖp Chu T­íc L¨ng V©n Ngoa (1/9)	0	4							0
§å phæ Hoµng Kim - KÕ NghiÖp Chu T­íc L¨ng V©n Ngoa	6	1	263																																											m¶nh KÕ NghiÖp Chu T­íc L¨ng V©n Ngoa (2/9)	0	4							0
§å phæ Hoµng Kim - KÕ NghiÖp Chu T­íc L¨ng V©n Ngoa	6	1	263																																											m¶nh KÕ NghiÖp Chu T­íc L¨ng V©n Ngoa (3/9)	0	4							0
§å phæ Hoµng Kim - KÕ NghiÖp Chu T­íc L¨ng V©n Ngoa	6	1	263																																											m¶nh KÕ NghiÖp Chu T­íc L¨ng V©n Ngoa (4/9)	0	4							0
§å phæ Hoµng Kim - KÕ NghiÖp Chu T­íc L¨ng V©n Ngoa	6	1	263																																											m¶nh KÕ NghiÖp Chu T­íc L¨ng V©n Ngoa (5/9)	0	4							0
§å phæ Hoµng Kim - KÕ NghiÖp Chu T­íc L¨ng V©n Ngoa	6	1	263																																											m¶nh KÕ NghiÖp Chu T­íc L¨ng V©n Ngoa (6/9)	0	4							0
§å phæ Hoµng Kim - KÕ NghiÖp Chu T­íc L¨ng V©n Ngoa	6	1	263																																											m¶nh KÕ NghiÖp Chu T­íc L¨ng V©n Ngoa (7/9)	0	4							0
§å phæ Hoµng Kim - KÕ NghiÖp Chu T­íc L¨ng V©n Ngoa	6	1	263																																											m¶nh KÕ NghiÖp Chu T­íc L¨ng V©n Ngoa (8/9)	0	4							0
§å phæ Hoµng Kim - KÕ NghiÖp Chu T­íc L¨ng V©n Ngoa	6	1	263																																											m¶nh KÕ NghiÖp Chu T­íc L¨ng V©n Ngoa (9/9)	0	4							0
§å phæ Hoµng Kim - L«i Khung Cöu Thiªn DÉn L«i Giíi	6	1	373																																											m¶nh L«i Khung Cöu Thiªn DÉn L«i Giíi (1/9)	0	4							0
§å phæ Hoµng Kim - L«i Khung Cöu Thiªn DÉn L«i Giíi	6	1	373																																											m¶nh L«i Khung Cöu Thiªn DÉn L«i Giíi (2/9)	0	4							0
§å phæ Hoµng Kim - L«i Khung Cöu Thiªn DÉn L«i Giíi	6	1	373																																											m¶nh L«i Khung Cöu Thiªn DÉn L«i Giíi (3/9)	0	4							0
§å phæ Hoµng Kim - L«i Khung Cöu Thiªn DÉn L«i Giíi	6	1	373																																											m¶nh L«i Khung Cöu Thiªn DÉn L«i Giíi (4/9)	0	4							0
§å phæ Hoµng Kim - L«i Khung Cöu Thiªn DÉn L«i Giíi	6	1	373																																											m¶nh L«i Khung Cöu Thiªn DÉn L«i Giíi (5/9)	0	4							0
§å phæ Hoµng Kim - L«i Khung Cöu Thiªn DÉn L«i Giíi	6	1	373																																											m¶nh L«i Khung Cöu Thiªn DÉn L«i Giíi (6/9)	0	4							0
§å phæ Hoµng Kim - L«i Khung Cöu Thiªn DÉn L«i Giíi	6	1	373																																											m¶nh L«i Khung Cöu Thiªn DÉn L«i Giíi (7/9)	0	4							0
§å phæ Hoµng Kim - L«i Khung Cöu Thiªn DÉn L«i Giíi	6	1	373																																											m¶nh L«i Khung Cöu Thiªn DÉn L«i Giíi (8/9)	0	4							0
§å phæ Hoµng Kim - L«i Khung Cöu Thiªn DÉn L«i Giíi	6	1	373																																											m¶nh L«i Khung Cöu Thiªn DÉn L«i Giíi (9/9)	0	4							0
§å phæ Hoµng Kim - L«i Khung Linh Ngäc ¤n L«i	6	1	372																																											m¶nh L«i Khung Linh Ngäc UÈn L«i (1/9)	0	4							0
§å phæ Hoµng Kim - L«i Khung Linh Ngäc ¤n L«i	6	1	372																																											m¶nh L«i Khung Linh Ngäc UÈn L«i (2/9)	0	4							0
§å phæ Hoµng Kim - L«i Khung Linh Ngäc ¤n L«i	6	1	372																																											m¶nh L«i Khung Linh Ngäc UÈn L«i (3/9)	0	4							0
§å phæ Hoµng Kim - L«i Khung Linh Ngäc ¤n L«i	6	1	372																																											m¶nh L«i Khung Linh Ngäc UÈn L«i (4/9)	0	4							0
§å phæ Hoµng Kim - L«i Khung Linh Ngäc ¤n L«i	6	1	372																																											m¶nh L«i Khung Linh Ngäc UÈn L«i (5/9)	0	4							0
§å phæ Hoµng Kim - L«i Khung Linh Ngäc ¤n L«i	6	1	372																																											m¶nh L«i Khung Linh Ngäc UÈn L«i (6/9)	0	4							0
§å phæ Hoµng Kim - L«i Khung Linh Ngäc ¤n L«i	6	1	372																																											m¶nh L«i Khung Linh Ngäc UÈn L«i (7/9)	0	4							0
§å phæ Hoµng Kim - L«i Khung Linh Ngäc ¤n L«i	6	1	372																																											m¶nh L«i Khung Linh Ngäc UÈn L«i (8/9)	0	4							0
§å phæ Hoµng Kim - L«i Khung Linh Ngäc ¤n L«i	6	1	372																																											m¶nh L«i Khung Linh Ngäc UÈn L«i (9/9)	0	4							0
§å phæ hoµng kim - L¨ng Nh¹c Né L«i Ph¸p Giíi	6	1	356	HuyÒn ThiÕt kho¸ng	6	1	200	8		85	Khæng T­íc Th¹ch	6	1	201	8	3	106	Phï Dung Th¹ch	6	1	203	7	0	101	Chu Sa kho¸ng	6	1	204	8		89	Chung Nhò th¹ch	6	1	205	7	2	110	Th¸i Cùc QuyÒn Phæ. QuyÓn 3	6	1	33				m¶nh L¨ng Nh¹c Né L«i Thóc Yªu (1/9)	0	4							0
§å phæ hoµng kim - L¨ng Nh¹c Né L«i Ph¸p Giíi	6	1	356	HuyÒn ThiÕt kho¸ng	6	1	200	8		85	Khæng T­íc Th¹ch	6	1	201	8	3	106	Phï Dung Th¹ch	6	1	203	7	0	101	Chu Sa kho¸ng	6	1	204	8		89	Chung Nhò th¹ch	6	1	205	7	2	110	Th¸i Cùc QuyÒn Phæ. QuyÓn 3	6	1	33				m¶nh L¨ng Nh¹c Né L«i Thóc Yªu (2/9)	0	4							0
§å phæ hoµng kim - L¨ng Nh¹c Né L«i Ph¸p Giíi	6	1	356	HuyÒn ThiÕt kho¸ng	6	1	200	8		85	Khæng T­íc Th¹ch	6	1	201	8	3	106	Phï Dung Th¹ch	6	1	203	7	0	101	Chu Sa kho¸ng	6	1	204	8		89	Chung Nhò th¹ch	6	1	205	7	2	110	Th¸i Cùc QuyÒn Phæ. QuyÓn 3	6	1	33				m¶nh L¨ng Nh¹c Né L«i Thóc Yªu (3/9)	0	4							0
§å phæ hoµng kim - L¨ng Nh¹c Né L«i Ph¸p Giíi	6	1	356	HuyÒn ThiÕt kho¸ng	6	1	200	8		85	Khæng T­íc Th¹ch	6	1	201	8	3	106	Phï Dung Th¹ch	6	1	203	7	0	101	Chu Sa kho¸ng	6	1	204	8		89	Chung Nhò th¹ch	6	1	205	7	2	110	Th¸i Cùc QuyÒn Phæ. QuyÓn 3	6	1	33				m¶nh L¨ng Nh¹c Né L«i Thóc Yªu (4/9)	0	4							0
§å phæ hoµng kim - L¨ng Nh¹c Né L«i Ph¸p Giíi	6	1	356	HuyÒn ThiÕt kho¸ng	6	1	200	8		85	Khæng T­íc Th¹ch	6	1	201	8	3	106	Phï Dung Th¹ch	6	1	203	7	0	101	Chu Sa kho¸ng	6	1	204	8		89	Chung Nhò th¹ch	6	1	205	7	2	110	Th¸i Cùc QuyÒn Phæ. QuyÓn 3	6	1	33				m¶nh L¨ng Nh¹c Né L«i Thóc Yªu (5/9)	0	4							0
§å phæ hoµng kim - L¨ng Nh¹c Né L«i Ph¸p Giíi	6	1	356	HuyÒn ThiÕt kho¸ng	6	1	200	8		85	Khæng T­íc Th¹ch	6	1	201	8	3	106	Phï Dung Th¹ch	6	1	203	7	0	101	Chu Sa kho¸ng	6	1	204	8		89	Chung Nhò th¹ch	6	1	205	7	2	110	Th¸i Cùc QuyÒn Phæ. QuyÓn 3	6	1	33				m¶nh L¨ng Nh¹c Né L«i Thóc Yªu (6/9)	0	4							0
§å phæ hoµng kim - L¨ng Nh¹c Né L«i Ph¸p Giíi	6	1	356	HuyÒn ThiÕt kho¸ng	6	1	200	8		85	Khæng T­íc Th¹ch	6	1	201	8	3	106	Phï Dung Th¹ch	6	1	203	7	0	101	Chu Sa kho¸ng	6	1	204	8		89	Chung Nhò th¹ch	6	1	205	7	2	110	Th¸i Cùc QuyÒn Phæ. QuyÓn 3	6	1	33				m¶nh L¨ng Nh¹c Né L«i Thóc Yªu (7/9)	0	4							0
§å phæ hoµng kim - L¨ng Nh¹c Né L«i Ph¸p Giíi	6	1	356	HuyÒn ThiÕt kho¸ng	6	1	200	8		85	Khæng T­íc Th¹ch	6	1	201	8	3	106	Phï Dung Th¹ch	6	1	203	7	0	101	Chu Sa kho¸ng	6	1	204	8		89	Chung Nhò th¹ch	6	1	205	7	2	110	Th¸i Cùc QuyÒn Phæ. QuyÓn 3	6	1	33				m¶nh L¨ng Nh¹c Né L«i Thóc Yªu (8/9)	0	4							0
§å phæ hoµng kim - L¨ng Nh¹c Né L«i Ph¸p Giíi	6	1	356	HuyÒn ThiÕt kho¸ng	6	1	200	8		85	Khæng T­íc Th¹ch	6	1	201	8	3	106	Phï Dung Th¹ch	6	1	203	7	0	101	Chu Sa kho¸ng	6	1	204	8		89	Chung Nhò th¹ch	6	1	205	7	2	110	Th¸i Cùc QuyÒn Phæ. QuyÓn 3	6	1	33				m¶nh L¨ng Nh¹c Né L«i Thóc Yªu (9/9)	0	4							0
§å phæ Hoµng Kim - L¨ng Nh¹c Thiªn §Þa HuyÒn Hoµng giíi	6	1	358																																											m¶nh L¨ng Nh¹c Thiªn §Þa HuyÒn Hoµng Giíi (1/9)	0	4							0
§å phæ Hoµng Kim - L¨ng Nh¹c Thiªn §Þa HuyÒn Hoµng giíi	6	1	358																																											m¶nh L¨ng Nh¹c Thiªn §Þa HuyÒn Hoµng Giíi (2/9)	0	4							0
§å phæ Hoµng Kim - L¨ng Nh¹c Thiªn §Þa HuyÒn Hoµng giíi	6	1	358																																											m¶nh L¨ng Nh¹c Thiªn §Þa HuyÒn Hoµng Giíi (3/9)	0	4							0
§å phæ Hoµng Kim - L¨ng Nh¹c Thiªn §Þa HuyÒn Hoµng giíi	6	1	358																																											m¶nh L¨ng Nh¹c Thiªn §Þa HuyÒn Hoµng Giíi (4/9)	0	4							0
§å phæ Hoµng Kim - L¨ng Nh¹c Thiªn §Þa HuyÒn Hoµng giíi	6	1	358																																											m¶nh L¨ng Nh¹c Thiªn §Þa HuyÒn Hoµng Giíi (5/9)	0	4							0
§å phæ Hoµng Kim - L¨ng Nh¹c Thiªn §Þa HuyÒn Hoµng giíi	6	1	358																																											m¶nh L¨ng Nh¹c Thiªn §Þa HuyÒn Hoµng Giíi (6/9)	0	4							0
§å phæ Hoµng Kim - L¨ng Nh¹c Thiªn §Þa HuyÒn Hoµng giíi	6	1	358																																											m¶nh L¨ng Nh¹c Thiªn §Þa HuyÒn Hoµng Giíi (7/9)	0	4							0
§å phæ Hoµng Kim - L¨ng Nh¹c Thiªn §Þa HuyÒn Hoµng giíi	6	1	358																																											m¶nh L¨ng Nh¹c Thiªn §Þa HuyÒn Hoµng Giíi (8/9)	0	4							0
§å phæ Hoµng Kim - L¨ng Nh¹c Thiªn §Þa HuyÒn Hoµng giíi	6	1	358																																											m¶nh L¨ng Nh¹c Thiªn §Þa HuyÒn Hoµng Giíi (9/9)	0	4							0
§å phæ Hoµng Kim - L¨ng Nh¹c V« Ng· §¹o Bµo	6	1	355																																											m¶nh L¨ng Nh¹c V« Ng· §¹o Bµo (1/9)	0	4							0
§å phæ Hoµng Kim - L¨ng Nh¹c V« Ng· §¹o Bµo	6	1	355																																											m¶nh L¨ng Nh¹c V« Ng· §¹o Bµo (2/9)	0	4							0
§å phæ Hoµng Kim - L¨ng Nh¹c V« Ng· §¹o Bµo	6	1	355																																											m¶nh L¨ng Nh¹c V« Ng· §¹o Bµo (3/9)	0	4							0
§å phæ Hoµng Kim - L¨ng Nh¹c V« Ng· §¹o Bµo	6	1	355																																											m¶nh L¨ng Nh¹c V« Ng· §¹o Bµo (4/9)	0	4							0
§å phæ Hoµng Kim - L¨ng Nh¹c V« Ng· §¹o Bµo	6	1	355																																											m¶nh L¨ng Nh¹c V« Ng· §¹o Bµo (5/9)	0	4							0
§å phæ Hoµng Kim - L¨ng Nh¹c V« Ng· §¹o Bµo	6	1	355																																											m¶nh L¨ng Nh¹c V« Ng· §¹o Bµo (6/9)	0	4							0
§å phæ Hoµng Kim - L¨ng Nh¹c V« Ng· §¹o Bµo	6	1	355																																											m¶nh L¨ng Nh¹c V« Ng· §¹o Bµo (7/9)	0	4							0
§å phæ Hoµng Kim - L¨ng Nh¹c V« Ng· §¹o Bµo	6	1	355																																											m¶nh L¨ng Nh¹c V« Ng· §¹o Bµo (8/9)	0	4							0
§å phæ Hoµng Kim - L¨ng Nh¹c V« Ng· §¹o Bµo	6	1	355																																											m¶nh L¨ng Nh¹c V« Ng· §¹o Bµo (9/9)	0	4							0
§å phæ Hoµng Kim - Méng Long §¹t Ma T¨ng Hµi	6	1	243																																											m¶nh Méng Long §¹t Ma T¨ng Hµi (1/9)	0	4							0
§å phæ Hoµng Kim - Méng Long §¹t Ma T¨ng Hµi	6	1	243																																											m¶nh Méng Long §¹t Ma T¨ng Hµi (2/9)	0	4							0
§å phæ Hoµng Kim - Méng Long §¹t Ma T¨ng Hµi	6	1	243																																											m¶nh Méng Long §¹t Ma T¨ng Hµi (3/9)	0	4							0
§å phæ Hoµng Kim - Méng Long §¹t Ma T¨ng Hµi	6	1	243																																											m¶nh Méng Long §¹t Ma T¨ng Hµi (4/9)	0	4							0
§å phæ Hoµng Kim - Méng Long §¹t Ma T¨ng Hµi	6	1	243																																											m¶nh Méng Long §¹t Ma T¨ng Hµi (5/9)	0	4							0
§å phæ Hoµng Kim - Méng Long §¹t Ma T¨ng Hµi	6	1	243																																											m¶nh Méng Long §¹t Ma T¨ng Hµi (6/9)	0	4							0
§å phæ Hoµng Kim - Méng Long §¹t Ma T¨ng Hµi	6	1	243																																											m¶nh Méng Long §¹t Ma T¨ng Hµi (7/9)	0	4							0
§å phæ Hoµng Kim - Méng Long §¹t Ma T¨ng Hµi	6	1	243																																											m¶nh Méng Long §¹t Ma T¨ng Hµi (8/9)	0	4							0
§å phæ Hoµng Kim - Méng Long §¹t Ma T¨ng Hµi	6	1	243																																											m¶nh Méng Long §¹t Ma T¨ng Hµi (9/9)	0	4							0
§å phæ Hoµng Kim - Méng Long PhËt Ph¸p HuyÒn Béi	6	1	242																																											m¶nh Méng Long PhËt Ph¸p HuyÒn Béi (1/9)	0	4							0
§å phæ Hoµng Kim - Méng Long PhËt Ph¸p HuyÒn Béi	6	1	242																																											m¶nh Méng Long PhËt Ph¸p HuyÒn Béi (2/9)	0	4							0
§å phæ Hoµng Kim - Méng Long PhËt Ph¸p HuyÒn Béi	6	1	242																																											m¶nh Méng Long PhËt Ph¸p HuyÒn Béi (3/9)	0	4							0
§å phæ Hoµng Kim - Méng Long PhËt Ph¸p HuyÒn Béi	6	1	242																																											m¶nh Méng Long PhËt Ph¸p HuyÒn Béi (4/9)	0	4							0
§å phæ Hoµng Kim - Méng Long PhËt Ph¸p HuyÒn Béi	6	1	242																																											m¶nh Méng Long PhËt Ph¸p HuyÒn Béi (5/9)	0	4							0
§å phæ Hoµng Kim - Méng Long PhËt Ph¸p HuyÒn Béi	6	1	242																																											m¶nh Méng Long PhËt Ph¸p HuyÒn Béi (6/9)	0	4							0
§å phæ Hoµng Kim - Méng Long PhËt Ph¸p HuyÒn Béi	6	1	242																																											m¶nh Méng Long PhËt Ph¸p HuyÒn Béi (7/9)	0	4							0
§å phæ Hoµng Kim - Méng Long PhËt Ph¸p HuyÒn Béi	6	1	242																																											m¶nh Méng Long PhËt Ph¸p HuyÒn Béi (8/9)	0	4							0
§å phæ Hoµng Kim - Méng Long PhËt Ph¸p HuyÒn Béi	6	1	242																																											m¶nh Méng Long PhËt Ph¸p HuyÒn Béi (9/9)	0	4							0
§å phæ Hoµng Kim - Minh ¶o Thanh HiÕt ChØ Hoµn	6	1	301																																											m¶nh Minh ¶o §éc H¹t ChØ Hoµn (1/9)	0	4							0
§å phæ Hoµng Kim - Minh ¶o Thanh HiÕt ChØ Hoµn	6	1	301																																											m¶nh Minh ¶o §éc H¹t ChØ Hoµn (2/9)	0	4							0
§å phæ Hoµng Kim - Minh ¶o Thanh HiÕt ChØ Hoµn	6	1	301																																											m¶nh Minh ¶o §éc H¹t ChØ Hoµn (3/9)	0	4							0
§å phæ Hoµng Kim - Minh ¶o Thanh HiÕt ChØ Hoµn	6	1	301																																											m¶nh Minh ¶o §éc H¹t ChØ Hoµn (4/9)	0	4							0
§å phæ Hoµng Kim - Minh ¶o Thanh HiÕt ChØ Hoµn	6	1	301																																											m¶nh Minh ¶o §éc H¹t ChØ Hoµn (5/9)	0	4							0
§å phæ Hoµng Kim - Minh ¶o Thanh HiÕt ChØ Hoµn	6	1	301																																											m¶nh Minh ¶o §éc H¹t ChØ Hoµn (6/9)	0	4							0
§å phæ Hoµng Kim - Minh ¶o Thanh HiÕt ChØ Hoµn	6	1	301																																											m¶nh Minh ¶o §éc H¹t ChØ Hoµn (7/9)	0	4							0
§å phæ Hoµng Kim - Minh ¶o Thanh HiÕt ChØ Hoµn	6	1	301																																											m¶nh Minh ¶o §éc H¹t ChØ Hoµn (8/9)	0	4							0
§å phæ Hoµng Kim - Minh ¶o Thanh HiÕt ChØ Hoµn	6	1	301																																											m¶nh Minh ¶o §éc H¹t ChØ Hoµn (9/9)	0	4							0
§å phæ Hoµng Kim - Minh ¶o Song Hoµn Xµ Hµi	6	1	303																																											m¶nh Minh ¶o Song Hoµn Xµ Hµi (1/9)	0	4							0
§å phæ Hoµng Kim - Minh ¶o Song Hoµn Xµ Hµi	6	1	303																																											m¶nh Minh ¶o Song Hoµn Xµ Hµi (2/9)	0	4							0
§å phæ Hoµng Kim - Minh ¶o Song Hoµn Xµ Hµi	6	1	303																																											m¶nh Minh ¶o Song Hoµn Xµ Hµi (3/9)	0	4							0
§å phæ Hoµng Kim - Minh ¶o Song Hoµn Xµ Hµi	6	1	303																																											m¶nh Minh ¶o Song Hoµn Xµ Hµi (4/9)	0	4							0
§å phæ Hoµng Kim - Minh ¶o Song Hoµn Xµ Hµi	6	1	303																																											m¶nh Minh ¶o Song Hoµn Xµ Hµi (5/9)	0	4							0
§å phæ Hoµng Kim - Minh ¶o Song Hoµn Xµ Hµi	6	1	303																																											m¶nh Minh ¶o Song Hoµn Xµ Hµi (6/9)	0	4							0
§å phæ Hoµng Kim - Minh ¶o Song Hoµn Xµ Hµi	6	1	303																																											m¶nh Minh ¶o Song Hoµn Xµ Hµi (7/9)	0	4							0
§å phæ Hoµng Kim - Minh ¶o Song Hoµn Xµ Hµi	6	1	303																																											m¶nh Minh ¶o Song Hoµn Xµ Hµi (8/9)	0	4							0
§å phæ Hoµng Kim - Minh ¶o Song Hoµn Xµ Hµi	6	1	303																																											m¶nh Minh ¶o Song Hoµn Xµ Hµi (9/9)	0	4							0
§å phæ Hoµng Kim - Ma Hoµng §¨ng §¹p Ngoa	6	1	353																																											m¶nh Ma Hoµng §¨ng §¹p Ngoa (1/9)	0	4							0
§å phæ Hoµng Kim - Ma Hoµng §¨ng §¹p Ngoa	6	1	353																																											m¶nh Ma Hoµng §¨ng §¹p Ngoa (2/9)	0	4							0
§å phæ Hoµng Kim - Ma Hoµng §¨ng §¹p Ngoa	6	1	353																																											m¶nh Ma Hoµng §¨ng §¹p Ngoa (3/9)	0	4							0
§å phæ Hoµng Kim - Ma Hoµng §¨ng §¹p Ngoa	6	1	353																																											m¶nh Ma Hoµng §¨ng §¹p Ngoa (4/9)	0	4							0
§å phæ Hoµng Kim - Ma Hoµng §¨ng §¹p Ngoa	6	1	353																																											m¶nh Ma Hoµng §¨ng §¹p Ngoa (5/9)	0	4							0
§å phæ Hoµng Kim - Ma Hoµng §¨ng §¹p Ngoa	6	1	353																																											m¶nh Ma Hoµng §¨ng §¹p Ngoa (6/9)	0	4							0
§å phæ Hoµng Kim - Ma Hoµng §¨ng §¹p Ngoa	6	1	353																																											m¶nh Ma Hoµng §¨ng §¹p Ngoa (7/9)	0	4							0
§å phæ Hoµng Kim - Ma Hoµng §¨ng §¹p Ngoa	6	1	353																																											m¶nh Ma Hoµng §¨ng §¹p Ngoa (8/9)	0	4							0
§å phæ Hoµng Kim - Ma Hoµng §¨ng §¹p Ngoa	6	1	353																																											m¶nh Ma Hoµng §¨ng §¹p Ngoa (9/9)	0	4							0
§å phæ Hoµng Kim - Ma Hoµng HuyÕt Y Thó Tr¹c	6	1	352																																											m¶nh Ma Hoµng HuyÕt Y Thó Träc (1/9)	0	4							0
§å phæ Hoµng Kim - Ma Hoµng HuyÕt Y Thó Tr¹c	6	1	352																																											m¶nh Ma Hoµng HuyÕt Y Thó Träc (2/9)	0	4							0
§å phæ Hoµng Kim - Ma Hoµng HuyÕt Y Thó Tr¹c	6	1	352																																											m¶nh Ma Hoµng HuyÕt Y Thó Träc (3/9)	0	4							0
§å phæ Hoµng Kim - Ma Hoµng HuyÕt Y Thó Tr¹c	6	1	352																																											m¶nh Ma Hoµng HuyÕt Y Thó Träc (4/9)	0	4							0
§å phæ Hoµng Kim - Ma Hoµng HuyÕt Y Thó Tr¹c	6	1	352																																											m¶nh Ma Hoµng HuyÕt Y Thó Träc (5/9)	0	4							0
§å phæ Hoµng Kim - Ma Hoµng HuyÕt Y Thó Tr¹c	6	1	352																																											m¶nh Ma Hoµng HuyÕt Y Thó Träc (6/9)	0	4							0
§å phæ Hoµng Kim - Ma Hoµng HuyÕt Y Thó Tr¹c	6	1	352																																											m¶nh Ma Hoµng HuyÕt Y Thó Träc (7/9)	0	4							0
§å phæ Hoµng Kim - Ma Hoµng HuyÕt Y Thó Tr¹c	6	1	352																																											m¶nh Ma Hoµng HuyÕt Y Thó Träc (8/9)	0	4							0
§å phæ Hoµng Kim - Ma Hoµng HuyÕt Y Thó Tr¹c	6	1	352																																											m¶nh Ma Hoµng HuyÕt Y Thó Träc (9/9)	0	4							0
§å phæ Hoµng Kim - Ma S¸t Cö Háa LiÖu Thiªn UyÓn	6	1	342																																											m¶nh Ma S¸t Cö Háa Liªu Thiªn UyÓn (1/9)	0	4							0
§å phæ Hoµng Kim - Ma S¸t Cö Háa LiÖu Thiªn UyÓn	6	1	342																																											m¶nh Ma S¸t Cö Háa Liªu Thiªn UyÓn (2/9)	0	4							0
§å phæ Hoµng Kim - Ma S¸t Cö Háa LiÖu Thiªn UyÓn	6	1	342																																											m¶nh Ma S¸t Cö Háa Liªu Thiªn UyÓn (3/9)	0	4							0
§å phæ Hoµng Kim - Ma S¸t Cö Háa LiÖu Thiªn UyÓn	6	1	342																																											m¶nh Ma S¸t Cö Háa Liªu Thiªn UyÓn (4/9)	0	4							0
§å phæ Hoµng Kim - Ma S¸t Cö Háa LiÖu Thiªn UyÓn	6	1	342																																											m¶nh Ma S¸t Cö Háa Liªu Thiªn UyÓn (5/9)	0	4							0
§å phæ Hoµng Kim - Ma S¸t Cö Háa LiÖu Thiªn UyÓn	6	1	342																																											m¶nh Ma S¸t Cö Háa Liªu Thiªn UyÓn (6/9)	0	4							0
§å phæ Hoµng Kim - Ma S¸t Cö Háa LiÖu Thiªn UyÓn	6	1	342																																											m¶nh Ma S¸t Cö Háa Liªu Thiªn UyÓn (7/9)	0	4							0
§å phæ Hoµng Kim - Ma S¸t Cö Háa LiÖu Thiªn UyÓn	6	1	342																																											m¶nh Ma S¸t Cö Háa Liªu Thiªn UyÓn (8/9)	0	4							0
§å phæ Hoµng Kim - Ma S¸t Cö Háa LiÖu Thiªn UyÓn	6	1	342																																											m¶nh Ma S¸t Cö Háa Liªu Thiªn UyÓn (9/9)	0	4							0
§å phæ Hoµng Kim - Ma S¸t V©n Long Thæ Ch©u Giíi	6	1	343																																											m¶nh Ma S¸t V©n Long Thæ Ch©u Giíi (1/9)	0	4							0
§å phæ Hoµng Kim - Ma S¸t V©n Long Thæ Ch©u Giíi	6	1	343																																											m¶nh Ma S¸t V©n Long Thæ Ch©u Giíi (2/9)	0	4							0
§å phæ Hoµng Kim - Ma S¸t V©n Long Thæ Ch©u Giíi	6	1	343																																											m¶nh Ma S¸t V©n Long Thæ Ch©u Giíi (3/9)	0	4							0
§å phæ Hoµng Kim - Ma S¸t V©n Long Thæ Ch©u Giíi	6	1	343																																											m¶nh Ma S¸t V©n Long Thæ Ch©u Giíi (4/9)	0	4							0
§å phæ Hoµng Kim - Ma S¸t V©n Long Thæ Ch©u Giíi	6	1	343																																											m¶nh Ma S¸t V©n Long Thæ Ch©u Giíi (5/9)	0	4							0
§å phæ Hoµng Kim - Ma S¸t V©n Long Thæ Ch©u Giíi	6	1	343																																											m¶nh Ma S¸t V©n Long Thæ Ch©u Giíi (6/9)	0	4							0
§å phæ Hoµng Kim - Ma S¸t V©n Long Thæ Ch©u Giíi	6	1	343																																											m¶nh Ma S¸t V©n Long Thæ Ch©u Giíi (7/9)	0	4							0
§å phæ Hoµng Kim - Ma S¸t V©n Long Thæ Ch©u Giíi	6	1	343																																											m¶nh Ma S¸t V©n Long Thæ Ch©u Giíi (8/9)	0	4							0
§å phæ Hoµng Kim - Ma S¸t V©n Long Thæ Ch©u Giíi	6	1	343																																											m¶nh Ma S¸t V©n Long Thæ Ch©u Giíi (9/9)	0	4							0
