效果	是否前缀	五行要求	等级要求	属性调整类别	参数1最小值	参数1最大值	参数2最小值	参数2最大值	参数3最小值	参数3最大值	效果说明
无我无剑1				139	2	2	-1	-1	165	165	0
沧海明月				139	2	2	-1	-1	155	155	0
武当剑法				139	2	2	-1	-1	151	151	0
剑飞惊天				139	2	2	-1	-1	158	158	0
三环套月				139	2	2	-1	-1	267	267	0
呼风法				139	2	2	-1	-1	169	169	0
昆仑刀法				139	2	2	-1	-1	167	167	0
一气三清符				139	2	2	-1	-1	178	178	0
狂风骤电				139	2	2	-1	-1	176	176	0
狂雷震地				139	2	2	-1	-1	179	179	0
昆仑剑法				139	2	2	-1	-1	168	168	0
天际迅雷				139	2	2	-1	-1	172	172	0
五雷正法				139	2	2	-1	-1	182	182	0
行龙不雨				139	3	3	-1	-1	14	14	0
少林拳法1				139	3	3	-1	-1	8	8	0
龙爪虎抓				139	3	3	-1	-1	271	271	0
金刚伏魔				139	3	3	-1	-1	10	10	0
少林棍法				139	3	3	-1	-1	4	4	0
横扫六合				139	3	3	-1	-1	11	11	0
少林刀法				139	3	3	-1	-1	6	6	0
摩诃无量				139	3	3	-1	-1	19	19	0
斩龙诀				139	3	3	-1	-1	29	29	0
天王锤法				139	3	3	-1	-1	26	26	0
行云诀				139	3	3	-1	-1	31	31	0
乘龙诀				139	3	3	-1	-1	324	324	0
回风落雁				139	3	3	-1	-1	30	30	0
天王枪法				139	3	3	-1	-1	23	23	0
阳关三叠				139	3	3	-1	-1	35	35	0
血战八方				139	3	3	-1	-1	41	41	0
惊雷斩				139	3	3	-1	-1	34	34	0
天王刀法				139	3	3	-1	-1	24	24	0
泼风斩				139	3	3	-1	-1	37	37	0
无心斩				139	3	3	-1	-1	32	32	0
一叶知秋				139	3	3	-1	-1	85	85	0
峨嵋剑法				139	3	3	-1	-1	77	77	0
推窗望月				139	3	3	-1	-1	385	385	0
不灭不绝				139	3	3	-1	-1	88	88	0
飘雪穿云				139	3	3	-1	-1	80	80	0
峨嵋掌法1				139	3	3	-1	-1	79	79	0
四象同归				139	3	3	-1	-1	82	82	0
佛光普照1				139	3	3	-1	-1	91	91	0
风花雪月				139	3	3	-1	-1	99	99	0
翠烟刀法				139	3	3	-1	-1	95	95	0
雨打梨花				139	3	3	-1	-1	105	105	0
牧野流星				139	3	3	-1	-1	108	108	0
风卷残雪				139	3	3	-1	-1	102	102	0
翠烟双刀1				139	3	3	-1	-1	97	97	0
浮云散雪				139	3	3	-1	-1	113	113	0
碧海潮生				139	3	3	-1	-1	111	111	0
毒砂掌				139	3	3	-1	-1	63	63	0
五毒掌法				139	3	3	-1	-1	62	62	0
幽冥骷髅				139	3	3	-1	-1	68	68	0
天罡地煞手				139	3	3	-1	-1	71	71	0
血刀毒杀				139	3	3	-1	-1	65	65	0
五毒刀法				139	3	3	-1	-1	60	60	0
百毒穿心				139	3	3	-1	-1	384	384	0
朱蛤青冥				139	3	3	-1	-1	74	74	0
霹雳弹				139	3	3	-1	-1	45	45	0
唐门暗器				139	3	3	-1	-1	43	43	0
追心箭				139	3	3	-1	-1	50	50	0
小李飞刀				139	3	3	-1	-1	249	249	0
漫天花雨				139	3	3	-1	-1	54	54	0
天罗地网				139	3	3	-1	-1	58	58	0
夺魂镖				139	3	3	-1	-1	47	47	0
散花镖				139	3	3	-1	-1	341	341	0
见人伸手				139	3	3	-1	-1	122	122	0
丐帮掌法				139	3	3	-1	-1	116	116	0
降龙掌				139	3	3	-1	-1	274	274	0
亢龙有悔1				139	3	3	-1	-1	128	128	0
沿门托钵				139	3	3	-1	-1	119	119	0
丐帮棒法				139	3	3	-1	-1	115	115	0
打狗阵				139	3	3	-1	-1	124	124	0
棒打恶狗				139	3	3	-1	-1	125	125	0
残阳如血				139	3	3	-1	-1	135	135	0
天忍矛法				139	3	3	-1	-1	132	132	0
烈火情天				139	3	3	-1	-1	141	141	0
偷天换日				139	3	3	-1	-1	142	142	0
弹指烈焰				139	3	3	-1	-1	145	145	0
天忍刀法				139	3	3	-1	-1	131	131	0
推山填海1				139	3	3	-1	-1	138	138	0
魔炎七杀1				139	3	3	-1	-1	148	148	0
怒雷指				139	3	3	-1	-1	153	153	0
武当拳法				139	3	3	-1	-1	152	152	0
剥及而复1				139	3	3	-1	-1	164	164	0
无我无剑1				139	3	3	-1	-1	165	165	0
沧海明月				139	3	3	-1	-1	155	155	0
武当剑法				139	3	3	-1	-1	151	151	0
剑飞惊天				139	3	3	-1	-1	158	158	0
三环套月				139	3	3	-1	-1	267	267	0
呼风法				139	3	3	-1	-1	169	169	0
昆仑刀法				139	3	3	-1	-1	167	167	0
一气三清符				139	3	3	-1	-1	178	178	0
狂风骤电				139	3	3	-1	-1	176	176	0
狂雷震地				139	3	3	-1	-1	179	179	0
昆仑剑法				139	3	3	-1	-1	168	168	0
天际迅雷				139	3	3	-1	-1	172	172	0
五雷正法				139	3	3	-1	-1	182	182	0
横扫千军2				139	1	1	-1	-1	319	319	0
无相斩				139	1	1	-1	-1	321	321	0
追风诀				139	1	1	-1	-1	325	325	0
追星逐月				139	1	1	-1	-1	323	323	0
破天斩				139	1	1	-1	-1	322	322	0
三峨霁雪				139	1	1	-1	-1	328	328	0
风霜碎影				139	1	1	-1	-1	380	380	0
冰踪无影				139	1	1	-1	-1	336	336	0
冰心仙子				139	1	1	-1	-1	337	337	0
阴风蚀骨				139	1	1	-1	-1	353	353	0
玄阴斩				139	1	1	-1	-1	355	355	0
慑魂月影				139	1	1	-1	-1	339	339	0
暴雨梨花				139	1	1	-1	-1	302	302	0
九宫飞星				139	1	1	-1	-1	342	342	0
飞龙在天				139	1	1	-1	-1	357	357	0
天下无狗				139	1	1	-1	-1	359	359	0
云龙击				139	1	1	-1	-1	361	361	0
天外流星				139	1	1	-1	-1	362	362	0
天地无极1				139	1	1	-1	-1	365	365	0
人剑合一				139	1	1	-1	-1	368	368	0
傲雪啸风				139	1	1	-1	-1	372	372	0
雷动九天				139	1	1	-1	-1	375	375	0
横扫千军2				139	2	2	-1	-1	319	319	0
无相斩				139	2	2	-1	-1	321	321	0
追风诀				139	2	2	-1	-1	325	325	0
追星逐月				139	2	2	-1	-1	323	323	0
破天斩				139	2	2	-1	-1	322	322	0
三峨霁雪				139	2	2	-1	-1	328	328	0
风霜碎影				139	2	2	-1	-1	380	380	0
冰踪无影				139	2	2	-1	-1	336	336	0
冰心仙子				139	2	2	-1	-1	337	337	0
阴风蚀骨				139	2	2	-1	-1	353	353	0
玄阴斩				139	2	2	-1	-1	355	355	0
慑魂月影				139	2	2	-1	-1	339	339	0
暴雨梨花				139	2	2	-1	-1	302	302	0
九宫飞星				139	2	2	-1	-1	342	342	0
飞龙在天				139	2	2	-1	-1	357	357	0
天下无狗				139	2	2	-1	-1	359	359	0
云龙击				139	2	2	-1	-1	361	361	0
天外流星				139	2	2	-1	-1	362	362	0
天地无极1				139	2	2	-1	-1	365	365	0
人剑合一				139	2	2	-1	-1	368	368	0
傲雪啸风				139	2	2	-1	-1	372	372	0
雷动九天				139	2	2	-1	-1	375	375	0
