?§¹û	ÊÇ·ñÇ°×º	Îå???ªÇó	µÈ¼¶?ªÇó	Êô?Ôµ÷?ûÀà±?	²ÎÊ?1×î?¡Öµ	²ÎÊ?1×î´óÖµ	²ÎÊ?2×î?¡Öµ	²ÎÊ?2×î´óÖµ	²ÎÊ?3×î?¡Öµ	²ÎÊ?3×î´óÖµ	?§¹ûËµ?÷
Cong Kich Ky Nang				243	45	45	-1	-1	0	0	0
Cong Kich Ky Nang				243	50	50	-1	-1	0	0	0
Tang Sat Thuong				40	5	5	-1	-1	0	0	0
Tang Sat Thuong				40	10	10	-1	-1	0	0	0
Tang Sat Thuong				40	15	15	-1	-1	0	0	0
Tang Sat Thuong				40	20	20	-1	-1	0	0	0
Tang Sat Thuong				40	25	25	-1	-1	0	0	0
Tang Sat Thuong				40	30	30	-1	-1	0	0	0
Tang Sat Thuong				40	35	35	-1	-1	0	0	0
Tang Sat Thuong				40	40	40	-1	-1	0	0	0
Tang Sat Thuong				40	45	45	-1	-1	0	0	0
Tang Sat Thuong				40	50	50	-1	-1	0	0	0
Ngu Hanh Cuong Hoa				246	3000	3000	-1	-1	0	0	0
Ngu Hanh Cuong Hoa				246	3500	3500	-1	-1	0	0	0
Ngu Hanh Cuong Hoa				246	4000	4000	-1	-1	0	0	0
Ngu Hanh Nhuoc Hoa				247	3000	3000	-1	-1	0	0	0
Ngu Hanh Nhuoc Hoa				247	3500	3500	-1	-1	0	0	0
Ngu Hanh Nhuoc Hoa				247	4000	4000	-1	-1	0	0	0
Sat Thuong Vat Ly %				126	5	10	-1	-1	0	0	0
Sat Thuong Vat Ly %				126	10	15	-1	-1	0	0	0
Sat Thuong Vat Ly %				126	15	20	-1	-1	0	0	0
Sat Thuong Vat Ly %				126	20	25	-1	-1	0	0	0
Sat Thuong Vat Ly %				126	25	30	-1	-1	0	0	0
Sat Thuong Vat Ly %				126	30	35	-1	-1	0	0	0
Sat Thuong Vat Ly %				126	35	40	-1	-1	0	0	0
Sat Thuong Vat Ly %				126	40	45	-1	-1	0	0	0
Sat Thuong Vat Ly %				126	45	50	-1	-1	0	0	0
Sat Thuong Vat Ly %				126	50	70	-1	-1	0	0	0
Sat Thuong Vat Ly				121	5	10	-1	-1	0	0	0
Sat Thuong Vat Ly				121	10	15	-1	-1	0	0	0
Sat Thuong Vat Ly				121	15	20	-1	-1	0	0	0
Sat Thuong Vat Ly				121	20	25	-1	-1	0	0	0
Sat Thuong Vat Ly				121	25	30	-1	-1	0	0	0
Sat Thuong Vat Ly				121	30	35	-1	-1	0	0	0
Sat Thuong Vat Ly				121	35	40	-1	-1	0	0	0
Sat Thuong Vat Ly				121	40	45	-1	-1	0	0	0
Sat Thuong Vat Ly				121	45	50	-1	-1	0	0	0
Sat Thuong Vat Ly				121	50	70	-1	-1	0	0	0
Xac Xuat Trong Kich				227	1	3	-1	-1	0	0	0
Xac Xuat Trong Kich				227	3	5	-1	-1	0	0	0
Xac Xuat Trong Kich				227	5	7	-1	-1	0	0	0
Xac Xuat Trong Kich				227	7	10	-1	-1	0	0	0
Xac Xuat Trong Kich				227	10	13	-1	-1	0	0	0
Xac Xuat Trong Kich				227	13	15	-1	-1	0	0	0
Xac Xuat Trong Kich				227	15	17	-1	-1	0	0	0
Xac Xuat Trong Kich				227	17	20	-1	-1	0	0	0
Xac Xuat Trong Kich				227	20	23	-1	-1	0	0	0
Xac Xuat Trong Kich				227	23	25	-1	-1	0	0	0
Ky Nang Von Co				139	1	1	-1	-1	0	0	0
Ky Nang Von Co				139	2	2	-1	-1	0	0	0
Ky Nang Von Co				139	3	3	-1	-1	0	0	0
Sinh Luc 				233	1500	1500	-1	-1	0	0	0
Sinh Luc 				233	2000	2000	-1	-1	0	0	0
Sinh Luc 				233	2500	2500	-1	-1	0	0	0
Sinh Luc 				233	3000	3000	-1	-1	0	0	0
Sinh Luc 				233	3500	3500	-1	-1	0	0	0
Sinh Luc 				233	4000	4000	-1	-1	0	0	0
Sinh Luc 				233	4500	4500	-1	-1	0	0	0
Sinh Luc 				233	5000	5000	-1	-1	0	0	0
Sinh Luc 				233	7000	7000	-1	-1	0	0	0
Sinh Luc 				233	10000	10000	-1	-1	0	0	0
Cong Kich Ky Nang				243	5	5	-1	-1	0	0	0
Cong Kich Ky Nang				243	10	10	-1	-1	0	0	0
Cong Kich Ky Nang				243	15	15	-1	-1	0	0	0
Cong Kich Ky Nang				243	20	20	-1	-1	0	0	0
Cong Kich Ky Nang				243	25	25	-1	-1	0	0	0
Cong Kich Ky Nang				243	30	30	-1	-1	0	0	0
Cong Kich Ky Nang				243	35	35	-1	-1	0	0	0
Cong Kich Ky Nang				243	40	40	-1	-1	0	0	0
Cong Kich Ky Nang				243	45	45	-1	-1	0	0	0
Cong Kich Ky Nang				243	50	50	-1	-1	0	0	0
Kh¸ng TÊt c¶				241	5	5	-1	-1	0	0	0
Kh¸ng TÊt c¶				241	10	10	-1	-1	0	0	0
Kh¸ng TÊt c¶				241	15	15	-1	-1	0	0	0
Kh¸ng TÊt c¶				241	20	20	-1	-1	0	0	0
Kh¸ng TÊt c¶				241	25	25	-1	-1	0	0	0
Kh¸ng TÊt c¶				241	30	30	-1	-1	0	0	0
Kh¸ng TÊt c¶				241	35	35	-1	-1	0	0	0
Kh¸ng TÊt c¶				241	40	40	-1	-1	0	0	0
Kh¸ng TÊt c¶				241	45	45	-1	-1	0	0	0
Kh¸ng TÊt c¶				241	50	50	-1	-1	0	0	0
TriÖt tiªu s¸t th­¬ng				237	5	5	-1	-1	0	0	0
TriÖt tiªu s¸t th­¬ng				237	10	10	-1	-1	0	0	0
TriÖt tiªu s¸t th­¬ng				237	15	15	-1	-1	0	0	0
TriÖt tiªu s¸t th­¬ng				237	20	20	-1	-1	0	0	0
TriÖt tiªu s¸t th­¬ng				237	25	25	-1	-1	0	0	0
TriÖt tiªu s¸t th­¬ng				237	30	30	-1	-1	0	0	0
TriÖt tiªu s¸t th­¬ng				237	35	35	-1	-1	0	0	0
TriÖt tiªu s¸t th­¬ng				237	40	40	-1	-1	0	0	0
TriÖt tiªu s¸t th­¬ng				237	45	45	-1	-1	0	0	0
TriÖt tiªu s¸t th­¬ng				237	50	50	-1	-1	0	0	0
Phuc Hoi Sinh Luc				88	10	10	-1	-1	0	0	0
Phuc Hoi Sinh Luc				88	20	20	-1	-1	0	0	0
Phuc Hoi Sinh Luc				88	30	30	-1	-1	0	0	0
Phuc Hoi Sinh Luc				88	40	40	-1	-1	0	0	0
Phuc Hoi Sinh Luc				88	50	50	-1	-1	0	0	0
Phuc Hoi Sinh Luc				88	60	60	-1	-1	0	0	0
Phuc Hoi Sinh Luc				88	70	70	-1	-1	0	0	0
Phuc Hoi Sinh Luc				88	80	80	-1	-1	0	0	0
Phuc Hoi Sinh Luc				88	90	90	-1	-1	0	0	0
Phuc Hoi Sinh Luc				88	100	100	-1	-1	0	0	0
Sat Thuong Vat Ly				121	5	10	-1	-1	0	0	0
Sat Thuong Vat Ly				121	11	20	-1	-1	0	0	0
Sat Thuong Vat Ly				121	21	30	-1	-1	0	0	0
Sat Thuong Vat Ly				121	31	40	-1	-1	0	0	0
Sat Thuong Vat Ly				121	41	50	-1	-1	0	0	0
Sat Thuong Vat Ly				121	51	60	-1	-1	0	0	0
Sat Thuong Vat Ly				121	61	70	-1	-1	0	0	0
Sat Thuong Vat Ly				121	71	80	-1	-1	0	0	0
Sat Thuong Vat Ly				121	81	90	-1	-1	0	0	0
Sat Thuong Vat Ly				121	91	100	-1	-1	0	0	0
Sinh Luc Diem				233	1180	1180	-1	-1	0	0	0
Sinh Luc Diem				233	1280	1280	-1	-1	0	0	0
Sinh Luc Diem				233	1380	1380	-1	-1	0	0	0
Noi Luc Diem				235	1120	1120	-1	-1	0	0	0
Noi Luc Diem				235	1220	1220	-1	-1	0	0	0
Noi Luc Diem				235	1380	1380	-1	-1	0	0	0
Khang Tat Ca				241	34	34	-1	-1	0	0	0
Khang Tat Ca				241	36	36	-1	-1	0	0	0
Khang Tat Ca				241	38	38	-1	-1	0	0	0
Phong Thu Vat Ly				231	70	70	-1	-1	0	0	0
Phong Thu Vat Ly				231	75	75	-1	-1	0	0	0
Phong Thu Vat Ly				231	80	80	-1	-1	0	0	0
Khang Bang				232	70	70	-1	-1	0	0	0
Khang Bang				232	75	75	-1	-1	0	0	0
Khang Bang				232	80	80	-1	-1	0	0	0
Khang Loi				229	70	70	-1	-1	0	0	0
Khang Loi				229	75	75	-1	-1	0	0	0
Khang Loi				229	80	80	-1	-1	0	0	0
Khang Hoa				230	70	70	-1	-1	0	0	0
Khang Hoa				230	75	75	-1	-1	0	0	0
Khang Hoa				230	80	80	-1	-1	0	0	0
Khang Doc				228	70	70	-1	-1	0	0	0
Khang Doc				228	75	75	-1	-1	0	0	0
Khang Doc				228	80	80	-1	-1	0	0	0
Thoi Gian Lam Cham				106	95	95	-1	-1	0	0	0
Thoi Gian Lam Cham				106	100	100	-1	-1	0	0	0
Thoi Gian Lam Cham				106	105	105	-1	-1	0	0	0
Thoi Gian Trung Doc				108	95	95	-1	-1	0	0	0
Thoi Gian Trung Doc				108	100	100	-1	-1	0	0	0
Thoi Gian Trung Doc				108	105	105	-1	-1	0	0	0
Thoi Gian Choang				110	95	95	-1	-1	0	0	0
Thoi Gian Choang				110	100	100	-1	-1	0	0	0
Thoi Gian Choang				110	105	105	-1	-1	0	0	0
Triet Tieu Sat Thuong				237	70	70	-1	-1	0	0	0
Triet Tieu Sat Thuong				237	75	75	-1	-1	0	0	0
Triet Tieu Sat Thuong				237	80	80	-1	-1	0	0	0
Hoa Giai Sat Thuong				226	6	6	-1	-1	0	0	0
Hoa Giai Sat Thuong				226	7	7	-1	-1	0	0	0
Hoa Giai Sat Thuong				226	8	8	-1	-1	0	0	0
Xac Xuat Trong Kich				227	5	5	-1	-1	0	0	0
Xac Xuat Trong Kich				227	6	6	-1	-1	0	0	0
Xac Xuat Trong Kich				227	7	7	-1	-1	0	0	0
Thoi Gian Phuc Hoi				245	76	76	-1	-1	0	0	0
Toc Do Di Chuyen				111	90	90	-1	-1	0	0	0
Toc Do Di Chuyen				111	95	95	-1	-1	0	0	0
Toc Do Di Chuyen				111	100	100	-1	-1	0	0	0
Cong Kich Ky Nang				243	65	65	-1	-1	0	0	0
Cong Kich Ky Nang				243	75	75	-1	-1	0	0	0
Cong Kich Ky Nang				243	85	85	-1	-1	0	0	0
Thoi Gian Tri Hoan				161	25	25	-1	-1	0	0	0
Thoi Gian Tri Hoan				161	30	30	-1	-1	0	0	0
Thoi Gian Tri Hoan				161	35	35	-1	-1	0	0	0
Phan Dam Tam Xa				120	6	6	-1	-1	0	0	0
Phan Dam Tam Xa				120	8	8	-1	-1	0	0	0
Phan Dam Tam Xa				120	10	10	-1	-1	0	0	0
Sinh Luc %				234	10	10	-1	-1	0	0	0
Sinh Luc %				234	15	15	-1	-1	0	0	0
Sinh Luc %				234	25	25	-1	-1	0	0	0
Thoi Gian Doc Phat				164	5	5	-1	-1	0	0	0
Thoi Gian Doc Phat				164	8	8	-1	-1	0	0	0
Thoi Gian Doc Phat				164	10	10	-1	-1	0	0	0
Tang Sat Thuong				40	40	40	-1	-1	0	0	0
Tang Sat Thuong				40	45	45	-1	-1	0	0	0
Tang Sat Thuong				40	50	50	-1	-1	0	0	0
Tao Thanh Thoi Gian Choang				220	25	25	-1	-1	0	0	0
Tao Thanh Thoi Gian Choang				220	30	30	-1	-1	0	0	0
Tao Thanh Thoi Gian Choang				220	35	35	-1	-1	0	0	0
Toc Do Danh Ngoai Cong				239	261	261	-1	-1	0	0	0
Toc Do Danh Ngoai Cong				239	158	158	-1	-1	0	0	0
Toc Do Danh Ngoai Cong				239	201	201	-1	-1	0	0	0
Toc Do Danh Ngoai Cong				239	126	126	-1	-1	0	0	0
Toc Do Danh Noi Cong				240	126	126	-1	-1	0	0	0
Toc Do Danh Noi Cong				240	158	158	-1	-1	0	0	0
Sat Thuong Vat Ly Ngoai Cong Diem				121	130	130	-1	-1	0	0	0
Sat Thuong Vat Ly Ngoai Cong Diem				121	140	140	-1	-1	0	0	0
Sat Thuong Vat Ly Ngoai Cong Diem				121	150	150	-1	-1	0	0	0
Bang Sat Noi Cong				169	1600	1600	-1	-1	0	0	0
Bang Sat Noi Cong				169	1700	1700	-1	-1	0	0	0
Bang Sat Noi Cong				169	1800	1800	-1	-1	0	0	0
Hoa Sat Noi Cong				170	1600	1600	-1	-1	0	0	0
Hoa Sat Noi Cong				170	1700	1700	-1	-1	0	0	0
Hoa Sat Noi Cong				170	1800	1800	-1	-1	0	0	0
Loi Sat Noi Cong				171	1600	1600	-1	-1	0	0	0
Loi Sat Noi Cong				171	1700	1700	-1	-1	0	0	0
Loi Sat Noi Cong				171	1800	1800	-1	-1	0	0	0
Doc Sat Noi Cong				172	600	600	-1	-1	0	0	0
Doc Sat Noi Cong				172	700	700	-1	-1	0	0	0
Doc Sat Noi Cong				172	800	800	-1	-1	0	0	0
Bang Sat Ngoai Cong Diem				123	160	160	-1	-1	0	0	0
Bang Sat Ngoai Cong Diem				123	170	170	-1	-1	0	0	0
Bang Sat Ngoai Cong Diem				123	180	180	-1	-1	0	0	0
Cong Kich Ky Nang				243	75	75	-1	-1	0	0	0
Cong Kich Ky Nang				243	85	85	-1	-1	0	0	0
Cong Kich Ky Nang				243	95	95	-1	-1	0	0	0
Cong Kich Ky Nang				243	228	228	-1	-1	0	0	0
Thoi Gian Tri Hoan				161	50	50	-1	-1	0	0	0
Sinh Luc %				234	50	50	-1	-1	0	0	0
Xac Xuat Trong Kich				227	10	10	-1	-1	0	0	0
Triet Tieu Sat Thuong				237	50	50	-1	-1	0	0	0
Tao Thanh Sat Thuong Co Thoi Gian Hoat Dong				219	20	20	-1	-1	0	0	0
Hoi Phuc Sinh Luc				190	10	10	-1	-1	0	0	0
Ky Nang Von Co				139	1	1	-1	-1	0	0	0
Ky Nang Von Co				139	2	2	-1	-1	0	0	0
Ky Nang Von Co				139	3	3	-1	-1	0	0	0
Ky Nang Von Co				139	4	4	-1	-1	0	0	0
Ky Nang Von Co				139	5	5	-1	-1	0	0	0
Ky Nang Von Co				139	6	6	-1	-1	0	0	0
Ky Nang Von Co				139	7	7	-1	-1	0	0	0
Ky Nang Von Co				139	8	8	-1	-1	0	0	0
Ky Nang Von Co				139	9	9	-1	-1	0	0	0
Ky Nang Von Co				139	10	10	-1	-1	0	0	0
Sinh Luc %				234	10	10	-1	-1	0	0	0
Sinh Luc %				234	20	20	-1	-1	0	0	0
Sinh Luc %				234	30	30	-1	-1	0	0	0
Sinh Luc %				234	40	40	-1	-1	0	0	0
Sinh Luc %				234	50	50	-1	-1	0	0	0
Sinh Luc %				234	60	60	-1	-1	0	0	0
Sinh Luc %				234	70	70	-1	-1	0	0	0
Sinh Luc %				234	80	80	-1	-1	0	0	0
Sinh Luc %				234	90	90	-1	-1	0	0	0
Sinh Luc %				234	100	100	-1	-1	0	0	0
¹¥»÷¼¼ÄÜ¼Ó³É£¨10¼¶£©				243	70	70	-1	-1	0	0	0
¼?ÉÙ³Ù»ºÊ±¼ä£¨10¼¶£©				106	115	115	-1	-1	0	0	0
ÅÜËÙ4				111	130	130	-1	-1	0	0	0
Tang Sat Thuong				40	50	50	-1	-1	0	0	0
Tang Sat Thuong				40	60	60	-1	-1	0	0	0
Tang Sat Thuong				40	70	70	-1	-1	0	0	0
Tang Sat Thuong				40	80	80	-1	-1	0	0	0
Tang Sat Thuong				40	90	90	-1	-1	0	0	0
Tang Sat Thuong				40	100	100	-1	-1	0	0	0
Hoa Sat Noi Cong				170	2000	2000	-1	-1	0	0	0
Hoa Sat Noi Cong				170	2500	2500	-1	-1	0	0	0
Hoa Sat Noi Cong				170	3000	3000	-1	-1	0	0	0
Hoa Sat Noi Cong				170	3500	3500	-1	-1	0	0	0
Hoa Sat Noi Cong				170	4000	4000	-1	-1	0	0	0
Hoa Sat Noi Cong				170	4500	4500	-1	-1	0	0	0
Bang Sat Noi Cong				169	2000	2000	-1	-1	0	0	0
Bang Sat Noi Cong				169	2500	2500	-1	-1	0	0	0
Bang Sat Noi Cong				169	3000	3000	-1	-1	0	0	0
Bang Sat Noi Cong				169	3500	3500	-1	-1	0	0	0
Bang Sat Noi Cong				169	4000	4000	-1	-1	0	0	0
Bang Sat Noi Cong				169	4500	4500	-1	-1	0	0	0
Loi Sat Noi Cong				171	2000	2000	-1	-1	0	0	0
Loi Sat Noi Cong				171	2500	2500	-1	-1	0	0	0
Loi Sat Noi Cong				171	3000	3000	-1	-1	0	0	0
Loi Sat Noi Cong				171	3500	3500	-1	-1	0	0	0
Loi Sat Noi Cong				171	4000	4000	-1	-1	0	0	0
Loi Sat Noi Cong				171	4500	4500	-1	-1	0	0	0
?ÂÈ«¿¹£¨3¼¶£©				241	75	75	-1	-1	0	0	0
vong sang han huyet				139	1	1	-1	-1	1550	1550	0
Xac Xuat Trong Kich				227	2	4	-1	-1	0	0	0
Xac Xuat Trong Kich				227	4	5	-1	-1	0	0	0
Sinh Luc 				233	1580	1580	-1	-1	0	0	0
Sinh Luc 				233	1380	1380	-1	-1	0	0	0
Noi Luc Diem				235	1580	1580	-1	-1	0	0	0
Noi Luc Diem				235	1380	1380	-1	-1	0	0	0
Thoi Gian Lam Cham				106	110	110	-1	-1	0	0	0
Cong Kich Ky Nang				243	80	80	-1	-1	0	0	0
Triet Tieu Sat Thuong				237	80	80	-1	-1	0	0	0
vong sang phien vu				139	1	1	-1	-1	1551	1551	0
Sinh Luc %				234	15	15	-1	-1	0	0	0
Sinh Luc %				234	25	25	-1	-1	0	0	0
Sinh Luc %				234	35	35	-1	-1	0	0	0
Sinh Luc %				234	45	45	-1	-1	0	0	0
Sinh Luc %				234	55	55	-1	-1	0	0	0
Sinh Luc %				234	65	65	-1	-1	0	0	0
Sinh Luc %				234	75	75	-1	-1	0	0	0
Sinh Luc %				234	85	85	-1	-1	0	0	0
Sinh Luc %				234	95	95	-1	-1	0	0	0
Xac Xuat Trong Kich				227	8	8	-1	-1	0	0	0
Xac Xuat Trong Kich				227	10	10	-1	-1	0	0	0
Xac Xuat Trong Kich				227	12	12	-1	-1	0	0	0
Xac Xuat Trong Kich				227	14	14	-1	-1	0	0	0
Xac Xuat Trong Kich				227	16	16	-1	-1	0	0	0
Xac Xuat Trong Kich				227	18	18	-1	-1	0	0	0
Xac Xuat Trong Kich				227	20	20	-1	-1	0	0	0
Xac Xuat Trong Kich				227	22	22	-1	-1	0	0	0
Triet Tieu Sat Thuong				237	10	10	-1	-1	0	0	0
Triet Tieu Sat Thuong				237	15	15	-1	-1	0	0	0
Triet Tieu Sat Thuong				237	20	20	-1	-1	0	0	0
Triet Tieu Sat Thuong				237	25	25	-1	-1	0	0	0
Triet Tieu Sat Thuong				237	30	30	-1	-1	0	0	0
Triet Tieu Sat Thuong				237	35	35	-1	-1	0	0	0
Triet Tieu Sat Thuong				237	40	40	-1	-1	0	0	0
Triet Tieu Sat Thuong				237	45	45	-1	-1	0	0	0
Triet Tieu Sat Thuong				237	50	50	-1	-1	0	0	0
Triet Tieu Sat Thuong				237	55	55	-1	-1	0	0	0
Thoi Gian Choang				110	110	110	-1	-1	0	0	0
Tao Thanh Thoi Gian Choang				220	30	35	-1	-1	0	0	0
Cong Kich Ky Nang				243	100	104	-1	-1	0	0	0
¶Ô¹¥»÷¼¼ÄÜ¼Ó³É£¨12¼¶£©				243	80	84	-1	-1	0	0	0
¾­ÂöÈ«¿¹3				241	11	11	-1	-1	0	0	0
¾­ÂöÈ«¿¹3				241	12	12	-1	-1	0	0	0
¾­ÂöÈ«¿¹3				241	13	13	-1	-1	0	0	0
¾­ÂöÈ«¿¹3				241	14	14	-1	-1	0	0	0
¾­ÂöÈ«¿¹3				241	15	15	-1	-1	0	0	0
¾­ÂöÈ«¿¹3				241	16	16	-1	-1	0	0	0
¾­ÂöÈ«¿¹3				241	17	17	-1	-1	0	0	0
¾­ÂöÈ«¿¹3				241	18	18	-1	-1	0	0	0
¾­ÂöÈ«¿¹3				241	19	19	-1	-1	0	0	0
¾­ÂöÈ«¿¹3				241	20	20	-1	-1	0	0	0
Bá qua kh¸ng tÝnh 5%				139	1	1	-1	-1	1566	1566	0
Bá qua kh¸ng tÝnh 11%				139	1	1	-1	-1	1567	1567	0
Bá qua kh¸ng tÝnh 12%				139	1	1	-1	-1	1568	1568	0
Bá qua kh¸ng tÝnh 13%				139	1	1	-1	-1	1569	1569	0
Bá qua kh¸ng tÝnh 14%				139	1	1	-1	-1	1570	1570	0
Bá qua kh¸ng tÝnh 15%				139	1	1	-1	-1	1571	1571	0
Bá qua kh¸ng tÝnh 16%				139	1	1	-1	-1	1572	1572	0
Bá qua kh¸ng tÝnh 17%				139	1	1	-1	-1	1573	1573	0
Bá qua kh¸ng tÝnh 18%				139	1	1	-1	-1	1574	1574	0
Bá qua kh¸ng tÝnh 19%				139	1	1	-1	-1	1575	1575	0
Bá qua kh¸ng tÝnh 20%				139	1	1	-1	-1	1576	1576	0
Bá qua kh¸ng háa 10%				139	1	1	-1	-1	1577	1577	0
Bá qua kh¸ng háa 12%				139	1	1	-1	-1	1578	1578	0
Bá qua kh¸ng háa 14%				139	1	1	-1	-1	1579	1579	0
Bá qua kh¸ng háa 16%				139	1	1	-1	-1	1580	1580	0
Bá qua kh¸ng háa 18%				139	1	1	-1	-1	1581	1581	0
Bá qua kh¸ng háa 20%				139	1	1	-1	-1	1582	1582	0
Bá qua kh¸ng b¨ng 10%				139	1	1	-1	-1	1583	1583	0
Bá qua kh¸ng b¨ng 12%				139	1	1	-1	-1	1584	1584	0
Bá qua kh¸ng b¨ng 14%				139	1	1	-1	-1	1585	1585	0
Bá qua kh¸ng b¨ng 16%				139	1	1	-1	-1	1586	1586	0
Bá qua kh¸ng b¨ng 18%				139	1	1	-1	-1	1587	1587	0
Bá qua kh¸ng b¨ng 20%				139	1	1	-1	-1	1588	1588	0
Bá qua kh¸ng l«i 10%				139	1	1	-1	-1	1589	1589	0
Bá qua kh¸ng l«i 12%				139	1	1	-1	-1	1590	1590	0
Bá qua kh¸ng l«i 14%				139	1	1	-1	-1	1591	1591	0
Bá qua kh¸ng l«i 16%				139	1	1	-1	-1	1592	1592	0
Bá qua kh¸ng l«i 18%				139	1	1	-1	-1	1593	1593	0
Bá qua kh¸ng l«i 20%				139	1	1	-1	-1	1594	1594	0
Bá qua kh¸ng ®éc 10%				139	1	1	-1	-1	1595	1595	0
Bá qua kh¸ng ®éc 12%				139	1	1	-1	-1	1596	1596	0
Bá qua kh¸ng ®éc 14%				139	1	1	-1	-1	1597	1597	0
Bá qua kh¸ng ®éc 16%				139	1	1	-1	-1	1598	1598	0
Bá qua kh¸ng ®éc 18%				139	1	1	-1	-1	1599	1599	0
Bá qua kh¸ng ®éc 20%				139	1	1	-1	-1	1600	1600	0
Bá qua phæ phßng10%				139	1	1	-1	-1	1601	1601	0
Bá qua phæ phßng12%				139	1	1	-1	-1	1602	1602	0
Bá qua phæ phßng14%				139	1	1	-1	-1	1603	1603	0
Bá qua phæ phßng16%				139	1	1	-1	-1	1604	1604	0
Bá qua phæ phßng18%				139	1	1	-1	-1	1605	1605	0
Bá qua phæ phßng20%				139	1	1	-1	-1	1606	1606	0
Sinh Luc 				233	3200	3200	-1	-1	0	0	0
Noi Luc Diem				235	3200	3200	-1	-1	0	0	0
Phong Thu Vat Ly				231	90	90	-1	-1	0	0	0
Triet Tieu Sat Thuong				237	100	100	-1	-1	0	0	0
Cong Kich Ky Nang				243	120	120	-1	-1	0	0	0
Hoa Giai Sat Thuong				226	10	10	-1	-1	0	0	0
Khang Bang				232	90	90	-1	-1	0	0	0
Khang Hoa				230	90	90	-1	-1	0	0	0
Khang Doc				228	90	90	-1	-1	0	0	0
Khang Loi				229	90	90	-1	-1	0	0	0
Thoi Gian Choang				110	130	130	-1	-1	0	0	0
Thoi Gian Trung Doc				108	130	130	-1	-1	0	0	0
Thoi Gian Lam Cham				106	130	130	-1	-1	0	0	0
Bá qua kh¸ng háa 30%				139	1	1	-1	-1	1613	1613	0
Bá qua kh¸ng háa 10%				139	1	1	-1	-1	1614	1614	0
vong sang han huyet 6755				139	1	1	-1	-1	1615	1615	0
vong sang han huyet 6757				139	1	1	-1	-1	1616	1616	0
Triet Tieu Sat Thuong				237	88	88	-1	-1	0	0	0
Bá qua kh¸ng tÝnh 2%				139	1	1	-1	-1	1618	1618	0
Bá qua kh¸ng tÝnh 4%				139	1	1	-1	-1	1619	1619	0
Bá qua kh¸ng tÝnh 6%				139	1	1	-1	-1	1620	1620	0
Bá qua kh¸ng tÝnh 8%				139	1	1	-1	-1	1621	1621	0
Bá qua kh¸ng tÝnh 10%				139	1	1	-1	-1	1622	1622	0
Bá qua kh¸ng tÝnh 12%				139	1	1	-1	-1	1623	1623	0
Bá qua kh¸ng tÝnh 14%				139	1	1	-1	-1	1624	1624	0
Bá qua kh¸ng tÝnh 16%				139	1	1	-1	-1	1625	1625	0
Bá qua kh¸ng tÝnh 18%				139	1	1	-1	-1	1626	1626	0
Bá qua kh¸ng tÝnh 20%				139	1	1	-1	-1	1627	1627	0
ÐÂ»ð·À				230	80	85	-1	-1	0	0	0
ÐÂ±ù·À				232	80	85	-1	-1	0	0	0
ÐÂÀ×·À				229	80	85	-1	-1	0	0	0
ÐÂ¶¾·À				228	80	85	-1	-1	0	0	0
ÐÂÆÕ·À				231	80	85	-1	-1	0	0	0
ÐÂÄÚÁ¦				235	1320	1400	-1	-1	0	0	0
¼õÉÙÖÐ¶¾Ê±¼ä				108	105	110	-1	-1	0	0	0
¼õÉÙÑ£ÔÎÊ±¼ä				110	105	110	-1	-1	0	0	0
¼õÉÙ³Ù»ºÊ±¼ä				106	105	110	-1	-1	0	0	0
¹¥»÷¼¼ÄÜ¼Ó³É				243	80	85	-1	-1	0	0	0
ÐÂµÖÏûÉËº¦55_60				237	80	85	-1	-1	0	0	0
ÐÂÉúÃü				233	1480	1560	-1	-1	0	0	0
ÐÂÄÚÁ¦				235	1480	1560	-1	-1	0	0	0
¼õÉÙÖÐ¶¾Ê±¼ä				108	115	120	-1	-1	0	0	0
¼õÉÙÑ£ÔÎÊ±¼ä				110	115	120	-1	-1	0	0	0
¼õÉÙ³Ù»ºÊ±¼ä				106	115	120	-1	-1	0	0	0
¹¥»÷¼¼ÄÜ¼Ó³É				243	90	95	-1	-1	0	0	0
ÐÂµÖÏûÉËº¦55_60				237	90	95	-1	-1	0	0	0
ÐÂÉúÃü£¨Ò«Ñô£©				233	1200	1300	-1	-1	0	0	0
ÐÂÄÚÁ¦£¨Ò«Ñô£©				235	1100	1200	-1	-1	0	0	0
¼õÉÙÖÐ¶¾Ê±¼ä£¨Ò«Ñô£©				108	100	110	-1	-1	0	0	0
¼õÉÙÑ£ÔÎÊ±¼ä£¨Ò«Ñô£©				110	100	110	-1	-1	0	0	0
¼õÉÙ³Ù»ºÊ±¼ä£¨Ò«Ñô£©				106	100	110	-1	-1	0	0	0
ÐÂÈ«¿¹£¨Ò«Ñô£©				241	38	40	-1	-1	0	0	0
¹¥»÷¼¼ÄÜ¼Ó³É£¨Ò«Ñô£©				243	85	90	-1	-1	0	0	0
Ô­¸ñµ²£¨Ò«Ñô£©				226	6	8	-1	-1	0	0	0
Ô¶·´£¨Ò«Ñô£©				120	8	10	-1	-1	0	0	0
ÐÐÁú²»Óê				139	3	4	-1	-1	14	14	0
ÉÙÁÖÈ­·¨				139	3	4	-1	-1	8	8	0
´ïÄ¦¶É½­				139	3	4	-1	-1	318	318	0
½ð¸Õ·üÄ§				139	3	4	-1	-1	10	10	0
ÉÙÁÖ¹÷·¨				139	3	4	-1	-1	4	4	0
