NpcList	FightStand	NormalStand1	NormalStand2	FightWalk	NormalWalk	FightRun	NormalRun	Wound	Die	Attack1	Attack2	Magic	SitDown	JunpFly
passerby337	64,8,120	64,8,120	64,8,120	64,8,110	64,8,110	64,8,110	64,8,110	48,8,100	120,8,100	96,8,110	120,8,100	120,8,100	64,8,120	64,8,110
passerby338	128,8,60	128,8,80	128,8,80	128,8,60	128,8,60	128,8,60	128,8,60	128,8,40	96,8,60	88,8,60	88,8,60	88,8,60	128,8,80	128,8,60
passerby339	1,1,0	1,1,0	1,1,0											
yanhua	23,1,200	23,1,200	23,1,200											
passerby_wulin	10,1,100	10,1,100	10,1,100											
passerby_mengzhu	112,8,130	112,8,130	112,8,130											
passerby_jianfeng	64,8,120	64,8,140	64,8,140	64,8,120	64,8,120	64,8,120	64,8,120	48,8,100	136,8,120	80,8,120	128,8,120	128,8,120	64,8,140	64,8,120
passerby_yunxia	128,8,56	128,8,56	128,8,56	128,8,56	128,8,56	128,8,56	128,8,56	48,8,111	80,8,80	128,8,70	128,8,70	128,8,70	128,8,56	128,8,56
passerby_qixiyanhuo	40,1,60	40,1,60	40,1,60											
boss082	64,8,85	64,8,96	64,8,96	64,8,111	64,8,111	64,8,111	64,8,111	48,8,75	120,8,80	96,8,95	120,8,90	96,8,95	64,8,96	64,8,111
passerby_light_a	1,1,1	1,1,1	1,1,1											
passerby_light_b	1,1,1	1,1,1	1,1,1											
passerby_henge_a	96,8,100	96,8,100	96,8,100											
passerby_henge_b	96,8,100	96,8,100	96,8,100											
passerby_henge_c	96,8,100	96,8,100	96,8,100											
obj_herb_001	1,1,0	1,1,0	1,1,0											
obj_herb_002	1,1,0	1,1,0	1,1,0											
obj_herb_003	1,1,0	1,1,0	1,1,0											
obj_herb_004	1,1,0	1,1,0	1,1,0											
passerby_yuandan	1,1,0	1,1,0	1,1,0											
obj_jiejing_shui	8,1,100	8,1,100	8,1,100											
enemy047x	80,8,1	80,8,1	136,8,1	112,8,1	112,8,1	112,8,1	112,8,1	48,8,1	120,8,1	120,8,1	120,8,1	120,8,1	136,8,1	112,8,1
passerby_jiuzhuo	1,1,0	1,1,0	1,1,0											
boss083	72,8,60	80,8,50	80,8,50	128,8,17	128,8,17	128,8,17	128,8,17	48,8,60	56,8,70	88,8,50	88,8,40	88,8,40	80,8,50	128,8,17
boss084	96,8,80	96,8,120	96,8,120	128,8,80	128,8,80	128,8,80	128,8,80	56,8,56	96,8,80	120,8,56	88,8,120	88,8,120	96,8,120	128,8,80
boss085	64,8,60	112,8,50	112,8,50	112,8,50	112,8,50	112,8,50	112,8,50	48,8,80	104,8,80	64,8,60	80,8,90	80,8,90	112,8,50	112,8,50
boss086	128,8,50	128,8,60	128,8,60	128,8,60	128,8,60	128,8,60	128,8,60	96,8,66	136,8,70	128,8,65	128,8,90	128,8,90	128,8,60	128,8,60
boss087	128,8,68	128,8,88	128,8,88	128,8,64	128,8,64	128,8,64	128,8,64	64,8,66	152,8,60	128,8,64	176,8,66	176,8,66	128,8,88	128,8,64
passerby340_jin	1,1,1	1,1,1	1,1,1	1,1,1	1,1,1	1,1,1	1,1,1	1,1,1	1,1,1	1,1,1	1,1,1	1,1,1	1,1,1	1,1,1
passerby340_mu	1,1,1	1,1,1	1,1,1	1,1,1	1,1,1	1,1,1	1,1,1	1,1,1	1,1,1	1,1,1	1,1,1	1,1,1	1,1,1	1,1,1
passerby340_shui	1,1,1	1,1,1	1,1,1	1,1,1	1,1,1	1,1,1	1,1,1	1,1,1	1,1,1	1,1,1	1,1,1	1,1,1	1,1,1	1,1,1
passerby340_huo	1,1,1	1,1,1	1,1,1	1,1,1	1,1,1	1,1,1	1,1,1	1,1,1	1,1,1	1,1,1	1,1,1	1,1,1	1,1,1	1,1,1
passerby340_tu	1,1,1	1,1,1	1,1,1	1,1,1	1,1,1	1,1,1	1,1,1	1,1,1	1,1,1	1,1,1	1,1,1	1,1,1	1,1,1	1,1,1
passerby341_jin	1,1,1	1,1,1	1,1,1	1,1,1	1,1,1	1,1,1	1,1,1	1,1,1	1,1,1	1,1,1	1,1,1	1,1,1	1,1,1	1,1,1
passerby341_mu	1,1,1	1,1,1	1,1,1	1,1,1	1,1,1	1,1,1	1,1,1	1,1,1	1,1,1	1,1,1	1,1,1	1,1,1	1,1,1	1,1,1
passerby341_shui	1,1,1	1,1,1	1,1,1	1,1,1	1,1,1	1,1,1	1,1,1	1,1,1	1,1,1	1,1,1	1,1,1	1,1,1	1,1,1	1,1,1
passerby341_huo	1,1,1	1,1,1	1,1,1	1,1,1	1,1,1	1,1,1	1,1,1	1,1,1	1,1,1	1,1,1	1,1,1	1,1,1	1,1,1	1,1,1
passerby341_tu	1,1,1	1,1,1	1,1,1	1,1,1	1,1,1	1,1,1	1,1,1	1,1,1	1,1,1	1,1,1	1,1,1	1,1,1	1,1,1	1,1,1
passerby342	10,1,100	10,1,100	10,1,100	10,1,100	10,1,100	10,1,100	10,1,100	10,1,100	1,1,0	10,1,100	10,1,100	10,1,100	10,1,100	10,1,100
passerby343	10,1,120	10,1,120	10,1,120	10,1,120	10,1,120	10,1,120	10,1,120	10,1,120	1,1,0	10,1,120	10,1,120	10,1,120	10,1,120	10,1,120
passerby344	1,1,1	1,1,1	1,1,1											
passerby345	96,8,90	80,8,90	80,8,90	128,8,60	128,8,60	128,8,60	128,8,60	64,8,60	104,8,90	128,8,60	128,8,80	128,8,80	80,8,90	128,8,60
passerby346	96,8,90	96,8,100	96,8,100	80,8,80	80,8,80	80,8,80	80,8,80	56,8,80	96,8,80	128,8,60	192,8,60	192,8,60	96,8,100	80,8,80
passerby347	128,8,68	128,8,88	128,8,88	128,8,64	128,8,64	128,8,64	128,8,64	64,8,66	152,8,60	128,8,64	176,8,66	176,8,66	128,8,88	128,8,64
boss088	128,8,60	128,8,90	128,8,90	128,8,60	128,8,60	128,8,60	128,8,60	64,8,56	128,8,65	112,8,70	128,8,70	128,8,70	128,8,90	128,8,60
boss089	128,8,60	128,8,90	128,8,90	128,8,60	128,8,60	128,8,60	128,8,60	64,8,56	128,8,65	112,8,70	128,8,70	128,8,70	128,8,90	128,8,60
boss090	128,8,60	128,8,90	128,8,90	128,8,60	128,8,60	128,8,60	128,8,60	64,8,56	128,8,65	112,8,70	128,8,70	128,8,70	128,8,90	128,8,60
boss091	128,8,60	128,8,90	128,8,90	128,8,60	128,8,60	128,8,60	128,8,60	64,8,56	128,8,65	112,8,70	128,8,70	128,8,70	128,8,90	128,8,60
boss092	80,8,120	80,8,160	80,8,160	80,8,120	80,8,120	80,8,120	80,8,120	80,8,60	96,8,120	128,8,60	128,8,70	128,8,70	80,8,160	80,8,120
passerby348	80,8,80	80,8,100	80,8,100	128,8,80	128,8,80	128,8,80	128,8,80	40,8,65	128,8,70	120,8,65	120,8,65	120,8,65	80,8,100	128,8,80
passerby349	96,8,80	96,8,90	96,8,90	128,8,80	128,8,80	128,8,80	128,8,80	48,8,65	136,8,70	104,8,70	128,8,80	128,8,80	96,8,90	128,8,80
passerby350	1,1,1	1,1,1	1,1,1											
passerby351	1,1,1	1,1,1	1,1,1											
passerby352	112,8,80	112,8,80	112,8,80											
passerby353	1,1,1	1,1,1	1,1,1											
passerby354a	1,1,1	1,1,1	1,1,1											
passerby354b	1,1,1	1,1,1	1,1,1											
passerby354c	1,1,1	1,1,1	1,1,1											
passerby354d	1,1,1	1,1,1	1,1,1											
passerby354e	1,1,1	1,1,1	1,1,1											
passerby354f	1,1,1	1,1,1	1,1,1											
passerby354g	1,1,1	1,1,1	1,1,1											
passerby354h	1,1,1	1,1,1	1,1,1											
passerby354i	1,1,1	1,1,1	1,1,1											
passerby354j	1,1,1	1,1,1	1,1,1											
passerby354k	1,1,1	1,1,1	1,1,1											
passerby354l	1,1,1	1,1,1	1,1,1											
passerby354m	1,1,1	1,1,1	1,1,1											
passerby354n	1,1,1	1,1,1	1,1,1											
passerby354o	1,1,1	1,1,1	1,1,1											
passerby354p	1,1,1	1,1,1	1,1,1											
passerby354q	1,1,1	1,1,1	1,1,1											
passerby354r	1,1,1	1,1,1	1,1,1											
passerby354s	1,1,1	1,1,1	1,1,1											
passerby354t	1,1,1	1,1,1	1,1,1											
boss093	128,8,100	128,8,120	128,8,120	96,8,60	96,8,60	96,8,60	96,8,60	48,8,60	104,8,100	96,8,80	96,8,90	96,8,90	128,8,120	96,8,60
passerby355a	1,1,1	1,1,1	1,1,1											
passerby355b	1,1,1	1,1,1	1,1,1											
passerby355c	1,1,1	1,1,1	1,1,1											
passerby356	17,1,80	17,1,80	17,1,80											
boss094	96,8,72	96,8,120	96,8,120	128,8,66	128,8,66	128,8,66	128,8,66	64,8,66	96,8,90	112,8,66	96,8,66	96,8,66	96,8,120	128,8,66
boss095	96,8,120	96,8,120	96,8,120	128,8,60	128,8,60	128,8,60	128,8,60	64,8,66	120,8,66	192,8,60	112,8,66	112,8,66	96,8,120	128,8,60
boss096	96,8,120	96,8,120	96,8,120	96,8,66	96,8,66	96,8,66	96,8,66	56,8,60	104,8,66	104,8,66	104,8,66	104,8,66	96,8,120	96,8,66
passerby357	1,1,1	1,1,1	1,1,1											
passerby358	1,1,1	1,1,1	1,1,1											
passerby359	88,8,66	88,8,120	88,8,120	88,8,88	88,8,88	88,8,88	88,8,88	56,8,56	104,8,88	80,8,80	88,8,65	88,8,65	88,8,120	88,8,88
passerby360	96,8,90	96,8,90	96,8,90	96,8,90	96,8,90	96,8,90	96,8,90	72,8,70	88,8,120	96,8,70	88,8,80	88,8,80	96,8,90	96,8,90
boss097	80,8,160	80,8,160	80,8,160	88,8,90	88,8,90	88,8,90	88,8,90	40,8,50	104,8,65	96,8,55	128,8,50	128,8,50	80,8,160	88,8,90
enemy233	128,8,60	64,8,120	64,8,120	128,8,40	128,8,40	128,8,40	128,8,40	64,8,60	128,8,60	128,8,60	128,8,60	128,8,60	64,8,120	128,8,40
enemy234	112,8,66	112,8,120	112,8,120	128,8,120	128,8,120	128,8,120	128,8,120	48,8,66	128,8,30	112,8,60	128,8,66	128,8,66	112,8,120	128,8,120
enemy235	80,8,80	80,8,120	80,8,120	80,8,66	80,8,66	80,8,66	80,8,66	64,8.60	104,8,66	88,8,80	80,8.80	80,8.80	80,8,120	80,8,66
enemy236	112,8,66	112,8,120	112,8,120	128,8,120	128,8,120	128,8,120	128,8,120	48,8,66	128,8,30	112,8,60	128,8,66	128,8,66	112,8,120	128,8,120
enemy237	80,8,80	80,8,120	80,8,120	80,8,66	80,8,66	80,8,66	80,8,66	64,8.60	104,8,66	88,8,80	80,8.80	80,8.80	80,8,120	80,8,66
enemy238	96,8,66	96,8,80	96,8,80	96,8,66	96,8,66	96,8,66	96,8,66	56,8,66	112,8,66	96,8,66	120,8,66	120,8,66	96,8,80	96,8,66
enemy239	128,8,60	64,8,120	64,8,120	128,8,40	128,8,40	128,8,40	128,8,40	64,8,60	128,8,60	128,8,60	128,8,60	128,8,60	64,8,120	128,8,40
enemy240	128,8,60	64,8,120	64,8,120	128,8,40	128,8,40	128,8,40	128,8,40	64,8,60	128,8,60	128,8,60	128,8,60	128,8,60	64,8,120	128,8,40
boss098	8,8,1	8,8,1	8,8,1	8,8,1	8,8,1	8,8,1	8,8,1	8,8,1	8,8,1	112,8,80	112,8,80	112,8,80	8,8,1	8,8,1
enemy241	96,8,120	96,8,120	96,8,120	96,8,88	96,8,88	96,8,88	96,8,88	96,8,120	104,8,80				96,8,120	96,8,88
passerby361	1,1,1	1,1,1	1,1,1											
passerby362	1,1,1	1,1,1	1,1,1											
boss099	20,1,60	20,1,60	20,1,60											
enemy242	96,8,120	96,8,90	96,8,90	128,8,80	128,8,80	128,8,80	128,8,80	72,8,66	104,8,66	96,8,66	104,8,66	104,8,66	96,8,90	128,8,80
passerby363	112,8,120	112,8,120	112,8,120											
passerby364	1,1,1	1,1,1	1,1,1											
boss119		128,8,60	128,8,60		184,8,50		128,8,40							
boss120		128,8,65	128,8,65		120,8,55		120,8,45							
boss121		136,8,1	136,8,1		136,8,44		152,8,42							
boss122		160,8,132	160,8,132		128,8,119		128,8,98							
boss123		96,8,120	96,8,120		96,8,90		80,8,90							
boss124		96,8,100	96,8,100		128,8,70		128,8,63							
boss125		96,8,65	96,8,65		96,8,50		96,8,45							
boss126		136,8,60	136,8,60		136,8,44		152,8,32							
passerby365	144,8,99	144,8,99	144,8,99											
passerby366	1,1,1	1,1,1	1,1,1											
passerby367	7,1,135	7,1,135												
passerby368	1,1,1	1,1,1	1,1,1											
passerby369	144,8,90	144,8,90	144,8,90											
boss127	128,8,42	128,8,42	128,8,54	96,8,65	96,8,65	96,8,65	96,8,65	96,8,65	104,8,50	128,8,48	128,8,48	128,8,48	128,8,54	96,8,65
boss128	128,8,48	128,8,48	144,8,50	128,8,50	128,8,50	128,8,50	128,8,50	128,8,50	104,8,60	136,8,50	120,8,50	120,8,50	144,8,50	128,8,50
boss102	128,8,120	144,8,120	144,8,120	144,8,60	144,8,60	144,8,60	144,8,60	64,8,60	160,8,60	144,8,56	160,8,60	160,8,60	144,8,120	144,8,60
boss103	128,8,120	128,8,120	128,8,120	128,8,60	128,8,60	128,8,60	128,8,60	72,8,60	120,8,72	128,8,60	160,8,60	160,8,60	128,8,120	128,8,60
boss106	104,8,120	104,8,120	104,8,120	128,8,66	128,8,66	128,8,66	128,8,66	72,8,66	144,8,66	136,8,66	128,8,66	128,8,66	104,8,120	128,8,66
boss107	128,8,100	160,8,120	160,8,120	128,8,60	128,8,60	128,8,60	128,8,60	64,8,60	160,8,66	128,8,60	160,8,66	160,8,66	160,8,120	128,8,60
boss109	128,8,66	128,8,90	128,8,90	128,8,60	128,8,60	128,8,60	128,8,60	88,8,48	104,8,72	120,8,48	120,8,60	120,8,60	128,8,90	128,8,60
boss110	128,8,90	144,8,132	144,8,132	128,8,60	128,8,60	128,8,60	128,8,60	80,8,60	128,8,42	128,8,42	128,8,48	128,8,48	144,8,132	128,8,60
boss112	136,8,66	136,8,90	136,8,90	128,8,60	128,8,60	128,8,60	128,8,60	72,8,48	200,8,60	168,8,36	176,8,36	176,8,36	136,8,90	128,8,60
boss113	96,8,90	96,8,132	96,8,132	96,8,90	96,8,90	96,8,90	96,8,90	64,8,48	104,8,66	112,8,66	64,8,66	64,8,66	96,8,132	96,8,90
boss116	128,8,90	128,8,90	128,8,90	128,8,60	128,8,60	128,8,60	128,8,60	72,8,60	176,8,66	112,8,60	112,8,60	112,8,60	128,8,90	128,8,60
boss118	128,8,66	128,8,66	128,8,66	128,8,66	128,8,66	128,8,66	128,8,66	64,8,42	136,8,42	128,8,33	128,8,42	128,8,42	128,8,66	128,8,66
