NpcAction	FightStand	NormalStand1	NormalStand2	FightWalk	NormalWalk	FightRun	NormalRun	Wound	Die	Attack1	Attack2	Magic	SitDown	JunpFly
ktpasserby390	passerby390_st01.spr	passerby390_st01.spr	passerby390_st01.spr	passerby390_st01.spr									passerby390_st01.spr	
ktpasserby391	passerby391_st01.spr	passerby391_st01.spr	passerby391_st01.spr	passerby391_st01.spr									passerby391_st01.spr	
ktpasserby392	passerby392_st01.spr	passerby392_st01.spr	passerby392_st01.spr	passerby392_st01.spr									passerby392_st01.spr	
ktpasserby393	passerby393_st01.spr	passerby393_st01.spr	passerby393_st01.spr	passerby393_st01.spr	passerby393_st01.spr	passerby393_st01.spr	passerby393_st01.spr	passerby393_st01.spr	passerby393_st01.spr	passerby393_st01.spr	passerby393_st01.spr	passerby393_st01.spr	passerby393_st01.spr	
ktpasserby394	passerby394_die.spr	passerby394_die.spr	passerby394_die.spr	passerby394_die.spr									passerby394_die.spr	
ktpasserby395	passerby395_st01.spr	passerby395_st01.spr	passerby395_st01.spr	passerby395_st01.spr									passerby395_st01.spr	
ktpasserby396	wu_10_jtkl_b.spr	wu_10_jtkl_b.spr	wu_10_jtkl_b.spr	wu_10_jtkl_b.spr	wu_10_jtkl_b.spr	wu_10_jtkl_b.spr	wu_10_jtkl_b.spr	wu_10_jtkl_b.spr	wu_10_jtkl_b.spr	wu_10_jtkl_b.spr	wu_10_jtkl_b.spr	wu_10_jtkl_b.spr	wu_10_jtkl_b.spr	wu_10_jtkl_b.spr
ktpasserby397	ds_70_syj_b2.spr	ds_70_syj_b2.spr	ds_70_syj_b2.spr	ds_70_syj_b2.spr	ds_70_syj_b2.spr	ds_70_syj_b2.spr	ds_70_syj_b2.spr	ds_70_syj_b2.spr	ds_70_syj_b2.spr	ds_70_syj_b2.spr	ds_70_syj_b2.spr	ds_70_syj_b2.spr	ds_70_syj_b2.spr	ds_70_syj_b2.spr
ktpasserby400	passerby400_st01.spr	passerby400_st01.spr	passerby400_st01.spr										passerby400_st01.spr	
ktpasserby401	passerby401_st01.spr	passerby401_st01.spr	passerby401_st01.spr										passerby401_st01.spr	passerby401_st01.spr
ktpasserby402	passerby402_st01.spr	passerby402_st01.spr	passerby402_st01.spr										passerby402_st01.spr	
ktpasserby403	passerby403_st01.spr	passerby403_st01.spr	passerby403_st01.spr										passerby403_st01.spr	
ktpasserby404	passerby404_st01.spr	passerby404_st01.spr	passerby404_st01.spr										passerby404_st01.spr	
ktpasserby405	passerby405_st01.spr	passerby405_st01.spr	passerby405_st01.spr	passerby405_st01.spr	passerby405_st01.spr	passerby405_st01.spr	passerby405_st01.spr	passerby405_st01.spr	passerby405_st01.spr	passerby405_st01.spr	passerby405_st01.spr	passerby405_st01.spr	passerby405_st01.spr	passerby405_st01.spr
ktpasserby406	passerby406_st01.spr	passerby406_st01.spr	passerby406_st01.spr	passerby406_st01.spr									passerby406_st01.spr	
ktpasserby407	passerby407_st01.spr	passerby407_st01.spr	passerby407_st01.spr	passerby407_st01.spr									passerby407_st01.spr	
ktpasserby408	passerby408_st01.spr	passerby408_st01.spr	passerby408_st01.spr	passerby408_st01.spr									passerby408_st01.spr	
ktpasserby409	passerby409_st01.spr	passerby409_st01.spr	passerby409_st01.spr	passerby409_st01.spr									passerby409_st01.spr	
ktpasserby410	passerby410_st01.spr	passerby410_st01.spr	passerby410_st01.spr	passerby410_st01.spr									passerby410_st01.spr	
ktpasserby411	passerby411_st01.spr	passerby411_st01.spr	passerby411_st01.spr	passerby411_st01.spr									passerby411_st01.spr	
ktpasserby412	passerby412_st01.spr	passerby412_st01.spr	passerby412_st01.spr	passerby412_st01.spr									passerby412_st01.spr	
ktpasserby413	passerby413_st01.spr	passerby413_st01.spr	passerby413_st01.spr	passerby413_st01.spr									passerby413_st01.spr	
ktpasserby414	passerby414_st01.spr	passerby414_st01.spr	passerby414_st01.spr	passerby414_st01.spr									passerby414_st01.spr	
ktpasserby415	passerby415_st01.spr	passerby415_st01.spr	passerby415_st01.spr	passerby415_st01.spr									passerby415_st01.spr	
ktpasserby416	passerby416_st01.spr	passerby416_st01.spr	passerby416_st01.spr	passerby416_st01.spr									passerby416_st01.spr	
ktpasserby417	passerby417_st01.spr	passerby417_st01.spr	passerby417_st01.spr	passerby417_st01.spr									passerby417_st01.spr	
ktpasserby418	passerby418_st01.spr	passerby418_st01.spr	passerby418_st01.spr	passerby418_st01.spr									passerby418_st01.spr	
ktpasserby419	passerby419_st01.spr	passerby419_st01.spr	passerby419_st01.spr	passerby419_st01.spr									passerby419_st01.spr	
ktpasserby420	passerby420_st01.spr	passerby420_st01.spr	passerby420_st01.spr	passerby420_st01.spr									passerby420_st01.spr	
ktpasserby421	passerby421_st01.spr	passerby421_st01.spr	passerby421_st01.spr	passerby421_st01.spr									passerby421_st01.spr	
ktpasserby422	passerby422_st01.spr	passerby422_st01.spr	passerby422_st01.spr	passerby422_st01.spr									passerby422_st01.spr	
ktpasserby423	passerby423_st01.spr	passerby423_st01.spr	passerby423_st01.spr	passerby423_st01.spr									passerby423_st01.spr	
ktpasserby424	passerby424_st01.spr	passerby424_st01.spr	passerby424_st01.spr	passerby424_st01.spr									passerby424_st01.spr	
ktpasserby425	passerby425_st01.spr	passerby425_st01.spr	passerby425_st01.spr	passerby425_st01.spr									passerby425_st01.spr	
ktpasserby426	passerby426_st01.spr	passerby426_st01.spr	passerby426_st01.spr	passerby426_st01.spr									passerby426_st01.spr	
ktpasserby427	passerby427_st01.spr	passerby427_st01.spr	passerby427_st01.spr	passerby427_st01.spr									passerby427_st01.spr	
ktpasserby428	passerby428_st01.spr	passerby428_st01.spr	passerby428_st01.spr	passerby428_st01.spr									passerby428_st01.spr	
ktpasserby429	passerby429_st01.spr	passerby429_st01.spr	passerby429_st01.spr	passerby429_st01.spr									passerby429_st01.spr	
ktpasserby430	passerby430_st01.spr	passerby430_st01.spr	passerby430_st01.spr	passerby430_st01.spr									passerby430_st01.spr	
ktpasserby431	passerby431_st01.spr	passerby431_st01.spr	passerby431_st01.spr	passerby431_st01.spr									passerby431_st01.spr	
ktpasserby432	passerby432_st01.spr	passerby432_st01.spr	passerby432_st01.spr	passerby432_st01.spr									passerby432_st01.spr	
ktpasserby433	passerby433_st01.spr	passerby433_st01.spr	passerby433_st01.spr	passerby433_st01.spr									passerby433_st01.spr	
ktpasserby434	passerby434_st01.spr	passerby434_st01.spr	passerby434_st01.spr	passerby434_st01.spr									passerby434_st01.spr	
ktpasserby435	passerby435_st01.spr	passerby435_st01.spr	passerby435_st01.spr	passerby435_st01.spr									passerby435_st01.spr	
ktpasserby436	passerby436_st01.spr	passerby436_st01.spr	passerby436_st01.spr	passerby436_st01.spr									passerby436_st01.spr	
ktpasserby437	passerby437_st01.spr	passerby437_st01.spr	passerby437_st01.spr	passerby437_st01.spr									passerby437_st01.spr	
ktpasserby438	passerby438_st01.spr	passerby438_st01.spr	passerby438_st01.spr	passerby438_st01.spr									passerby438_st01.spr	
ktpasserby439	passerby439_st01.spr	passerby439_st01.spr	passerby439_st01.spr	passerby439_st01.spr									passerby439_st01.spr	
ktpasserby440	passerby440_st01.spr	passerby440_st01.spr	passerby440_st01.spr	passerby440_st01.spr									passerby440_st01.spr	
ktpasserby441	passerby441_st01.spr	passerby441_st01.spr	passerby441_st01.spr	passerby441_st01.spr									passerby441_st01.spr	
ktpasserby442	passerby442_st01.spr	passerby442_st01.spr	passerby442_st01.spr	passerby442_st01.spr									passerby442_st01.spr	
ktpasserby443	passerby443_st01.spr	passerby443_st01.spr	passerby443_st01.spr	passerby443_st01.spr									passerby443_st01.spr	
ktpasserby444	passerby444_st01.spr	passerby444_st01.spr	passerby444_st01.spr	passerby444_st01.spr									passerby444_st01.spr	
ktpasserby445	passerby445_st01.spr	passerby445_st01.spr	passerby445_st01.spr	passerby445_st01.spr									passerby445_st01.spr	
ktpasserby446	passerby446_st01.spr	passerby446_st01.spr	passerby446_st01.spr	passerby446_st01.spr									passerby446_st01.spr	
ktpasserby447	passerby447_st01.spr	passerby447_st01.spr	passerby447_st01.spr	passerby447_st01.spr									passerby447_st01.spr	
ktpasserby448	passerby448_st01.spr	passerby448_st01.spr	passerby448_st01.spr	passerby448_st01.spr									passerby448_st01.spr	
ktpasserby449	passerby449_st01.spr	passerby449_st01.spr	passerby449_st01.spr	passerby449_st01.spr									passerby449_st01.spr	
ktpasserby450	passerby450_st01.spr	passerby450_st01.spr	passerby450_st01.spr	passerby450_st01.spr									passerby450_st01.spr	
ktpasserby451	passerby451_st01.spr	passerby451_st01.spr	passerby451_st01.spr	passerby451_st01.spr									passerby451_st01.spr	
ktpasserby452	passerby452_st01.spr	passerby452_st01.spr	passerby452_st01.spr	passerby452_st01.spr									passerby452_st01.spr	
ktpasserby453	passerby453_st01.spr	passerby453_st01.spr	passerby453_st01.spr	passerby453_st01.spr									passerby453_st01.spr	
ktpasserby454	passerby454_st01.spr	passerby454_st01.spr	passerby454_st01.spr	passerby454_st01.spr									passerby454_st01.spr	
ktpasserby455	passerby455_st01.spr	passerby455_st01.spr	passerby455_st01.spr	passerby455_st01.spr									passerby455_st01.spr	
ktpasserby456	passerby456_st01.spr	passerby456_st01.spr	passerby456_st01.spr	passerby456_st01.spr									passerby456_st01.spr	
ktpasserby457	passerby457_st01.spr	passerby457_st01.spr	passerby457_st01.spr	passerby457_st01.spr									passerby457_st01.spr	
ktpasserby460	passerby460_st01.spr	passerby460_st02.spr	passerby460_st03.spr	passerby460_st01.spr									passerby460_st01.spr	
ktpasserby461	passerby461_st01.spr	passerby461_st01.spr	passerby461_st01.spr	passerby461_st01.spr	passerby461_st01.spr	passerby461_st01.spr	passerby461_st01.spr	passerby461_st01.spr	passerby461_st01.spr	passerby461_st01.spr	passerby461_st01.spr	passerby461_st01.spr	passerby461_st01.spr	passerby461_st01.spr
ktpasserby462	passerby462_st01.spr	passerby462_st01.spr	passerby462_st01.spr	passerby462_st01.spr	passerby462_st01.spr	passerby462_st01.spr	passerby462_st01.spr	passerby462_st01.spr	passerby462_st01.spr	passerby462_st01.spr	passerby462_st01.spr	passerby462_st01.spr	passerby462_st01.spr	passerby462_st01.spr
ktpasserby463	passerby463_st01.spr	passerby463_st01.spr	passerby463_st01.spr	passerby463_st01.spr	passerby463_st01.spr	passerby463_st01.spr	passerby463_st01.spr	passerby463_st01.spr	passerby463_st01.spr	passerby463_st01.spr	passerby463_st01.spr	passerby463_st01.spr	passerby463_st01.spr	passerby463_st01.spr
ktpasserby464	passerby464_st01.spr	passerby464_st01.spr	passerby464_st01.spr	passerby464_st01.spr	passerby464_st01.spr	passerby464_st01.spr	passerby464_st01.spr	passerby464_st01.spr	passerby464_st01.spr	passerby464_st01.spr	passerby464_st01.spr	passerby464_st01.spr	passerby464_st01.spr	passerby464_st01.spr
ktpasserby465	passerby465_st01.spr	passerby465_st01.spr	passerby465_st01.spr	passerby465_st01.spr	passerby465_st01.spr	passerby465_st01.spr	passerby465_st01.spr	passerby465_st01.spr	passerby465_st01.spr	passerby465_st01.spr	passerby465_st01.spr	passerby465_st01.spr	passerby465_st01.spr	passerby465_st01.spr
ktpasserby466	passerby466_st01.spr	passerby466_st01.spr	passerby466_st01.spr	passerby466_st01.spr	passerby466_st01.spr	passerby466_st01.spr	passerby466_st01.spr	passerby466_st01.spr	passerby466_st01.spr	passerby466_st01.spr	passerby466_st01.spr	passerby466_st01.spr	passerby466_st01.spr	passerby466_st01.spr
ktpasserby467	passerby467_st01.spr	passerby467_st01.spr	passerby467_st01.spr	passerby467_st01.spr	passerby467_st01.spr	passerby467_st01.spr	passerby467_st01.spr	passerby467_st01.spr	passerby467_st01.spr	passerby467_st01.spr	passerby467_st01.spr	passerby467_st01.spr	passerby467_st01.spr	passerby467_st01.spr
ktpasserby468	passerby468_st01.spr	passerby468_st01.spr	passerby468_st01.spr	passerby468_st01.spr	passerby468_st01.spr	passerby468_st01.spr	passerby468_st01.spr	passerby468_st01.spr	passerby468_st01.spr	passerby468_st01.spr	passerby468_st01.spr	passerby468_st01.spr	passerby468_st01.spr	passerby468_st01.spr
ktpasserby469	passerby469_st01.spr	passerby469_st01.spr	passerby469_st01.spr	passerby469_st01.spr	passerby469_st01.spr	passerby469_st01.spr	passerby469_st01.spr	passerby469_st01.spr	passerby469_st01.spr	passerby469_st01.spr	passerby469_st01.spr	passerby469_st01.spr	passerby469_st01.spr	passerby469_st01.spr
ktpasserby470	passerby470_st01.spr	passerby470_st01.spr	passerby470_st01.spr	passerby470_st01.spr	passerby470_st01.spr	passerby470_st01.spr	passerby470_st01.spr	passerby470_st01.spr	passerby470_st01.spr	passerby470_st01.spr	passerby470_st01.spr	passerby470_st01.spr	passerby470_st01.spr	passerby470_st01.spr
ktpasserby471	passerby471_st01.spr	passerby471_st01.spr	passerby471_st01.spr	passerby471_st01.spr	passerby471_st01.spr	passerby471_st01.spr	passerby471_st01.spr	passerby471_st01.spr	passerby471_st01.spr	passerby471_st01.spr	passerby471_st01.spr	passerby471_st01.spr	passerby471_st01.spr	passerby471_st01.spr
ktpasserby472	passerby472_st02.spr	passerby472_st02.spr	passerby472_st03.spr	passerby472_wlk.spr	passerby472_wlk.spr	passerby472_run.spr	passerby472_run.spr	passerby472_st04.spr	passerby472_st04.spr	passerby472_st04.spr	passerby472_st04.spr	passerby472_st04.spr	passerby472_st04.spr	passerby472_st04.spr
ktpasserby473	passerby473_st01.spr	passerby473_st01.spr	passerby473_st01.spr	passerby473_st01.spr										
ktpasserby475	passerby475_st01.spr	passerby475_st01.spr	passerby475_st01.spr	passerby475_st01.spr									passerby475_st01.spr	
ktpasserby476	passerby476_st01.spr	passerby476_st01.spr	passerby476_st01.spr	passerby476_st01.spr									passerby476_st01.spr	
ktpasserby477	passerby477_st01.spr	passerby477_st01.spr	passerby477_st01.spr	passerby477_st01.spr									passerby477_st01.spr	
ktpasserby478	passerby478_st01.spr	passerby478_st01.spr	passerby478_st01.spr	passerby478_st01.spr									passerby478_st01.spr	
ktpasserby479	passerby479_st01.spr	passerby479_st01.spr	passerby479_st01.spr	passerby479_st01.spr									passerby479_st01.spr	
ktpasserby480	passerby480_st01.spr	passerby480_st01.spr	passerby480_st01.spr	passerby480_st01.spr									passerby480_st01.spr	
ktpasserby481	passerby481_st01.spr	passerby481_st01.spr	passerby481_st01.spr	passerby481_st01.spr									passerby481_st01.spr	
ktpasserby482	passerby482_st01.spr	passerby482_st01.spr	passerby482_st01.spr	passerby482_st01.spr									passerby482_st01.spr	
ktpasserby483	passerby173_st02.spr	passerby173_st02.spr	passerby173_st02.spr										passerby173_st02.spr	
ktpasserby486	passerby486_st01.spr	passerby486_st02.spr	passerby486_st02.spr	passerby486_wlk.spr	passerby486_wlk.spr	passerby486_wlk.spr	passerby486_wlk.spr	passerby486_bat.spr	passerby486_die.spr	passerby486_at01.spr	passerby486_at01.spr	passerby486_at02.spr	passerby486_st02.spr	passerby486_st02.spr
ktpasserby487	passerby487_st01.spr	passerby487_st02.spr	passerby487_st02.spr	passerby487_wlk.spr	passerby487_wlk.spr	passerby487_wlk.spr	passerby487_wlk.spr	passerby487_bat.spr	passerby487_die.spr	passerby487_at01.spr	passerby487_at01.spr	passerby487_at02.spr	passerby487_st02.spr	passerby487_st02.spr
ktpasserby488	passerby488_st01.spr	passerby488_st02.spr	passerby488_st02.spr	passerby488_wlk.spr	passerby488_wlk.spr	passerby488_wlk.spr	passerby488_wlk.spr	passerby488_bat.spr	passerby488_die.spr	passerby488_at01.spr	passerby488_at01.spr	passerby488_at02.spr	passerby488_st02.spr	passerby488_st02.spr
ktpasserby489	passerby489_st01.spr	passerby489_st01.spr	passerby489_st01.spr	passerby489_st01.spr	passerby489_st01.spr	passerby489_st01.spr	passerby489_st01.spr	passerby489_st01.spr	passerby489_st01.spr	passerby489_st01.spr	passerby489_st01.spr	passerby489_st01.spr	passerby489_st01.spr	passerby489_st01.spr
ktpasserby490	passerby490_st01.spr	passerby490_st01.spr	passerby490_st01.spr	passerby490_st01.spr				passerby490_st01.spr	passerby490_st01.spr	passerby490_st01.spr	passerby490_st01.spr		passerby490_st01.spr	
ktpasserby491	passerby491_st01.spr	passerby491_st01.spr	passerby491_st01.spr	passerby491_st01.spr									passerby491_st01.spr	
ktpasserby492	passerby492_st01.spr	passerby492_st01.spr	passerby492_st01.spr	passerby492_st01.spr									passerby492_st01.spr	
ktpasserby493	passerby493_st01.spr	passerby493_st01.spr	passerby493_st01.spr	passerby493_st01.spr									passerby493_st01.spr	
ktpasserby494	passerby494_st01.spr	passerby494_st01.spr	passerby494_st02.spr	passerby494_wlk.spr	passerby494_wlk.spr	passerby494_wlk.spr	passerby494_wlk.spr						passerby494_st01.spr	
ktpasserby495	passerby494_wlk.spr	passerby494_wlk.spr	passerby494_wlk.spr	passerby494_wlk.spr	passerby494_wlk.spr	passerby494_wlk.spr	passerby494_wlk.spr						passerby494_wlk.spr	
ktpasserby496	passerby496_st01.spr	passerby496_st01.spr	passerby496_st01.spr	passerby496_st01.spr									passerby496_st01.spr	
ktpasserby497	passerby497_st01.spr	passerby497_st01.spr	passerby497_st01.spr	passerby497_st01.spr									passerby497_st01.spr	
ktpasserby498	passerby498_st01.spr	passerby498_st01.spr	passerby498_st01.spr	passerby498_st01.spr	passerby498_st01.spr	passerby498_st01.spr	passerby498_st01.spr	passerby498_st01.spr	passerby498_st01.spr	passerby498_st01.spr	passerby498_st01.spr	passerby498_st01.spr	passerby498_st01.spr	passerby498_st01.spr
ktpasserby499	passerby499_st01.spr	passerby499_st01.spr	passerby499_st01.spr	passerby499_st01.spr	passerby499_st01.spr	passerby499_st01.spr	passerby499_st01.spr	passerby499_st01.spr	passerby499_st01.spr	passerby499_st01.spr	passerby499_st01.spr	passerby499_st01.spr	passerby499_st01.spr	passerby499_st01.spr
ktpasserby500	passerby500_st01.spr	passerby500_st01.spr	passerby500_st01.spr	passerby500_st01.spr	passerby500_st01.spr	passerby500_st01.spr	passerby500_st01.spr	passerby500_st01.spr	passerby500_st01.spr	passerby500_st01.spr	passerby500_st01.spr	passerby500_st01.spr	passerby500_st01.spr	passerby500_st01.spr
ktpasserby501	passerby501_st01.spr	passerby501_st01.spr	passerby501_st01.spr	passerby501_st01.spr	passerby501_st01.spr	passerby501_st01.spr	passerby501_st01.spr	passerby501_st01.spr	passerby501_st01.spr	passerby501_st01.spr	passerby501_st01.spr	passerby501_st01.spr	passerby501_st01.spr	passerby501_st01.spr
ktpasserby502	passerby502_st01.spr	passerby502_st01.spr	passerby502_st01.spr	passerby502_st01.spr	passerby502_st01.spr	passerby502_st01.spr	passerby502_st01.spr	passerby502_st01.spr	passerby502_st01.spr	passerby502_st01.spr	passerby502_st01.spr	passerby502_st01.spr	passerby502_st01.spr	passerby502_st01.spr
ktpasserby503	passerby503_st01.spr	passerby503_st01.spr	passerby503_st01.spr	passerby503_st01.spr	passerby503_st01.spr	passerby503_st01.spr	passerby503_st01.spr	passerby503_st01.spr	passerby503_st01.spr	passerby503_st01.spr	passerby503_st01.spr	passerby503_st01.spr	passerby503_st01.spr	passerby503_st01.spr
ktpasserby504	passerby504_st01.spr	passerby504_st01.spr	passerby504_st01.spr	passerby504_wlk.spr	passerby504_wlk.spr	passerby504_wlk.spr	passerby504_wlk.spr			passerby504_st01.spr	passerby504_st01.spr	passerby504_st01.spr	passerby504_st01.spr	passerby504_wlk.spr
ktpasserby505	passerby505_st01.spr	passerby505_st01.spr	passerby505_st01.spr	passerby505_st01.spr	passerby505_st01.spr	passerby505_st01.spr	passerby505_st01.spr	passerby505_st01.spr	passerby505_st01.spr	passerby505_st01.spr	passerby505_st01.spr	passerby505_st01.spr	passerby505_st01.spr	passerby505_st01.spr
ktpasserby506	passerby506_st01.spr	passerby506_st01.spr	passerby506_st01.spr	passerby506_st01.spr	passerby506_st01.spr	passerby506_st01.spr	passerby506_st01.spr	passerby506_st01.spr	passerby506_st01.spr	passerby506_st01.spr	passerby506_st01.spr	passerby506_st01.spr	passerby506_st01.spr	passerby506_st01.spr
ktpasserby507	passerby507_st01.spr	passerby507_st01.spr	passerby507_st01.spr	passerby507_st01.spr	passerby507_st01.spr	passerby507_st01.spr	passerby507_st01.spr	passerby507_st01.spr	passerby507_st01.spr	passerby507_st01.spr	passerby507_st01.spr	passerby507_st01.spr	passerby507_st01.spr	passerby507_st01.spr
ktpasserby508	passerby508_st01.spr	passerby508_st01.spr	passerby508_st01.spr	passerby508_st01.spr	passerby508_st01.spr	passerby508_st01.spr	passerby508_st01.spr	passerby508_st01.spr	passerby508_st01.spr	passerby508_st01.spr	passerby508_st01.spr	passerby508_st01.spr	passerby508_st01.spr	passerby508_st01.spr
ktpasserby509	passerby509_st01.spr	passerby509_st01.spr	passerby509_st01.spr	passerby509_st01.spr	passerby509_st01.spr	passerby509_st01.spr	passerby509_st01.spr	passerby509_st01.spr	passerby509_st01.spr	passerby509_st01.spr	passerby509_st01.spr	passerby509_st01.spr	passerby509_st01.spr	passerby509_st01.spr
ktpasserby510	passerby510_st01.spr	passerby510_st01.spr	passerby510_st01.spr	passerby510_st01.spr	passerby510_st01.spr	passerby510_st01.spr	passerby510_st01.spr	passerby510_st01.spr	passerby510_st01.spr	passerby510_st01.spr	passerby510_st01.spr	passerby510_st01.spr	passerby510_st01.spr	passerby510_st01.spr
ktpasserby511	passerby511_st01.spr	passerby511_st01.spr	passerby511_st01.spr	passerby511_st01.spr	passerby511_st01.spr	passerby511_st01.spr	passerby511_st01.spr	passerby511_st01.spr	passerby511_st01.spr	passerby511_st01.spr	passerby511_st01.spr	passerby511_st01.spr	passerby511_st01.spr	passerby511_st01.spr
ktpasserby512	passerby512_st01.spr	passerby512_st01.spr	passerby512_st01.spr	passerby512_st01.spr	passerby512_st01.spr	passerby512_st01.spr	passerby512_st01.spr	passerby512_st01.spr	passerby512_st01.spr	passerby512_st01.spr	passerby512_st01.spr	passerby512_st01.spr	passerby512_st01.spr	passerby512_st01.spr
ktpasserby513	passerby513_st01.spr	passerby513_st01.spr	passerby513_st01.spr	passerby513_st01.spr	passerby513_st01.spr	passerby513_st01.spr	passerby513_st01.spr	passerby513_st01.spr	passerby513_st01.spr	passerby513_st01.spr	passerby513_st01.spr	passerby513_st01.spr	passerby513_st01.spr	passerby513_st01.spr
ktpasserby514	passerby514_st01.spr	passerby514_st01.spr	passerby514_st01.spr	passerby514_st01.spr	passerby514_st01.spr	passerby514_st01.spr	passerby514_st01.spr	passerby514_st01.spr	passerby514_st01.spr	passerby514_st01.spr	passerby514_st01.spr	passerby514_st01.spr	passerby514_st01.spr	passerby514_st01.spr
ktpasserby515	passerby515_st01.spr	passerby515_st01.spr	passerby515_st01.spr	passerby515_st01.spr	passerby515_st01.spr	passerby515_st01.spr	passerby515_st01.spr	passerby515_st01.spr	passerby515_st01.spr	passerby515_st01.spr	passerby515_st01.spr	passerby515_st01.spr	passerby515_st01.spr	passerby515_st01.spr
ktpasserby516	passerby516_st01.spr	passerby516_st01.spr	passerby516_st01.spr	passerby516_st01.spr	passerby516_st01.spr	passerby516_st01.spr	passerby516_st01.spr	passerby516_st01.spr	passerby516_st01.spr	passerby516_st01.spr	passerby516_st01.spr	passerby516_st01.spr	passerby516_st01.spr	passerby516_st01.spr
ktpasserby517	passerby517_st01.spr	passerby517_st01.spr	passerby517_st01.spr	passerby517_st01.spr									passerby517_st01.spr	
ktpasserby518	passerby518_st01.spr	passerby518_st01.spr	passerby518_st01.spr	passerby518_st01.spr									passerby518_st01.spr	
ktpasserby519	passerby519_st01.spr	passerby519_st01.spr	passerby519_st01.spr	passerby519_st01.spr									passerby519_st01.spr	
ktpasserby520	passerby520_st01.spr	passerby520_st01.spr	passerby520_st01.spr	passerby520_st01.spr									passerby520_st01.spr	
ktpasserby521	passerby521_st01.spr	passerby521_st01.spr	passerby521_st01.spr	passerby521_st01.spr									passerby521_st01.spr	
ktpasserby522	passerby522_st01.spr	passerby522_st01.spr	passerby522_st01.spr	passerby522_st01.spr									passerby522_st01.spr	
ktpasserby523	passerby523_st01.spr	passerby523_st01.spr	passerby523_st01.spr	passerby523_st01.spr									passerby523_st01.spr	
ktpasserby524	passerby524_st01.spr	passerby524_st01.spr	passerby524_st01.spr	passerby524_st01.spr									passerby524_st01.spr	
ktpasserby525	passerby525_st01.spr	passerby525_st01.spr	passerby525_st01.spr	passerby525_st01.spr									passerby525_st01.spr	
ktpasserby526	passerby526_st01.spr	passerby526_st01.spr	passerby526_st01.spr	passerby526_st01.spr									passerby526_st01.spr	
ktpasserby527	passerby527_st01.spr	passerby527_st01.spr	passerby527_st01.spr	passerby527_st01.spr									passerby527_st01.spr	
ktpasserby528	passerby528_st01.spr	passerby528_st01.spr	passerby528_st01.spr	passerby528_st01.spr									passerby528_st01.spr	
ktpasserby529	passerby529_st01.spr	passerby529_st01.spr	passerby529_st01.spr	passerby529_st01.spr									passerby529_st01.spr	
ktpasserby530	passerby530_st01.spr	passerby530_st01.spr	passerby530_st01.spr	passerby530_st01.spr									passerby530_st01.spr	
ktpasserby531	passerby531_st01.spr	passerby531_st01.spr	passerby531_st01.spr	passerby531_st01.spr									passerby531_st01.spr	
ktpasserby532	passerby532_st01.spr	passerby532_st01.spr	passerby532_st01.spr	passerby532_st01.spr									passerby532_st01.spr	
ktpasserby533	passerby533_st01.spr	passerby533_st01.spr	passerby533_st01.spr	passerby533_st01.spr									passerby533_st01.spr	
ktpasserby534	passerby534_st01.spr	passerby534_st01.spr	passerby534_st01.spr	passerby534_st01.spr									passerby534_st01.spr	
ktpasserby535	passerby535_st01.spr	passerby535_st01.spr	passerby535_st01.spr	passerby535_st01.spr									passerby535_st01.spr	
ktpasserby536	passerby536_st01.spr	passerby536_st01.spr	passerby536_st01.spr	passerby536_st01.spr									passerby536_st01.spr	
ktpasserby537	passerby537_st01.spr	passerby537_st01.spr	passerby537_st01.spr	passerby537_st01.spr									passerby537_st01.spr	
ktpasserby538	passerby538_st01.spr	passerby538_st01.spr	passerby538_st01.spr	passerby538_st01.spr									passerby538_st01.spr	
ktpasserby539	passerby539_st01.spr	passerby539_st01.spr	passerby539_st01.spr	passerby539_st01.spr									passerby539_st01.spr	
ktpasserby540	passerby540_st01.spr	passerby540_st01.spr	passerby540_st02.spr	passerby540_run.spr	passerby540_wlk.spr	passerby540_run.spr	passerby540_wlk.spr						passerby540_st02.spr	
ktpasserby541	passerby541_st01.spr	passerby541_st01.spr	passerby541_st01.spr	passerby541_st01.spr	passerby541_st01.spr								passerby541_st01.spr	
ktpasserby542	passerby542_st01.spr	passerby542_st01.spr	passerby542_st01.spr	passerby542_st01.spr									passerby542_st01.spr	
ktpasserby543	passerby543_st01.spr	passerby543_st01.spr	passerby543_st01.spr	passerby543_st01.spr	passerby543_wlk.spr	passerby543_run.spr	passerby543_run.spr					passerby543_st02.spr	passerby543_st01.spr	
ktpasserby544	passerby544_st01.spr	passerby544_st01.spr	passerby544_st01.spr	passerby544_st01.spr									passerby544_st01.spr	
ktpasserby545	passerby545_st01.spr	passerby545_st01.spr	passerby545_st01.spr	passerby545_st01.spr	passerby545_st01.spr	passerby545_st01.spr	passerby545_st01.spr	passerby545_st01.spr	passerby545_st01.spr	passerby545_st01.spr	passerby545_st01.spr	passerby545_st01.spr	passerby545_st01.spr	passerby545_st01.spr
ktpasserby546	passerby546_st01.spr	passerby546_st01.spr	passerby546_st01.spr	passerby546_st01.spr	passerby546_st01.spr	passerby546_st01.spr	passerby546_st01.spr	passerby546_st01.spr	passerby546_st01.spr	passerby546_st01.spr	passerby546_st01.spr	passerby546_st01.spr	passerby546_st01.spr	passerby546_st01.spr
