Name	Kind	Camp	Series	Treasure	HeadImage	ClientOnly	CorpseIdx	RedLum	GreenLum	BlueLum	NpcResType	ArmorType	HelmType	WeaponType	HorseType	RideHorse	StandFrame	StandFrame1	DeathFrame	WalkFrame	RunFrame	HurtFrame	Skill1	Level1	Skill2	Level2	Skill3	Level3	Skill4	Level4	ActionScript	LevelScript	ExpParam	ExpParam1	ExpParam2	ExpParam3	LifeParam	LifeParam1	LifeParam2	LifeParam3	LifeReplenish	ARParam	ARParam1	ARParam2	ARParam3	DefenseParam	DefenseParam1	DefenseParam2	DefenseParam3	MinDamageParam	MinDamageParam1	MinDamageParam2	MinDamageParam3	MaxDamageParam	MaxDamageParam1	MaxDamageParam2	MaxDamageParam3	WalkSpeed	RunSpeed	AttackSpeed	CastSpeed	VisionRadius	HitRecover	ActiveRadius	AIMode	AIParam1	AIParam2	AIParam3	AIParam4	AIParam5	AIParam6	AIParam7	AIParam8	AIParam9	FireResist	ColdResist	LightResist	PoisonResist	PhysicsResist	FireResistMax	ColdResistMax	LightResistMax	PoisonResistMax	PhysicsResistMax	ReviveFrame	Stature	DropRateFile	AIMaxTime	PhysicalDamageBase	PhysicalMagicBase	PoisonDamageBase	PoisonMagicBase	ColdDamageBase	ColdMagicBase	FireDamageBase	FireMagicBase	LightingDamageBase	LightingMagicBase	AuraSkillId	AuraSkillLevel	PasstSkillId	PasstSkillLevel
ÐÂÄï											passerby349																																																																																											
ÐÂÄï£¨Õ½¶·£©											passerby349																																																																																											
¼¾¶õ											enemy069																																																																																											
LiÔu D­îc S­	3	6	2								enemy045																																																			800		1000																						100		12	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0
³ÙÌ«±¤µÄµÜµÜ											enemy073																																																																											100																
Ch©n U©n											enemy055																																																																											100																
ÕçëµµÄ±£ïÚ											enemy066																																																																											100																
Ho¾c Viªm Viªm	0	5	0								enemy223												357	0|20	359	0|20	361	0|20	362	0|20		\script\npclevelscript\makeboss.lua	100	0	10	0	100	0	0	8000000	0|0.05	100	0	0	6000	100	0	0	2000	100	0	0	0	100	0	0	0	15	15	12	12	1800	100	2000	1	50	25	25	25	25	30	50	0	0	0|243	0|243	0|243	0|243	0|243	95	95	95	95	95	0	100		18	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	539	0|20	297	0|60
Öù×Ó£¨»ðÇ½£©	0	5	0								passerby341_huo												1111	0|20	1111	0|20	1111	0|20	1111	0|20		\script\npclevelscript\makeboss.lua	100	0	0	0	100	0	0	600000	0|10000	100	0	0	1000	100	0	0	2000	100	0	0	0	100	0	0	0	6	12	18	18	1200	50	1300	10	0	25	25	25	25	0	0	0	0	0|40	0|40	0|40	0|40	0|40	75	75	75	75	75	180	150		24	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|22	1008	0|20
Öù×Ó£¨·´µ¯£©	0	5	0								passerby341_jin													0|30		0|30		0|30		0|30		\script\npclevelscript\makeboss.lua	100	0	0	0	100	0	0	3000000	0|1000	100	0	0	1000	100	0	0	2000	100	0	0	0	100	0	0	0	6	12	18	18	1200	50	1300	10	0	25	25	25	25	0	0	0	0	0|95	0|95	0|95	0|95	0|95	95	95	95	95	95	180	150		36	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	1036	0|22		0|20
Öù×Ó£¨ÎÞÐÎ¹Æ£©	0	5	0								passerby341_mu													0|30		0|30		0|30		0|30		\script\npclevelscript\makeboss.lua	100	0	0	0	100	0	0	3000000	0|1000	100	0	0	1000	100	0	0	2000	100	0	0	0	100	0	0	0	6	12	18	18	1200	50	1300	10	0	25	25	25	25	0	0	0	0	0|95	0|95	0|95	0|95	0|95	95	95	95	95	95	180	150		36	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	1029	0|20		0|20
Öù×Ó£¨ÃÎµû£©	0	5	0								passerby341_shui													0|30		0|30		0|30		0|30		\script\npclevelscript\makeboss.lua	100	0	0	0	100	0	0	3000000	0|1000	100	0	0	1000	100	0	0	2000	100	0	0	0	100	0	0	0	6	12	18	18	1200	50	1300	10	0	25	25	25	25	0	0	0	0	0|95	0|95	0|95	0|95	0|95	95	95	95	95	95	180	150		36	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	89	0|22		0|20
Ngäc Long ThÇn T¨ng	0	5	0								enemy224												357	0|30	375	0|30	105	0|30	372	0|30		\script\npclevelscript\makeboss.lua	100	0	10	0	100	0	0	10000000	0|0.05	100	0	0	6000	100	0	0	2000	100	0	0	0	100	0	0	0	15	15	12	12	1800	100	2000	1	50	25	25	25	25	30	50	0	0	0|243	0|243	0|243	0|243	0|243	95	95	95	95	95	0	100		18	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	539	0|20	297	0|60
³ÙÌ«±¤£¨ÊÂ¼þ25£©											enemy144																																																																																											
V¨n Di											enemy069																																																																																											
Lª KiÕn Hoµnh											enemy050																																																																																											
Tr­¬ng Nghi Phµm											enemy046																																																																																											
ÆÆÍë¶ù£¨ÊÂ¼þ31£©											boss086																																																																																											
ÎÄâù£¨ÊÂ¼þ32£©	0	5	0								enemy069												328	0|20	380	0|20	336	0|20	337	0|20		\script\npclevelscript\makeboss.lua	100	0	10	0	100	0	0	8000000	0|2000	100	0	0	6000	100	0	0	2000	100	0	0	0	100	0	0	0	15	15	12	12	1800	100	2000	1	50	25	25	25	25	30	50	0	0	0|243	0|243	0|243	0|243	0|243	95	95	95	95	95	0	100		18	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	539	0|20	297	0|60
Àè¼ûºâ£¨ÊÂ¼þ32£©	0	5	0								enemy050												357	0|20	359	0|20	361	0|20	362	0|20		\script\npclevelscript\makeboss.lua	100	0	10	0	100	0	0	8000000	0|2000	100	0	0	6000	100	0	0	2000	100	0	0	0	100	0	0	0	15	15	12	12	1800	100	2000	1	50	25	25	25	25	30	50	0	0	0|243	0|243	0|243	0|243	0|243	95	95	95	95	95	0	100		18	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	539	0|20	297	0|60
½ðÏä×Ó																																																																																																						
ÒøÏä×Ó																																																																																																						
ÌÆÏÍ½ø											enemy065																																																																																											
³ÙÌ«±¤£¨ÊÂ¼þ37£©											enemy144																																																																																											
îÚÁúµÜ×Ó-ÇàÁú£¨Ë®Ïµ£©	0	5	2								enemy082												53	1|0	53	1|0	53	1|0	53	1|0		\script\npclevelscript\qianbaoku.lua	100	0	0	0	100	0	0	800000	0|500	100	0	0	3300	100	0	0	800	100	0	0	234	100	0	0	234	12	12	15	15	1000	100	1200	1	50	25	25	25	25	30	50	0	0	0|130	0|130	0|130	0|130	0|130	95	95	95	95	95	0	100		12	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0	547	0|60
îÚÁúµÜ×Ó-°×»¢£¨½ðÏµ£©	0	5	0								enemy082												53	1|0	53	1|0	53	1|0	53	1|0		\script\npclevelscript\qianbaoku.lua	100	0	0	0	100	0	0	800000	0|500	100	0	0	3300	100	0	0	800	100	0	0	234	100	0	0	234	12	12	15	15	1000	100	1200	1	50	25	25	25	25	30	50	0	0	0|130	0|130	0|130	0|130	0|130	95	95	95	95	95	0	100		12	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0	547	0|60
îÚÁúµÜ×Ó-ÖìÈ¸£¨»ðÏµ£©	0	5	3								enemy082												53	1|0	53	1|0	53	1|0	53	1|0		\script\npclevelscript\qianbaoku.lua	100	0	0	0	100	0	0	800000	0|500	100	0	0	3300	100	0	0	800	100	0	0	234	100	0	0	234	12	12	15	15	1000	100	1200	1	50	25	25	25	25	30	50	0	0	0|130	0|130	0|130	0|130	0|130	95	95	95	95	95	0	100		12	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0	547	0|60
îÚÁúµÜ×Ó-ÐþÎä£¨ÍÁÏµ£©	0	5	4								enemy082												53	1|0	53	1|0	53	1|0	53	1|0		\script\npclevelscript\qianbaoku.lua	100	0	0	0	100	0	0	800000	0|500	100	0	0	3300	100	0	0	800	100	0	0	234	100	0	0	234	12	12	15	15	1000	100	1200	1	50	25	25	25	25	30	50	0	0	0|130	0|130	0|130	0|130	0|130	95	95	95	95	95	0	100		12	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0	547	0|60
Öù×Ó£¨ÊÂ¼þ40£©	0	5	0								passerby341_shui													0|20		0|20		0|20		0|20		\script\npclevelscript\makeboss.lua	100	0	0	0	100	0	0	16000000	0|0	100	0	0	6000	100	0	0	800	100	0	0	234	100	0	0	234	12	12	15	15	1000	100	1200	10	0	25	25	25	25	0	0	0	0	0|243	0|243	0|243	0|243	0|243	95	95	95	95	95	0	150		6	0|200	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0	0|20	547	0|60
¹Å¾øÉ±£¨ÊÂ¼þ43£©											enemy023																																																																																											
ÄÂÃ÷											enemy077																																																																																											
ÌýÌý											enemy222																																																																																											
Quan nh¾c nhë Hoµng Thµnh T­	3	6	1	0							enemy004	0	0	0	0	0	24	40	32	13	24	12																																									400		700													0|0								100		36	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0
TiÓu Xµ	0	5	1	2			81				ani039	0	0	0	0	0	35	35	26	10	22	14	1032	0|30	1032	0|30	1032	0|30	1032	0|30		\script\npclevelscript\makeboss.lua	100	0	10	0	100	0	0	1600000	0|0.05	100	0.07	2.5	10	100	0.1	2.5	10	100	0	0	0	100	0	0	0	4	4	18	18	400	10	700	1	50	25	25	25	25	30	50	0	0	0|95	0|95	0|95	0|95	0|95	95	95	95	95	95	0	100		18	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0
Méc Nh©n	3	6	1	1			261				enemy171	0	0	0	0	0	36	36	35	11	15	12	30	1|0	53	1|0	53	1|0	53	1|0		\script\npclevelscript\standard.lua	100	0	10	50	100	0.5	20	50	0|0.05	100	0.07	2.5	10	100	0.1	2.5	10	100	1	1	1	100	1	1	1	6	6	18	18	400	50	700	1	70	40	20	0	0	0	10	0	0	5|0.6	5|0.6	5|0.6	5|0.6	5|0.6	85	85	85	85	85	1080	100	\settings\item\npcdroprate.ini	36	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0
¶À¹ÂÌì·å£¨½ð£©	0	5	0	24							boss092												321	0|62	380	0|62	336	0|62	1034	0|20		\script\npclevelscript\makeboss.lua	100	0	0	0	100	0	0	1500000000	0|3800	100	0	0	5000	100	0	0	18000	100	0	0	0	100	0	0	0	18	18	12	12	1800	100	2000	1	50	25	25	25	25	30	50	0	0	0|243	0|243	0|243	0|243	0|243	95	95	95	95	95	1080	100		3	0|2500	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	1693	0|35	297	0|60
¶À¹ÂÌì·å£¨Ä¾£©	0	5	1	24							boss092												339	0|62	357	0|62	361	0|62	1035	0|20		\script\npclevelscript\makeboss.lua	100	0	0	0	100	0	0	1500000000	0|3800	100	0	0	5000	100	0	0	18000	100	0	0	0	100	0	0	0	18	18	12	12	1800	100	2000	1	50	25	25	25	25	30	50	0	0	0|243	0|243	0|243	0|243	0|243	95	95	95	95	95	1080	100		3	0|2500	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	1693	0|35	297	0|60
¶À¹ÂÌì·å£¨Ë®£©	0	5	2	24							boss092												328	0|62	353	0|62	342	0|62	1034	0|20		\script\npclevelscript\makeboss.lua	100	0	0	0	100	0	0	1500000000	0|3800	100	0	0	5000	100	0	0	18000	100	0	0	0	100	0	0	0	18	18	12	12	1800	100	2000	1	50	25	25	25	25	30	50	0	0	0|243	0|243	0|243	0|243	0|243	95	95	95	95	95	1080	100		3	0|2500	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	1693	0|35	297	0|60
¶À¹ÂÌì·å£¨»ð£©	0	5	3	24							boss092												359	0|62	365	0|62	375	0|62	1033	0|20		\script\npclevelscript\makeboss.lua	100	0	0	0	100	0	0	1500000000	0|3800	100	0	0	5000	100	0	0	18000	100	0	0	0	100	0	0	0	18	18	12	12	1800	100	2000	1	50	25	25	25	25	30	50	0	0	0|243	0|243	0|243	0|243	0|243	95	95	95	95	95	1080	100		3	0|2500	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	1693	0|35	297	0|60
¶À¹ÂÌì·å£¨ÍÁ£©	0	5	4	24							boss092												372	0|62	325	0|62	40	0|62	1033	0|20		\script\npclevelscript\makeboss.lua	100	0	0	0	100	0	0	1500000000	0|3800	100	0	0	5000	100	0	0	18000	100	0	0	0	100	0	0	0	18	18	12	12	1800	100	2000	1	50	25	25	25	25	30	50	0	0	0|243	0|243	0|243	0|243	0|243	95	95	95	95	95	1080	100		3	0|2500	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	1693	0|35	297	0|60
¶ñÀÇ°ï°ïÖÚ1	0	5	0	0			116				enemy085	0	0	0	0	0	40	39	33	12	24	15	627	0|20	324	0|20	40	0|20	323	0|20		\script\npclevelscript\makeboss.lua	100	0	0	0	100	0	0	500000	0|0	100	0	0	1000	100	0	0	400	100	0	0	0	100	0	0	0	6	12	18	18	400	50	800	1	50	25	25	25	25	30	50	0	0	0|95	0|95	0|95	0|95	0|95	95	95	95	95	95	0	100		12	0|30	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0
¶ñÀÇ°ï°ïÖÚ2	0	5	0	0			116				enemy040	0	0	0	0	0	40	39	33	12	24	15	318	0|20	319	0|20	321	0|20	20	0|20		\script\npclevelscript\makeboss.lua	100	0	0	0	100	0	0	500000	0|0	100	0	0	1000	100	0	0	400	100	0	0	0	100	0	0	0	6	12	18	18	400	50	800	1	50	25	25	25	25	30	50	0	0	0|95	0|95	0|95	0|95	0|95	95	95	95	95	95	0	100		12	0|30	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0
¶ñÀÇ°ï°ïÖÚ3	0	5	1	0			116				enemy097	0	0	0	0	0	40	39	33	12	24	15	390	0|10	390	0|10	354	0|20	355	0|20		\script\npclevelscript\makeboss.lua	100	0	0	0	100	0	0	500000	0|0	100	0	0	1000	100	0	0	400	100	0	0	0	100	0	0	0	6	12	18	18	400	50	800	1	50	25	25	25	25	30	50	0	0	0|95	0|95	0|95	0|95	0|95	95	95	95	95	95	0	100		12	0|10	0|0	0|10	0|10	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0
¶ñÀÇ°ï°ïÖÚ4	0	5	1	0			116				enemy078	0	0	0	0	0	40	39	33	12	24	15	302	0|20	339	0|20	342	0|20	351	0|20		\script\npclevelscript\makeboss.lua	100	0	0	0	100	0	0	500000	0|0	100	0	0	1000	100	0	0	400	100	0	0	0	100	0	0	0	6	12	18	18	400	50	800	1	50	25	25	25	25	30	50	0	0	0|95	0|95	0|95	0|95	0|95	95	95	95	95	95	0	100		12	0|20	0|0	0|10	0|10	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0
¶ñÀÇ°ï°ïÖÚ5	0	5	2	0			112				enemy061	0	0	0	0	0	40	39	33	12	24	15	625	0|20	625	0|20	328	0|20	380	0|20		\script\npclevelscript\makeboss.lua	100	0	0	0	100	0	0	500000	0|0	100	0	0	1000	100	0	0	400	100	0	0	0	100	0	0	0	6	12	18	18	400	50	800	1	50	25	25	25	25	30	50	0	0	0|95	0|95	0|95	0|95	0|95	95	95	95	95	95	0	100		12	0|20	0|0	0|0	0|0	0|10	0|50	0|0	0|0	0|0	0|0		0|0		0|0
¶ñÀÇ°ï°ïÖÚ6	0	5	2	0			200				enemy101	0	0	0	0	0	40	39	33	12	24	15	628	0|20	628	0|20	336	0|20	337	0|20		\script\npclevelscript\makeboss.lua	100	0	0	0	100	0	0	500000	0|0	100	0	0	1000	100	0	0	400	100	0	0	0	100	0	0	0	6	12	18	18	400	50	800	1	50	25	25	25	25	30	50	0	0	0|95	0|95	0|95	0|95	0|95	95	95	95	95	95	0	100		12	0|10	0|10	0|0	0|0	0|10	0|100	0|0	0|0	0|0	0|0		0|0		0|0
¶ñÀÇ°ï°ïÖÚ7	0	5	3	0			200				enemy110	0	0	0	0	0	40	39	33	12	24	15	364	0|20	361	0|20	361	0|20	362	0|20		\script\npclevelscript\makeboss.lua	100	0	0	0	100	0	0	500000	0|0	100	0	0	1000	100	0	0	400	100	0	0	0	100	0	0	0	6	12	18	18	400	50	800	1	50	25	25	25	25	30	50	0	0	0|95	0|95	0|95	0|95	0|95	95	95	95	95	95	0	100		12	0|20	0|0	0|0	0|0	0|0	0|0	0|0	0|50	0|0	0|0		0|0		0|0
¶ñÀÇ°ï°ïÖÚ8	0	5	3	0			165				enemy075	0	0	0	0	0	40	39	33	12	24	15	624	0|20	624	0|20	357	0|20	359	0|20		\script\npclevelscript\makeboss.lua	100	0	0	0	100	0	0	500000	0|0	100	0	0	1000	100	0	0	400	100	0	0	0	100	0	0	0	6	12	18	18	400	50	800	1	50	25	25	25	25	30	50	0	0	0|95	0|95	0|95	0|95	0|95	95	95	95	95	95	0	100		12	0|40	0|0	0|0	0|0	0|0	0|0	0|0	0|50	0|0	0|0		0|0		0|0
¶ñÀÇ°ï°ïÖÚ9	0	5	4	0			165				enemy048	0	0	0	0	0	40	39	33	12	24	15	368	0|20	368	0|20	365	0|20	365	0|20		\script\npclevelscript\makeboss.lua	100	0	0	0	100	0	0	500000	0|0	100	0	0	1000	100	0	0	400	100	0	0	0	100	0	0	0	6	12	18	18	400	50	800	1	50	25	25	25	25	30	50	0	0	0|95	0|95	0|95	0|95	0|95	95	95	95	95	95	0	100		12	0|30	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|10	0|100		0|0		0|0
¶ñÀÇ°ï°ïÖÚ10	0	5	4	0			114				enemy066	0	0	0	0	0	40	39	33	12	24	15	181	0|20	181	0|20	372	0|20	375	0|20		\script\npclevelscript\makeboss.lua	100	0	0	0	100	0	0	500000	0|0	100	0	0	1000	100	0	0	400	100	0	0	0	100	0	0	0	6	12	18	18	400	50	800	1	50	25	25	25	25	30	50	0	0	0|95	0|95	0|95	0|95	0|95	95	95	95	95	95	0	100		12	0|20	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|10	0|50		0|0		0|0
¶ñÀÇ°ïÐ¡¶Ó³¤1	0	5	0	0			165				boss069	0	0	0	0	0	37	38	20	11	10	10	325	0|20	324	0|20	40	0|20	323	0|20		\script\npclevelscript\makeboss.lua	100	0	0	400000	100	0	0	5000000	0|1400	100	0	0	5000	100	0	0	1200	100	0	0	0	100	0	0	0	18	18	12	12	800	100	2000	1	50	25	25	25	25	30	50	0	0	0|130	0|130	0|130	0|130	0|130	95	95	95	95	95	0	100		6	0|100	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	146	0|20	297	0|60
¶ñÀÇ°ïÐ¡¶Ó³¤2	0	5	0	0			165				boss062	0	0	0	0	0	37	38	20	11	10	10	318	0|20	319	0|20	321	0|20	20	0|40		\script\npclevelscript\makeboss.lua	100	0	0	400000	100	0	0	5000000	0|1400	100	0	0	6000	100	0	0	2000	100	0	0	0	100	0	0	0	15	15	12	12	800	100	2000	1	50	25	25	25	25	30	50	0	0	0|130	0|130	0|130	0|130	0|130	95	95	95	95	95	0	100		6	0|150	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	16	0|10	297	0|60
¶ñÀÇ°ïÐ¡¶Ó³¤3	0	5	1	0			165				enemy105	0	0	0	0	0	37	38	20	11	10	10	353	0|20	353	0|20	355	0|20	711	0|20		\script\npclevelscript\makeboss.lua	100	0	0	400000	100	0	0	5000000	0|1400	100	0	0	2800	100	0	0	1600	100	0	0	0	100	0	0	0	12	12	12	12	800	100	2000	1	50	25	25	25	25	30	50	0	0	0|130	0|130	0|130	0|130	0|130	95	95	95	95	95	0	100		6	0|200	0|0	0|30	0|100	0|0	0|0	0|0	0|0	0|0	0|0	86	0|20	297	0|60
¶ñÀÇ°ïÐ¡¶Ó³¤4	0	5	1	0			263				boss063	0	0	0	0	0	28	30	28	11	16	13	302	0|20	351	0|20	339	0|20	342	0|20		\script\npclevelscript\makeboss.lua	100	0	0	400000	100	0	0	5000000	0|1400	100	0	0	6000	100	0	0	1600	100	0	0	0	100	0	0	0	6	6	18	18	800	100	2000	1	50	25	25	25	25	30	50	0	0	0|130	0|130	0|130	0|130	0|130	95	95	95	95	95	0	100		6	0|100	0|0	0|0	0|100	0|0	0|0	0|0	0|0	0|0	0|0	51	0|30	297	0|60
¶ñÀÇ°ïÐ¡¶Ó³¤5	0	5	2	0			165				boss059	0	0	0	0	0	37	38	20	11	10	10	328	0|20	328	0|20	380	0|20	380	0|20		\script\npclevelscript\makeboss.lua	100	0	0	400000	100	0	0	5000000	0|1400	100	0	0	2800	100	0	0	1600	100	0	0	0	100	0	0	0	12	12	12	12	800	100	2000	1	50	25	25	25	25	30	50	0	0	0|130	0|130	0|130	0|130	0|130	95	95	95	95	95	0	100		6	0|100	0|0	0|0	0|0	0|100	0|500	0|0	0|0	0|0	0|0	86	0|20	297	0|60
¶ñÀÇ°ïÐ¡¶Ó³¤6	0	5	2	0			165				boss070	0	0	0	0	0	37	38	20	11	10	10	336	0|20	336	0|20	337	0|20	337	0|20		\script\npclevelscript\makeboss.lua	100	0	0	400000	100	0	0	5000000	0|1400	100	0	0	2800	100	0	0	1600	100	0	0	0	100	0	0	0	12	12	12	12	800	100	2000	1	50	25	25	25	25	30	50	0	0	0|130	0|130	0|130	0|130	0|130	95	95	95	95	95	0	100		6	0|10	0|200	0|0	0|0	0|200	0|400	0|0	0|0	0|0	0|0	86	0|20	297	0|60
¶ñÀÇ°ïÐ¡¶Ó³¤7	0	5	3	0			165				boss071	0	0	0	0	0	37	38	20	11	10	10	715	0|20	361	0|20	362	0|20	362	0|20		\script\npclevelscript\makeboss.lua	100	0	0	400000	100	0	0	5000000	0|1400	100	0	0	6000	100	0	0	2000	100	0	0	0	100	0	0	0	12	12	12	12	800	100	2000	1	50	25	25	25	25	30	50	0	0	0|130	0|130	0|130	0|130	0|130	95	95	95	95	95	0	100		6	0|200	0|0	0|0	0|0	0|0	0|0	0|0	0|800	0|0	0|0	146	0|20	297	0|60
¶ñÀÇ°ïÐ¡¶Ó³¤8	0	5	3	0			165				enemy072	0	0	0	0	0	37	38	20	11	10	10	357	0|20	128	0|20	359	0|20	714	0|20		\script\npclevelscript\makeboss.lua	100	0	0	400000	100	0	0	5000000	0|1400	100	0	0	2000	100	0	0	1600	100	0	0	0	100	0	0	0	12	12	12	12	800	100	2000	1	50	25	25	25	25	30	50	0	0	0|130	0|130	0|130	0|130	0|130	95	95	95	95	95	0	100		6	0|100	0|0	0|0	0|0	0|0	0|0	0|0	0|200	0|0	0|0	86	0|20	297	0|60
¶ñÀÇ°ïÐ¡¶Ó³¤9	0	5	4	0			165				boss067	0	0	0	0	0	37	38	20	11	10	10	368	0|20	716	0|20	365	0|20	365	0|20		\script\npclevelscript\makeboss.lua	100	0	0	400000	100	0	0	5000000	0|1400	100	0	0	5000	100	0	0	1800	100	0	0	0	100	0	0	0	12	12	12	12	800	100	2000	1	50	25	25	25	25	30	50	0	0	0|130	0|130	0|130	0|130	0|130	95	95	95	95	95	0	100		6	0|200	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|200	0|300	159	0|20	297	0|60
¶ñÀÇ°ïÐ¡¶Ó³¤10	0	5	4	0			165				boss072	0	0	0	0	0	37	38	20	11	10	10	717	0|20	372	0|20	375	0|20	375	0|20		\script\npclevelscript\makeboss.lua	100	0	0	400000	100	0	0	5000000	0|1400	100	0	0	2000	100	0	0	1600	100	0	0	0	100	0	0	0	12	12	12	12	800	100	2000	1	50	25	25	25	25	30	50	0	0	0|130	0|130	0|130	0|130	0|130	95	95	95	95	95	0	100		6	0|100	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|100	0|200	86	0|20	297	0|60
¶ñÀÇ°ï³¤ÀÏ1	0	5	3	0			255				enemy146	0	0	0	0	0	36	36	36	13	21	14	339	0|60	353	0|60	342	0|60	302	0|60		\script\npclevelscript\makeboss.lua	100	0	0	800000	100	0	0	25000000	0|3800	100	0	0	5000	100	0	0	1200	100	0	0	0	100	0	0	0	18	18	12	12	1800	100	2000	1	50	25	25	25	25	30	50	0	0	0|243	0|243	0|243	0|243	0|243	95	95	95	95	95	0	100		3	0|500	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	539	0|20	297	0|60
¶ñÀÇ°ï³¤ÀÏ2	0	5	2	0			165				boss016	0	0	0	0	0	36	36					328	0|60	380	0|60	336	0|60	337	0|60		\script\npclevelscript\makeboss.lua	100	0	0	800000	100	0	0	25000000	0|3800	100	0	0	5000	100	0	0	1200	100	0	0	0	100	0	0	0	18	18	12	12	1800	100	2000	1	50	25	25	25	25	30	50	0	0	0|243	0|243	0|243	0|243	0|243	95	95	95	95	95	0	100		3	0|500	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	539	0|20	297	0|60
¶ñÀÇ°ï³¤ÀÏ3	0	5	4	0			165				boss011	0	0	0	0	0	37	38	20	11	10	10	359	0|60	357	0|60	361	0|60	362	0|60		\script\npclevelscript\makeboss.lua	100	0	0	800000	100	0	0	25000000	0|3800	100	0	0	5000	100	0	0	1200	100	0	0	0	100	0	0	0	18	18	12	12	1800	100	2000	1	50	25	25	25	25	30	50	0	0	0|243	0|243	0|243	0|243	0|243	95	95	95	95	95	0	100		3	0|500	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	539	0|20	297	0|60
¶ñÀÇ°ï³¤ÀÏ4	0	5	0	0			165				boss009	0	0	0	0	0	37	38	20	11	10	10	318	0|60	365	0|60	375	0|60	372	0|60		\script\npclevelscript\makeboss.lua	100	0	0	800000	100	0	0	25000000	0|3800	100	0	0	5000	100	0	0	1200	100	0	0	0	100	0	0	0	18	18	12	12	1800	100	2000	1	50	25	25	25	25	30	50	0	0	0|243	0|243	0|243	0|243	0|243	95	95	95	95	95	0	100		3	0|500	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	539	0|20	297	0|60
¶ñÀÇ°ï³¤ÀÏ5	0	5	0	0			165				boss020	0	0	0	0	0	36	36					319	0|60	325	0|60	40	0|60	321	0|60		\script\npclevelscript\makeboss.lua	100	0	0	800000	100	0	0	25000000	0|3800	100	0	0	5000	100	0	0	1200	100	0	0	0	100	0	0	0	18	18	12	12	1800	100	2000	1	50	25	25	25	25	30	50	0	0	0|243	0|243	0|243	0|243	0|243	95	95	95	95	95	0	100		3	0|500	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	539	0|20	297	0|60
Bang Chñ ¸c Lang Bang	0	5	1	0			113				boss010	0	0	0	0	0	28	28	36	11	24	12	323	0|60	933	0|20	931	0|20	930	0|20		\script\npclevelscript\makeboss.lua	100	0	0	800000	100	0	0	75000000	0|1400	100	0	0	6000	100	0	0	2000	100	0	0	0	100	0	0	0	12	12	12	12	1800	100	600	1	50	20	15	35	30	30	50	0	0	0|243	0|243	0|243	0|243	0|243	95	95	95	95	95	0	120		3	0|1728	0|3000	0|0	0|1500	0|0	0|3000	0|0	0|2200	0|0	0|3000	539	0|20	297	0|60
