ID	STRING
14258	Tiªu diÖt Th¸t Lç, thu phôc Giang s¬n §¹i Tèng!
14259	Ngµy ®ªm luyÖn tËp, ta muèn cã mét giÊc ngñ thËt ngon!
14260	ChiÕn tr­êng tiÒn tuyÕn rÊt khèc liÖt, ng­êi chÕt rÊt nhiÒu. 
14261	LÇn nµy Hoµng ®Õ Kim quèc ®İch th©n xuÊt chinh, xem ra sÏ ph¶i ®¸nh mét trËn lín!
14262	Ta míi nhËn ®­îc th­ nhµ b¸o vî ta míi sinh ®­îc bĞ trai. Ta ®­îc lµm bè råi, kh«ng biÕt cã c¬ héi gÆp mÆt con kh«ng n÷a.
14263	NÕu bŞ chÕt trªn sa tr­êng, cha mÑ ta ph¶i lµm sao ®©y?
14264	LÇn tr­íc cßn cïng Nh¹c nguyªn so¸i ®¸nh qu©n Kim, chØ tiÕc lÇn ®¸nh thø hai nµy Nh¹c nguyªn so¸i ®· kh«ng cßn n÷a.
14265	Nhµ ta rÊt nghÌo, cha mÑ kh«ng muèn ta chÕt ®ãi nªn göi vµo qu©n ®éi.
14266	Qu©n Kim c­íp n­íc ta, lÇn nµy sÏ cho bän chóng biÕt kÕt côc cña qu©n c­íp bãc lµ thÕ nµo!
14267	Qu©n l­¬ng cña triÒu ®×nh ¨n kh«ng ®ñ no, b¶o chóng ta lµm sao ®¸nh giÆc!
14268	Ng« t­íng qu©n ®· mÊy ®ªm liÒn kh«ng nghØ, v× cuéc chiÕn nµy, tãc cña «ng Êy ®· bŞ b¹c tr¾ng c¶.
14269	Nghe nãi qu©n Kim lÇn nµy cã mÊy m­¬i v¹n binh m·, cßn chóng ta chØ cã mÊy v¹n ng­êi, lµm sao chèng l¹i ®©y?
14270	Ta lµ ng­êi ph­¬ng Nam, kh«ng quen víi khİ hËu ph­¬ng B¾c nµy, võa kh« võa l¹nh!
14271	Ta thÒ sÏ giÕt s¹ch bän giÆc Kim!
14272	Lóc nµy ta chØ hy väng thêi c¬ ®Õn ®Ó ra sa tr­êng giÕt giÆc!
14273	Thanh h¶i tr­êng v©n ¸m tuyÕt s¬n, c« thµnh dao väng ngäc m«n quan. Hoµng sa b¸ch chiÕn xuyªn Kim gi¸p, bÊt ph¸ l©u lan chung bÊt hoµn
14274	Qu©n Kim tuy ®«ng, nh­ng chóng lµ qu©n bÊt nghÜa, chóng ta nhÊt ®Şnh ®¸nh b¹i chóng.
14275	Tr¸ng chİ c¬ xan hå lç nhôc, tiÕu ®µm kh¸t Èm hung n« huyÕt. §·i tïng ®Çu, thu thËp x¸ cùu s¬n hµ, triÒu thiªn khuyÕt., chóng ta ph¶i ®¸nh th¾ng trËn nµy ®Ó tÕ linh hån Nh¹c nguyªn so¸i!
14276	TrËn nµy chØ cã thÓ th¾ng, nÕu kh«ng kinh thµnh sÏ gÆp nguy!
14277	Chóng ta v× §¹i Tèng ®Òu kh«ng sî chÕt, thµ chÕt ®Ó gi÷ giang s¬n!
14278	Ta kh«ng ph¶i sî chÕt, chØ lo vî con ë nhµ th«i, ta chÕt hä biÕt lµm sao?
14279	Sa tr­êng giao chiÕn, kh«ng ph¶i lµ tû vâ tÇm th­êng. Mét ng­êi gi÷a thiªn binh v¹n m·, tuy vâ c«ng cao còng ch­a ch¾c cã t¸c dông g×.
14280	T­íng qu©n cã lÖnh, ph¶i ®Ò phßng gi¸n ®iÖp Kim quèc!
14281	Doanh phßng träng ®Şa, kh«ng thÓ ®i lung tung!
14282	ChiÕn tr­êng Tèng Kim<---->Chu Tiªn trÊn
14283	ChiÕn tr­êng Tèng Kim<---->T­¬ng D­¬ng 
14284	Ch­a lÊy ®­îc <color=Red>bèn c©u khÈu quyÕt<color>, kh«ng thÓ vµo tÇng hai cña Th¸nh §éng.
14285	B¶o r­¬ng ®· rçng
14286	Kh«ng cã ch×a khãa, kh«ng më ®­îc r­¬ng.
14287	Kh«ng cã ch×a khãa, kh«ng më ®­îc r­¬ng.
14288	Lo¹i vò khİ nµy ®Òu do thî rÌn giái nhÊt Kim quèc lµm ra, ®Òu lµ hµng tèt.
14289	Gi¸o chñ cã lÖnh, vò khİ cña bæn gi¸o chØ b¸n cho c¸c ®Ö tö trung thµnh.
14290	Y thuËt cña §¹i Kim chóng ta kh«ng thua kĞm g× nhµ Tèng, danh y, h¶o d­îc ®Òu kh«ng thiÕu… 
14291	Gi¸o chñ cã lÖnh, thuèc cña bæn gi¸o chØ b¸n cho c¸c ®Ö tö trung thµnh.
14292	§©y ®Òu lµ do Cung n÷ trong cung lµm ra, ng­¬i xem, thñ c«ng rÊt tinh x¶o...
14293	Gi¸o chñ cã lÖnh, trang bŞ cña bæn gi¸o chØ b¸n cho c¸c ®Ö tö.
14294	ChØ cÇn kh«ng liªn quan ®Õn c¬ mËt cña bæn gi¸o, cã chuyÖn g× cø hái!
14295	ChØ cÇn kh«ng liªn quan ®Õn c¬ mËt cña bæn gi¸o, cã chuyÖn g× cø hái!
14296	Kh«ng ph¶i ng­¬i ®· xuÊt s­ råi sao, cßn chuyÖn g× kh«ng biÕt n÷a?
14297	Cã chuyÖn g× cø hái.
14298	Muèn biÕt chuyÖn g× n÷a?
14299	Muèn biÕt vÒ ai?
14300	Muèn biÕt chuyÖn g× n÷a?
14301	Bæn m«n chØ nhËn ®Ö tö thuéc hÖ Háa, kh«ng ph©n biÖt nam n÷. Muèn nhËp m«n häc nghÖ, cÇn ph¶i hoµn thµnh nhiÖm vô nhËp m«n.
14302	Bæn gi¸o lËp nªn ë §¹i Kim lµ ®Ó ®èi chäi víi Vâ l©m Trung Nguyªn, ®­îc tin t­ëng trë thµnh Quèc Gi¸o, Gi¸o chñ Hoµn Nhan Hïng LiÖt còng lµ quèc s­ cña §¹i Kim.
14303	§©y lµ tæng ®µn cña bæn gi¸o, n»m ë vŞ trİ bİ mËt d­íi thung lòng phİa ®«ng BiÖn Kinh.
14304	Bæn gi¸o cã bèi c¶nh chİnh trŞ rÊt phøc t¹p. Môc ®İch lµ gióp nhµ Kim Nam h¹ diÖt Tèng, nhÊt thèng thiªn h¹!
14305	Kh¸c biÖt lín nhÊt cña bæn gi¸o víi c¸c m«n ph¸i kh¸c lµ: bæn gi¸o thµnh lËp v× môc ®İch chİnh trŞ. C¸c nh©n vËt gia nhËp bæn gi¸o kh«ng ph¶i ®Ó häc nghÖ, mµ v× môc ®İch chİnh trŞ, nh÷ng ng­êi nµy th­êng gi÷ ®Şa vŞ cao trong bæn gi¸o. Bæn gi¸o hµnh sù nghiªm mËt, gi¸o quy rÊt nghiªm, ®èi víi nh÷ng kÎ ph¶n béi sÏ trõng trŞ kh«ng tha.
14306	VŞ trİ: <color=blue>Thiªn NhÉn gi¸o tÇng 3<color>   Täa ®é: <color=blue>215,195<color>   Phô tr¸ch: <color=blue>nhiÖm vô<color><enter> Kim quèc Quèc s­, nhÊt ®¹i kiªu hïng, ®a m­u tóc trİ nh­ng kiªu c¨ng ng¹o m¹n.
14307	VŞ trİ: <color=blue>Thiªn NhÉn gi¸o tÇng 3<color>   Täa ®é: <color=blue>225,199<color>   Phô tr¸ch: <color=blue>nhiÖm vô<color><enter>, v¨n vâ song toµn, phong l­u nho nh·, nöa chİnh nöa tµ 
14308	VŞ trİ: <color=blue>Thiªn NhÉn gi¸o tÇng 3<color>   Täa ®é: <color=blue>207,189<color>   Phô tr¸ch: <color=blue>nhiÖm vô<color><enter>, lµ ng­êi gian tr¸ gi¶o ho¹t, bÊt chÊp mäi thñ ®o¹n ®Ó ®¹t ®­îc môc tiªu
14309	VŞ trİ: <color=blue>Thiªn NhÉn gi¸o tÇng 3<color>   Täa ®é: <color=blue>213,201<color>   Phô tr¸ch: <color=blue>nhiÖm vô<color><enter>, thÊt c«ng chóa cña Kim quèc, van vâ song toµn, th«ng minh lanh lîi. Gia nhËp Thiªn NhÉn Gi¸o víi môc ®İch gi¸m s¸t Hoµn Nhan Hïng LiÖt!
14310	VŞ trİ: <color=blue>Thiªn NhÉn gi¸o tÇng 3<color>   Täa ®é: <color=blue>205,197<color>   Phô tr¸ch: <color=blue>nhiÖm vô<color><enter>, tİnh t×nh nãng n¶y, h¸o th¾ng. Mét khi ®· h¹ thñ th× kh«ng vŞ t×nh bÊt cø ai!
14311	VŞ trİ: <color=blue>Qu·ng tr­êng<color>   Täa ®é: <color=blue>200,198<color>   Phô tr¸ch: <color=blue>nhiÖm vô<color><enter>, vâ nghÖ cao c­êng nh­ng h¬i ®Ônh ®·ng, nhiÒu lóc khiÕn ®ång m«n ph¶i dë khãc dë c­êi
14312	VŞ trİ: <color=blue>Lèi vµo mËt thÊt<color>   Täa ®é: <color=blue>207,195<color>   Phô tr¸ch: <color=blue>nhiÖm vô<color><enter>, chØ lµ mét ®Ö tö th«ng th­êng, ch­a cã biÓu hiÖn g× xuÊt s¾c
14313	VŞ trİ: <color=blue>Thiªn NhÉn gi¸o tÇng 3<color>   Täa ®é: <color=blue>207,199<color>   Phô tr¸ch: <color=blue>Giao dŞch binh khİ<color>
14314	VŞ trİ: <color=blue>Thiªn NhÉn gi¸o tÇng 3<color>   Täa ®é: <color=blue>208,198<color>   Phô tr¸ch: <color=blue>Giao dŞch trang bŞ<color>
14315	VŞ trİ: <color=blue>Thiªn NhÉn gi¸o tÇng 3<color>   Täa ®é: <color=blue>210,198<color>   Phô tr¸ch: <color=blue>Giao dŞch D­îc phÈm<color>
14316	Bªn ngoµi ®i theo h­íng nam sÏ ®Õn BiÖn Kinh
14317	Qu¶ng tr­êng cã lèi ra vµo mËt thÊt
14318	MËt thÊt gåm 3 tÇng. TÇng 1 kh«ng cã s¬n ®éng; tÇng 2 cã ThÊt S¸t ®éng (190,190) ; tÇng 3 cã Th¸nh ®éng (218,192) . Tæng ®µn n»m ë tÇng 3.
14319	Th«ng qua hoµn thµnh nhiÖm vô nµy, ng­¬i cã thÓ gia nhËp Thiªn NhÉn Gi¸o, trë thµnh <color=blue>S¸t thñ<color>, häc ®­îc vâ c«ng <color=blue>Tµn D­¬ng Nh­ HuyÕt<color>.<enter>TiÕp nhËn nhiÖm vô, cÇn ph¶i ®¹t ®iÒu kiÖn sau: Ngò hµnh thuéc tİnh: hÖ Háa, ®¾ng cÊp ®¹t ®Õn 10, kh«ng lµm nhiÖm vô nhËp m«n cña bÊt kú m«n ph¸i nµo
14320	B­íc 1: §Õn <color=blue>Lèi vµo mËt thÊt<color> gÆp <color=blue>Thiªn NhÉn Tö SÜ<color>. TiÕp nhËn nhiÖm vô, ®Õn <color=blue>Hoa S¬n<color> t×m <color=red>Vò V­¬ng KiÕm<color>.
14321	B­íc 2: §Õn <color=blue>Hoa S¬n<color> ®¸nh b¹i <color=blue> §¹i Ho¸n Hïng, §¹i D· Tr­<color> hoÆc <color=blue>§¹i Thİch VŞ<color> sÏ lÊy ®­îc <color=red>Vò V­¬ng KiÕm<color>.
14322	B­íc 3: Trë vÒ Thiªn NhÉn Gi¸o, giao <color=red>Vò V­¬ng KiÕm<color> cho <color=blue>Thiªn NhÉn Tö SÜ<color>, nhiÖm vô hoµn thµnh. NÕu Vò V­¬ng KiÕm mÊt ®i,cÇn ph¶i thùc hiÖn nhiÖm vô l¹i tõ ®Çu!
14323	Sau khi hoµn thµnh nhiÖm vô nµy, ng­¬i ®­îc phong lµ <color=blue>V« ¶nh S¸t thñ<color>, häc ®­îc vâ c«ng <color=blue>Thiªn NhÉn §ao ph¸p, Thiªn NhÉn M©u ph¸p, Háa Liªn PhÇn Hoa<color>.<enter>TiÕp nhËn nhiÖm vô nµy cÇn ph¶i lµ ®Ö tö trªn cÊp 10
14324	B­íc 1: §Õn <color=blue>Thiªn NhÉn gi¸o tÇng 3<color> gÆp <color=blue>Háa §­êng §­êng chñ Ngét Ng¹o<color>. TiÕp nhËn nhiÖm vô, vµo <color=blue>ThÊt S¸t ®éng<color> lÊy <color=red>3 m¶nh lÖnh bµi<color>.
14325	B­íc 2: Lªn tÇng 2, vµo <color=blue>ThÊt S¸t ®éng<color>, ®¸nh b¹i <color=blue>7 tªn Tö tï<color> sÏ lÊy ®­îc <color=red>3 m¶nh lÖnh bµi<color>.
14326	B­íc 3: Trë l¹i <color=blue>tÇng 3<color> giao <color=red>lÖnh bµi<color> cho <color=blue>Háa §­êng §­êng chñ Ngét Ng¹o<color>, nhiÖm vô hoµn thµnh. 
14327	Sau khi hoµn thµnh nhiÖm vô nµy, ng­¬i ®­îc phong lµ <color=blue>Tö SÜ <color>, häc ®­îc vâ c«ng <color=blue>¶o ¶nh Phi Hå<color>.<enter>TiÕp nhËn nhiÖm vô nµy cÇn ph¶i lµ ®Ö tö trªn cÊp 20 vµ ®· hoµn thµnh nhiÖm vô ThÊt S¸t lÖnh.
14328	B­íc 1: §Õn <color=blue>Qu·ng tr­êng<color> gÆp <color=blue>NhËt NguyÖt §µn chñ ¤ Hîp T¸t<color>, nhËn nhiÖm vô ®i tr¶ lêi c©u hái, ®i t×m <color=blue>®øa bĞ trai<color> lÊy l¹i <color=red>NhËt NguyÖt Song Lu©n<color>
14329	B­íc 2: §Õn khu rõng phİa §«ng t×m <color=blue>®øa bĞ trai (213,203)<color>, tr¶ lêi chİnh x¸c c©u ®è, l¹i nhËn nhiÖm vô ®i t×m <color=red>tiÓu Hoµng cÈu<color> vµ <color=red>tiÓu Kh«i l­<color>
14330	B­íc 3: §Õn khu rõng phİa T©y t×m thÊy <color=red>tiÓu Hoµng cÈu (210,191)<color> vµ <color=red>tiÓu Kh«i l­ (196,195)<color>, giao cho <color=blue>®øa bĞ trai<color> ®æi lÊy <color=red>NhËt NguyÖt Song Lu©n<color>.
14331	B­íc 4: trë vÒ giao <color=red>NhËt NguyÖt Song Lu©n<color> cho <color=blue>¤ Hîp T¸t<color>, nhiÖm vô hoµn thµnh. NÕu NhËt NguyÖt Song Lu©n mÊt ®i,cÇn ph¶i thùc hiÖn nhiÖm vô l¹i tõ ®Çu!
14332	Sau khi hoµn thµnh nhiÖm vô nµy, ng­¬i ®­îc phong lµ <color=blue>U Minh Tö SÜ<color>, häc ®­îc vâ c«ng <color=blue>LiÖt Háa T×nh Thiªn, Th«i S¬n §iÒn H¶Ø, Phi Hång V« Tİch<color>.<enter>TiÕp nhËn nhiÖm vô nµy cÇn ph¶i lµ ®Ö tö trªn cÊp 30 vµ ®· hoµn thµnh nhiÖm vô ®øa bĞ th«ng minh.
14333	B­íc 1: §Õn <color=blue>Thiªn NhÉn gi¸o tÇng 3<color> gÆp <color=blue>Háa §­êng §­êng chñ Hoµn Nhan TuyÕt Y<color>. TiÕp nhËn nhiÖm vô, ®Õn <color=blue>TÇn L¨ng<color>t×m 4 lo¹i b¶o th¹ch: <color=red>C¸p HuyÕt Hång, B¨ng Tinh Lam, Tæ MÉu Lôc, V©n Méng Tö<color>.
14334	B­íc 2: §Õn <color=blue>TÇn L¨ng<color>, ®¸nh b¹i <color=blue>§¹o b¶o tÆc<color>, sÏ lÊy ®­îc 3 viªn: <color=red>C¸p HuyÕt Hång; B¨ng Tinh Lam; Tæ MÉu Lôc<color>.
14335	B­íc 3: Ra phİa ngoµi TÇn L¨ng t×m mét <color=blue>N«ng phu (296,158)<color>, sÏ mua ®­îc <color=red>V©n Méng Tö<color>.
14336	B­íc 4: Trë vÒ <color=blue>Thiªn NhÉn gi¸o tÇng 3<color>, giao 4 lo¹i B¶o th¹ch cho <color=blue> Hoµn Nhan TuyÕt Y<color>, nhiÖm vô hoµn thµnh. 
14337	Sau khi hoµn thµnh nhiÖm vô nµy, ng­¬i ®­îc phong lµ <color=blue>Ch­ëng Kú Sø<color>, häc ®­îc vâ c«ng <color=blue>Bi T« Thanh Phong<color>.<enter>TiÕp nhËn nhiÖm vô nµy cÇn ph¶i lµ ®Ö tö trªn cÊp 40 vµ ®· hoµn thµnh nhiÖm vô B¶o Th¹ch.
14338	B­íc 1: §Õn <color=blue>tÇng 3<color> gÆp <color=blue>H÷u Hé ph¸p Gia LuËt Tş Ly<color>. TiÕp nhËn nhiÖm vô, ®Õn <color=blue> (KiÕm C¸c Thôc ®¹o) Táa V©n ®éng<color> thİch s¸t gian tÕ <color=blue>LiÖu Kú<color>.
14339	B­íc 2: §Õn <color=blue>Táa V©n ®éng<color> ®¸nh b¹i <color=blue>LiÖu Kú<color> lÊy ®­îc mét bøc <color=red>Thiªn NhÉn mËt th­<color>.
14340	B­íc 3: Trë vÒ <color=blue>tÇng 3<color> giao <color=red>Thiªn NhÉn MËt th­<color> cho <color=blue>Gia LuËt Tş Ly<color>, nhiÖm vô hoµn thµnh. NÕu Thiªn NhÉn MËt th­ mÊt ®i, cÇn ph¶i thùc hiÖn nhiÖm vô l¹i tõ ®Çu!
14341	Sau khi hoµn thµnh nhiÖm vô nµy, ng­¬i ®­îc phong lµ <color=blue>Hé Gi¸o sø<color>, häc ®­îc vâ c«ng <color=blue>LŞch Ma §o¹t Hån<color>.<enter>TiÕp nhËn nhiÖm vô nµy cÇn ph¶i lµ ®Ö tö trªn cÊp 50 vµ ®· hoµn thµnh nhiÖm vô hµnh thİch.
14342	B­íc 1: §Õn <color=blue>tÇng 3<color> gÆp <color=blue>T¶ Hé ph¸p §oan Méc DuÖ<color>. TiÕp nhËn nhiÖm vô, ®Õn <color=blue>BiÖn Kinh ThiÕt Th¸p<color> cøu Phông HÊp Nh­.
14343	B­íc 2: §Õn <color=blue>tÇng 1 ThiÕt Th¸p<color>, ®¸nh b¹i <color=blue>§ao binh ®éi tr­ëng, Th­¬ng binh ®é tr­ëng<color> hoÆc <color=blue>Cung binh ®éi tr­ëng<color> sÏ lÊy ®­îc <color=red>Ch×a khãa<color>, më <color=blue>B¶o r­¬ng ë tÇng 1<color>, më ®­îc <color=blue>c¬ quan thø nhÊt<color>.
14344	B­íc 3: Lªn <color=blue>tÇng 2 ThiÕt Th¸p<color>, ®¸nh b¹i <color=blue>§ao binh thèng lÜnh<color> hoÆc <color=blue>Cung binh thèng lÜnh<color> sÏ lÊy ®­îc <color=red>Ch×a khãa<color>,nhÊp vµo <color=blue>B¶o r­¬ng ë tÇng 2<color>, më ®­îc <color=blue>C¬ quan thø 2<color>.
14345	B­íc 4: Lªn <color=blue>tÇng 3 ThiÕt Th¸p<color>, ®¸nh b¹i <color=blue>Tæng binh<color> lÊy ®­îc <color=red>Ch×a khãa<color>, nhÊp vµo <color=blue>B¶o r­¬ng ë tÇng 3<color>, më <color=blue>C¬ quan thø 3<color> cøu ®­îc Phông HÊp Nh­.
14346	B­íc 5: Trë vÒ <color=blue>Thiªn NhÉn gi¸o<color>, gÆp <color=blue> §oan Méc DuÖ<color> phôc mÖnh, nhiÖm vô hoµn thµnh. 
14347	Sau khi hoµn thµnh nhiÖm vô nµy, ng­¬i ®­îc phong lµ <color=blue>T¸t M·n Ph¸p V­¬ng<color>, thuËn lîi xuÊt s­.<enter>TiÕp nhËn nhiÖm vô nµy cÇn ph¶i lµ ®Ö tö trªn cÊp 50 vµ ®· hoµn thµnh nhiÖm vô cøu ng­êi.
14348	B­íc 1: §Õn <color=blue>tÇng 3<color> gÆp <color=blue>Gi¸o chñ Hoµn Nhan Hïng LiÖt<color>. TiÕp nhËn nhiÖm vô, ®i t×m <color=red>5 thanh §o¹n KiÕm<color>,vµ ®Õn <color=blue>Thiªn NhÉn Th¸nh ®éng<color>lÊy vÒ <color=red>s¸ch da dª<color>.
14349	B­íc thø 2:§Õn <color=blue>BiÖn Kinh<color> t×m <color=red>5 thanh §o¹n KiÕm<color>:<enter>thanh thø 1:®Õn chç thî rÌn gÆp <color=blue>Khóc ThiÕt T­îng?218,190?<color>,tiÕp nhËn nhiÖm vô,mang <color=red>Ng©n Tr©m<color> cho Tr­¬ng qu¶ phô. §Õn phİa ®«ng t×m <color=blue>Tr­¬ng qu¶ phô?213,199?<color>, giao Ng©n Tr©m,nhËn ®­îc <color=red>H­¬ng Nang<color>.Giao H­¬ng Nang vÒ cho Khóc ThiÕt T­îng,nhËn ®­îc <color=red>§o¹n kiÕm 'YÓm NhËt'<color>.
14350	Thanh thø 2: §Õn <color=blue>cæng B¾c<color> t×m <color=blue>T«n Tó tµi (229,184)<color>,tr¶ lêi ®óng c©u ®è sÏ nhËn ®­îc thanh <color=red>§o¹n kiÕm '§o¹n Thñy'<color>.
14351	Thanh thø 3: §Õn <color=blue>Sßng b¹c<color> t×m <color=blue>Con b¹c (201,194)<color>,mua ®­îc <color=red>§o¹n kiÕm 'ChuyÓn Hån'<color>.
14352	Thanh thø 4: §Õn <color=blue>phİa ®«ng b¾c<color> t×m <color=blue>§«ng Mai (230,190)<color>, tiÕp nhËn nhiÖm vô gióp c« ta t×m TiÓu h¶i. §Õn <color=blue>qu¶ng tr­êng<color> t×m thÊy <color=blue>TiÓu H¶i (220,192)<color>, khuyªn nã vÒ nhµ. Trë l¹i gÆp §«ng Mai, nhËn ®­îc <color=red>§o¹n kiÕm 'Khø Tµ'<color>.
14353	Thanh thø 5: §Õn <color=blue>T­íng Quèc tù<color> t×m <color=blue>¡n mµy (210,187)<color>, liªn tôc bè thİ 3 lÇn sÏ nhËn ®­îc <color=red>§o¹n kiÕm 'DiÖt Hån' <color>.
14354	B­íc 3: Trë l¹i Thiªn NhÉn gi¸o, vµo <color=blue>tÇng 1 Th¸nh ®éng<color>, ®¸nh b¹i 4 con <color=blue>§éc Xµ tinh, NhÖn tinh, bß c¹p tinh, bß c¹p chóa<color>,lÇn l­ît nhËn ®­îc <color=blue>hÈu quyÕt 'Thiªn §Şa HuyÒn Hoµng'; 'ThÇn X¸ LiÖt Tr­¬ng'; 'Giang Hå X· T¾c'; 'Duy nng· gi¸o v­¬ng'<color>, tiÕp tôc ®i lªn tÇng 2
14355	B­íc 4: lªn tÇng 2<color=blue>Th¸nh ®éng<color>, ®¸nh b¹i <color=blue>Bß c¹p chóa<color> sÏ lÊy ®­îc <color=red>Ch×a khãa<color>, nhÊp vµo <color=blue>B¶o r­¬ng (233,197)<color> sÏ lÊy ®­îc <color=red>s¸ch da dª<color>.
14356	B­íc 5: Giao<color=red>s¸ch da dª<color> vÒ cho <color=blue>Hoµn Nhan Hïng LiÖt<color>, nhiÖm vô hoµn thµnh. NÕu s¸ch da dª mÊt ®i, ph¶i thùc hiÖn nhiÖm vô l¹i tõ ®Çu!
14357	T¹i tÇng hai cña bæn gi¸o, ë <color=Red>ThÊt S¸t §éng<color> cã giam <color=Red>b¶y tªn tö tï<color>, bän chóng ®Òu lµ nh÷ng kÎ ph¶n béi bæn gi¸o, nÕu ng­¬i cã thÓ ®¸nh b¹i ba tªn trong sè bän chóng, lÊy ®­îc <color=Red>m¶nh ThÊt S¸t lÖnh bµi<color>, lµ cã thÓ th¨ng lªn cÊp V« ¶nh S¸t Thñ cña bæn gi¸o, ng­¬i cã muèn vµo trong ThÊt S¸t §éng kh«ng?
14358	RÊt tèt! vµo ThÊt S¸t §éng h¹ ®ñ sè ng­êi míi cã thÓ trë ra, ng­îc l¹i ng­¬i cã chuyÖn g× th× tù m×nh xö lı!
14359	ThÕ nµo? Mét cuéc kh¶o nghiÖm nhá nh­ thÕ mµ ng­¬i còng lµm kh«ng xong ­?
14360	§õng nghÜ gia nhËp bæn gi¸o sÏ ¨n kh«ng ngåi råi, bæn gi¸o kh«ng chøa chÊp nh÷ng ng­êi thõa th·i ®©u!
14361	Ng­¬i míi gia nhËp bæn gi¸o, ng­êi m¹nh cßn cã ng­êi m¹nh h¬n, ng­¬i ph¶i cÈn thËn ®Êy!
14362	ChØ cã kÎ m¹nh míi cã thÓ sinh tån trªn thÕ gian, kÎ m¹nh th¾ng kÎ yÕu, nh÷ng ng­êi tu luyÖn ch­a tíi th× sÏ bŞ kÎ kh¸c tiªu diÖt, ©u còng lµ do tù chuèc lÊy, ®õng nªn o¸n tr¸ch ng­êi kh¸c.
14363	<color=Red>ThÊt S¸t lÖnh bµi<color> cã tÊt c¶ b¶y m¶nh, ph©n ra trªn ng­êi <color=Red>b¶y tªn tö tï<color>, ng­¬i chØ cÇn lÊy 3 m¶nh lµ ®­îc.
14364	Khi ®· lµm xong råi h·y quay l¹i t×m ta!
14365	ChØ vµi ngµy n÷a lµ sinh nhËt MÑ ta - Hoµng hËu n­íc §¹i Kim, bæn §­êng chñ dù ®Şnh tÆng MÉu hËu mét chiÕc ¸o ngäc, nh­ng cßn thiÕu bèn lo¹i ®¸ quı: <color=Red>C¸p HuyÕt Hång, B¨ng Tinh Lam, Tæ MÉu Lôc, V©n Méng Tö<color>. Ta nghe nãi ë <color=Red>TÇn L¨ng<color> cã rÊt nhiÒu ngäc quı, ng­¬i cã muèn gióp ta ®i t×m kh«ng?
14366	Ng­¬i cã thÓ nhê <color=Red>¤ §µn Chñ<color> ®­a ®Õn <color=Red>TÇn L¨ng<color>, h·y nhí bèn lo¹i ®¸ quı mµ ta cÇn <color=Red>C¸p HuyÕt Hång<color>, <color=Red>B¨ng Tinh Lam<color>, <color=Red>Tæ MÉu Lôc<color>, <color=Red>V©n Méng Tö<color>.
14367	Phô v­¬ng cÇn ta gióp ng­êi thu phôc Vâ l©m Trung Nguyªn, nÕu Thiªn NhÉn gi¸o kh«ng ®­îc sù ñng hé tõ Phô v­¬ng ta, th× kh«ng thÓ ph¸t triÓn nh­ thÕ nµy.
14368	Cung kİnh ThÊt c«ng chóa ®iÖn h¹.
14369	Ng­êi kia tõ ®©u ®Õn, t¹i sao ®Õn ®©y? Ng­¬i muèn chÕt sao?
14370	T¹i h¹ kh«ng d¸m ®em tİnh m¹ng m×nh ra ®ïa.
14371	A! Ng­¬i to gan thËt. Ng­êi ®©u! KĞo h¾n ra cho chã ¨n.
14372	Nghe nãi c«ng chóa ®ang t×m kiÕm mét con ®¹i ®iªu?
14373	õm….Ng­¬i biÕt ë ®©u cã sao?
14374	Tuy t¹i h¹ kh«ng biÕt, nh­ng chØ cÇn ngµi ®¸p øng mét ®iÒu kiÖn, ta sÏ cã ngay con ®ã!
14375	õm….L¹i mét tªn chØ biÕt nãi su«ng.
14376	Binh m· §¹i Kim hïng hËu, sao kh«ng sî chÕt ®­îc? Lµm sao ta d¸m lõa ThÊt c«ng chóa?
14377	…..Ng­¬i cÇn ®iÒu kiÖn g×?
14378	Cho ®Õn lóc ta quay l¹i, kh«ng ®­îc giÕt ng­êi nµo trong phñ.
14379	ThËt buån cuêi, nÕu mét n¨m sau ng­¬i vÉn ch­a quay l¹i th× sao?
14380	§¶m b¶o ta sÏ quay l¹i trong mét th¸ng.
14381	§­îc! Qu©n tö nhÊt ng«n. Sau mét th¸ng nÕu kh«ng gÆp ng­¬i, bän chóng sÏ chÕt hÕt!
14382	SÏ kh«ng cã ngµy ®ã ®©u.
14383	Kh«ng cã lÖnh bµi mµ ng­¬i d¸m vµo phñ c«ng chóa ­? Qu¶ lµ gan d¹. Tha cho ng­¬i kh«ng cã ¸c ı, mau ra khái ®©y. LÇn sau ®õng cã tr¸ch.
14384	Tªn tiÓu tö nµy, mau cót ®i! Ch¹y cho nhanh nÕu kh«ng ta c¾t ch©n ng­¬i b©y giê!
14385	TuyÕt Y c«ng chóa, ®©y lµ con §¹i ®iªu ngµi cÇn.
14386	Tèt tèt! Ng­¬i qu¶ thËt kh«ng tÖ!
14387	Nh­ng vÉn cã nh÷ng ng­êi kh«ng biÕt g× ®ßi lÊy ®Çu ta.
14388	§õng tİnh to¸n víi bän Êy lµm g×, sau nµy ng­¬i chØ cÇn theo ta lµ ®­îc.
14389	Xin thø lçi, t¹i h¹ lang thang giang hå quen råi. Kh«ng muèn theo ai c¶.
14390	.....D¸m nãi thÕ tr­íc mÆt ta, tr­íc giê chØ cã m×nh ng­¬i.
14391	con §¹i ®iªu ®©u? LÊy ®­îc råi mau ®­a ra chø!
14392	H¶o tû tû, lÇn sau h·y ®Õn ch¬i víi TuyÕt Y.
