Ãû³Æ	ItemGenre	DetailType	ParticularType	¶¯»­ÎÄ¼şÃû	¶ÔÓ¦Îï¼şË÷Òı	¿í¶È	¸ß¶È	ËµÃ÷ÎÄ×Ö	ÎåĞĞÊôĞÔ	¼Û¸ñ	µÈ¼¶	ÊÇ·ñµş·Å	½Å±¾Ãû(²ÎÊı1)	¼¼ÄÜID£¨²ÎÊı1£©	²ÎÊı2(ÊÍ·¨ÀàĞÍ)	²ÎÊı3(ÊÇ·ñ¹ã²¥)	²ÎÊı4(ÊÇ·ñÓĞµÈ¼¶¸ÅÄî)	²ÎÊı5(ÊÇ·ñ¿É·Å¿ì½İÀ¸)	Target	ÎïÆ·×î´óµş·ÅÖµ	ÒªÇóµÈ¼¶ÏàÍ¬	ÒªÇóÎåĞĞÏàÍ¬	ÒªÇóĞÒÔËÏàÍ¬	ÒªÇóMagicLevel1ÏàÍ¬	ÒªÇóMagicLevel2ÏàÍ¬	ÒªÇóMagicLevel3ÏàÍ¬	ÒªÇóMagicLevel4ÏàÍ¬	ÒªÇóMagicLevel5ÏàÍ¬	ÒªÇóMagicLevel6ÏàÍ¬	µÀ¾ß¶îÍâ²ÎÊı1	µÀ¾ß¶îÍâ²ÎÊı2	µÀ¾ß¶îÍâ²ÎÊı3	µÀ¾ß¶îÍâ²ÎÊı4	µÀ¾ß¶îÍâ²ÎÊı5	µÀ¾ß¶îÍâ²ÎÊı6
Thu	6	1	4123	\spr\item\script\event\zhongqiu_jieri\201009\mianfen.spr	41	1	1	Nguyªn liÖu c¬ b¶n ®Ó lµm b¸nh trung thu, ng­¬i cã thÓ ®i t×m hiÓu c¸ch lµm ë nh©n c«ng lµm th¸p phßng cña Minh NguyÖt TrÊn		0	1	1	\script\item\noscript.lua	0	1	1	0	0		50	0	0	0	0	0	0	0	0	0						
Tæng céng 	6	1	4124	\spr\item\script\event\zhongqiu_jieri\201009\mianfen.spr	41	1	1	Nguyªn liÖu c¬ b¶n ®Ó lµm b¸nh trung thu, ng­¬i cã thÓ ®i t×m hiÓu c¸ch lµm ë nh©n c«ng lµm th¸p phßng cña Minh NguyÖt TrÊn		0	1	1	\script\item\noscript.lua	0	1	1	0	0		50	0	0	0	0	0	0	0	0	0						
»¶	6	1	4125	\spr\item\script\event\zhongqiu_jieri\201009\mianfen.spr	41	1	1	Nguyªn liÖu c¬ b¶n ®Ó lµm b¸nh trung thu, ng­¬i cã thÓ ®i t×m hiÓu c¸ch lµm ë nh©n c«ng lµm th¸p phßng cña Minh NguyÖt TrÊn		0	1	1	\script\item\noscript.lua	0	1	1	0	0		50	0	0	0	0	0	0	0	0	0						
<<Î´·­Òë>>	6	1	4126	\spr\item\script\event\zhongqiu_jieri\201009\mianfen.spr	41	1	1	Nguyªn liÖu c¬ b¶n ®Ó lµm b¸nh trung thu, ng­¬i cã thÓ ®i t×m hiÓu c¸ch lµm ë nh©n c«ng lµm th¸p phßng cña Minh NguyÖt TrÊn		0	1	1	\script\item\noscript.lua	0	1	1	0	0		50	0	0	0	0	0	0	0	0	0						
ng­êi 	6	1	4127	\spr\item\script\event\zhongqiu_jieri\201009\mianfen.spr	41	1	1	Nguyªn liÖu c¬ b¶n ®Ó lµm b¸nh trung thu, ng­¬i cã thÓ ®i t×m hiÓu c¸ch lµm ë nh©n c«ng lµm th¸p phßng cña Minh NguyÖt TrÊn		0	1	1	\script\item\noscript.lua	0	1	1	0	0		50	0	0	0	0	0	0	0	0	0						
nguyÖt 	6	1	4128	\spr\item\script\event\zhongqiu_jieri\201009\mianfen.spr	41	1	1	Nguyªn liÖu c¬ b¶n ®Ó lµm b¸nh trung thu, ng­¬i cã thÓ ®i t×m hiÓu c¸ch lµm ë nh©n c«ng lµm th¸p phßng cña Minh NguyÖt TrÊn		0	1	1	\script\item\noscript.lua	0	1	1	0	0		50	0	0	0	0	0	0	0	0	0						
 l­îng	6	1	4129	\spr\item\script\event\zhongqiu_jieri\201009\mianfen.spr	41	1	1	Nguyªn liÖu c¬ b¶n ®Ó lµm b¸nh trung thu, ng­¬i cã thÓ ®i t×m hiÓu c¸ch lµm ë nh©n c«ng lµm th¸p phßng cña Minh NguyÖt TrÊn		0	1	1	\script\item\noscript.lua	0	1	1	0	0		50	0	0	0	0	0	0	0	0	0						
ÍÅ	6	1	4130	\spr\item\script\event\zhongqiu_jieri\201009\mianfen.spr	41	1	1	Nguyªn liÖu c¬ b¶n ®Ó lµm b¸nh trung thu, ng­¬i cã thÓ ®i t×m hiÓu c¸ch lµm ë nh©n c«ng lµm th¸p phßng cña Minh NguyÖt TrÊn		0	1	1	\script\item\noscript.lua	0	1	1	0	0		50	0	0	0	0	0	0	0	0	0						
Ô²	6	1	4131	\spr\item\script\event\zhongqiu_jieri\201009\mianfen.spr	41	1	1	Nguyªn liÖu c¬ b¶n ®Ó lµm b¸nh trung thu, ng­¬i cã thÓ ®i t×m hiÓu c¸ch lµm ë nh©n c«ng lµm th¸p phßng cña Minh NguyÖt TrÊn		0	1	1	\script\item\noscript.lua	0	1	1	0	0		50	0	0	0	0	0	0	0	0	0						
<<Î´·­Òë>>	6	1	4132	\spr\item\script\event\zhongqiu_jieri\201009\mianfen.spr	41	1	1	Nguyªn liÖu c¬ b¶n ®Ó lµm b¸nh trung thu, ng­¬i cã thÓ ®i t×m hiÓu c¸ch lµm ë nh©n c«ng lµm th¸p phßng cña Minh NguyÖt TrÊn		0	1	1	\script\item\noscript.lua	0	1	1	0	0		50	0	0	0	0	0	0	0	0	0						
Cµn Kh«n Phİch LŞch §¬n	6	1	4133	\spr\item\script\zijinzhendan.spr	41	1	1	¿ÉÓÃÀ´´ò°Ü¶ñÀÇ×óÊ¹£¬»ñµÃ½±Àø,¶ñÀÇ×óÊ¹ÔÚ¶ñÀÇ¹ÈÖĞ£¬´Ó³ÇÊĞ³µ·òÄÇÀï¿ÉÒÔ½øÈë¶ñÀÇ¹È£¬Äã¿ÉÒÔÈ¥ÁÙ°²µÄ»î¶¯´óÊ¹ÄÇ´òÌı´òÌı<enter>»î¶¯½ØÖ¹ÈÕÆÚ2013Äê8ÔÂ26ÈÕ		0	1	1	\script\activitysys\config\112\item_pilidan.lua	0	1	1	0	0		50	0	0	0	0	0	0	0	0	0						
Ch©n Nguyªn §an	6	1	4134	\spr\item\script\wusetang.spr	41	1	1	Sö dông sÏ nhËn ®­îc 1 ®iÓm Ch©n Nguyªn		0	1	1	\script\activitysys\config\13\zhenyuandan.lua	0	1	1	0	0		250	0	0	0	0	0	0	0	0	0						
Thiªn Long Hoµn	6	1	4135	\spr\item\script\zhenpailingyao.spr	41	1	1	Sö dông ®Ó ®¸nh qu¸i trong 5 tiÕng sÏ nhËn ®­îc gÊp 4 lÇn kinh nghiÖm, kh«ng céng dån víi Tiªn Th¶o Lé. T¨ng tØ lÖ rít Ch©n Nguyªn §an lªn 3 lÇn		0	1	0	\script\item\activityitem.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
§Şa Long Hoµn	6	1	4136	\spr\item\script\zhenpailingdan.spr	41	1	1	Sö dông ®Ó ®¸nh qu¸i trong 1 tiÕng sÏ nhËn ®­îc gÊp 4 lÇn kinh nghiÖm, kh«ng céng dån víi Tiªn Th¶o Lé. T¨ng tØ lÖ rít Ch©n Nguyªn §an lªn 3 lÇn		0	1	0	\script\item\activityitem.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
S¸ch kÜ n¨ng cÊp 150 cÊp 22	6	1	4149	\spr\item\script\other\21miji.spr	41	1	1	Sau khi sö dông cã thÓ t¨ng giíi h¹n kÜ n¨ng cÊp 150 lªn cÊp 22		0	1	0	\script\skill\lvlup150_limit.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
S¸ch kÜ n¨ng cÊp 150 cÊp 23	6	1	4150	\spr\item\script\other\22miji.spr	41	1	1	Sau khi sö dông cã thÓ t¨ng giíi h¹n kÜ n¨ng cÊp 150 lªn cÊp 23		0	1	0	\script\skill\lvlup150_limit.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
S¸ch kÜ n¨ng cÊp 150 cÊp 24	6	1	4151	\spr\item\script\other\23miji.spr	41	1	1	Sau khi sö dông cã thÓ t¨ng giíi h¹n kÜ n¨ng cÊp 150 lªn cÊp 24		0	1	0	\script\skill\lvlup150_limit.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
S¸ch kÜ n¨ng cÊp 150 cÊp 25	6	1	4152	\spr\item\script\other\cuiyan.spr	41	1	1	Sau khi sö dông cã thÓ t¨ng giíi h¹n kÜ n¨ng cÊp 150 lªn cÊp 25		0	1	0	\script\skill\lvlup150_limit.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
S¸ch kÜ n¨ng cÊp 150 cÊp 26	6	1	4153	\spr\item\script\other\tianwang.spr	41	1	1	Sau khi sö dông cã thÓ t¨ng giíi h¹n kÜ n¨ng cÊp 150 lªn cÊp 26		0	1	0	\script\skill\lvlup150_limit.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
ThŞt heo 	6	1	4189	\spr\item\questkey\taskobj399.spr	365	1	1	ThŞt heo ngon, nguyªn liÖu th­êng dïng.		0	1	1	\script\item\noscript.lua	0	1	1	0	0		200	0	0	0	0	0	0	0	0	0						
Cµ rèt	6	1	4190	\spr\item\christmas2006\carrot.spr	41	1	1	Nguyªn liÖu thİch hîp dïng cho mïa ®«ng.		0	1	1	\script\item\defualtscript.lua	0	1	1	0	0		200	0	0	0	0	0	0	0	0	0						
Mét giá trøng	6	1	4191	\spr\item\mid_autumn\yadan.spr	41	1	1	Trøng gµ ta, võa dinh d­ìng võa ngon.		0	1	1	\script\item\noscript.lua	0	1	1	0	0		200	0	0	0	0	0	0	0	0	0						
Thùc ®¬n mïa ®«ng	6	1	4192	\spr\item\questkey\009.spr	41	1	1	§em theo thùc ®¬n mïa ®«ng ®i ®Õn c¸c thµnh chİnh vµ khu vùc d· ngo¹i cña T©n Thñ Th«n cã thÓ nhËn ®­îc 1 c¸i bÕp ®Ó nÊu ra mãn ¨n ngon.		0	1	1	\script\activitysys\config\45\cookbook.lua	0	1	1	0	0		200	0	0	0	0	0	0	0	0	0						
R­¬ng c«ng cô	6	1	4193	\spr\item\oldbox\oldbox.spr	41	1	1	Mét c¸i r­¬ng c«ng cô. Më ra cã thÓ nhËn ngÉu nhiªn 10 c¸i c«ng cô ®Ó ®èt löa.		0	1	1	\script\item\activityitem.lua	0	1	1	0	0		200	0	0	0	0	0	0	0	0	0						
Mãn ¨n th­êng	6	1	4194	\spr\item\script\dongrimeiweipan.spr	41	1	1	Mãn ¨n th­êng, mïi vŞ th­êng. ¡n cã thÓ nhËn ®­îc phÇn th­ëng.		0	1	1	\script\item\activityitem.lua	0	1	1	0	0		200	0	0	0	0	0	0	0	0	0						
S¬n hµo h¶i vŞ	6	1	4195	\spr\item\script\shanzhenhaiweipan.spr	41	1	1	S¬n hµo h¶i vŞ, lµm cho ng­êi ta kh«ng chª ®­îc. ¡n cã thÓ nhËn ®­îc phÇn th­ëng.		0	1	1	\script\item\activityitem.lua	0	1	1	0	0		200	0	0	0	0	0	0	0	0	0						
ÈıÏÊ½È×Ó	6	1	4196	\spr\item\lottery\baxianjiaozi.spr	41	1	1	ÓÃ¼¦Èâ¡¢ÖíÈâ¡¢ÓãÈâ»ìºÏ×÷ÏÚµÄ½È×Ó£¬ÌìÏÂÃÀÎ¶¡£		0	1	1	\script\item\noscript.lua	0	1	1	0	0		200	0	0	0	0	0	0	0	0	0						
LÔ Hép Mïa §«ng	6	1	4197	\spr\item\script\baoxiang_yin.spr	41	1	1	LÔ hép ®ùng ®Çy vËt phÈm th­êng dïng cña mïa ®«ng. TÆng cho ®Çu bÕp mËp cã thÓ nhËn ®­îc phÇn th­ëng.		0	1	1	\script\item\noscript.lua	0	1	1	0	0		200	0	0	0	0	0	0	0	0	0						
Cµn Kh«n Phİch LŞch §¬n	6	1	4198	\spr\item\script\zijinzhendan.spr	41	1	1	¿ÉÓÃÀ´´ò°Ü¶ñÀÇ×óÊ¹£¬»ñµÃ½±Àø,¶ñÀÇ×óÊ¹ÔÚ¶ñÀÇ¹ÈÖĞ£¬´Ó³ÇÊĞ³µ·òÄÇÀï¿ÉÒÔ½øÈë¶ñÀÇ¹È£¬Äã¿ÉÒÔÈ¥ÁÙ°²»òãê¾©µÄ»î¶¯´óÊ¹ÄÇ´òÌı´òÌı<enter>»î¶¯½ØÖ¹ÈÕÆÚ2013Äê12ÔÂ1ÈÕ		0	1	1	\script\activitysys\config\121\item_pilidan.lua	0	1	1	0	0		50	0	0	0	0	0	0	0	0	0						
Cao l­¬ng mü vŞ	6	1	4199	\spr\item\christmas2006\turkey.spr	41	1	1	Cao l­¬ng mü vŞ cña thÕ gian h·y mau chãng ¨n ®i.		0	1	1	\script\item\activityitem.lua	0	1	1	0	0		200	0	0	0	0	0	0	0	0	0						
Tiªu Kú	6	1	4200	\spr\item\longmenbiaoju\ïÚÆì.spr	41	1	1	Tiªu Kú, b¶ng hiÖu Long M«n Tiªu Côc vµ Tiªu Xa sau khi bŞ c­íp mµ ®o¹t l¹i ®­îc cã thÓ nhËn phİ lao vô.		0	1	0	\script\item\noscript.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
Ho¸n Tiªu ChØ	6	1	4201	\spr\item\longmenbiaoju\»»ïÚÆ¾Ö¤.spr	41	1	1	Dïng hÕt sè lÇn lµm míi nhiÖm vô ¸p Tiªu muèn tiÕp tôc lµm míi nhiÖm vô cÇn ph¶i nép vËt nµy.		0	1	1	\script\item\noscript.lua	0	1	1	0	0		50	0	0	0	0	0	0	0	0	0						
¸p tiªu ñy nhiÖm tr¹ng cao cÊp	6	1	4202	\spr\item\longmenbiaoju\¸ß¼¶ÑºïÚÎ¯ÈÎ×´.spr	41	1	1	§em vËt nµy nép cho «ng chñ Tiªu côc cã thÓ nhËn ngÉu nhiªn nhiÖm vô ¸p Tiªu 7 sao, 8 sao, 9 sao.		0	1	0	\script\item\noscript.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
Hé Tiªu LÖnh	6	1	4203	\spr\item\longmenbiaoju\»¤ïÚÁî.spr	41	1	1	Tiªu côc tÆng huy ch­¬ng cho sù anh dòng hé tiªu cña ®¹i hiÖp khi gÆp nguy hiÓm kh«ng lo¹n, cã thÓ ®æi vËt phÈm ¸p Tiªu.		0	1	1	\script\item\noscript.lua	0	1	1	0	0		50	0	0	0	0	0	0	0	0	0						
Kho¸i M· Gia Tiªn	6	1	4204	\spr\item\longmenbiaoju\jiasufu.spr	41	1	1	Sö dông gÇn Tiªu Xa, t¨ng 100% tèc ®é di chuyÓn cña Tiªu Xa, duy tr× 15 gi©y, thêi gian chê 3 phót		0	1	1	\script\event\longmenbiaoju\item.lua	0	1	1	0	0		50	0	0	0	0	0	0	0	0	0						
Kiªn BÊt Kh¶ Táa	6	1	4205	\spr\item\longmenbiaoju\jiaxuefu.spr	41	1	1	Sö dông gÇn Tiªu Xa, n©ng cao l­íi b¶o hé cña Tiªu Xa, håi phôc 10% m¸u cña Tiªu Xa, thêi gian chê 3 phót		0	1	1	\script\event\longmenbiaoju\item.lua	0	1	1	0	0		50	0	0	0	0	0	0	0	0	0						
ThiÕt Xa MËt Bè	6	1	4206	\spr\item\longmenbiaoju\yinshenfu.spr	41	1	1	Sö dông gÇn Tiªu Xa, më nót ®ãng më mòi tªn ®­îc giÊu kİn, ph¶n s¸t th­¬ng 100%, duy tr× 10 gi©y, thêi gian chê 3 phót		0	1	1	\script\event\longmenbiaoju\item.lua	0	1	1	0	0		50	0	0	0	0	0	0	0	0	0						
Tiªu Xa Di VŞ	6	1	4207	\spr\item\longmenbiaoju\gedangfu.spr	41	1	1	Sö dông gÇn Tiªu Xa, lµm cho Tiªu Xa dŞch chuyÓn ®Õn vŞ trİ cña ng­êi ch¬i, thêi gian chê 3 phót		0	1	1	\script\event\longmenbiaoju\item.lua	1	1	0	0			50	0	0	0	0	0	0	0	0	0						
HuyÕt Long §¬n	6	1	4208	\spr\item\script\zhenpailingyao.spr	41	1	1	KÕt hîp sö dông víi HuyÕt Long §»ng ®Ó n©ng cao tØ lÖ xung m¹ch.		0	1	1	\script\item\noscript.lua	0	1	1	1	0		50	1	0	0	0	0	0	0	0	0						
Qu¶ cÇu tuyÕt	6	1	4209	\spr\item\jianzhong\mantou.spr	41	1	1	Cã thÓ nhÆt ®­îc t¹i ®Ønh nói Tr­êng B¹ch.		0	1	1	\script\item\noscript.lua	0	1	1	0	0		200	0	0	0	0	0	0	0	0	0						
Nãn gi¸ng sinh	6	1	4210	\spr\item\christmas2006\xmascap.spr	41	1	1	Nãn gi¸ng sinh dïng ®Ó trang trİ ng­êi tuyÕt.		0	1	1	\script\item\noscript.lua	0	1	1	0	0		200	0	0	0	0	0	0	0	0	0						
Kh¨n Quµng Cæ	6	1	4211	\spr\item\script\funv_jieri\200903\weijin.spr	41	1	1	Kh¨n choµng dïng ®Ó trang trİ ng­êi tuyÕt.		0	1	1	\script\item\noscript.lua	0	1	1	0	0		200	0	0	0	0	0	0	0	0	0						
G¨ng Tay §¾p TuyÕt	6	1	4212	\spr\item\shoutao.spr	41	1	1	G¨ng tay ®Æc biÖt cã thÓ cho ng­¬i thªm sè lÇn ®¾p tuyÕt.		0	1	1	\script\item\activityitem.lua	0	1	1	0	0		200	0	0	0	0	0	0	0	0	0						
Trøng Phóc	6	1	4247	\spr\item\script\gold_luckyegg.spr	41	1	1	Mét qu¶ trøng chøa ®Çy linh khİ, cã thÓ lµ cã linh vËt bªn trong. Qu¶ trøng vµng lÊp l¸nh, h·y dïng chïy ®Ëp ra xem bªn trong cã g× nµo.		0	1	1	\script\item\noscript.lua	0	1	1	0	0		200	0	0	0	0	0	0	0	0	0						
Tói Chïy Vµng	6	1	4251	\spr\item\script\spring2010\jixiangbao.spr	41	1	1	NhÊn chuét ph¶i sö dông, nhËn ®­îc 50 c¸i chïy vµng.		0	1	1	\script\item\noscript.lua	0	1	1	0	0		200	0	0	0	0	0	0	0	0	0						
Chïy §ång	6	1	4252	\spr\item\shengdan2010\yuandantongchui.spr	41	1	1	NhÊn chuét ph¶i sö dông, ®Ëp trøng nhËn phÇn th­ëng.		0	1	1	\script\item\noscript.lua	0	1	1	0	0		200	0	0	0	0	0	0	0	0	0						
Chïy B¹c	6	1	4253	\spr\item\shengdan2010\yuandanyinchui.spr	41	1	1	NhÊn chuét ph¶i sö dông, ®Ëp trøng nhËn phÇn th­ëng.		0	1	1	\script\item\noscript.lua	0	1	1	0	0		200	0	0	0	0	0	0	0	0	0						
Chïy Vµng	6	1	4254	\spr\item\shengdan2010\yuandanjinchui.spr	41	1	1	NhÊn chuét ph¶i sö dông, ®Ëp trøng nhËn phÇn th­ëng.		0	1	1	\script\item\noscript.lua	0	1	1	0	0		200	0	0	0	0	0	0	0	0	0						
Ph¸o	6	1	4255	\spr\item\magic\icon_item_baozhu.spr	41	1	1	§èt ph¸o ®ãn tÕt sÏ gÆp ®­îc nhiÒu may m¾n.		0	1	1	\script\item\activityitem.lua	0	1	1	0	0		250	0	0	0	0	0	0	0	0	0						
D©y n¬ hång	6	1	4256	\spr\item\script\roseribbon.spr	41	1	1	Dïng ®Ó liªn kÕt t×nh c¶m cña ng­êi th©n víi nhau.		0	1	1	\script\item\noscript.lua	0	1	1	0	0		250	0	0	0	0	0	0	0	0	0						
L«ng nhİm	6	1	4321	\spr\item\xinshourenwu\ciweimao.spr	41	1	1	Nguyªn liÖu quan träng chÕ t¹o binh khİ tr­íc ®©y		0	1	1	\script\item\noscript.lua	0	1	1	0	0		250	0	0	0	0	0	0	0	0	0						
Th­ H¾c §iÓu	6	1	4322	\spr\item\xinshourenwu\heidiaoxin.spr	41	1	1	Tİn vËt Ch­ëng M«n Nh©n ®­a cho H¾c §iÓu		0	1	0	\script\item\noscript.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
Hé M¹ch Bao	6	1	4323	\spr\item\xinshourenwu\humaibao.spr	41	1	1	ë trong cã 10.000 c¸i Hé M¹ch §¬n (khãa)		0	1	0	\script\task\guide\item\humaibao.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
VËt phÈm s­ m«n	6	1	4324	\spr\item\xinshourenwu\shimenxinwu.spr	41	1	1	Khi ®¸nh qu¸i cã thÓ nhËn ®­îc Tİn VËt		0	1	1	\script\item\noscript.lua	0	1	1	0	0		250	0	0	0	0	0	0	0	0	0						
MËt tŞch cÊp 21 kü n¨ng 150 ph¸i Hoa S¬n	6	1	4325	\spr\item\script\other\21miji.spr	41	1	1	NhÊn vµo sö dông cã thÓ n©ng kü n¨ng 150 ph¸i Hoa S¬n lªn cÊp 21		0	1	1	\script\item\noscript.lua	0	1	1	0	0		50	0	0	0	0	0	0	0	0	0						
MËt tŞch cÊp 22 kü n¨ng 150 ph¸i Hoa S¬n	6	1	4326	\spr\item\script\other\22miji.spr	41	1	1	NhÊn vµo sö dông cã thÓ n©ng kü n¨ng 150 ph¸i Hoa S¬n lªn cÊp 22		0	1	1	\script\item\noscript.lua	0	1	1	0	0		50	0	0	0	0	0	0	0	0	0						
MËt tŞch cÊp 23 kü n¨ng 150 ph¸i Hoa S¬n	6	1	4327	\spr\item\script\other\23miji.spr	41	1	1	NhÊn vµo sö dông cã thÓ n©ng kü n¨ng 150 ph¸i Hoa S¬n lªn cÊp 23		0	1	1	\script\item\noscript.lua	0	1	1	0	0		50	0	0	0	0	0	0	0	0	0						
Hoa S¬n Kú Th­	6	1	4328	\spr\item\script\other\23miji.spr	41	1	1	Tİn vËt cña Vâ L©m Minh Chñ göi cho ch­ëng m«n Hoa S¬n		0	1	0	\script\item\noscript.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
Trøng L¸ Trµ.	6	1	4329	\spr\item\chayedan.spr	41	1	1	B¶o vËt gi¸ trŞ liªn thµnh, nghe nãi ë trªn mét ®¶o nhá ph­¬ng Nam nµo ®ã lµ mét trong thùc vËt th­êng ngµy cña c­ d©n, thËt lµ kh«ng thÓ t­ëng t­îng næi. Bëi v× qu¸ quı träng kh«ng nì ¨n, chØ cã thÓ dïng ®Ó lµm quµ.		0	1	1	\script\activitysys\config\92\item_chayedan.lua	0	1	1	0	0		50	0	0	0	0	0	0	0	0	0						
Trøng L¸ Trµ. LÔ	6	1	4330	\spr\item\chayedangift.spr	41	1	1	Mãn quµ v« cïng quı b¸u, ®Ó kh«ng phô tÊm lßng cña §¹i HiÖp, hay lµ ¨n nã coi nh­ t©m hoµi c¶m kİch nhĞ.		0	1	1	\script\activitysys\config\92\item_chayedangift.lua	0	1	1	0	0		200	0	0	0	0	0	0	0	0	0						
§¹i LÔ Bao §Æc HuÖ YY	6	1	4331	\spr\item\script\item_chrismasbox.spr	41	1	1	NhÊn chuét ph¶i sö dông, bªn trong cã lÔ bao ®Æc huÖ YY, cïng víi b¹n hµnh giang hå.		0	1	1	\script\activitysys\config\91\item_yy_yrjlibao.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
Ngäc Béi cæ x­a.	6	1	4332	\spr\item\script\youlongsuiyu.spr	41	1	1	Ngäc Béi cæ x­a,xuyªn qua ¸nh quang thanh l¹nh, d­êng nh­ lı lŞch bÊt phµm. Cïng víi NguyÖt Ca LÖnh giao nép cho D­¬ng Ch©u häc ®å ThiÕt T­îng cã thÓ häc ®­îc kü n¨ng cÊp 150		0	1	0	\script\item\noscript.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
Tö §µn Méc	6	1	4333	\spr\item\script\spring2010\meishuzhi.spr	41	1	1	Dïng ®Ó ®æi Méc T­¬ng vµ §éc HuyÒn CÇm t¹i chç §¹i S­ L·o L·o		0	1	1	\script\item\noscript.lua	0	1	1	0	0		200	0	0	0	0	0	0	0	0	0						
Tinh ThiÕt Táa	6	1	4334	\spr\item\script\duankaidejian.spr	41	1	1	Dïng ®Ó ®æi nguyªn liÖu Méc T­¬ng t¹i chç §¹i S­ L·o L·o		0	1	1	\script\item\noscript.lua	0	1	1	0	0		200	0	0	0	0	0	0	0	0	0						
Tinh ThiÕt TuyÕn	6	1	4335	\spr\item\script\jingtiexian.spr	41	1	1	Nguyªn liÖu dïng ®Ó ®æi §éc HuyÒn CÇm t¹i chç §¹i S­ L·o L·o.		0	1	1	\script\item\noscript.lua	0	1	1	0	0		200	0	0	0	0	0	0	0	0	0						
L¹n Ng©n Cø	6	1	4336	\spr\item\tianchimijing\dao.spr	41	1	1	NhÊn chuét ph¶i sö dông nhËn ®­îc phÇn th­ëng.		0	1	1	\script\item\noscript.lua	0	1	1	0	0		200	0	0	0	0	0	0	0	0	0						
§éc HuyÒn CÇm	6	1	4337	\spr\item\script\duxianqin.spr	41	1	1	NhÊn chuét ph¶i sö dông nhËn ®­îc phÇn th­ëng.		0	1	1	\script\item\noscript.lua	0	1	1	0	0		200	0	0	0	0	0	0	0	0	0						
Méc T­¬ng	6	1	4338	\spr\item\script\muxiang.spr	41	1	1	NhÊn chuét ph¶i sö dông nhËn ®­îc phÇn th­ëng.		0	1	1	\script\item\noscript.lua	0	1	1	0	0		200	0	0	0	0	0	0	0	0	0						
Hé Tiªu LÔ Hép	6	1	4339	\spr\item\script\item_chrismasbox.spr	41	1	1	NhÊp chuét ph¶i sö dông, nhËn 20 c¸i Ho¸n Tiªu ChØ		0	1	1	\script\event\longmenbiaoju\item_hubiaolihe.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
LÔ Bao Liªn ChiÕn.	6	1	4417	\spr\item\obj_item_jixiang.spr	377	1	1	nhÊn phİm ph¶i sö dông		0	1	0	\vng_script\item\lebaolienchien.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
§¹i Hé M¹ch §¬n.	6	1	4418	\spr\item\script\other\dahumaidan.spr	377	1	1	cã thÓ th¨ng cÊp Kinh M¹ch, do Hé M¹ch §¬n hîp thµnh.		0	1	1	\script\item\noscript.lua	0	1	1	0	0		500	0	0	0	0	0	0	0	0	0						
¸ßÊÖ´óÀñ°ü	6	1	4472	\spr\item\script\weizhulibao.spr	41	1	1	¡°¸ßÊÖÈ¥ÄÄ¶ù¡±È«¹ú¹Ú¾üÌôÕ½ÈüÏÖ³¡²ÎÓë´óÀñ°ü£¬Î¨ÓÂÕßÆë¾Û³É¶¼¿ÉµÃ£¬ÓÒ¼üµã»÷Ê¹ÓÃ¡£		0	1	0	\script\activitysys\config\128\item_partlibao.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
Th­ëng TËn Trung	6	1	4473	\spr\item\script\weizhulibao.spr	41	1	1	Khen ngîi sù tham gia tİch cùc cña ®¹i hiÖp trong ho¹t ®éng ¸p Tiªu Bang Héi, click chuét ph¶i ®Ó nhËn phÇn th­ëng.		0	1	0	\script\activitysys\config\129\item_followaward.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
Th­ëng Trung Thµnh	6	1	4474	\spr\item\script\fuguijinhe.spr	41	1	1	Khen ngîi c«ng lao to lín cña ®¹i hiÖp trong ho¹t ®éng ¸p Tiªu Bang Héi, click chuét ph¶i ®Ó nhËn phÇn th­ëng.		0	1	0	\script\activitysys\config\129\item_followaward.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
R­¬ng Tiªu VËt Bang	6	1	4475	\spr\item\script\item_baihubaoxiang.spr	41	1	1	Sau khi nép ë chç TÕ Töu, bang chñ cã thÓ nhËn phÇn th­ëng ®oµn thÓ cña ¸p Tiªu Bang Héi.		0	1	1	\script\item\noscript.lua	0	1	1	0	0		100	0	0	0	0	0	0	0	0	0						
