0	是否前缀	五行要求	等级要求	属性调整类别	参数1最小值	参数1最大值	参数2最小值	参数2最大值	参数3最小值	参数3最大值	效果说明
减少来自水系的伤害6%				281	6	6	-1	-1	0	0	0
减少来自水系的伤害7%				281	7	7	-1	-1	0	0	0
减少来自水系的伤害8%				281	8	8	-1	-1	0	0	0
减少来自水系的伤害9%				281	9	9	-1	-1	0	0	0
减少来自水系的伤害10%				281	10	10	-1	-1	0	0	0
减少来自火系的伤害6%				283	6	6	-1	-1	0	0	0
减少来自火系的伤害7%				283	7	7	-1	-1	0	0	0
减少来自火系的伤害8%				283	8	8	-1	-1	0	0	0
减少来自火系的伤害9%				283	9	9	-1	-1	0	0	0
减少来自火系的伤害10%				283	10	10	-1	-1	0	0	0
减少来自土系的伤害6%				285	6	6	-1	-1	0	0	0
减少来自土系的伤害7%				285	7	7	-1	-1	0	0	0
减少来自土系的伤害8%				285	8	8	-1	-1	0	0	0
减少来自土系的伤害9%				285	9	9	-1	-1	0	0	0
减少来自土系的伤害10%				285	10	10	-1	-1	0	0	0
忽略对方普防2				263	2	2	-1	-1	0	0	0
忽略对方普防4				263	4	4	-1	-1	0	0	0
忽略对方普防6				263	6	6	-1	-1	0	0	0
忽略对方普防8				263	8	8	-1	-1	0	0	0
忽略对方普防10				263	10	10	-1	-1	0	0	0
忽略对方普防12				263	12	12	-1	-1	0	0	0
忽略对方普防14				263	14	14	-1	-1	0	0	0
忽略对方普防16				263	16	16	-1	-1	0	0	0
忽略对方普防18				263	18	18	-1	-1	0	0	0
忽略对方普防20				263	20	20	-1	-1	0	0	0
忽略对方毒防2				264	2	2	-1	-1	0	0	0
忽略对方毒防4				264	4	4	-1	-1	0	0	0
忽略对方毒防6				264	6	6	-1	-1	0	0	0
忽略对方毒防8				264	8	8	-1	-1	0	0	0
忽略对方毒防10				264	10	10	-1	-1	0	0	0
忽略对方毒防12				264	12	12	-1	-1	0	0	0
忽略对方毒防14				264	14	14	-1	-1	0	0	0
忽略对方毒防16				264	16	16	-1	-1	0	0	0
忽略对方毒防18				264	18	18	-1	-1	0	0	0
忽略对方毒防20				264	20	20	-1	-1	0	0	0
忽略对方冰防2				265	2	2	-1	-1	0	0	0
忽略对方冰防4				265	4	4	-1	-1	0	0	0
忽略对方冰防6				265	6	6	-1	-1	0	0	0
忽略对方冰防8				265	8	8	-1	-1	0	0	0
忽略对方冰防10				265	10	10	-1	-1	0	0	0
忽略对方冰防12				265	12	12	-1	-1	0	0	0
忽略对方冰防14				265	14	14	-1	-1	0	0	0
忽略对方冰防16				265	16	16	-1	-1	0	0	0
忽略对方冰防18				265	18	18	-1	-1	0	0	0
忽略对方冰防20				265	20	20	-1	-1	0	0	0
忽略对方火防2				266	2	2	-1	-1	0	0	0
忽略对方火防4				266	4	4	-1	-1	0	0	0
忽略对方火防6				266	6	6	-1	-1	0	0	0
忽略对方火防8				266	8	8	-1	-1	0	0	0
忽略对方火防10				266	10	10	-1	-1	0	0	0
忽略对方火防12				266	12	12	-1	-1	0	0	0
忽略对方火防14				266	14	14	-1	-1	0	0	0
忽略对方火防16				266	16	16	-1	-1	0	0	0
忽略对方火防18				266	18	18	-1	-1	0	0	0
忽略对方火防20				266	20	20	-1	-1	0	0	0
忽略对方雷防2				267	2	2	-1	-1	0	0	0
忽略对方雷防4				267	4	4	-1	-1	0	0	0
忽略对方雷防6				267	6	6	-1	-1	0	0	0
忽略对方雷防8				267	8	8	-1	-1	0	0	0
忽略对方雷防10				267	10	10	-1	-1	0	0	0
忽略对方雷防12				267	12	12	-1	-1	0	0	0
忽略对方雷防14				267	14	14	-1	-1	0	0	0
忽略对方雷防16				267	16	16	-1	-1	0	0	0
忽略对方雷防18				267	18	18	-1	-1	0	0	0
忽略对方雷防20				267	20	20	-1	-1	0	0	0
内功攻击20				306	200	200	-1	-1	0	0	0
内功攻击40				306	400	400	-1	-1	0	0	0
内功攻击60				306	600	600	-1	-1	0	0	0
内功攻击80				306	800	800	-1	-1	0	0	0
内功攻击100				306	1000	1000	-1	-1	0	0	0
内功攻击120				306	1200	1200	-1	-1	0	0	0
内功攻击140				306	1400	1400	-1	-1	0	0	0
内功攻击160				306	1600	1600	-1	-1	0	0	0
内功攻击180				306	1800	1800	-1	-1	0	0	0
内功攻击200				306	2000	2000	-1	-1	0	0	0
新生命				233	840	920	-1	-1	0	0	0
新火防				230	65	70	-1	-1	0	0	0
新冰防				232	65	70	-1	-1	0	0	0
新雷防				229	65	70	-1	-1	0	0	0
新毒防				228	65	70	-1	-1	0	0	0
新普防				231	65	70	-1	-1	0	0	0
新内力				235	920	1000	-1	-1	0	0	0
攻击技能加成				243	65	70	-1	-1	0	0	0
原格挡				226	4	5	-1	-1	0	0	0
新生命				233	1080	1160	-1	-1	0	0	0
新火防				230	75	80	-1	-1	0	0	0
新冰防				232	75	80	-1	-1	0	0	0
新雷防				229	75	80	-1	-1	0	0	0
新毒防				228	75	80	-1	-1	0	0	0
新普防				231	75	80	-1	-1	0	0	0
新内力				235	1080	1160	-1	-1	0	0	0
减少中毒时间				108	100	110	-1	-1	0	0	0
减少眩晕时间				110	100	110	-1	-1	0	0	0
减少迟缓时间				106	100	110	-1	-1	0	0	0
攻击技能加成				243	75	80	-1	-1	0	0	0
新抵消伤害55_60				237	65	70	-1	-1	0	0	0
原格挡				226	5	6	-1	-1	0	0	0
新生命				233	1240	1320	-1	-1	0	0	0
新火防				230	85	90	-1	-1	0	0	0
新冰防				232	85	90	-1	-1	0	0	0
新雷防				229	85	90	-1	-1	0	0	0
新毒防				228	85	90	-1	-1	0	0	0
新普防				231	85	90	-1	-1	0	0	0
新内力				235	1240	1320	-1	-1	0	0	0
减少中毒时间				108	115	120	-1	-1	0	0	0
减少眩晕时间				110	115	120	-1	-1	0	0	0
减少迟缓时间				106	115	120	-1	-1	0	0	0
攻击技能加成				243	85	90	-1	-1	0	0	0
新抵消伤害55_60				237	70	75	-1	-1	0	0	0
原格挡				226	6	7	-1	-1	0	0	0
新生命				233	920	1000	-1	-1	0	0	0
新火防				230	60	65	-1	-1	0	0	0
新冰防				232	60	65	-1	-1	0	0	0
新雷防				229	60	65	-1	-1	0	0	0
新毒防				228	60	65	-1	-1	0	0	0
新普防				231	60	65	-1	-1	0	0	0
新内力				235	920	1000	-1	-1	0	0	0
减少中毒时间				108	85	90	-1	-1	0	0	0
减少眩晕时间				110	85	90	-1	-1	0	0	0
减少迟缓时间				106	85	90	-1	-1	0	0	0
攻击技能加成				243	60	65	-1	-1	0	0	0
新抵消伤害55_60				237	60	65	-1	-1	0	0	0
新生命				233	1160	1240	-1	-1	0	0	0
新火防				230	70	75	-1	-1	0	0	0
新冰防				232	70	75	-1	-1	0	0	0
新雷防				229	70	75	-1	-1	0	0	0
新毒防				228	70	75	-1	-1	0	0	0
新普防				231	70	75	-1	-1	0	0	0
新内力				235	1160	1240	-1	-1	0	0	0
减少中毒时间				108	95	100	-1	-1	0	0	0
减少眩晕时间				110	95	100	-1	-1	0	0	0
减少迟缓时间				106	95	100	-1	-1	0	0	0
攻击技能加成				243	70	75	-1	-1	0	0	0
新抵消伤害55_60				237	70	75	-1	-1	0	0	0
新生命				233	1320	1400	-1	-1	0	0	0
新火防				230	80	85	-1	-1	0	0	0
新冰防				232	80	85	-1	-1	0	0	0
新雷防				229	80	85	-1	-1	0	0	0
新毒防				228	80	85	-1	-1	0	0	0
新普防				231	80	85	-1	-1	0	0	0
新内力				235	1320	1400	-1	-1	0	0	0
减少中毒时间				108	105	110	-1	-1	0	0	0
减少眩晕时间				110	105	110	-1	-1	0	0	0
减少迟缓时间				106	105	110	-1	-1	0	0	0
攻击技能加成				243	80	85	-1	-1	0	0	0
新抵消伤害55_60				237	80	85	-1	-1	0	0	0
新生命				233	1480	1560	-1	-1	0	0	0
新内力				235	1480	1560	-1	-1	0	0	0
减少中毒时间				108	115	120	-1	-1	0	0	0
减少眩晕时间				110	115	120	-1	-1	0	0	0
减少迟缓时间				106	115	120	-1	-1	0	0	0
攻击技能加成				243	90	95	-1	-1	0	0	0
新抵消伤害55_60				237	90	95	-1	-1	0	0	0
新生命（耀阳）				233	1200	1300	-1	-1	0	0	0
新内力（耀阳）				235	1100	1200	-1	-1	0	0	0
减少中毒时间（耀阳）				108	100	110	-1	-1	0	0	0
减少眩晕时间（耀阳）				110	100	110	-1	-1	0	0	0
减少迟缓时间（耀阳）				106	100	110	-1	-1	0	0	0
新全抗（耀阳）				241	38	40	-1	-1	0	0	0
攻击技能加成（耀阳）				243	85	90	-1	-1	0	0	0
原格挡（耀阳）				226	6	8	-1	-1	0	0	0
远反（耀阳）				120	8	10	-1	-1	0	0	0
行龙不雨				139	3	4	-1	-1	14	14	0
少林拳法				139	3	4	-1	-1	8	8	0
达摩渡江				139	3	4	-1	-1	318	318	0
金刚伏魔				139	3	4	-1	-1	10	10	0
少林棍法				139	3	4	-1	-1	4	4	0
韦陀献杵				139	1	1	-1	-1	1056	1056	0
横扫千军				139	3	4	-1	-1	319	319	0
横扫六合				139	3	4	-1	-1	11	11	0
少林刀法				139	3	4	-1	-1	6	6	0
摩诃无量				139	3	4	-1	-1	19	19	0
无相斩				139	3	4	-1	-1	321	321	0
叁戒归禅				139	1	1	-1	-1	1057	1057	0
原跑速（耀阳）				111	100	110	-1	-1	0	0	0
新打击回复（耀阳）				245	71	76	-1	-1	0	0	0
大力金刚掌				139	1	1	-1	-1	1055	1055	0
龙爪虎抓				139	3	4	-1	-1	271	271	0
内力回复（耀阳）				92	15	20	-1	-1	0	0	0
外冰点数（耀阳）				123	180	200	-1	-1	0	0	0
新生命%（耀阳）				234	15	20	-1	-1	0	0	0
斩龙诀				139	3	4	-1	-1	29	29	0
天王锤法				139	3	4	-1	-1	26	26	0
行云诀				139	3	4	-1	-1	31	31	0
乘龙诀				139	3	4	-1	-1	324	324	0
追风诀				139	3	4	-1	-1	325	325	0
回风落雁				139	3	4	-1	-1	30	30	0
天王枪法				139	3	4	-1	-1	23	23	0
阳关三叠				139	3	4	-1	-1	35	35	0
追星逐月				139	3	4	-1	-1	323	323	0
惊雷斩				139	3	4	-1	-1	34	34	0
天王刀法				139	3	4	-1	-1	24	24	0
泼风斩				139	3	4	-1	-1	37	37	0
破天斩				139	3	4	-1	-1	322	322	0
原跑速（耀阳）				111	100	110	-1	-1	0	0	0
新外功攻速（耀阳）				239	140	158	-1	-1	0	0	0
造成迟缓时间（星霜）				161	30	35	-1	-1	0	0	0
一叶知秋				139	3	4	-1	-1	85	85	0
峨嵋剑法				139	3	4	-1	-1	77	77	0
推窗望月				139	3	4	-1	-1	385	385	0
三峨霁雪				139	3	4	-1	-1	328	328	0
飘雪穿云				139	3	4	-1	-1	80	80	0
峨嵋掌法1				139	3	4	-1	-1	79	79	0
四象同归				139	3	4	-1	-1	82	82	0
风霜碎影				139	3	4	-1	-1	380	380	0
新内功攻速（耀阳）				240	140	158	-1	-1	0	0	0
风花雪月				139	3	4	-1	-1	99	99	0
翠烟刀法				139	3	4	-1	-1	95	95	0
雨打梨花				139	3	4	-1	-1	105	105	0
风卷残雪				139	3	4	-1	-1	102	102	0
翠烟双刀1				139	3	4	-1	-1	97	97	0
浮云散雪				139	3	4	-1	-1	113	113	0
冰踪无影				139	4	4	-1	-1	336	336	0
冰心仙子				139	3	4	-1	-1	337	337	0
缩短毒发间隔（耀阳）				164	7	9	-1	-1	0	0	0
新外功攻速（耀阳）				239	112	126	-1	-1	0	0	0
毒砂掌				139	3	4	-1	-1	63	63	0
五毒掌法				139	3	4	-1	-1	62	62	0
幽冥骷髅				139	3	4	-1	-1	68	68	0
五毒刀法				139	3	4	-1	-1	60	60	0
百毒穿心				139	3	4	-1	-1	384	384	0
朱蛤青冥				139	3	4	-1	-1	74	74	0
血刀毒杀				139	3	4	-1	-1	65	65	0
玄阴斩				139	3	4	-1	-1	355	355	0
内毒伤（耀阳）				172	650	700	-1	-1	0	0	0
阴风蚀骨				139	3	4	-1	-1	353	353	0
新外功攻速（耀阳）				239	240	261	-1	-1	0	0	0
霹雳弹				139	3	4	-1	-1	45	45	0
唐门暗器				139	3	4	-1	-1	43	43	0
追心箭				139	3	4	-1	-1	50	50	0
慑魂月影				139	3	4	-1	-1	339	339	0
暴雨梨花				139	3	4	-1	-1	302	302	0
九宫飞星				139	3	4	-1	-1	342	342	0
漫天花雨				139	3	4	-1	-1	54	54	0
夺魂镖				139	3	4	-1	-1	47	47	0
加深伤害（耀阳）				269	25	35	-1	-1	0	0	0
见人伸手				139	3	4	-1	-1	122	122	0
丐帮掌法				139	3	4	-1	-1	116	116	0
降龙掌				139	3	4	-1	-1	274	274	0
沿门托钵				139	3	4	-1	-1	119	119	0
丐帮棒法				139	3	4	-1	-1	115	115	0
打狗阵				139	3	4	-1	-1	124	124	0
飞龙在天				139	3	4	-1	-1	357	357	0
天下无狗				139	3	4	-1	-1	359	359	0
新内功攻速（耀阳）				240	112	126	-1	-1	0	0	0
抵消格挡（耀阳）				270	5	7	-1	-1	0	0	0
弹指烈焰				139	3	4	-1	-1	145	145	0
天忍刀法				139	3	4	-1	-1	131	131	0
推山填海1				139	3	4	-1	-1	138	138	0
天外流星				139	3	4	-1	-1	362	362	0
新外功攻速（耀阳）				239	180	201	-1	-1	0	0	0
残阳如血				139	3	4	-1	-1	135	135	0
天忍矛法				139	3	4	-1	-1	132	132	0
烈火情天				139	3	4	-1	-1	141	141	0
云龙击				139	3	4	-1	-1	361	361	0
攻击技能加成（耀阳）				243	105	120	-1	-1	0	0	0
造成眩晕概率（耀阳）				261	6	9	-1	-1	0	0	0
怒雷指				139	3	4	-1	-1	153	153	0
武当拳法				139	3	4	-1	-1	152	152	0
剥及而复1				139	3	4	-1	-1	164	164	0
天地无极1				139	3	4	-1	-1	365	365	0
沧海明月				139	3	4	-1	-1	155	155	0
武当剑法				139	3	4	-1	-1	151	151	0
剑飞惊天				139	3	4	-1	-1	158	158	0
人剑合一				139	3	4	-1	-1	368	368	0
呼风法				139	3	4	-1	-1	169	169	0
昆仑刀法				139	3	4	-1	-1	167	167	0
一气三清符				139	3	4	-1	-1	178	178	0
傲雪啸风				139	3	4	-1	-1	372	372	0
狂雷震地				139	3	4	-1	-1	179	179	0
昆仑剑法				139	3	4	-1	-1	168	168	0
天际迅雷				139	3	4	-1	-1	172	172	0
雷动九天				139	3	4	-1	-1	375	375	0
金雁横空				139	3	4	-1	-1	1351	1351	0
天绅倒悬				139	3	4	-1	-1	1355	1355	0
苍松迎客				139	3	4	-1	-1	1360	1360	0
夺命连环三仙剑				139	3	4	-1	-1	1364	1364	0
清风送爽				139	3	4	-1	-1	1372	1372	0
龙旋剑气				139	3	4	-1	-1	1376	1376	0
摩云剑气				139	3	4	-1	-1	1380	1380	0
劈石破玉				139	3	4	-1	-1	1382	1382	0
减少来自金系的伤害（耀阳）				277	5	10	-1	-1	0	0	0
减少来自木系的伤害（耀阳）				279	5	10	-1	-1	0	0	0
减少来自水系的伤害（耀阳）				281	5	10	-1	-1	0	0	0
减少来自火系的伤害（耀阳）				283	5	10	-1	-1	0	0	0
减少来自土系的伤害（耀阳）				285	5	10	-1	-1	0	0	0
抵消格挡（耀阳）				270	4	6	-1	-1	0	0	0
抵挡重击概率（耀阳）				271	4	6	-1	-1	0	0	0
忽略远反（耀阳）				300	5	10	-1	-1	0	0	0
造成迟缓时间（耀阳）				161	40	50	-1	-1	0	0	0
原重击（16级）				227	5	8	-1	-1	0	0	0
新内功攻速（耀阳）				240	30	45	-1	-1	0	0	0
造成中毒时间（耀阳）				258	80	100	-1	-1	0	0	0
造成受伤动作时间（耀阳）				219	5	10	-1	-1	0	0	0
加深伤害（耀阳）				269	30	50	-1	-1	0	0	0
新外功攻速（耀阳）				239	30	45	-1	-1	0	0	0
新生命（耀阳）				233	2000	3000	-1	-1	0	0	0
攻击技能加成（耀阳）				243	50	80	-1	-1	0	0	0
造成眩晕时间（耀阳）				220	20	30	-1	-1	0	0	0
回血6				88	15	20	-1	-1	0	0	0
新生命%（耀阳）				234	25	30	-1	-1	0	0	0
新外功攻速（耀阳）				239	145	158	-1	-1	0	0	0
新内功攻速（耀阳）				240	145	158	-1	-1	0	0	0
新经脉生命%				234	8	8	-1	-1	0	0	0
新经脉生命%				234	15	15	-1	-1	0	0	0
新经脉生命%				234	28	28	-1	-1	0	0	0
新经脉生命%				234	40	40	-1	-1	0	0	0
新经脉生命效率				190	5	5	-1	-1	0	0	0
新经脉生命效率				190	10	10	-1	-1	0	0	0
新经脉生命效率				190	15	15	-1	-1	0	0	0
新经脉生命效率				190	20	20	-1	-1	0	0	0
新经脉加攻击				249	1	1	-1	-1	0	0	0
新经脉加攻击				249	2	2	-1	-1	0	0	0
新经脉加攻击				249	3	3	-1	-1	0	0	0
新经脉加攻击				249	4	4	-1	-1	0	0	0
新经脉忽略全抗				268	5	5	-1	-1	0	0	0
新经脉忽略全抗				268	8	8	-1	-1	0	0	0
新经脉忽略全抗				268	13	13	-1	-1	0	0	0
新经脉忽略全抗				268	20	20	-1	-1	0	0	0
新经脉加深伤害				269	20	20	-1	-1	0	0	0
新经脉加深伤害				269	40	40	-1	-1	0	0	0
新经脉加深伤害				269	60	60	-1	-1	0	0	0
新经脉加深伤害				269	80	80	-1	-1	0	0	0
新经脉技能加成%				243	40	40	-1	-1	0	0	0
新经脉技能加成%				243	60	60	-1	-1	0	0	0
新经脉技能加成%				243	80	80	-1	-1	0	0	0
新经脉技能加成%				243	100	100	-1	-1	0	0	0
新经脉重击				227	2	2	-1	-1	0	0	0
新经脉重击				227	3	3	-1	-1	0	0	0
新经脉重击				227	5	5	-1	-1	0	0	0
新经脉重击				227	8	8	-1	-1	0	0	0
新经脉抵抗重击				271	2	2	-1	-1	0	0	0
新经脉抵抗重击				271	3	3	-1	-1	0	0	0
新经脉抵抗重击				271	5	5	-1	-1	0	0	0
新经脉抵抗重击				271	8	8	-1	-1	0	0	0
新经脉格挡				226	2	2	-1	-1	0	0	0
新经脉格挡				226	3	3	-1	-1	0	0	0
新经脉格挡				226	5	5	-1	-1	0	0	0
新经脉格挡				226	8	8	-1	-1	0	0	0
新经脉抵消格挡				270	2	2	-1	-1	0	0	0
新经脉抵消格挡				270	3	3	-1	-1	0	0	0
新经脉抵消格挡				270	5	5	-1	-1	0	0	0
新经脉抵消格挡				270	8	8	-1	-1	0	0	0
新经脉造成受伤动作时间				219	2	2	-1	-1	0	0	0
新经脉造成受伤动作时间				219	4	4	-1	-1	0	0	0
新经脉造成受伤动作时间				219	6	6	-1	-1	0	0	0
新经脉造成受伤动作时间				219	8	8	-1	-1	0	0	0
新经脉新打击回复				245	2	2	-1	-1	0	0	0
新经脉新打击回复				245	4	4	-1	-1	0	0	0
新经脉新打击回复				245	6	6	-1	-1	0	0	0
新经脉新打击回复				245	8	8	-1	-1	0	0	0
新经脉五行强化				246	200	200	-1	-1	0	0	0
新经脉五行强化				246	400	400	-1	-1	0	0	0
新经脉五行强化				246	600	600	-1	-1	0	0	0
新经脉五行强化				246	800	800	-1	-1	0	0	0
新经脉五行弱化				247	200	200	-1	-1	0	0	0
新经脉五行弱化				247	400	400	-1	-1	0	0	0
新经脉五行弱化				247	600	600	-1	-1	0	0	0
新经脉五行弱化				247	800	800	-1	-1	0	0	0
新经脉重击效果				275	5	5	-1	-1	0	0	0
新经脉重击效果				275	10	10	-1	-1	0	0	0
新经脉重击效果				275	15	15	-1	-1	0	0	0
新经脉重击效果				275	20	20	-1	-1	0	0	0
新经脉抵抗重击效果				308	5	5	-1	-1	0	0	0
新经脉抵抗重击效果				308	10	10	-1	-1	0	0	0
新经脉抵抗重击效果				308	15	15	-1	-1	0	0	0
新经脉抵抗重击效果				308	20	20	-1	-1	0	0	0
新生命				233	920	920	-1	-1	0	0	0
新火防				230	80	80	-1	-1	0	0	0
新冰防				232	80	80	-1	-1	0	0	0
新雷防				229	80	80	-1	-1	0	0	0
新毒防				228	80	80	-1	-1	0	0	0
新普防				231	80	80	-1	-1	0	0	0
新内力				235	1000	1000	-1	-1	0	0	0
攻击技能加成				243	70	70	-1	-1	0	0	0
原格挡				226	6	7	-1	-1	0	0	0
新生命				233	1160	1160	-1	-1	0	0	0
新火防				230	85	85	-1	-1	0	0	0
新冰防				232	85	85	-1	-1	0	0	0
新雷防				229	85	85	-1	-1	0	0	0
新毒防				228	85	85	-1	-1	0	0	0
新普防				231	85	85	-1	-1	0	0	0
新内力				235	1160	1160	-1	-1	0	0	0
减少中毒时间				108	110	110	-1	-1	0	0	0
减少眩晕时间				110	110	110	-1	-1	0	0	0
减少迟缓时间				106	110	110	-1	-1	0	0	0
攻击技能加成				243	80	80	-1	-1	0	0	0
新抵消伤害55_60				237	70	70	-1	-1	0	0	0
原格挡				226	7	8	-1	-1	0	0	0
新生命				233	1320	1320	-1	-1	0	0	0
新火防				230	90	90	-1	-1	0	0	0
新冰防				232	90	90	-1	-1	0	0	0
新雷防				229	90	90	-1	-1	0	0	0
新毒防				228	90	90	-1	-1	0	0	0
新普防				231	90	90	-1	-1	0	0	0
新内力				235	1320	1320	-1	-1	0	0	0
减少中毒时间				108	120	120	-1	-1	0	0	0
减少眩晕时间				110	120	120	-1	-1	0	0	0
减少迟缓时间				106	120	120	-1	-1	0	0	0
攻击技能加成				243	90	90	-1	-1	0	0	0
新抵消伤害55_60				237	75	75	-1	-1	0	0	0
原格挡				226	8	9	-1	-1	0	0	0
新生命				233	1000	1000	-1	-1	0	0	0
新火防				230	75	75	-1	-1	0	0	0
新冰防				232	75	75	-1	-1	0	0	0
新雷防				229	75	75	-1	-1	0	0	0
新毒防				228	75	75	-1	-1	0	0	0
新普防				231	75	75	-1	-1	0	0	0
新内力				235	1000	1000	-1	-1	0	0	0
减少中毒时间				108	90	90	-1	-1	0	0	0
减少眩晕时间				110	90	90	-1	-1	0	0	0
减少迟缓时间				106	90	90	-1	-1	0	0	0
攻击技能加成				243	65	65	-1	-1	0	0	0
原格挡				226	7	7	-1	-1	0	0	0
新生命				233	1240	1240	-1	-1	0	0	0
新火防				230	80	80	-1	-1	0	0	0
新冰防				232	80	80	-1	-1	0	0	0
新雷防				229	80	80	-1	-1	0	0	0
新毒防				228	80	80	-1	-1	0	0	0
新普防				231	80	80	-1	-1	0	0	0
新内力				235	1240	1240	-1	-1	0	0	0
减少中毒时间				108	100	100	-1	-1	0	0	0
减少眩晕时间				110	100	100	-1	-1	0	0	0
减少迟缓时间				106	100	100	-1	-1	0	0	0
攻击技能加成				243	75	75	-1	-1	0	0	0
原格挡				226	8	8	-1	-1	0	0	0
新生命				233	1400	1400	-1	-1	0	0	0
新火防				230	85	85	-1	-1	0	0	0
新冰防				232	85	85	-1	-1	0	0	0
新雷防				229	85	85	-1	-1	0	0	0
新毒防				228	85	85	-1	-1	0	0	0
新普防				231	85	85	-1	-1	0	0	0
新内力				235	1400	1400	-1	-1	0	0	0
减少中毒时间				108	110	110	-1	-1	0	0	0
减少眩晕时间				110	110	110	-1	-1	0	0	0
减少迟缓时间				106	110	110	-1	-1	0	0	0
攻击技能加成				243	85	85	-1	-1	0	0	0
原格挡				226	9	9	-1	-1	0	0	0
新生命				233	1560	1560	-1	-1	0	0	0
新内力				235	1560	1560	-1	-1	0	0	0
减少中毒时间				108	120	120	-1	-1	0	0	0
减少眩晕时间				110	120	120	-1	-1	0	0	0
减少迟缓时间				106	120	120	-1	-1	0	0	0
攻击技能加成				243	95	95	-1	-1	0	0	0
原格挡				226	10	10	-1	-1	0	0	0
新抵消伤害55_60				237	60	60	-1	-1	0	0	0
新火防				230	90	90	-1	-1	0	0	0
新冰防				232	90	90	-1	-1	0	0	0
新雷防				229	90	90	-1	-1	0	0	0
新毒防				228	90	90	-1	-1	0	0	0
新普防				231	90	90	-1	-1	0	0	0
全技能3_4				139	3	4	-1	-1	0	0	0
减少中毒时间（8级）				108	95	95	-1	-1	0	0	0
减少眩晕时间（8级）				110	95	95	-1	-1	0	0	0
减少迟缓时间（8级）				106	95	95	-1	-1	0	0	0
减少中毒时间				108	115	115	-1	-1	0	0	0
减少眩晕时间				110	115	115	-1	-1	0	0	0
减少迟缓时间				106	115	115	-1	-1	0	0	0
新生命（固山_2020）				233	1240	1240	-1	-1	0	0	0
新全抗（固山_2020）				241	36	36	-1	-1	0	0	0
新内力（固山_2020）				235	1240	1240	-1	-1	0	0	0
新抵消伤害（固山_2020）				237	65	65	-1	-1	0	0	0
攻击技能加成（固山_2020）				243	65	65	-1	-1	0	0	0
原格挡（固山_2020）				226	6	6	-1	-1	0	0	0
雷抗（固山_2020）				229	75	75	-1	-1	0	0	0
新生命（破军固山_2020）				233	1440	1440	-1	-1	0	0	0
新全抗（破军固山_2020）				241	39	39	-1	-1	0	0	0
新内力（破军固山_2020）				235	1440	1440	-1	-1	0	0	0
新抵消伤害（破军固山_2020）				237	75	75	-1	-1	0	0	0
攻击技能加成（破军固山_2020）				243	75	75	-1	-1	0	0	0
原格挡（破军固山_2020）				226	8	8	-1	-1	0	0	0
雷抗（破军固山_2020）				229	85	85	-1	-1	0	0	0
新生命（传奇固山_2020）				233	1680	1680	-1	-1	0	0	0
新全抗（传奇固山_2020）				241	42	42	-1	-1	0	0	0
新内力（传奇固山_2020）				235	1680	1680	-1	-1	0	0	0
新抵消伤害（传奇固山_2020）				237	85	85	-1	-1	0	0	0
攻击技能加成（传奇固山_2020）				243	85	85	-1	-1	0	0	0
原格挡（传奇固山_2020）				226	10	10	-1	-1	0	0	0
雷抗（传奇固山_2020）				229	95	95	-1	-1	0	0	0
护腕7号（破军固山_2020）				139	2	2	-1	-1	1264	1264	0
寸力（破军固山_2020）				139	2	2	-1	-1	1327	1327	0
风卷云残（破军固山_2020）				139	2	2	-1	-1	1328	1328	0
断月（破军固山_2020）				139	2	2	-1	-1	1329	1329	0
忘情式（破军固山_2020）				139	2	2	-1	-1	1331	1331	0
项链3号（破军固山_2020）				139	2	2	-1	-1	1266	1266	0
虎击（破军固山_2020）				139	2	2	-1	-1	1319	1319	0
玉石俱焚（破军固山_2020）				139	2	2	-1	-1	1321	1321	0
凌风（破军固山_2020）				139	2	2	-1	-1	1323	1323	0
昂如岳（破军固山_2020）				139	2	2	-1	-1	1325	1325	0
护腕7号（传奇固山_2020）				139	3	3	-1	-1	1264	1264	0
寸力（传奇固山_2020）				139	3	3	-1	-1	1327	1327	0
风卷云残（传奇固山_2020）				139	3	3	-1	-1	1328	1328	0
断月（传奇固山_2020）				139	3	3	-1	-1	1329	1329	0
忘情式（传奇固山_2020）				139	3	3	-1	-1	1331	1331	0
项链3号（传奇固山_2020）				139	3	3	-1	-1	1266	1266	0
虎击（传奇固山_2020）				139	3	3	-1	-1	1319	1319	0
玉石俱焚（传奇固山_2020）				139	3	3	-1	-1	1321	1321	0
凌风（传奇固山_2020）				139	3	3	-1	-1	1323	1323	0
昂如岳（传奇固山_2020）				139	3	3	-1	-1	1325	1325	0
打击回复（蕴灵）				245	1	1	-1	-1	0	0	0
打击回复（蕴灵）				245	2	2	-1	-1	0	0	0
打击回复（蕴灵）				245	3	3	-1	-1	0	0	0
打击回复（蕴灵）				245	4	4	-1	-1	0	0	0
打击回复（蕴灵）				245	5	5	-1	-1	0	0	0
打击回复（蕴灵）				245	6	6	-1	-1	0	0	0
打击回复（蕴灵）				245	7	7	-1	-1	0	0	0
打击回复（蕴灵）				245	8	8	-1	-1	0	0	0
打击回复（蕴灵）				245	9	9	-1	-1	0	0	0
打击回复（蕴灵）				245	10	10	-1	-1	0	0	0
抵抗受伤概率（蕴灵）				260	1	1	-1	-1	0	0	0
抵抗受伤概率（蕴灵）				260	2	2	-1	-1	0	0	0
抵抗受伤概率（蕴灵）				260	3	3	-1	-1	0	0	0
抵抗受伤概率（蕴灵）				260	4	4	-1	-1	0	0	0
