Ãû³Æ	ItemGenre	DetailType	ParticularType	¶¯»­ÎÄ¼þÃû	¶ÔÓ¦Îï¼þË÷Òý	¿í¶È	¸ß¶È	ËµÃ÷ÎÄ×Ö	ÎåÐÐÊôÐÔ	¼Û¸ñ	µÈ¼¶	ÊÇ·ñµþ·Å	»ù´¡ÊôÐÔ1ÀàÐÍ	»ù´¡ÊôÐÔ1×îÐ¡Öµ	»ù´¡ÊôÐÔ1×î´óÖµ	»ù´¡ÊôÐÔ2ÀàÐÍ	»ù´¡ÊôÐÔ2×îÐ¡Öµ	»ù´¡ÊôÐÔ2×î´óÖµ	»ù´¡ÊôÐÔ3ÀàÐÍ	»ù´¡ÊôÐÔ3×îÐ¡Öµ	»ù´¡ÊôÐÔ3×î´óÖµ	»ù´¡ÊôÐÔ4ÀàÐÍ	»ù´¡ÊôÐÔ4×îÐ¡Öµ	»ù´¡ÊôÐÔ4×î´óÖµ	»ù´¡ÊôÐÔ5ÀàÐÍ	»ù´¡ÊôÐÔ5×îÐ¡Öµ	»ù´¡ÊôÐÔ5×î´óÖµ	»ù´¡ÊôÐÔ6ÀàÐÍ	»ù´¡ÊôÐÔ6×îÐ¡Öµ	»ù´¡ÊôÐÔ6×î´óÖµ	»ù´¡ÊôÐÔ7ÀàÐÍ	»ù´¡ÊôÐÔ7×îÐ¡Öµ	»ù´¡ÊôÐÔ7×î´óÖµ	ÐèÇóÊôÐÔ1ÀàÐÍ	ÐèÇóÊôÐÔ1ÊýÖµ	ÐèÇóÊôÐÔ2ÀàÐÍ	ÐèÇóÊôÐÔ2ÊýÖµ	ÐèÇóÊôÐÔ3ÀàÐÍ	ÐèÇóÊôÐÔ3ÊýÖµ	ÐèÇóÊôÐÔ4ÀàÐÍ	ÐèÇóÊôÐÔ4ÊýÖµ	ÐèÇóÊôÐÔ5ÀàÐÍ	ÐèÇóÊôÐÔ5ÊýÖµ	ÐèÇóÊôÐÔ6ÀàÐÍ	ÐèÇóÊôÐÔ6ÊýÖµ
Phiªn Vò 	0	10	30	\spr\item\equip\horse\horse012.spr	40	2	3	Mét trong t¸m con danh c©u cña Chu Môc V­¬ng	5	500000	2	0	111	100%	100%	243	100	100	85	500	500	150	500	500	114	10	10	139	1	1															
Phiªn Vò 	0	10	30	\spr\item\equip\horse\horse012.spr	40	2	3	Mét trong t¸m con danh c©u cña Chu Môc V­¬ng	5	500000	3	0	111	100%	100%	243	100	100	85	500	500	150	500	500	114	10	10	139	1	1															
Phiªn Vò 	0	10	30	\spr\item\equip\horse\horse012.spr	40	2	3	Mét trong t¸m con danh c©u cña Chu Môc V­¬ng	5	500000	4	0	111	100%	100%	243	100	100	85	500	500	150	500	500	114	10	10	139	1	1															
Phiªn Vò 	0	10	30	\spr\item\equip\horse\horse012.spr	40	2	3	Mét trong t¸m con danh c©u cña Chu Môc V­¬ng	5	500000	5	0	111	100%	100%	243	100	100	85	500	500	150	500	500	114	10	10	139	1	1															
Phiªn Vò 	0	10	30	\spr\item\equip\horse\horse012.spr	40	2	3	Mét trong t¸m con danh c©u cña Chu Môc V­¬ng	5	500000	6	0	111	100%	100%	243	100	100	85	500	500	150	500	500	114	10	10	139	1	1															
Phiªn Vò 	0	10	30	\spr\item\equip\horse\horse012.spr	40	2	3	Mét trong t¸m con danh c©u cña Chu Môc V­¬ng	5	500000	7	0	111	100%	100%	243	100	100	85	500	500	150	500	500	114	10	10	139	1	1															
Phiªn Vò 	0	10	30	\spr\item\equip\horse\horse012.spr	40	2	3	Mét trong t¸m con danh c©u cña Chu Môc V­¬ng	5	500000	8	0	111	100%	100%	243	100	100	85	500	500	150	500	500	114	10	10	139	1	1															
Phiªn Vò 	0	10	30	\spr\item\equip\horse\horse012.spr	40	2	3	Mét trong t¸m con danh c©u cña Chu Môc V­¬ng	5	500000	9	0	111	100%	100%	243	100	100	85	500	500	150	500	500	114	10	10	139	1	1															
Phiªn Vò 	0	10	30	\spr\item\equip\horse\horse012.spr	40	2	3	Mét trong t¸m con danh c©u cña Chu Môc V­¬ng	5	500000	10	0	111	100%	100%	243	100	100	85	500	500	150	500	500	114	10	10	139	1	1															
XÝch Long C©u	0	10	31	\spr\item\equip\horse\horse008.spr	40	2	3	Mét trong nh÷ng thÇn m· ®i m©y vÒ giã	6	500000	1	0	111	100%	100%	243	100	100	85	700	700	150	700	700	114	10	10	139	2	2															
XÝch Long C©u	0	10	31	\spr\item\equip\horse\horse008.spr	40	2	3	Mét trong nh÷ng thÇn m· ®i m©y vÒ giã	6	500000	2	0	111	100%	100%	243	100	100	85	700	700	150	700	700	114	10	10	139	2	2															
XÝch Long C©u	0	10	31	\spr\item\equip\horse\horse008.spr	40	2	3	Mét trong nh÷ng thÇn m· ®i m©y vÒ giã	6	500000	3	0	111	100%	100%	243	100	100	85	700	700	150	700	700	114	10	10	139	2	2															
XÝch Long C©u	0	10	31	\spr\item\equip\horse\horse008.spr	40	2	3	Mét trong nh÷ng thÇn m· ®i m©y vÒ giã	6	500000	4	0	111	100%	100%	243	100	100	85	700	700	150	700	700	114	10	10	139	2	2															
XÝch Long C©u	0	10	31	\spr\item\equip\horse\horse008.spr	40	2	3	Mét trong nh÷ng thÇn m· ®i m©y vÒ giã	6	500000	5	0	111	100%	100%	243	100	100	85	700	700	150	700	700	114	10	10	139	2	2															
XÝch Long C©u	0	10	31	\spr\item\equip\horse\horse008.spr	40	2	3	Mét trong nh÷ng thÇn m· ®i m©y vÒ giã	6	500000	6	0	111	100%	100%	243	100	100	85	700	700	150	700	700	114	10	10	139	2	2															
XÝch Long C©u	0	10	31	\spr\item\equip\horse\horse008.spr	40	2	3	Mét trong nh÷ng thÇn m· ®i m©y vÒ giã	6	500000	7	0	111	100%	100%	243	100	100	85	700	700	150	700	700	114	10	10	139	2	2															
XÝch Long C©u	0	10	31	\spr\item\equip\horse\horse008.spr	40	2	3	Mét trong nh÷ng thÇn m· ®i m©y vÒ giã	6	500000	8	0	111	100%	100%	243	100	100	85	700	700	150	700	700	114	10	10	139	2	2															
XÝch Long C©u	0	10	31	\spr\item\equip\horse\horse008.spr	40	2	3	Mét trong nh÷ng thÇn m· ®i m©y vÒ giã	6	500000	9	0	111	100%	100%	243	100	100	85	700	700	150	700	700	114	10	10	139	2	2															
XÝch Long C©u	0	10	31	\spr\item\equip\horse\horse008.spr	40	2	3	Mét trong nh÷ng thÇn m· ®i m©y vÒ giã	6	500000	10	0	111	100%	100%	243	100	100	85	700	700	150	700	700	114	10	10	139	2	2															
Siªu Quang	0	10	32	\spr\item\equip\horse\horse003.spr	40	2	3	Mét trong b¸t tuÊn cña Chu Môc V­¬ng, tho¾t Èn tho¾t hiÖn.	5	500000	1	0	111	100%	100%	243	100	100	85	500	500	150	1000	1000	114	10	10	139	3	3															
Siªu Quang	0	10	32	\spr\item\equip\horse\horse003.spr	40	2	3	Mét trong b¸t tuÊn cña Chu Môc V­¬ng, tho¾t Èn tho¾t hiÖn.	5	500000	2	0	111	100%	100%	243	100	100	85	500	500	150	1000	1000	114	10	10	139	3	3															
Siªu Quang	0	10	32	\spr\item\equip\horse\horse003.spr	40	2	3	Mét trong b¸t tuÊn cña Chu Môc V­¬ng, tho¾t Èn tho¾t hiÖn.	5	500000	3	0	111	100%	100%	243	100	100	85	500	500	150	1000	1000	114	10	10	139	3	3															
Siªu Quang	0	10	32	\spr\item\equip\horse\horse003.spr	40	2	3	Mét trong b¸t tuÊn cña Chu Môc V­¬ng, tho¾t Èn tho¾t hiÖn.	5	500000	4	0	111	100%	100%	243	100	100	85	500	500	150	1000	1000	114	10	10	139	3	3															
Siªu Quang	0	10	32	\spr\item\equip\horse\horse003.spr	40	2	3	Mét trong b¸t tuÊn cña Chu Môc V­¬ng, tho¾t Èn tho¾t hiÖn.	5	500000	5	0	111	100%	100%	243	100	100	85	500	500	150	1000	1000	114	10	10	139	3	3															
Siªu Quang	0	10	32	\spr\item\equip\horse\horse003.spr	40	2	3	Mét trong b¸t tuÊn cña Chu Môc V­¬ng, tho¾t Èn tho¾t hiÖn.	5	500000	6	0	111	100%	100%	243	100	100	85	500	500	150	1000	1000	114	10	10	139	3	3															
Siªu Quang	0	10	32	\spr\item\equip\horse\horse003.spr	40	2	3	Mét trong b¸t tuÊn cña Chu Môc V­¬ng, tho¾t Èn tho¾t hiÖn.	5	500000	7	0	111	100%	100%	243	100	100	85	500	500	150	1000	1000	114	10	10	139	3	3															
Siªu Quang	0	10	32	\spr\item\equip\horse\horse003.spr	40	2	3	Mét trong b¸t tuÊn cña Chu Môc V­¬ng, tho¾t Èn tho¾t hiÖn.	5	500000	8	0	111	100%	100%	243	100	100	85	500	500	150	1000	1000	114	10	10	139	3	3															
Siªu Quang	0	10	32	\spr\item\equip\horse\horse003.spr	40	2	3	Mét trong b¸t tuÊn cña Chu Môc V­¬ng, tho¾t Èn tho¾t hiÖn.	5	500000	9	0	111	100%	100%	243	100	100	85	500	500	150	1000	1000	114	10	10	139	3	3															
Siªu Quang	0	10	32	\spr\item\equip\horse\horse003.spr	40	2	3	Mét trong b¸t tuÊn cña Chu Môc V­¬ng, tho¾t Èn tho¾t hiÖn.	5	500000	10	0	111	100%	100%	243	100	100	85	500	500	150	1000	1000	114	10	10	139	3	3															
Lam L©n ThÇn Léc	0	10	33	\spr\item\equip\horse\horse043.spr	40	2	3	ThÇn Léc toµn th©n mµu tr¾ng tuyÕt pha lÉn mµu xanh, v¹n ý c¸c t­êng	0	5000	1	0	111	100%	100%	93	1500	1500	85	500	500	150	700	700	114	20	20																		
Lam L©n ThÇn Léc	0	10	33	\spr\item\equip\horse\horse043.spr	40	2	3	ThÇn Léc toµn th©n mµu tr¾ng tuyÕt pha lÉn mµu xanh, v¹n ý c¸c t­êng	0	5000	2	0	111	100%	100%	93	1500	1500	85	500	500	150	700	700	114	20	20																		
Lam L©n ThÇn Léc	0	10	33	\spr\item\equip\horse\horse043.spr	40	2	3	ThÇn Léc toµn th©n mµu tr¾ng tuyÕt pha lÉn mµu xanh, v¹n ý c¸c t­êng	0	5000	3	0	111	100%	100%	93	1500	1500	85	500	500	150	700	700	114	20	20																		
Lam L©n ThÇn Léc	0	10	33	\spr\item\equip\horse\horse043.spr	40	2	3	ThÇn Léc toµn th©n mµu tr¾ng tuyÕt pha lÉn mµu xanh, v¹n ý c¸c t­êng	0	5000	4	0	111	100%	100%	93	1500	1500	85	500	500	150	700	700	114	20	20																		
Lam L©n ThÇn Léc	0	10	33	\spr\item\equip\horse\horse043.spr	40	2	3	ThÇn Léc toµn th©n mµu tr¾ng tuyÕt pha lÉn mµu xanh, v¹n ý c¸c t­êng	0	5000	5	0	111	100%	100%	93	1500	1500	85	500	500	150	700	700	114	20	20																		
Lam L©n ThÇn Léc	0	10	33	\spr\item\equip\horse\horse043.spr	40	2	3	ThÇn Léc toµn th©n mµu tr¾ng tuyÕt pha lÉn mµu xanh, v¹n ý c¸c t­êng	0	5000	6	0	111	100%	100%	93	1500	1500	85	500	500	150	700	700	114	20	20																		
Lam L©n ThÇn Léc	0	10	33	\spr\item\equip\horse\horse043.spr	40	2	3	ThÇn Léc toµn th©n mµu tr¾ng tuyÕt pha lÉn mµu xanh, v¹n ý c¸c t­êng	0	5000	7	0	111	100%	100%	93	1500	1500	85	500	500	150	700	700	114	20	20																		
Lam L©n ThÇn Léc	0	10	33	\spr\item\equip\horse\horse043.spr	40	2	3	ThÇn Léc toµn th©n mµu tr¾ng tuyÕt pha lÉn mµu xanh, v¹n ý c¸c t­êng	0	5000	8	0	111	100%	100%	93	1500	1500	85	500	500	150	700	700	114	20	20																		
Lam L©n ThÇn Léc	0	10	33	\spr\item\equip\horse\horse043.spr	40	2	3	ThÇn Léc toµn th©n mµu tr¾ng tuyÕt pha lÉn mµu xanh, v¹n ý c¸c t­êng	0	5000	9	0	111	100%	100%	93	1500	1500	85	500	500	150	700	700	114	20	20																		
Lam L©n ThÇn Léc	0	10	33	\spr\item\equip\horse\horse043.spr	40	2	3	ThÇn Léc toµn th©n mµu tr¾ng tuyÕt pha lÉn mµu xanh, v¹n ý c¸c t­êng	0	5000	10	0	111	100%	100%	93	1500	1500	85	500	500	150	700	700	114	20	20																		
Kinh L«i	0	10	34	\spr\item\equip\horse\kinhloi.spr	40	2	3	Kinh L«i mét trong nh÷ng thÇn m· ®i m©y vÒ giã	0	5000	1	0	111	100%	100%	93	1500	1500	85	500	500	150	700	700	114	20	20																		
Kinh L«i	0	10	34	\spr\item\equip\horse\kinhloi.spr	40	2	3	Kinh L«i mét trong nh÷ng thÇn m· ®i m©y vÒ giã	0	5000	2	0	111	100%	100%	93	1500	1500	85	500	500	150	700	700	114	20	20																		
Kinh L«i	0	10	34	\spr\item\equip\horse\kinhloi.spr	40	2	3	Kinh L«i mét trong nh÷ng thÇn m· ®i m©y vÒ giã	0	5000	3	0	111	100%	100%	93	1500	1500	85	500	500	150	700	700	114	20	20																		
Kinh L«i	0	10	34	\spr\item\equip\horse\kinhloi.spr	40	2	3	Kinh L«i mét trong nh÷ng thÇn m· ®i m©y vÒ giã	0	5000	4	0	111	100%	100%	93	1500	1500	85	500	500	150	700	700	114	20	20																		
Kinh L«i	0	10	34	\spr\item\equip\horse\kinhloi.spr	40	2	3	Kinh L«i mét trong nh÷ng thÇn m· ®i m©y vÒ giã	0	5000	5	0	111	100%	100%	93	1500	1500	85	500	500	150	700	700	114	20	20																		
Kinh L«i	0	10	34	\spr\item\equip\horse\kinhloi.spr	40	2	3	Kinh L«i mét trong nh÷ng thÇn m· ®i m©y vÒ giã	0	5000	6	0	111	100%	100%	93	1500	1500	85	500	500	150	700	700	114	20	20																		
Kinh L«i	0	10	34	\spr\item\equip\horse\kinhloi.spr	40	2	3	Kinh L«i mét trong nh÷ng thÇn m· ®i m©y vÒ giã	0	5000	7	0	111	100%	100%	93	1500	1500	85	500	500	150	700	700	114	20	20																		
Kinh L«i	0	10	34	\spr\item\equip\horse\kinhloi.spr	40	2	3	Kinh L«i mét trong nh÷ng thÇn m· ®i m©y vÒ giã	0	5000	8	0	111	100%	100%	93	1500	1500	85	500	500	150	700	700	114	20	20																		
Kinh L«i	0	10	34	\spr\item\equip\horse\kinhloi.spr	40	2	3	Kinh L«i mét trong nh÷ng thÇn m· ®i m©y vÒ giã	0	5000	9	0	111	100%	100%	93	1500	1500	85	500	500	150	700	700	114	20	20																		
Kinh L«i	0	10	34	\spr\item\equip\horse\kinhloi.spr	40	2	3	Kinh L«i mét trong nh÷ng thÇn m· ®i m©y vÒ giã	0	5000	10	0	111	100%	100%	93	1500	1500	85	500	500	150	700	700	114	20	20																		
Lõa Hång	0	10	35	\spr\item\equip\horse\luahong.spr	40	2	3	Lõa Hång §eo N¬	0	5000	1	0	111	100%	100%	93	1500	1500	85	500	500	150	700	700	114	20	20																		
Lõa Hång	0	10	35	\spr\item\equip\horse\luahong.spr	40	2	3	Lõa Hång §eo N¬	0	5000	2	0	111	100%	100%	93	1500	1500	85	500	500	150	700	700	114	20	20																		
Lõa Hång	0	10	35	\spr\item\equip\horse\luahong.spr	40	2	3	Lõa Hång §eo N¬	0	5000	3	0	111	100%	100%	93	1500	1500	85	500	500	150	700	700	114	20	20																		
Lõa Hång	0	10	35	\spr\item\equip\horse\luahong.spr	40	2	3	Lõa Hång §eo N¬	0	5000	4	0	111	100%	100%	93	1500	1500	85	500	500	150	700	700	114	20	20																		
Lõa Hång	0	10	35	\spr\item\equip\horse\luahong.spr	40	2	3	Lõa Hång §eo N¬	0	5000	5	0	111	100%	100%	93	1500	1500	85	500	500	150	700	700	114	20	20																		
Lõa Hång	0	10	35	\spr\item\equip\horse\luahong.spr	40	2	3	Lõa Hång §eo N¬	0	5000	6	0	111	100%	100%	93	1500	1500	85	500	500	150	700	700	114	20	20																		
Lõa Hång	0	10	35	\spr\item\equip\horse\luahong.spr	40	2	3	Lõa Hång §eo N¬	0	5000	7	0	111	100%	100%	93	1500	1500	85	500	500	150	700	700	114	20	20																		
Lõa Hång	0	10	35	\spr\item\equip\horse\luahong.spr	40	2	3	Lõa Hång §eo N¬	0	5000	8	0	111	100%	100%	93	1500	1500	85	500	500	150	700	700	114	20	20																		
Lõa Hång	0	10	35	\spr\item\equip\horse\luahong.spr	40	2	3	Lõa Hång §eo N¬	0	5000	9	0	111	100%	100%	93	1500	1500	85	500	500	150	700	700	114	20	20																		
Lõa Hång	0	10	35	\spr\item\equip\horse\luahong.spr	40	2	3	Lõa Hång §eo N¬	0	5000	10	0	111	100%	100%	93	1500	1500	85	500	500	150	700	700	114	20	20																		
TuyÕt vùc ChiÕn Lang	0	10	36	\spr\item\equip\horse\horse046.spr	40	2	3	TuyÕt vùc ChiÕn Lang	0	5000	1	0	111	100%	100%	93	1500	1500	85	500	500	150	700	700	114	20	20																		
TuyÕt vùc ChiÕn Lang	0	10	36	\spr\item\equip\horse\horse046.spr	40	2	3	TuyÕt vùc ChiÕn Lang	0	5000	2	0	111	100%	100%	93	1500	1500	85	500	500	150	700	700	114	20	20																		
TuyÕt vùc ChiÕn Lang	0	10	36	\spr\item\equip\horse\horse046.spr	40	2	3	TuyÕt vùc ChiÕn Lang	0	5000	3	0	111	100%	100%	93	1500	1500	85	500	500	150	700	700	114	20	20																		
TuyÕt vùc ChiÕn Lang	0	10	36	\spr\item\equip\horse\horse046.spr	40	2	3	TuyÕt vùc ChiÕn Lang	0	5000	4	0	111	100%	100%	93	1500	1500	85	500	500	150	700	700	114	20	20																		
TuyÕt vùc ChiÕn Lang	0	10	36	\spr\item\equip\horse\horse046.spr	40	2	3	TuyÕt vùc ChiÕn Lang	0	5000	5	0	111	100%	100%	93	1500	1500	85	500	500	150	700	700	114	20	20																		
TuyÕt vùc ChiÕn Lang	0	10	36	\spr\item\equip\horse\horse046.spr	40	2	3	TuyÕt vùc ChiÕn Lang	0	5000	6	0	111	100%	100%	93	1500	1500	85	500	500	150	700	700	114	20	20																		
TuyÕt vùc ChiÕn Lang	0	10	36	\spr\item\equip\horse\horse046.spr	40	2	3	TuyÕt vùc ChiÕn Lang	0	5000	7	0	111	100%	100%	93	1500	1500	85	500	500	150	700	700	114	20	20																		
TuyÕt vùc ChiÕn Lang	0	10	36	\spr\item\equip\horse\horse046.spr	40	2	3	TuyÕt vùc ChiÕn Lang	0	5000	8	0	111	100%	100%	93	1500	1500	85	500	500	150	700	700	114	20	20																		
TuyÕt vùc ChiÕn Lang	0	10	36	\spr\item\equip\horse\horse046.spr	40	2	3	TuyÕt vùc ChiÕn Lang	0	5000	9	0	111	100%	100%	93	1500	1500	85	500	500	150	700	700	114	20	20																		
TuyÕt vùc ChiÕn Lang	0	10	36	\spr\item\equip\horse\horse046.spr	40	2	3	TuyÕt vùc ChiÕn Lang	0	5000	10	0	111	100%	100%	93	1500	1500	85	500	500	150	700	700	114	20	20																		
Ng©n Gi¸p HuyÒn TrÖ	0	10	37	\spr\item\equip\horse\horse046.spr	40	2	3	Ng©n Gi¸p HuyÒn TrÖ	0	5000	1	0	111	100%	100%	93	1500	1500	85	500	500	150	700	700	114	20	20																		
Ng©n Gi¸p HuyÒn TrÖ	0	10	37	\spr\item\equip\horse\horse047.spr	40	2	3	Ng©n Gi¸p HuyÒn TrÖ	0	5000	2	0	111	100%	100%	93	1500	1500	85	500	500	150	700	700	114	20	20																		
Ng©n Gi¸p HuyÒn TrÖ	0	10	37	\spr\item\equip\horse\horse047.spr	40	2	3	Ng©n Gi¸p HuyÒn TrÖ	0	5000	3	0	111	100%	100%	93	1500	1500	85	500	500	150	700	700	114	20	20																		
Ng©n Gi¸p HuyÒn TrÖ	0	10	37	\spr\item\equip\horse\horse047.spr	40	2	3	Ng©n Gi¸p HuyÒn TrÖ	0	5000	4	0	111	100%	100%	93	1500	1500	85	500	500	150	700	700	114	20	20																		
Ng©n Gi¸p HuyÒn TrÖ	0	10	37	\spr\item\equip\horse\horse047.spr	40	2	3	Ng©n Gi¸p HuyÒn TrÖ	0	5000	5	0	111	100%	100%	93	1500	1500	85	500	500	150	700	700	114	20	20																		
Ng©n Gi¸p HuyÒn TrÖ	0	10	37	\spr\item\equip\horse\horse047.spr	40	2	3	Ng©n Gi¸p HuyÒn TrÖ	0	5000	6	0	111	100%	100%	93	1500	1500	85	500	500	150	700	700	114	20	20																		
Ng©n Gi¸p HuyÒn TrÖ	0	10	37	\spr\item\equip\horse\horse047.spr	40	2	3	Ng©n Gi¸p HuyÒn TrÖ	0	5000	7	0	111	100%	100%	93	1500	1500	85	500	500	150	700	700	114	20	20																		
Ng©n Gi¸p HuyÒn TrÖ	0	10	37	\spr\item\equip\horse\horse047.spr	40	2	3	Ng©n Gi¸p HuyÒn TrÖ	0	5000	8	0	111	100%	100%	93	1500	1500	85	500	500	150	700	700	114	20	20																		
Ng©n Gi¸p HuyÒn TrÖ	0	10	37	\spr\item\equip\horse\horse047.spr	40	2	3	Ng©n Gi¸p HuyÒn TrÖ	0	5000	9	0	111	100%	100%	93	1500	1500	85	500	500	150	700	700	114	20	20																		
Ng©n Gi¸p HuyÒn TrÖ	0	10	37	\spr\item\equip\horse\horse047.spr	40	2	3	Ng©n Gi¸p HuyÒn TrÖ	0	5000	10	0	111	100%	100%	93	1500	1500	85	500	500	150	700	700	114	20	20																		
ThiÕt KÞ ChiÕn M·	0	10	38	\spr\item\equip\horse\horse_49.spr	40	2	3	ThiÕt kÞ chiÕn tr­êng, v¹n tiÔn bÊt x©m	0	5000	1	0	111	100%	100%	93	1500	1500	85	500	500	150	700	700	114	20	20																		
ThiÕt KÞ ChiÕn M·	0	10	38	\spr\item\equip\horse\horse_49.spr	40	2	3	ThiÕt kÞ chiÕn tr­êng, v¹n tiÔn bÊt x©m	0	5000	2	0	111	100%	100%	93	1500	1500	85	500	500	150	700	700	114	20	20																		
ThiÕt KÞ ChiÕn M·	0	10	38	\spr\item\equip\horse\horse_49.spr	40	2	3	ThiÕt kÞ chiÕn tr­êng, v¹n tiÔn bÊt x©m	0	5000	3	0	111	100%	100%	93	1500	1500	85	500	500	150	700	700	114	20	20																		
ThiÕt KÞ ChiÕn M·	0	10	38	\spr\item\equip\horse\horse_49.spr	40	2	3	ThiÕt kÞ chiÕn tr­êng, v¹n tiÔn bÊt x©m	0	5000	4	0	111	100%	100%	93	1500	1500	85	500	500	150	700	700	114	20	20																		
ThiÕt KÞ ChiÕn M·	0	10	38	\spr\item\equip\horse\horse_49.spr	40	2	3	ThiÕt kÞ chiÕn tr­êng, v¹n tiÔn bÊt x©m	0	5000	5	0	111	100%	100%	93	1500	1500	85	500	500	150	700	700	114	20	20																		
ThiÕt KÞ ChiÕn M·	0	10	38	\spr\item\equip\horse\horse_49.spr	40	2	3	ThiÕt kÞ chiÕn tr­êng, v¹n tiÔn bÊt x©m	0	5000	6	0	111	100%	100%	93	1500	1500	85	500	500	150	700	700	114	20	20																		
ThiÕt KÞ ChiÕn M·	0	10	38	\spr\item\equip\horse\horse_49.spr	40	2	3	ThiÕt kÞ chiÕn tr­êng, v¹n tiÔn bÊt x©m	0	5000	7	0	111	100%	100%	93	1500	1500	85	500	500	150	700	700	114	20	20																		
ThiÕt KÞ ChiÕn M·	0	10	38	\spr\item\equip\horse\horse_49.spr	40	2	3	ThiÕt kÞ chiÕn tr­êng, v¹n tiÔn bÊt x©m	0	5000	8	0	111	100%	100%	93	1500	1500	85	500	500	150	700	700	114	20	20																		
ThiÕt KÞ ChiÕn M·	0	10	38	\spr\item\equip\horse\horse_49.spr	40	2	3	ThiÕt kÞ chiÕn tr­êng, v¹n tiÔn bÊt x©m	0	5000	9	0	111	100%	100%	93	1500	1500	85	500	500	150	700	700	114	20	20																		
ThiÕt KÞ ChiÕn M·	0	10	38	\spr\item\equip\horse\horse_49.spr	40	2	3	ThiÕt kÞ chiÕn tr­êng, v¹n tiÔn bÊt x©m	0	5000	10	0	111	100%	100%	93	1500	1500	85	500	500	150	700	700	114	20	20																		
HuyÕt VÜ Hå	0	10	39	\spr\item\equip\horse\horse_50.spr	40	2	3	Hå li trong truyÒn thuyÕt	0	5000	1	0	111	100%	100%	93	1500	1500	85	500	500	150	700	700	114	20	20																		
HuyÕt VÜ Hå	0	10	39	\spr\item\equip\horse\horse_50.spr	40	2	3	Hå li trong truyÒn thuyÕt	0	5000	2	0	111	100%	100%	93	1500	1500	85	500	500	150	700	700	114	20	20																		
HuyÕt VÜ Hå	0	10	39	\spr\item\equip\horse\horse_50.spr	40	2	3	Hå li trong truyÒn thuyÕt	0	5000	3	0	111	100%	100%	93	1500	1500	85	500	500	150	700	700	114	20	20																		
HuyÕt VÜ Hå	0	10	39	\spr\item\equip\horse\horse_50.spr	40	2	3	Hå li trong truyÒn thuyÕt	0	5000	4	0	111	100%	100%	93	1500	1500	85	500	500	150	700	700	114	20	20																		
HuyÕt VÜ Hå	0	10	39	\spr\item\equip\horse\horse_50.spr	40	2	3	Hå li trong truyÒn thuyÕt	0	5000	5	0	111	100%	100%	93	1500	1500	85	500	500	150	700	700	114	20	20																		
HuyÕt VÜ Hå	0	10	39	\spr\item\equip\horse\horse_50.spr	40	2	3	Hå li trong truyÒn thuyÕt	0	5000	6	0	111	100%	100%	93	1500	1500	85	500	500	150	700	700	114	20	20																		
HuyÕt VÜ Hå	0	10	39	\spr\item\equip\horse\horse_50.spr	40	2	3	Hå li trong truyÒn thuyÕt	0	5000	7	0	111	100%	100%	93	1500	1500	85	500	500	150	700	700	114	20	20																		
HuyÕt VÜ Hå	0	10	39	\spr\item\equip\horse\horse_50.spr	40	2	3	Hå li trong truyÒn thuyÕt	0	5000	8	0	111	100%	100%	93	1500	1500	85	500	500	150	700	700	114	20	20																		
HuyÕt VÜ Hå	0	10	39	\spr\item\equip\horse\horse_50.spr	40	2	3	Hå li trong truyÒn thuyÕt	0	5000	9	0	111	100%	100%	93	1500	1500	85	500	500	150	700	700	114	20	20																		
HuyÕt VÜ Hå	0	10	39	\spr\item\equip\horse\horse_50.spr	40	2	3	Hå li trong truyÒn thuyÕt	0	5000	10	0	111	100%	100%	93	1500	1500	85	500	500	150	700	700	114	20	20																		
Lôc VÜ Hå	0	10	40	\spr\item\equip\horse\horse_51.spr	40	2	3	Hå li trong truyÒn thuyÕt	0	5000	1	0	111	100%	100%	93	1500	1500	85	500	500	150	700	700	114	20	20																		
Lôc VÜ Hå	0	10	40	\spr\item\equip\horse\horse_51.spr	40	2	3	Hå li trong truyÒn thuyÕt	0	5000	2	0	111	100%	100%	93	1500	1500	85	500	500	150	700	700	114	20	20																		
Lôc VÜ Hå	0	10	40	\spr\item\equip\horse\horse_51.spr	40	2	3	Hå li trong truyÒn thuyÕt	0	5000	3	0	111	100%	100%	93	1500	1500	85	500	500	150	700	700	114	20	20																		
Lôc VÜ Hå	0	10	40	\spr\item\equip\horse\horse_51.spr	40	2	3	Hå li trong truyÒn thuyÕt	0	5000	4	0	111	100%	100%	93	1500	1500	85	500	500	150	700	700	114	20	20																		
Lôc VÜ Hå	0	10	40	\spr\item\equip\horse\horse_51.spr	40	2	3	Hå li trong truyÒn thuyÕt	0	5000	5	0	111	100%	100%	93	1500	1500	85	500	500	150	700	700	114	20	20																		
Lôc VÜ Hå	0	10	40	\spr\item\equip\horse\horse_51.spr	40	2	3	Hå li trong truyÒn thuyÕt	0	5000	6	0	111	100%	100%	93	1500	1500	85	500	500	150	700	700	114	20	20																		
Lôc VÜ Hå	0	10	40	\spr\item\equip\horse\horse_51.spr	40	2	3	Hå li trong truyÒn thuyÕt	0	5000	7	0	111	100%	100%	93	1500	1500	85	500	500	150	700	700	114	20	20																		
Lôc VÜ Hå	0	10	40	\spr\item\equip\horse\horse_51.spr	40	2	3	Hå li trong truyÒn thuyÕt	0	5000	8	0	111	100%	100%	93	1500	1500	85	500	500	150	700	700	114	20	20																		
