NpcAction	FightStand	NormalStand1	NormalStand2	FightWalk	NormalWalk	FightRun	NormalRun	Wound	Die	Attack1	Attack2	Magic	SitDown	JunpFly
ktenemy251	"96,8,120"	"96,8,120"	"128,8,132"	"80,8,76"	"80,8,76"	"80,8,76"	"80,8,76"	"72,8,66"	"88,8,90"	"112,8,48"	"112,8,48"	"88,8,120"	"88,8,120"	"96,8,120"
ktenemy252	"96,8,120"	"96,8,120"	"96,8,120"	"96,8,100"	"96,8,100"	"96,8,100"	"96,8,100"	"72,8,72"	"112,8,78"	"120,8,66"	"104,8,66"	"104,8,66"	"96,8,120"	"96,8,100"
ktenemy253														
ktenemy254														
ktenemy255														
ktenemy256														
ktenemy257	"136,8,90"	"136,8,120"	"136,8,120"	"136,8,48"	"136,8,48"	"136,8,48"	"136,8,48"	"120,8,48"	"136,8,66"	"136,8,66"	"136,8,66"	"136,8,72"	"136,8,120"	"136,8,48"
ktenemy258	"128,8,66"	"144,8,50"	"144,8,50"	"128,8,50"	"128,8,50"	"128,8,50"	"128,8,50"	"136,8,30"	"192,8,35"	"144,8,50"	"144,8,50"	"144,8,50"	"144,8,50"	"128,8,50"
ktenemy259	"128,8,60"	"128,8,66"	"128,8,66"	"128,8,60"	"128,8,60"	"128,8,60"	"128,8,60"	"88,8,48"	"120,8,56"	"128,8,48"	"128,8,48"	"128,8,48"	"128,8,66"	"128,8,60"
ktenemy260	"128,8,36"	"144,8,40"	"144,8,40"	"128,8,26"	"128,8,26"	"128,8,26"	"128,8,26"	"96,8,36"	"160,8,36"	"128,8,36"	"128,8,36"	"160,8,33"	"144,8,40"	"128,8,26"
ktenemy261	"128,8,65"	"128,8,75"	"128,8,75"	"128,8,63"	"128,8,63"	"128,8,63"	"128,8,63"	"72,8,63"	"88,8,90"	"128,8,62"	"128,8,62"	"144,8,62"	"128,8,75"	"128,8,63"
ktenemy262	"128,8,63"	"128,8,85"	"128,8,85"	"128,8,65"	"128,8,65"	"128,8,65"	"128,8,65"	"64,8,63"	"112,8,84"	"128,8,58"	"128,8,58"	"128,8,63"	"128,8,85"	"128,8,65"
ktenemy263	"128,8,55"	"144,8,65"	"144,8,65"	"144,8,50"	"144,8,50"	"144,8,50"	"144,8,50"	"144,8,20"	"80,8,65"	"136,8,60"	"136,8,60"	"120,8,60"	"144,8,65"	"144,8,50"
ktenemy264	"144,8,65"	"128,8,55"	"128,8,55"	"128,8,50"	"128,8,50"	"128,8,50"	"128,8,50"	"112,8,35"	"160,8,50"	"128,8,40"	"128,8,40"	"128,8,45"	"128,8,55"	"128,8,50"
ktenemy265	"128,8,72"	"128,8,132"	"128,8,132"	"128,8,66"	"128,8,66"	"128,8,66"	"128,8,66"	"88,8,52"	"128,8,80"	"120,8,60"	"120,8,60"	"128,8,60"	"128,8,132"	"128,8,66"
ktenemy266a	"96,8,90"	"96,8,90"	"96,8,90"	"128,8,42"	"128,8,42"	"128,8,42"	"128,8,42"	"96,8,90"	"96,8,90"	"96,8,90"	"96,8,90"	"96,8,90"	"96,8,90"	"128,8,42"
ktenemy266b	"96,8,90"	"96,8,90"	"96,8,90"	"128,8,42"	"128,8,42"	"128,8,42"	"128,8,42"	"96,8,90"	"96,8,90"	"96,8,90"	"96,8,90"	"96,8,90"	"96,8,90"	"128,8,42"
ktenemy266c	"96,8,90"	"96,8,90"	"96,8,90"	"128,8,42"	"128,8,42"	"128,8,42"	"128,8,42"	"96,8,90"	"96,8,90"	"96,8,90"	"96,8,90"	"96,8,90"	"96,8,90"	"128,8,42"
ktenemy267	"96,8,99"	"96,8,120"	"96,8,120"	"96,8,99"	"96,8,99"	"96,8,99"	"96,8,99"	"64,8,66"	"208,8,60"	"128,8,60"	"128,8,60"	"96,8,66"	"96,8,120"	"96,8,99"
ktenemy268	"96,8,90"	"96,8,90"	"96,8,90"	"128,8,42"	"128,8,42"	"128,8,42"	"128,8,42"	"96,8,90"	"96,8,90"	"96,8,90"	"96,8,90"	"96,8,90"	"96,8,90"	"128,8,42"
ktenemy269	"96,8,90"	"96,8,90"	"96,8,90"	"128,8,42"	"128,8,42"	"128,8,42"	"128,8,42"	"96,8,90"	"96,8,90"	"96,8,90"	"96,8,90"	"96,8,90"	"96,8,90"	"128,8,42"
ktenemy270	"96,8,90"	"96,8,90"	"96,8,90"	"128,8,42"	"128,8,42"	"128,8,42"	"128,8,42"	"96,8,90"	"96,8,90"	"96,8,90"	"96,8,90"	"96,8,90"	"96,8,90"	"128,8,42"
ktenemy271	"128,8,100"	"128,8,160"	"128,8,160"	"128,8,72"	"128,8,72"	"128,8,72"	"128,8,72"	"104,8,48"	"152,8,66"	"144,8,60"	"144,8,60"	"128,8,66"	"128,8,160"	"128,8,72"
ktenemy304	"128,8,100"	"128,8,160"	"128,8,160"	"128,8,72"	"128,8,72"	"128,8,72"	"128,8,72"	"104,8,49"	"152,8,67"	"144,8,60"	"144,8,60"	"128,8,66"	"128,8,160"	"128,8,72"
ktenemy305	"128,8,100"	"128,8,160"	"128,8,160"	"128,8,72"	"128,8,72"	"128,8,72"	"128,8,72"	"104,8,50"	"152,8,68"	"144,8,60"	"144,8,60"	"128,8,66"	"128,8,160"	"128,8,72"
ktenemy306	"128,8,100"	"128,8,160"	"128,8,160"	"128,8,72"	"128,8,72"	"128,8,72"	"128,8,72"	"104,8,51"	"152,8,69"	"144,8,60"	"144,8,60"	"128,8,66"	"128,8,160"	"128,8,72"
ktenemy307	"128,8,100"	"128,8,160"	"128,8,160"	"128,8,72"	"128,8,72"	"128,8,72"	"128,8,72"	"104,8,52"	"152,8,70"	"144,8,60"	"144,8,60"	"128,8,66"	"128,8,160"	"128,8,72"
ktenemy308	"128,8,100"	"128,8,160"	"128,8,160"	"128,8,72"	"128,8,72"	"128,8,72"	"128,8,72"	"104,8,53"	"152,8,71"	"144,8,60"	"144,8,60"	"128,8,66"	"128,8,160"	"128,8,72"
ktenemy309	"96,8,90"	"96,8,90"	"96,8,90"	"128,8,42"	"128,8,42"	"128,8,42"	"128,8,42"	"96,8,90"	"96,8,90"	"96,8,90"	"96,8,90"	"96,8,90"	"96,8,90"	"128,8,42"
ktenemy311	"96,8,90"	"96,8,90"	"96,8,90"	"128,8,42"	"128,8,42"	"128,8,42"	"128,8,42"	"96,8,90"	"96,8,90"	"96,8,90"	"96,8,90"	"96,8,90"	"96,8,90"	"128,8,42"
ktenemy312	"96,8,90"	"96,8,90"	"96,8,90"	"128,8,42"	"128,8,42"	"128,8,42"	"128,8,42"	"96,8,90"	"96,8,90"	"96,8,90"	"96,8,90"	"96,8,90"	"96,8,90"	"128,8,42"
ktenemy313	"1,1,1"	"1,1,1"	"1,1,1"	"1,1,1"	"1,1,1"	"1,1,1"	"1,1,1"	"1,1,1"	"1,1,1"	"1,1,1"	"1,1,1"	"1,1,1"	"1,1,1"	"1,1,1"
ktenemy314	"96,8,90"	"96,8,90"	"96,8,90"	"128,8,42"	"128,8,42"	"128,8,42"	"128,8,42"	"96,8,90"	"96,8,90"	"96,8,90"	"96,8,90"	"96,8,90"	"96,8,90"	"128,8,42"
ktenemy315	"96,8,90"	"96,8,90"	"96,8,90"	"128,8,42"	"128,8,42"	"128,8,42"	"128,8,42"	"96,8,90"	"96,8,90"	"96,8,90"	"96,8,90"	"96,8,90"	"96,8,90"	"128,8,42"
ktenemy316	"96,8,90"	"96,8,90"	"96,8,90"	"128,8,42"	"128,8,42"	"128,8,42"	"128,8,42"	"96,8,90"	"96,8,90"	"96,8,90"	"96,8,90"	"96,8,90"	"96,8,90"	"128,8,42"
ktenemy318	"96,8,90"	"96,8,90"	"96,8,90"	"128,8,42"	"128,8,42"	"128,8,42"	"128,8,42"	"96,8,90"	"96,8,90"	"96,8,90"	"96,8,90"	"96,8,90"	"96,8,90"	"128,8,42"
ktenemy319	"96,8,90"	"96,8,90"	"96,8,90"	"128,8,42"	"128,8,42"	"128,8,42"	"128,8,42"	"96,8,90"	"96,8,90"	"96,8,90"	"96,8,90"	"96,8,90"	"96,8,90"	"128,8,42"
ktenemy320	"96,8,90"	"96,8,90"	"96,8,90"	"128,8,42"	"128,8,42"	"128,8,42"	"128,8,42"	"96,8,90"	"96,8,90"	"96,8,90"	"96,8,90"	"96,8,90"	"96,8,90"	"128,8,42"
ktenemy321	"96,8,90"	"96,8,90"	"96,8,90"	"128,8,42"	"128,8,42"	"128,8,42"	"128,8,42"	"96,8,90"	"96,8,90"	"96,8,90"	"96,8,90"	"96,8,90"	"96,8,90"	"128,8,42"
ktenemy322	"96,8,90"	"96,8,90"	"96,8,90"	"128,8,42"	"128,8,42"	"128,8,42"	"128,8,42"	"96,8,90"	"96,8,90"	"96,8,90"	"96,8,90"	"96,8,90"	"96,8,90"	"128,8,42"
ktenemy323	"96,8,90"	"96,8,90"	"96,8,90"	"128,8,42"	"128,8,42"	"128,8,42"	"128,8,42"	"96,8,90"	"96,8,90"	"96,8,90"	"96,8,90"	"96,8,90"	"96,8,90"	"128,8,42"
ktenemy324	"96,8,90"	"96,8,90"	"96,8,90"	"128,8,42"	"128,8,42"	"128,8,42"	"128,8,42"	"96,8,90"	"96,8,90"	"96,8,90"	"96,8,90"	"96,8,90"	"96,8,90"	"128,8,42"
ktenemy325	"128,8,100"	"128,8,160"	"128,8,160"	"128,8,72"	"128,8,72"	"128,8,72"	"128,8,72"	"104,8,53"	"152,8,71"	"144,8,60"	"144,8,60"	"128,8,66"	"128,8,160"	"128,8,72"
ktenemy326	"128,8,100"	"128,8,160"	"128,8,160"	"128,8,72"	"128,8,72"	"128,8,72"	"128,8,72"	"104,8,54"	"152,8,72"	"144,8,60"	"144,8,60"	"128,8,66"	"128,8,160"	"128,8,72"
ktenemy327	"128,8,100"	"128,8,160"	"128,8,160"	"128,8,72"	"128,8,72"	"128,8,72"	"128,8,72"	"104,8,55"	"152,8,73"	"144,8,60"	"144,8,60"	"128,8,66"	"128,8,160"	"128,8,72"
ktenemy328	"128,8,100"	"128,8,160"	"128,8,160"	"128,8,72"	"128,8,72"	"128,8,72"	"128,8,72"	"104,8,56"	"152,8,74"	"144,8,60"	"144,8,60"	"128,8,66"	"128,8,160"	"128,8,72"
ktenemy329	"128,8,100"	"128,8,160"	"128,8,160"	"128,8,72"	"128,8,72"	"128,8,72"	"128,8,72"	"104,8,57"	"152,8,75"	"144,8,60"	"144,8,60"	"128,8,66"	"128,8,160"	"128,8,72"
ktenemy330	"128,8,100"	"128,8,160"	"128,8,160"	"128,8,72"	"128,8,72"	"128,8,72"	"128,8,72"	"104,8,58"	"152,8,76"	"144,8,60"	"144,8,60"	"128,8,66"	"128,8,160"	"128,8,72"
ktenemy331	"128,8,100"	"128,8,160"	"128,8,160"	"128,8,72"	"128,8,72"	"128,8,72"	"128,8,72"	"104,8,59"	"152,8,77"	"144,8,60"	"144,8,60"	"128,8,66"	"128,8,160"	"128,8,72"
ktenemy332	"128,8,100"	"128,8,160"	"128,8,160"	"128,8,72"	"128,8,72"	"128,8,72"	"128,8,72"	"104,8,60"	"152,8,78"	"144,8,60"	"144,8,60"	"128,8,66"	"128,8,160"	"128,8,72"
ktenemy333	"128,8,100"	"128,8,160"	"128,8,160"	"128,8,72"	"128,8,72"	"128,8,72"	"128,8,72"	"104,8,61"	"152,8,79"	"144,8,60"	"144,8,60"	"128,8,66"	"128,8,160"	"128,8,72"
ktenemy334	"128,8,100"	"128,8,160"	"128,8,160"	"128,8,72"	"128,8,72"	"128,8,72"	"128,8,72"	"104,8,62"	"152,8,80"	"144,8,60"	"144,8,60"	"128,8,66"	"128,8,160"	"128,8,72"
ktenemy335	"128,8,100"	"128,8,160"	"128,8,160"	"128,8,72"	"128,8,72"	"128,8,72"	"128,8,72"	"104,8,63"	"152,8,81"	"144,8,60"	"144,8,60"	"128,8,66"	"128,8,160"	"128,8,72"
ktenemy336	"128,8,100"	"128,8,160"	"128,8,160"	"128,8,72"	"128,8,72"	"128,8,72"	"128,8,72"	"104,8,64"	"152,8,82"	"144,8,60"	"144,8,60"	"128,8,66"	"128,8,160"	"128,8,72"
ktenemy337	"128,8,100"	"128,8,160"	"128,8,160"	"128,8,72"	"128,8,72"	"128,8,72"	"128,8,72"	"104,8,65"	"152,8,83"	"144,8,60"	"144,8,60"	"128,8,66"	"128,8,160"	"128,8,72"
ktenemy338	"128,8,100"	"128,8,160"	"128,8,160"	"128,8,72"	"128,8,72"	"128,8,72"	"128,8,72"	"104,8,66"	"152,8,84"	"144,8,60"	"144,8,60"	"128,8,66"	"128,8,160"	"128,8,72"
ktenemy607	"128,8,100"	"128,8,160"	"128,8,160"	"128,8,72"	"128,8,72"	"128,8,72"	"128,8,72"	"104,8,67"	"152,8,85"	"144,8,60"	"144,8,60"	"128,8,66"	"128,8,160"	"128,8,72"
ktenemy608	"128,8,100"	"128,8,160"	"128,8,160"	"128,8,72"	"128,8,72"	"128,8,72"	"128,8,72"	"104,8,68"	"152,8,86"	"144,8,60"	"144,8,60"	"128,8,66"	"128,8,160"	"128,8,72"
ktenemy609	"128,8,100"	"128,8,160"	"128,8,160"	"128,8,72"	"128,8,72"	"128,8,72"	"128,8,72"	"104,8,69"	"152,8,87"	"144,8,60"	"144,8,60"	"128,8,66"	"128,8,160"	"128,8,72"
ktenemy610	"128,8,100"	"128,8,160"	"128,8,160"	"128,8,72"	"128,8,72"	"128,8,72"	"128,8,72"	"104,8,70"	"152,8,88"	"144,8,60"	"144,8,60"	"128,8,66"	"128,8,160"	"128,8,72"
ktenemy611	"128,8,100"	"128,8,160"	"128,8,160"	"128,8,72"	"128,8,72"	"128,8,72"	"128,8,72"	"104,8,71"	"152,8,89"	"144,8,60"	"144,8,60"	"128,8,66"	"128,8,160"	"128,8,72"
ktenemy612	"128,8,100"	"128,8,160"	"128,8,160"	"128,8,72"	"128,8,72"	"128,8,72"	"128,8,72"	"104,8,72"	"152,8,90"	"144,8,60"	"144,8,60"	"128,8,66"	"128,8,160"	"128,8,72"
ktenemy613	"128,8,100"	"128,8,160"	"128,8,160"	"128,8,72"	"128,8,72"	"128,8,72"	"128,8,72"	"104,8,73"	"152,8,91"	"144,8,60"	"144,8,60"	"128,8,66"	"128,8,160"	"128,8,72"
ktenemy614	"128,8,100"	"128,8,160"	"128,8,160"	"128,8,72"	"128,8,72"	"128,8,72"	"128,8,72"	"104,8,74"	"152,8,92"	"144,8,60"	"144,8,60"	"128,8,66"	"128,8,160"	"128,8,72"
ktenemy615	"128,8,100"	"128,8,160"	"128,8,160"	"128,8,72"	"128,8,72"	"128,8,72"	"128,8,72"	"104,8,75"	"152,8,93"	"144,8,60"	"144,8,60"	"128,8,66"	"128,8,160"	"128,8,72"
ktenemy616	"128,8,100"	"128,8,160"	"128,8,160"	"128,8,72"	"128,8,72"	"128,8,72"	"128,8,72"	"104,8,76"	"152,8,94"	"144,8,60"	"144,8,60"	"128,8,66"	"128,8,160"	"128,8,72"
ktenemy617	"128,8,100"	"128,8,160"	"128,8,160"	"128,8,72"	"128,8,72"	"128,8,72"	"128,8,72"	"104,8,77"	"152,8,95"	"144,8,60"	"144,8,60"	"128,8,66"	"128,8,160"	"128,8,72"
ktenemy618	"128,8,100"	"128,8,160"	"128,8,160"	"128,8,72"	"128,8,72"	"128,8,72"	"128,8,72"	"104,8,78"	"152,8,96"	"144,8,60"	"144,8,60"	"128,8,66"	"128,8,160"	"128,8,72"
ktenemy619	"128,8,100"	"128,8,160"	"128,8,160"	"128,8,72"	"128,8,72"	"128,8,72"	"128,8,72"	"104,8,79"	"152,8,97"	"144,8,60"	"144,8,60"	"128,8,66"	"128,8,160"	"128,8,72"
ktenemy620	"128,8,100"	"128,8,160"	"128,8,160"	"128,8,72"	"128,8,72"	"128,8,72"	"128,8,72"	"104,8,80"	"152,8,98"	"144,8,60"	"144,8,60"	"128,8,66"	"128,8,160"	"128,8,72"
ktenemy621	"128,8,100"	"128,8,160"	"128,8,160"	"128,8,72"	"128,8,72"	"128,8,72"	"128,8,72"	"104,8,81"	"152,8,99"	"144,8,60"	"144,8,60"	"128,8,66"	"128,8,160"	"128,8,72"
ktenemy679_3	"128,8,100"	"128,8,160"	"128,8,160"	"128,8,72"	"128,8,72"	"128,8,72"	"128,8,72"	"104,8,82"	"152,8,100"	"144,8,60"	"144,8,60"	"128,8,66"	"128,8,160"	"128,8,72"
ktice	"10,1,20"	"10,1,20"	"10,1,20"	"10,1,20"	"10,1,20"	"10,1,20"	"10,1,20"	"10,1,20"	"10,1,20"	"10,1,20"	"10,1,20"	"10,1,20"	"10,1,20"	"10,1,20"
ktmineral01	"1,1,1"	"1,1,1"	"1,1,1"	"1,1,1"	"1,1,1"	"1,1,1"	"1,1,1"	"1,1,1"	"1,1,1"	"1,1,1"	"1,1,1"	"1,1,1"	"1,1,1"	"1,1,1"
ktmineral02	"1,1,1"	"1,1,1"	"1,1,1"	"1,1,1"	"1,1,1"	"1,1,1"	"1,1,1"	"1,1,1"	"1,1,1"	"1,1,1"	"1,1,1"	"1,1,1"	"1,1,1"	"1,1,1"
ktmineral03	"1,1,1"	"1,1,1"	"1,1,1"	"1,1,1"	"1,1,1"	"1,1,1"	"1,1,1"	"1,1,1"	"1,1,1"	"1,1,1"	"1,1,1"	"1,1,1"	"1,1,1"	"1,1,1"
ktmineral04	"1,1,1"	"1,1,1"	"1,1,1"	"1,1,1"	"1,1,1"	"1,1,1"	"1,1,1"	"1,1,1"	"1,1,1"	"1,1,1"	"1,1,1"	"1,1,1"	"1,1,1"	"1,1,1"
ktpasserby001	"88,8,111"	"88,8,111"	"112,8,111"										"112,8,111"	
ktpasserby002	"72,8,167"	"72,8,167"	"120,8,167"	"72,8,167"	"72,8,167"	"72,8,167"	"72,8,167"	"72,8,167"	"72,8,167"	"72,8,167"	"72,8,167"	"72,8,167"	"120,8,167"	"72,8,167"
ktpasserby003	"88,8,167"	"88,8,167"	"144,8,167"										"144,8,167"	
ktpasserby004	"64,8,111"	"64,8,111"	"112,8,111"										"112,8,111"	
ktpasserby005	"64,8,167"	"64,8,167"	"112,8,111"										"112,8,111"	
ktpasserby006	"128,8,111"	"128,8,111"	"128,8,111"										"128,8,111"	
ktpasserby007	"80,8,167"	"80,8,167"	"120,8,167"										"120,8,167"	
ktpasserby008	"128,8,111"	"128,8,111"	"128,8,167"										"128,8,167"	
ktpasserby009	"88,8,111"	"88,8,111"	"176,8,167"										"176,8,167"	
ktpasserby010	"88,8,111"	"88,8,111"	"112,8,111"										"112,8,111"	
ktpasserby011	"88,8,167"	"88,8,167"	"136,8,111"										"136,8,111"	
ktpasserby012	"88,8,111"	"88,8,111"	"136,8,167"										"136,8,167"	
ktpasserby013	"88,8,111"	"88,8,111"	"120,8,167"										"120,8,167"	
ktpasserby014	"88,8,167"	"88,8,167"	"128,8,111"										"128,8,111"	
ktpasserby015	"88,8,111"	"88,8,111"	"136,8,167"										"136,8,167"	
ktpasserby016	"88,8,111"	"88,8,111"	"136,8,111"										"136,8,111"	
ktpasserby017	"88,8,111"	"88,8,111"	"88,8,167"										"88,8,167"	
ktpasserby018	"160,8,111"	"160,8,111"	"112,8,167"										"112,8,167"	
ktpasserby019	"80,8,111"	"80,8,111"	"144,8,167"										"144,8,167"	
ktpasserby020	"88,8,80"	"88,8,80"	"120,8,80"										"120,8,80"	
ktpasserby0219	"10,1,80"	"10,1,80"	"10,1,80"	"10,1,80"	"10,1,80"	"10,1,80"	"10,1,80"	"10,1,80"	"10,1,80"	"10,1,80"	"10,1,80"	"10,1,80"	"10,1,80"	"10,1,80"
ktpasserby0220	"10,1,80"	"10,1,80"	"10,1,80"	"10,1,80"	"10,1,80"	"10,1,80"	"10,1,80"	"10,1,80"	"10,1,80"	"10,1,80"	"10,1,80"	"10,1,80"	"10,1,80"	"10,1,80"
ktpasserby0221	"10,1,80"	"10,1,80"	"10,1,80"	"10,1,80"	"10,1,80"	"10,1,80"	"10,1,80"	"10,1,80"	"10,1,80"	"10,1,80"	"10,1,80"	"10,1,80"	"10,1,80"	"10,1,80"
ktpasserby0222	"10,1,80"	"10,1,80"	"10,1,80"	"10,1,80"	"10,1,80"	"10,1,80"	"10,1,80"	"10,1,80"	"10,1,80"	"10,1,80"	"10,1,80"	"10,1,80"	"10,1,80"	"10,1,80"
ktpasserby025	"96,8,120"	"96,8,120"	"96,8,150"										"96,8,150"	
ktpasserby026	"96,8,100"	"96,8,100"	"96,8,100"										"96,8,100"	
ktpasserby027	"80,8,111"	"80,8,111"	"80,8,167"										"80,8,167"	
ktpasserby028	"88,8,111"	"88,8,111"	"104,8,111"										"104,8,111"	
ktpasserby029	"192,8,80"	"96,8,111"	"96,8,167"	"144,8,60"	"144,8,60"	"144,8,60"	"144,8,60"	"64,8,70"	"96,8,80"	"120,8,60"	"136,8,60"	"136,8,60"	"96,8,167"	"144,8,60"
ktpasserby030	"104,8,111"	"104,8,111"	"104,8,167"										"104,8,167"	
ktpasserby032	"96,8,111"	"96,8,111"	"120,8,167"										"120,8,167"	
ktpasserby033	"96,8,120"	"96,8,120"	"96,8,120"	"96,8,120"	"96,8,120"	"96,8,120"	"96,8,120"	"56,8,120"	"96,8,120"	"88,8,70"	"72,8,80"	"72,8,80"	"96,8,120"	"96,8,120"
ktpasserby033a	"96,8,120"	"96,8,120"	"96,8,120"	"96,8,120"	"96,8,120"	"96,8,120"	"96,8,120"	"56,8,120"	"96,8,120"	"88,8,70"	"72,8,80"	"72,8,80"	"96,8,120"	"96,8,120"
ktpasserby034	"96,8,110"	"96,8,110"	"96,8,140"										"96,8,140"	
ktpasserby035	"80,8,160"	"80,8,160"	"80,8,160"	"128,8,80"	"128,8,80"	"128,8,80"	"128,8,80"	"80,8,70"	"104,8,100"	"80,8,100"	"128,8,100"	"128,8,100"	"80,8,160"	"128,8,80"
ktpasserby037	"96,8,80"	"80,8,111"	"120,8,167"	"128,8,60"	"128,8,60"	"128,8,60"	"128,8,60"	"72,8,70"	"96,8,60"	"104,8,50"	"96,8,50"	"96,8,50"	"120,8,167"	"128,8,60"
ktpasserby038	"96,8,167"	"96,8,167"	"96,8,167"										"96,8,167"	
ktpasserby039	"80,8,111"	"80,8,111"	"136,8,111"										"136,8,111"	
ktpasserby040	"96,8,100"	"96,8,100"	"96,8,130"										"96,8,130"	
ktpasserby041	"88,8,111"	"88,8,111"	"88,8,167"										"88,8,167"	
ktpasserby042	"96,8,111"	"96,8,111"	"96,8,167"										"96,8,167"	
ktpasserby043	"80,8,110"	"80,8,110"	"80,8,150"										"80,8,150"	
ktpasserby044	"88,8,111"	"88,8,111"	"120,8,111"										"120,8,111"	
ktpasserby045	"88,8,111"	"88,8,111"	"120,8,111"										"120,8,111"	
ktpasserby046	"80,8,111"	"80,8,111"	"112,8,111"										"112,8,111"	
ktpasserby047	"64,8,100"	"64,8,100"	"80,8,120"										"80,8,120"	
ktpasserby049	"64,8,110"	"64,8,110"	"96,8,100"										"96,8,100"	
ktpasserby050	"88,8,111"	"88,8,111"	"144,8,111"										"144,8,111"	
ktpasserby051	"96,8,111"	"96,8,111"	"96,8,111"										"96,8,111"	
ktpasserby054	"96,8,111"	"96,8,111"	"96,8,167"										"96,8,167"	
ktpasserby055	"80,8,111"	"80,8,111"	"80,8,111"										"80,8,111"	
ktpasserby056	"96,8,111"	"96,8,111"	"96,8,167"										"96,8,167"	
ktpasserby059	"96,8,167"	"96,8,167"	"96,8,167"										"96,8,167"	
ktpasserby060	"80,8,130"	"80,8,130"	"96,8,140"										"96,8,140"	
ktpasserby061	"64,8,111"	"64,8,111"	"96,8,222"										"96,8,222"	
ktpasserby062	"88,8,111"	"88,8,111"	"88,8,111"										"88,8,111"	
ktpasserby063	"80,8,120"	"80,8,120"	"80,8,100"										"80,8,100"	
ktpasserby064	"96,8,145"	"96,8,145"	"96,8,158"										"96,8,158"	
ktpasserby065	"96,8,100"	"96,8,100"	"96,8,100"	"96,8,110"	"96,8,110"	"96,8,110"	"96,8,110"	"56,8,95"	"128,8,95"	"112,8,80"	"80,8,95"	"80,8,95"	"96,8,100"	"96,8,110"
ktpasserby066	"96,8,100"	"96,8,100"	"128,8,100"										"128,8,100"	
ktpasserby067	"64,8,111"	"64,8,111"	"104,8,167"										"104,8,167"	
ktpasserby068	"88,8,110"	"88,8,110"	"96,8,111"										"96,8,111"	
ktpasserby069	"80,8,100"	"80,8,100"	"96,8,130"										"96,8,130"	
ktpasserby070	"88,8,111"	"88,8,111"	"128,8,167"										"128,8,167"	
ktpasserby071	"88,8,111"	"88,8,111"	"120,8,111"										"120,8,111"	
ktpasserby072	"96,8,100"	"96,8,100"	"96,8,110"										"96,8,110"	
ktpasserby073	"64,8,111"	"64,8,111"	"112,8,167"										"112,8,167"	
ktpasserby074	"64,8,111"	"64,8,111"	"96,8,111"										"96,8,111"	
ktpasserby075	"80,8,111"	"80,8,111"	"120,8,167"										"120,8,167"	
ktpasserby076	"64,8,167"	"64,8,167"	"88,8,167"										"88,8,167"	
ktpasserby078	"80,8,111"	"80,8,111"	"120,8,167"										"120,8,167"	
ktpasserby079	"96,8,100"	"96,8,100"	"112,8,90"										"112,8,90"	
ktpasserby080	"96,8,111"	"96,8,111"	"96,8,111"										"96,8,111"	
ktpasserby081	"88,8,1"	"88,8,1"	"88,8,111"										"88,8,111"	
ktpasserby082	"80,8,111"	"80,8,111"	"120,8,167"										"120,8,167"	
ktpasserby083	"96,8,100"	"96,8,100"	"96,8,100"										"96,8,100"	
ktpasserby084	"80,8,100"	"80,8,100"	"128,8,111"										"128,8,111"	
ktpasserby085	"96,8,111"	"96,8,111"	"96,8,167"										"96,8,167"	
ktpasserby086	"64,8,111"	"64,8,111"	"104,8,167"										"104,8,167"	
ktpasserby087	"96,8,111"	"96,8,111"	"96,8,167"										"96,8,167"	
ktpasserby088	"80,8,111"	"80,8,111"	"120,8,167"										"120,8,167"	
ktpasserby089	"112,8,120"	"112,8,120"	"112,8,110"										"112,8,110"	
ktpasserby090	"120,8,70"	"120,8,70"	"120,8,120"										"120,8,120"	
ktpasserby091	"40,8,167"	"40,8,167"	"40,8,167"	"48,8,222"	"48,8,222"	"48,8,222"	"48,8,222"	"24,8,111"	"48,8,167"	"40,8,180"	"40,8,180"	"40,8,180"	"40,8,167"	"48,8,222"
ktpasserby093	"96,8,120"	"96,8,120"	"96,8,120"	"96,8,100"	"96,8,100"	"96,8,100"	"96,8,100"	"56,8,80"	"88,8,100"	"88,8,90"	"88,8,90"	"88,8,90"	"96,8,120"	"96,8,100"
ktpasserby094	"120,8,100"	"120,8,100"	"120,8,120"										"120,8,120"	
ktpasserby096	"80,8,110"	"80,8,110"	"80,8,110"										"80,8,110"	
ktpasserby097	"80,8,100"	"80,8,100"	"80,8,150"										"80,8,150"	
ktpasserby098	"88,8,100"	"88,8,100"	"88,8,100"										"88,8,100"	
ktpasserby099	"88,8,111"	"88,8,111"	"96,8,167"										"96,8,167"	
ktpasserby101	"128,8,160"	"80,8,111"	"104,8,167"	"64,8,140"	"64,8,140"	"64,8,140"	"64,8,140"	"48,8,120"	"112,8,120"	"72,8,120"	"72,8,120"	"72,8,120"	"104,8,167"	"64,8,140"
ktpasserby102	"96,8,111"	"96,8,111"	"96,8,167"										"96,8,167"	
ktpasserby103	"160,8,80"	"160,8,80"	"96,8,150"										"96,8,150"	
ktpasserby105	"112,8,111"	"112,8,111"	"112,8,167"										"112,8,167"	
ktpasserby106	"80,8,167"	"80,8,167"	"96,8,167"										"96,8,167"	
ktpasserby107	"80,8,110"	"80,8,110"	"64,8,150"										"64,8,150"	
ktpasserby109	"96,8,111"	"96,8,111"	"112,8,111"										"112,8,111"	
ktpasserby110	"88,8,111"	"88,8,111"	"88,8,167"										"88,8,167"	
ktpasserby111	"22,1,111"	"22,1,111"	"22,1,111"										"22,1,111"	
