MissleId	MissleName	MoveKind	FollowKind	ColFollowTarget	MissleHeight	CollidRange	IsRangeDmg	DmgRange	DmgInterval	LifeTime	Speed	Zspeed	Zacc	LoopPlay	SubLoop	SubStart	SubStop	ResponseSkill	CanDestroy	ColVanish	CanSlow	CanColFriend	AutoExplode	MissRate	Param1	Param2	Param3	MultiShow	AnimFile1	AnimFileInfo1	SndFile1	AnimFile2	AnimFileInfo2	SndFile2	AnimFile3	AnimFileInfo3	SndFile3	AnimFile4	AnimFileInfo4	SndFile4	AnimFileB1	AnimFileInfoB1	SndFileB1	AnimFileB2	AnimFileInfoB2	SndFileB2	AnimFileB3	AnimFileInfoB3	SndFileB3	AnimFileB4	AnimFileInfoB4	SndFileB4	RedLum	GreenLum	BlueLum	LightRadius
231	Hoµn BØ Chi Th©n	0	0	0	18	1	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0										\spr\skill\gb\ÁúÕ½ÓÚÒ°.spr	15,1,1	\sound\skill\ÆÕÍ¨±¬Õ¨.wav													148	219	255	0
232	§¶o Hµnh NghŞch Thi	0	0	0	18	1	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0										\Spr\skill\´äÑÌ\mag_bz_bin6_±¬Õ¨Ğ§¹û.spr	16,1,1	\sound\skill\ÆÕÍ¨±¬Õ¨.wav													148	219	255	0
233	§ång hµnh Chó thuËt Háa	0	0	1	18	3	1	3	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0										\spr\skill\ÌìÈÌ\mag_bz_huo3_±¬Õ¨Ğ§¹û.spr	18,1,2	\sound\skill\ÆÕÍ¨±¬Õ¨.wav													148	219	255	0
234	§ång hµnh Chó thuËt Thñy	0	0	1	18	3	1	3	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0										\spr\skill\¶ëáÒ\mag_bz_bin3_±¬Õ¨Ğ§¹û.spr	19,1,1	\sound\skill\ÆÕÍ¨±¬Õ¨.wav													148	219	255	0
235	§ång hµnh Chó thuËt Thæ 	0	0	1	18	3	1	3	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0										\spr\skill\À¥ÂØ\Bz_dian3_±¬Õ¨.spr	8,1,1	\sound\skill\ÆÕÍ¨±¬Õ¨.wav													148	219	255	0
236	An Phñ Chi Ng÷ 	0	0	0	18	1	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0																									148	219	255	0
237	N÷u ChuyÓn Cµn Kh«n 	0	0	0	18	1	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0												\sound\skill\ÆÕÍ¨±¬Õ¨.wav													148	219	255	0
238	V¹n LiÔu Phiªu Phong  	1	0	1	10	2	0	2	0	16	15	0	0	1	0	0	0	0	1	1	1	0	0	0	0	0	0	0				\spr\skill\´äÑÌ\mag_cy_05_±Ìº£³±Éú_b.spr	48,16,1					\spr\skill\¶ëáÒ\mag_bz_bin2_±¬Õ¨Ğ§¹û.spr	6,1,1	\sound\skill\±ù±¬.wav													148	219	255	0
239	S­¬ng D· Tiªn Tung  	1	0	1	10	3	1	3	0	16	15	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0				\spr\skill\cy\·çÑ©±ùÌì.spr	128,16,1					\spr\skill\¶ëáÒ\mag_bz_bin3_±¬Õ¨Ğ§¹û.spr	19,1,1	\sound\skill\±ù±¬.wav													148	219	255	0
240	Nam Minh Tam §o¹n Kİch 	1	0	1	10	1	0	1	0	15	15	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	0	0				\spr\skill\NPC\Í¶Ê¯ÆÕ.spr	20,1,1					\spr\skill\Ø¤°ï\mag_bz_tu2_±¬Õ¨Ğ§¹û.spr	16,1,1	\sound\skill\ÆÕÍ¨±¬Õ¨.wav													148	219	255	0
241	TËt Phong TÊn L«i 	100	0	1	10	3	1	3	0	16	16	0	0	1	0	0	0	0	1	0	1	0	1	0	0	0	0	0				\spr\skill\kl\À×¶¯¾ÅÌì.spr	6,1,2	\sound\skill\¿ñ·çÖèµç.wav				\spr\skill\À¥ÂØ\kl_01_ºô·ç·¨.spr	15,1,1	\sound\skill\sound_k040.wav													148	219	255	0
242	§ång hµnh Chó thuËt Kim 	0	0	1	18	3	1	3	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0										\spr\skill\Ø¤°ï\mag_bz_tu1_±¬Õ¨Ğ§¹û.spr	19,1,1	\sound\skill\ÆÕÍ¨±¬Õ¨.wav													148	219	255	0
243	§ång hµnh Chó thuËt Méc 	0	0	1	18	3	1	3	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0										\spr\skill\Îå¶¾½Ì\bz_du2_±¬Õ¨.spr	6,1,1	\sound\skill\ÆÕÍ¨±¬Õ¨.wav													148	219	255	0
244	BÉy cho¸ng (Gi¸ng Sinh) 	0	0	1	15	2	1	2	13	540	0	0	0	1	1	1	30	0	0	1	0	0	0	0	0	0	0	0				\spr\skill\tm\xj_À×»÷Êõ.spr	1080,1,1					\spr\skill\tm\À×»÷Êõ.spr	27,1,1														255	255	231	90
245	BÉy lµm chËm (Noel) 	0	0	1	15	2	1	2	13	540	0	0	0	1	1	1	30	0	0	1	0	0	0	0	0	0	0	0				\spr\skill\tm\xj_º®±ù´Ì.spr	1080,1,1					\spr\skill\tm\bz_º®±ù´Ì.spr	27,1,1														255	255	231	90
246	BÉy cho¸ng (Noel) 	0	0	1	15	7	1	7	13	12	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0										\spr\skill\Îäµ±\wd_05_°ş¼°¶ø¸´.spr	12,1,1	\sound\skill\Ñ¸À×Öä.wav													255	255	231	90
247	BÉy lµm chËm (Noel) 	0	0	1	15	7	1	7	13	12	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0										\spr\skill\tm\bz_º®±ù´Ì.spr	27,1,1	\sound\skill\±ù±¬.wav													255	255	231	90
248	Hoa hång 2	1	0	1	450	1	1	3	0	30	0	0	1024	1	0	0	0	0	0	1	0	0	1	0	0	0	0	1			\sound\skill\·ç»¨Ñ©ÔÂ.wav	\spr\skill\²¹³ä\À¶Ãµ¹å03.spr	50,1,1											\spr\skill\²¹³ä\À¶Ãµ¹å02.spr	50,1,1								156	211	255	90
249	Hoa hång 3	1	0	1	450	1	1	3	0	30	0	0	1024	1	0	0	0	0	0	1	0	0	1	0	0	0	0	1				\spr\skill\²¹³ä\À¶Ãµ¹å02.spr	50,1,1											\spr\skill\²¹³ä\À¶Ãµ¹å04.spr	50,1,1								156	211	255	90
250	Hoa hång 4	1	0	1	450	1	1	3	0	30	0	0	1024	1	0	0	0	0	0	1	0	0	1	0	0	0	0	1				\spr\skill\²¹³ä\À¶Ãµ¹å05.spr	50,1,1											\spr\skill\²¹³ä\À¶Ãµ¹å03.spr	50,1,1								156	211	255	90
251	Hoa hång 5	1	0	1	450	1	1	3	0	30	0	0	1024	1	0	0	0	0	0	1	0	0	1	0	0	0	0	1				\spr\skill\²¹³ä\À¶Ãµ¹å04.spr	50,1,1											\spr\skill\²¹³ä\À¶Ãµ¹å01.spr	50,1,1								156	211	255	90
252	Hoa hång 6	1	0	1	450	1	1	3	0	30	0	0	1024	1	0	0	0	0	0	1	0	0	1	0	0	0	0	1				\spr\skill\²¹³ä\À¶Ãµ¹å06.spr	50,1,1											\spr\skill\²¹³ä\À¶Ãµ¹å05.spr	50,1,1								156	211	255	90
253	Hoa hång trªn ®Êt	0	0	1	15	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1				\spr\skill\²¹³ä\À¶Ãµ¹åµØÃæ03.spr	16,1,1											\spr\skill\²¹³ä\À¶Ãµ¹åµØÃæ01.spr	1,1,1								255	255	231	90
254	Hoa TuyÕt 2	1	0	1	450	1	1	3	0	240	0	0	128	1	0	0	0	0	0	1	0	0	1	0	0	0	0	1			\sound\skill\·ç»¨Ñ©ÔÂ.wav	\spr\skill\²¹³ä\Ñ©»¨03.spr	50,1,1											\spr\skill\²¹³ä\Ñ©»¨02.spr	50,1,1								156	211	255	90
255	Hoa TuyÕt 3	1	0	1	450	1	1	3	0	240	0	0	128	1	0	0	0	0	0	1	0	0	1	0	0	0	0	1				\spr\skill\²¹³ä\Ñ©»¨02.spr	50,1,1											\spr\skill\²¹³ä\Ñ©»¨04.spr	50,1,1								156	211	255	90
256	Hoa TuyÕt 4	1	0	1	450	1	1	3	0	240	0	0	128	1	0	0	0	0	0	1	0	0	1	0	0	0	0	1				\spr\skill\²¹³ä\Ñ©»¨05.spr	50,1,1											\spr\skill\²¹³ä\Ñ©»¨03.spr	50,1,1								156	211	255	90
257	Hoa TuyÕt 5	1	0	1	450	1	1	3	0	240	0	0	128	1	0	0	0	0	0	1	0	0	1	0	0	0	0	1				\spr\skill\²¹³ä\Ñ©»¨04.spr	50,1,1											\spr\skill\²¹³ä\Ñ©»¨01.spr	50,1,1								156	211	255	90
258	Hoa TuyÕt 6	1	0	1	450	1	1	3	0	240	0	0	128	1	0	0	0	0	0	1	0	0	1	0	0	0	0	1				\spr\skill\²¹³ä\Ñ©»¨06.spr	50,1,1											\spr\skill\²¹³ä\Ñ©»¨05.spr	50,1,1								156	211	255	90
259	Hoa tuyÕt trªn ®Êt	0	0	1	15	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1				\spr\skill\²¹³ä\Ñ©»¨µØÃæ03.spr	16,1,1											\spr\skill\²¹³ä\Ñ©»¨µØÃæ01.spr	1,1,1								255	255	231	90
260	Hoa	0	0	0	10	0	0	0	0	264	0	0	0	1	0	0	0		0	0	0	0	0	0	0	0	0	0				\spr\skill\²¹³ä\ÑÌ»¨.spr	24,1,3																				255	255	255	100
261	bªn tr¸i	4	0	1	50	1	1	3	0	3000	10	0	0	1	0	0	0	0	0	0	0	0	1	0	1	1	0	0				\spr\skill\special\skill_heart.spr	20,1,1																				156	211	255	90
262	bªn ph¶i	4	0	1	50	1	1	3	0	3000	10	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0				\spr\skill\special\skill_heart.spr	20,1,1																				156	211	255	90
263	Hoa hång r¬i rông	1	0	1	450	1	1	3	0	30	0	0	1024	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0			\sound\skill\·ç»¨Ñ©ÔÂ.wav	\spr\skill\²¹³ä\À¶Ãµ¹å03.spr	50,1,1											\spr\skill\²¹³ä\Ãµ¹å02.spr	50,1,1								156	211	255	90
264	Hoa hång xanh r¬i rông	0	0	1	15	0	0	0	0	200	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0				\spr\skill\²¹³ä\À¶Ãµ¹åµØÃæ03.spr	16,1,1																				255	255	231	90
265	Hoa hång ®á r¬i rông	1	0	1	450	1	1	3	0	30	0	0	1024	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0			\sound\skill\·ç»¨Ñ©ÔÂ.wav	\spr\skill\²¹³ä\Ãµ¹å03.spr	50,1,1											\spr\skill\²¹³ä\Ãµ¹å02.spr	50,1,1								156	211	255	90
266	Hoa hång ®á r¬i rông	0	0	1	15	0	0	0	0	200	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0				\spr\skill\²¹³ä\Ãµ¹åµØÃæ03.spr	16,1,1																				255	255	231	90
267	noview	0	0	1	15	0	0	0	0	3000	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0																									255	255	231	90
268	Ph¸o	7	0	1	20	3	1	3	0	60	16	10240	5120	1	0	0	0	0	1	1	1	0	0	0	0	0	0	0				\spr\skill\others\firecracker.spr	64,8,1	\sound\skill\Åùö¨µ¯.wav				\spr\skill\ÌìÈÌ\mag_bz_huo3_±¬Õ¨Ğ§¹û.spr	18,1,2	\sound\skill\ÆÕÍ¨±¬Õ¨.wav													132	125	107	90
269	Ph¸o Trung Thiªn	1	0	1	20	2	1	2	0	12	25	0	0	1	0	0	0	0	1	1	1	0	0	0	0	0	0	0				\spr\skill\others\firecracker.spr	64,8,1	\sound\skill\Åùö¨µ¯.wav				\spr\skill\ÌìÈÌ\mag_bz_huo4_±¬Õ¨Ğ§¹û.spr	16,1,1	\sound\skill\ÆÕÍ¨±¬Õ¨.wav													255	174	60	90
270	chuét	5	0	1	20	2	1	2	0	32	24	0	0	1	0	0	0	0	1	1	1	0	0	0	0	0	0	0				\spr\skill\others\firecracker.spr	64,8,1	\sound\skill\Åùö¨µ¯.wav				\spr\skill\Ø¤°ï\mag_gb_bz5_±¬Õ¨Ğ§¹û.spr	6,1,2	\sound\skill\ÆÕÍ¨±¬Õ¨.wav													255	174	60	90
271	VËt phÈm trong nh÷ng ngµy xu©n	0	0	1	15	2	1	14	13	540	0	0	0	1	1	1	30	0	0	1	0	0	0	0	0	0	0	0				\spr\skill\tm\xj_´©ĞÄ´Ì.spr	1080,1,1					\spr\skill\tm\´©ĞÄ´Ì.spr	27,1,1														255	255	231	90
272	NĞm trïng ®á	1	0	1	10	1	0	1	0	16	30	0	0	1	0	0	0	0	1	1	1	0	0	0	0	0	0	0				\spr\skill\ÌÆÃÅ\tm_10_»ğµØÀ×.spr	160,16,1	\sound\skill\Å­À×Ö¸.wav				\spr\skill\ÌìÈÌ\mag_bz_huo3_±¬Õ¨Ğ§¹û.spr	18,1,2	\sound\skill\sound_k040.wav													239	231	189	90
273	Khu vùc ®èi ph­¬ng	0	0	0	2	7	1	7	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0																									255	255	231	90
274	Khu vùc ®ång ®éi	0	0	0	2	10	1	10	0	1	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0																									255	255	231	90
275	 mét viªn	0	0	0	18	1	0	1	0	5	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0																									255	219	99	90
276	Kü n¨ng phô - S­ Tö Hèng	1	0	0	10	1	0	1	0	20	20	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0				\spr\skill\ÉÙÁÖ\bz_bo1_½ğ²¨.spr	320,32,1																				231	227	107	90
277	N¾m TuyÕt	1	0	1	10	1	0	1	0	16	31	0	0	1	0	0	0	0	1	1	1	0	0	0	0	0	0	0				\spr\skill\others\Ñ©Çò.spr	88,8,1	\sound\skill\·ç»¨Ñ©ÔÂ.wav				\spr\skill\others\Ñ©Çò±¬Õ¨.spr	11,1,1	\sound\skill\sound_k040.wav													239	231	189	90
278	Ph¸o hoa TÕt	0	0	1	10	12	1	12	5401	5400	0	0	0	1	1	6	22	0	0	0	0	0	0	0	0	0	0	0				\spr\skill\²¹³ä\ÑÌ»¨.spr	24,1,3																				255	255	255	100
279	Ch÷ ph¸o hoa TÕt 1a	0	0	1	10	1	0	1	5401	5400	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0				\spr\skill\others\ĞÂÄê¿ìÀÖ1.spr	30,1,2																				156	211	255	90
280	Ch÷ ph¸o hoa TÕt 1b	0	0	1	10	1	0	1	5371	5370	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0				\spr\skill\others\ĞÂÄê¿ìÀÖ2.spr	10,1,2																				156	211	255	90
281	Ch÷ ph¸o hoa TÕt 2a	0	0	1	10	1	0	1	5401	5400	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0				\spr\skill\others\¹§Ï²·¢²Æ1.spr	30,1,2																				156	211	255	90
282	Ch÷ ph¸o hoa TÕt 2b	0	0	1	10	1	0	1	5371	5370	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0				\spr\skill\others\¹§Ï²·¢²Æ2.spr	10,1,2																				156	211	255	90
283	Ph¸o næ	0	0	0	15	0	1	4	55	54	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0				\spr\skill\others\±ŞÅÚ.spr	5,1,1		\spr\skill\others\±ŞÅÚ1.spr	7,1,1		\spr\skill\others\±ŞÅÚ1.spr	7,1,1														255	255	231	90
284	§o¹n Hån Thİch 	1	0	1	10	2	1	2	0	3	30	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0										\spr\skill\²¹³ä\µ¶½£±¬Õ¨.spr	4,1,1	\sound\skill\µ¶½£´ÌÖĞÉù.wav										\spr\skill\²¹³ä\µ¶½£±¬Õ¨.spr	4,1,1		181	203	255	0
285	ÖĞÇï²ÊµûµÆ	0	0	1	10	1	0	1	5401	5400	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0				\spr\skill\mid_autumn\caidiedeng.spr	7,1,5																				255	255	231	90
286	ÖĞÇï½õÏ¼µÆ	0	0	1	10	1	0	1	5401	5400	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0				\spr\skill\mid_autumn\jinxiadeng.spr	7,1,5																				255	255	231	
287	ÖĞÇïÓ¯ÔÂµÆ	0	0	1	10	1	0	1	5401	5400	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0				\spr\skill\mid_autumn\yingyuedeng.spr	7,1,5																				255	255	231	
288	ÖĞÇï³¯Â¶µÆ	0	0	1	10	1	0	1	5401	5400	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0				\spr\skill\mid_autumn\zhaoludeng.spr	7,1,5																				255	255	231	
289	ÖĞÇï³¯Â¶µÆ	0	0	1	10	1	0	1	5401	5400	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0				\spr\item\vietnam\midautumn06\lantern_3.spr	7,1,5																				255	255	231	
290	Thóc Ph­îc Chó 	0	0	0	18	4	1	4	0	2	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0																									255	219	99	90
291	Kü n¨ng Xu©n Ng­u	1	0	1	10	1	0	1	0	54	5	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0				\spr\skill\ÌìÈÌ\mag_tr_01_²ĞÑôÈçÑ©.spr	48,16,1	\sound\skill\ÁÒ»ğÇéÌì.wav				\spr\skill\ÌìÈÌ\mag_bz_huo1_±¬Õ¨Ğ§¹û.spr	18,1,2	\sound\skill\sound_k037.wav													239	146	82	90
292	´ºÅ£¼¼ÄÜ×Ó¼¼ÄÜ	1	0	1	10	1	0	1	0	16	40	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0				\spr\skill\ÌìÈÌ\mag_tr_01_²ĞÑôÈçÑ©.spr	48,16,1	\sound\skill\ÁÒ»ğÇéÌì.wav				\spr\skill\ÌìÈÌ\mag_bz_huo1_±¬Õ¨Ğ§¹û.spr	18,1,2	\sound\skill\sound_k037.wav													239	146	82	90
293	§¹i Xu©n Ng­u TÊt S¸t Kü	4	0	1	10	1	0	1	0	108	10	0	0	1	0	0	0	0	1	0	1	0	0	0	0	1	0	0				\spr\skill\ÌÆÃÅ\tm_07_Ğ¡Àî·Éµ¶.spr	16,1,1	\sound\skill\°ş¼«¶ø¸´.wav				\spr\skill\Îå¶¾½Ì\bz_du2_±¬Õ¨.spr	6,1,1	\sound\skill\ÆÕÍ¨±¬Õ¨.wav													239	146	82	90
294	´ó´ºÅ£±ØÉ±¼¼×Ó¼¼ÄÜ	1	0	1	10	1	0	1	0	16	40	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0				\spr\skill\tm\ÈÌÕßïÚ.spr	15,1,1	\sound\skill\sound_k040.wav				\spr\skill\tm\ÈÌÕßïÚ.spr	15,1,1	\sound\skill\sound_k040.wav													239	146	82	90
295	Th¸i Ng­u TÊt S¸t Kü	3	0	1	10	1	0	1	0	108	20	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0				\spr\skill\npc\Í¶Ê¯±ù.spr	20,1,1		\spr\skill\npc\Í¶Ê¯±ù±¬Õ¨.spr	27,1,1	\sound\skill\²¹³ä\Í¶Ê¯±¬Õ¨.wav	\spr\skill\npc\Í¶Ê¯±ù±¬Õ¨.spr	27,1,1														239	146	82	90
296	¶ñÒâ¹â»·´«µİ×Óµ¯15¾àÀë	0	0	0	2	15	1	15	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0																									255	255	255	0
297	GM±ØÉ±¼¼¼¼ÄÜ	1	0	1	10	1	0	1	0	54	5	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0				\spr\skill\npc\Í¶Ê¯»ğ.spr	20,1,1		\spr\skill\npc\Í¶Ê¯»ğ±¬Õ¨.spr	27,1,1	\sound\skill\²¹³ä\Í¶Ê¯±¬Õ¨.wav	\spr\skill\npc\Í¶Ê¯»ğ±¬Õ¨.spr	27,1,1	\sound\skill\sound_k037.wav													156	211	255	90
298	GM±ØÉ±¼¼×Ó¼¼ÄÜ	1	0	1	10	1	0	1	0	16	40	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0				\spr\skill\ÌìÈÌ\mag_tr_01_²ĞÑôÈçÑ©.spr	48,16,1	\sound\skill\ÁÒ»ğÇéÌì.wav				\spr\skill\ÌìÈÌ\mag_bz_huo1_±¬Õ¨Ğ§¹û.spr	18,1,2	\sound\skill\sound_k037.wav													239	146	82	90
299	GM»ù´¡¼¼ÄÜ	1	0	1	10	1	0	1	0	36	25	0	0	1	0	0	0	0	1	1	1	0	0	0	0	0	0	0				\spr\skill\ÌÆÃÅ\tm_05_¶àÏò¼ı.spr	160,16,1	\sound\skill\×·ĞÄ¼ı.wav																			148	219	255	90
300	GMĞ¡·¶Î§¼¼ÄÜ	0	0	1	15	6	1	6	13	12	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0				\spr\skill\Îäµ±\wd_05_°ş¼°¶ø¸´.spr	12,1,1	\sound\skill\°ş¼«¶ø¸´.wav																			255	255	231	90
301	¹­Æï¼¼ÄÜ	5	0	0	10	1	0	1	0	25	40	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0				\spr\skill\ÉÙÁÖ\sl_01_Ä¦Ú­ÎŞÁ¿.spr	80,16,1	\sound\skill\Åùö¨µ¯.wav																			231	227	107	90
302	¹­±ø¼¼ÄÜ	5	0	0	10	3	0	3	0	25	40	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0				\spr\skill\NPC\mag_npc_¶ÌÃ«.spr	64,16,20	\sound\skill\±ù±¬.wav																			148	113	66	90
303	tianchi3²ã×Óµ¯	4	0	1	10	1	0	1	0	108	10	0	0	1	0	0	0	0	1	0	1	0	0	0	0	1	0	0				\spr\skill\´äÑÌ\mag_cy_01_·çÔÆÍ»Æğ.spr	48,16,1	\sound\skill\·ç»¨Ñ©ÔÂ.wav				\spr\skill\¶ëáÒ\mag_bz_bin2_±¬Õ¨Ğ§¹û.spr	6,1,2	\sound\skill\±ù±¬.wav													156	211	255	90
304	tianchi3²ã×Ó¼¼ÄÜ×Óµ¯	1	0	1	10	1	0	1	0	12	40	0	0	1	0	0	0	0	1	1	1	0	0	0	0	0	0	0				\spr\skill\´äÑÌ\mag_cy_01_·çÔÆÍ»Æğ.spr	48,16,1	\sound\skill\·ç»¨Ñ©ÔÂ.wav				\spr\skill\¶ëáÒ\mag_bz_bin2_±¬Õ¨Ğ§¹û.spr	6,1,2	\sound\skill\±ù±¬.wav													156	211	255	90
305	»ú¹Ø¼¼ÄÜ	1	0	1	10	1	0	1	0	54	10	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0				\spr\skill\ÌìÈÌ\mag_tr_01_²ĞÑôÈçÑ©.spr	48,16,1	\sound\skill\ÁÒ»ğÇéÌì.wav				\spr\skill\ÌìÈÌ\mag_bz_huo1_±¬Õ¨Ğ§¹û.spr	18,1,2	\sound\skill\sound_k037.wav													239	146	82	90
306	Ìì³ØÏİÚå¹â»·×Óµ¯	0	0	0	2	14	1	14	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0																									255	255	255	0
307	Àä±ù×Óµ¯	1	0	1	10	1	0	1	0	90	5	0	0	1	0	0	0	0	1	1	1	0	0	0	0	0	0	0				\spr\skill\´äÑÌ\mag_cy_01_·çÔÆÍ»Æğ.spr	48,16,1	\sound\skill\·ç»¨Ñ©ÔÂ.wav				\spr\skill\¶ëáÒ\mag_bz_bin2_±¬Õ¨Ğ§¹û.spr	6,1,2	\sound\skill\±ù±¬.wav													239	146	82	90
308	Àä±ù±ùÇ½×Óµ¯	0	0	1	10	3	0	3	12	36	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0				\spr\skill\´äÑÌ\mag_cy_08_±ùÇ½_b.spr	7,1,150	\sound\skill\·ç»¨Ñ©ÔÂ.wav				\spr\skill\¶ëáÒ\mag_bz_bin2_±¬Õ¨Ğ§¹û.spr	6,1,2	\sound\skill\±ù±¬.wav													156	211	255	90
309	Áú¾ÅÌì½£Æø	1	0	1	10	1	0	1	0	72	5	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0				\spr\skill\Îäµ±\wd_10_ÎŞÎÒÎŞ½£.spr	96,16,1																				255	255	231	90
310	Áú¾ÅÌì½£ÆøÂä½£	0	0	1	10	3	0	3	0	270	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0				\spr\skill\Îäµ±\wd_09_ÈË½£ºÏÒ»½£.spr	11,1,1					\spr\skill\Îäµ±\Bz_dian1_±¬Õ¨.spr	8,1,1	\sound\skill\sound_k040.wav													255	255	255	90
311	±ù·âÇ§Àï	0	0	0	20	2	1	2	12	120	0	0	0	1	1	1	7	0	0	0	0	0	0	0	0	0	0	0				\spr\skill\´äÑÌ\mag_cy_08_±ùÇ½_b.spr	7,1,150	\sound\skill\·ç»¨Ñ©ÔÂ.wav				\spr\skill\¶ëáÒ\mag_bz_bin2_±¬Õ¨Ğ§¹û.spr	6,1,2	\sound\skill\±ù±¬.wav													156	211	255	90
312	±ù»·×Óµ¯	0	0	1	10	3	0	3	12	54	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0				\spr\skill\´äÑÌ\mag_cy_08_±ùÇ½_b.spr	7,1,150	\sound\skill\·ç»¨Ñ©ÔÂ.wav				\spr\skill\¶ëáÒ\mag_bz_bin2_±¬Õ¨Ğ§¹û.spr	6,1,2	\sound\skill\±ù±¬.wav													156	211	255	90
313	¹Å¾øÉ±¶¾ÊÖ	0	0	0	20	3	1	3	181	180	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0				\spr\skill\Îå¶¾½Ì\wdu_04_¾ÅÒõ°×¹Ç×¥.spr	8,1,1		\spr\skill\Îå¶¾½Ì\wdu_04_¾ÅÒõ°×¹Ç×¥ÏûÍö.spr	13,1,4																	140	207	156	90
314	23ºÅÎŞĞÎ¹Æ×Óµ¯	0	0	0	2	21	1	21	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0																									255	255	255	0
315	½£Æø×óĞı×ª	4	0	1	50	1	1	3	0	3000	10	0	0	1	0	0	0	0	0	0	0	0	1	0	1	1	0	0				\spr\skill\Îäµ±\wd_10_ÎŞÎÒÎŞ½£.spr	96,16,1	\sound\skill\½£·É¾ªÌì.wav				\spr\skill\Îäµ±\Bz_dian1_±¬Õ¨.spr	8,1,1	\sound\skill\sound_k040.wav													148	219	255	0
316	½£ÆøÓÒĞı×ª	4	0	1	50	1	1	3	0	3000	10	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0				\spr\skill\Îäµ±\wd_10_ÎŞÎÒÎŞ½£.spr	96,16,1	\sound\skill\½£·É¾ªÌì.wav				\spr\skill\Îäµ±\Bz_dian1_±¬Õ¨.spr	8,1,1	\sound\skill\sound_k040.wav													148	219	255	0
