SkillName	Property	SkillId	Attrib	SkillStyle	SkillIcon	PreCastSpr	ManCastSnd	FMCastSnd	StateSpecialId	StatePriority	IsAura	LRSkill	NeedShadow	AttackRadius	MaxShadowNum	MslsGenerate	MslsGenerateData	CharClass	MisslesForm	ChildSkillId	ChildSkillLevel	ChildSkillNum	BaseSkill	CharAnimId	EventSkillLevel	IsMelee	WaitTime	IsSaveCd	ClientSend	SkillCostType	CostValue	TimePerCast	TimePerCastOnHorse	IsPhysical	TargetOnly	TargetEnemy	TargetAlly	TargetSelf	TargetOther	TargetObj	TargetNoNpc	ByMissle	IsUseAR	StartEvent	StartSkillId	FlyEvent	FlySkillId	FlyEventTime	CollideEvent	CollidSkillId	VanishedEvent	VanishedSkillId	ReqLevel	MaxLevel	EqtLimit	HorseLimit	DoHurt	WeaponSkill	Param1	Param1Memo	Param2	Param2Memo	StopWhenMove	HeelAtParent	RelativePosType	PeaceCanUse	ShowEvent	IsExpSkill	Series	ShowAddition	LvlSetScript	LvlSetting1	LvlData1	LvlSetting2	LvlData2	LvlSetting3	LvlData3	LvlSetting4	LvlData4	LvlSetting5	LvlData5	LvlSetting6	LvlData6	LvlSetting7	LvlData7	LvlSetting8	LvlData8	LvlSetting9	LvlData9	LvlSetting10	LvlData10	LvlSetting11	LvlData11	LvlSetting12	LvlData12	LvlSetting13	LvlData13	LvlSetting14	LvlData14	LvlSetting15	LvlData15	LvlSetting16	LvlData16	LvlSetting17	LvlData17	LvlSetting18	LvlData18	LvlSetting19	LvlData19	LvlSetting20	LvlData20	LevelUpScript	SkillDesc
³¬¼¶±Ìº£³±Éú	C«ng kÝch néi c«ng 	1401	602	0	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_cy_41.spr	\spr\skill\¶ëáÒ\mag_em_13_Ê©Ä§·¨.spr	0	\sound\skill\sound_k010.wav	0	0	0	0	0	72	0	0	0	2	7	10	-1	1	1	11	1	0	0		0	0	0	360	360	0	0	1	0	0	0	0	0	1	0	1	112	0	0	0	0	0	0	0	1	20	-2	1	0	0	0		0					0	0	0	2	1	\script\skill\special\boss_superskill.lua	physicsdamage_v	bihai_chaosheng	colddamage_v	bihai_chaosheng	addskilldamage1	bihai_chaosheng	skill_cost_v	bihai_chaosheng	addskilldamage2	bihai_chaosheng	seriesdamage_p	bihai_chaosheng	addskilldamage3	bihai_chaosheng		bihai_chaosheng		bihai_chaosheng		bihai_chaosheng		bihai_chaosheng		bihai_chaosheng		bihai_chaosheng		bihai_chaosheng		bihai_chaosheng		bihai_chaosheng		bihai_chaosheng		bihai_chaosheng		bihai_chaosheng		bihai_chaosheng		´äÑÌË«µ¶µÄ¸ß¼¶ÕÐÊý£¬»À·¢ÎÞÊý±ùÁèÉËº¦µÐÈË¡£CD20Ãë
³¬¼¶°ô´ò¶ñ¹·	C«ng kÝch ngo¹i c«ng  	1402	701	0	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_gb_31.spr	\spr\skill\ÌìÈÌ\mag_tr_16_Ê©Ä§·¨.spr	\sound\skill\sound_k004.wav	\sound\skill\sound_k009.wav	0	0	0	0	0	72	0	0	5	4	3	47	-1	16	1	11	0	0	5		0	0	0	360	360	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	20	2	1	0	0	0		0					0	0	0	3	1	\script\skill\special\boss_superskill.lua	physicsenhance_p	bangda_egou	firedamage_v	bangda_egou	addskilldamage1	bangda_egou	missle_speed_v	bangda_egou	skill_attackradius	bangda_egou	skill_cost_v	bangda_egou	seriesdamage_p	bangda_egou	addskilldamage2	bangda_egou		bangda_egou		bangda_egou		bangda_egou		bangda_egou		bangda_egou		bangda_egou		bangda_egou		bangda_egou		bangda_egou		bangda_egou		bangda_egou		bangda_egou		Ø¤°ïµÄ¸ß¼¶Îä¹¦£¬±ä»¯¾«Ãî¡£BOSS×¨ÓÃ20ÃëCDËæ»ú¸ÅÂÊ
³¬¼¶½£·É¾ªÌì	C«ng kÝch néi c«ng 	1403	901	0	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_wa_22.spr	\spr\skill\À¥ÂØ\kl_16_Ä§·¨Ê©·Å.spr	\sound\skill\sound_k003.wav	\sound\skill\sound_k008.wav	0	0	0	2	0	400	0	0	0	5	6	411	-1	2	1	11	0	0	5		0	0	0	360	360	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	20	0	1	0	0	0		0					0	0	0	4	1	\script\skill\special\boss_superskill.lua	physicsenhance_p	jianfei_jingtian	lightingdamage_v	jianfei_jingtian	addskilldamage1	jianfei_jingtian	skill_attackradius	jianfei_jingtian	skill_cost_v	jianfei_jingtian	seriesdamage_p	jianfei_jingtian	addskilldamage2	jianfei_jingtian		jianfei_jingtian		jianfei_jingtian		jianfei_jingtian		jianfei_jingtian		jianfei_jingtian		jianfei_jingtian		jianfei_jingtian		jianfei_jingtian		jianfei_jingtian		jianfei_jingtian		jianfei_jingtian		jianfei_jingtian		jianfei_jingtian		BOSSÓÃ£¬·¶Î§X2£¬ÃëÉ±ÉËº¦
³¬¼¶½£·É¾ªÌìÉËº¦		1404		0	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_kl_42.spr				0	0	0	2	0	400	0	1	0	5	6	408	-1	5	1	11	0	0	0		0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	20	-2	0	0	0	0		0					0	0	0	4	1	\script\skill\special\boss_superskill.lua	physicsenhance_p	jianfei_jingtian	lightingdamage_v	jianfei_jingtian	addskilldamage2	jianfei_jingtian	skill_attackradius	jianfei_jingtian	skill_cost_v	jianfei_jingtian	seriesdamage_p	jianfei_jingtian		jianfei_jingtian		jianfei_jingtian		jianfei_jingtian		jianfei_jingtian		jianfei_jingtian		jianfei_jingtian		jianfei_jingtian		jianfei_jingtian		jianfei_jingtian		jianfei_jingtian		jianfei_jingtian		jianfei_jingtian		jianfei_jingtian		jianfei_jingtian		
³¬¼¶Ä§ÒôÊÉÆÇ	Hç trî chñ ®éng	1405	1010	2	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_tr_120.spr				0	0	0	2	0	0	0	0	0	4	7	0	-1	0	0	11	-1	0	0		0	0	0	360	360	0	0	0	0	1	0	0	0	0	0	1	1366	0	0	0	0	0	0	0	1	20	-2	0	0	0	1		0					0	0	1	-1	1	\script\skill\special\boss_superskill.lua	skill_cost_v	tianren120	autodeathskill	tianren120	skill_mintimepercastonhorse_v	tianren120	skill_mintimepercast_v	tianren120	skill_desc	tianren120	skill_skillexp_v	tianren120																														BOSSÓÃ£¬600Âë·¶Î§ÈºÌå¿Ö¾å3Ãë£¬CD20Ãë
³¬¼¶Ä§ÒôÊÉÆÇ_ÈºÌåËæ»ú×ß¶¯	Chó thuËt	1406		14	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_sl_01.spr				121	4	0	3	0	600	0	0	0	4	7	409	-1	1	1	0	0	0	0		0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	20	-2	0	0	0	1		0					0	0	1	-1	1	\script\skill\special\boss_superskill.lua	randmove	quntisuijizoudong	missle_missrate	quntisuijizoudong	missle_hitcount	quntisuijizoudong																																				
ÎåÃëÓùÑ©Òþ	Hç trî chñ ®éng	1407	1009	2	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_cy_120.spr	\spr\skill\cy\ÓùÑ©Òþ.spr			0	0	0	2	0	0	0	0	0	0	7	0	-1	0	0	11	0	0	2		0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	20	-2	1	0	0	0		0					0	0	1	-1	1	\script\skill\special\boss_superskill.lua	hide	cuiyan120	autorescueskill	cuiyan120																																						25%ÑªÁ¿×Ô¶¯ÒþÉí5Ãë
Hîp thµnh kÜ n¨ng c«ng kÝch	chñ ®éng hç trî 	1408		2	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_cy_120.spr				67	0	0	0	0	0	0	0	0	0	7	0	-1	0	0	11	0	0	0		0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	20	-2	0	0	0	0		0					0	0	0	-1	1	\script\skill\special\boss_superskill.lua	skill_enhance	add_skillgong																																								20¼¶¼¼ÄÜ¼Ó³É300%£¬³ÖÐø5+30Ãë
ÌØÊâÓùÑ©Òþ	hç trî bÞ ®éng 	1409	1008	3	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_cy_120.spr	\spr\skill\cy\ÓùÑ©Òþ.spr			0	0	0	0	0	0	0	0	0	0	7	0	-1	0	0	11	0	0	0		0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	20	-2	1	0	0	0		0					0	0	1	-1	1	\script\skill\special\boss_superskill.lua	autorescueskill	kunlun120	skill_desc	kunlun120																																						ÌØÊâÓùÑ©Òþ£¬BOSSÓÃ£¬25%×Ô¶¯´¥·¢5ÃëÒþÉíºÍ¹¥»÷¼¼ÄÜ¼Ó³ÉÐ§¹û300%£¬Ö»·¢¶¯Ò»´Î
²ÔËÉÓ­¿Í4	Hç trî bÞ ®éng	1410		0	\spr\Ui\¼¼ÄÜÍ¼±ê\150\²ÔËÉÓ­¿Í.spr				0	0	0	0	0	0	0	0	0	2	7	275	-1	1	1	14	-1	0	5		0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1361	0	0	0	0	0	0	0	60	20	-2	0	0	0	0		0					0	0	0	-1	1	\script\skill\huashan.lua	candetonate1	poanqi_pozhang	candetonate2	poanqi_pozhang	candetonate3	poanqi_pozhang	skill_eventskilllevel	poanqi_pozhang		poanqi_pozhang		poanqi_pozhang		poanqi_pozhang		poanqi_pozhang		poanqi_pozhang		poanqi_pozhang		poanqi_pozhang		poanqi_pozhang		poanqi_pozhang		poanqi_pozhang		poanqi_pozhang		poanqi_pozhang		poanqi_pozhang		poanqi_pozhang		poanqi_pozhang		poanqi_pozhang		Vâ c«ng trung cÊp khi t«ng Hoa S¬n, dung hîp hai chiªu ph¸ tiÔn vµ ch­ëng, chèng l¹i c¸c lo¹i ¸m khÝ.
ÎÞ¼«½£Æø±¬Õ¨	C«ng kÝch néi c«ng 	1411		0			\sound\skill\ÎåÀ×Õý·¨m.wav	\sound\skill\ÎåÀ×Õý·¨f.wav	0	0	0	2	0	0	0	3	5	2	6	420	-1	2	1	11	0	0	0		0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	20	-2	1	20	0	0		0					0	0	0	-1	1	\script\skill\huashan.lua	colddamage_v	longxuan2	frozen_action	longxuan2		longxuan2		longxuan2		longxuan2		longxuan2		longxuan2		longxuan2		longxuan2		longxuan2		longxuan2		longxuan2		longxuan2		longxuan2		longxuan2		longxuan2		longxuan2		longxuan2		longxuan2		longxuan2		longxuan2
ÁúÐý½£Æø±¬Õ¨	C«ng kÝch néi c«ng 	1412		0			\sound\skill\ÎåÀ×Õý·¨m.wav	\sound\skill\ÎåÀ×Õý·¨f.wav	0	0	0	2	0	0	0	3	5	2	6	422	-1	2	1	11	0	0	0		0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	20	-2	1	20	0	0		0					0	0	0	-1	1	\script\skill\huashan.lua	colddamage_v	longxuan2	frozen_action	longxuan2		longxuan2		longxuan2		longxuan2		longxuan2		longxuan2		longxuan2		longxuan2		longxuan2		longxuan2		longxuan2		longxuan2		longxuan2		longxuan2		longxuan2		longxuan2		longxuan2		longxuan2		longxuan2		longxuan2
Ä¦ÔÆ½£Æø±¬Õ¨	C«ng kÝch néi c«ng 	1413		0			\sound\skill\ÎåÀ×Õý·¨m.wav	\sound\skill\ÎåÀ×Õý·¨f.wav	0	0	0	2	0	0	0	3	5	2	6	424	-1	2	1	11	0	0	0		0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	20	-2	1	20	0	0		0					0	0	0	-1	1	\script\skill\huashan.lua	colddamage_v	longxuan2	frozen_action	longxuan2		longxuan2		longxuan2		longxuan2		longxuan2		longxuan2		longxuan2		longxuan2		longxuan2		longxuan2		longxuan2		longxuan2		longxuan2		longxuan2		longxuan2		longxuan2		longxuan2		longxuan2		longxuan2		longxuan2
°×ÔÆ³öá¶	Hç trî bÞ ®éng	1414		0	\spr\Ui\¼¼ÄÜÍ¼±ê\150\²ÔËÉÓ­¿Í.spr	\spr\skill\»ªÉ½\Æø×ÚÆðÊÖ¿ÙÏñ.spr			0	0	0	0	0	0	0	0	0	2	7	275	-1	1	1	14	-1	0	0		0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1410	0	0	0	0	0	0	0	60	20	-2	0	0	0	0		0					0	0	0	-1	1	\script\skill\huashan.lua	reduceskillcd1	cangsong_yingke	reduceskillcd2	cangsong_yingke	skill_eventskilllevel	cangsong_yingke		cangsong_yingke		cangsong_yingke		cangsong_yingke		cangsong_yingke		cangsong_yingke		cangsong_yingke		cangsong_yingke		cangsong_yingke		cangsong_yingke		cangsong_yingke		cangsong_yingke		cangsong_yingke		cangsong_yingke		cangsong_yingke		cangsong_yingke		cangsong_yingke		cangsong_yingke		Vâ c«ng trung cÊp khi t«ng Hoa S¬n, dung hîp hai chiªu ph¸ tiÔn vµ ch­ëng, chèng l¹i c¸c lo¹i ¸m khÝ.
Á÷ÐÇÂÒ»·»÷	C«ng kÝch néi c«ng 	1415	801	0	\spr\Ui\¼¼ÄÜÍ¼±ê\companion\chaoqiyueying.spr	\spr\skill\Îå¶¾½Ì\wdu_13_Ä§·¨Ê©·Å.spr	\sound\skill\sound_k005.wav	\sound\skill\sound_k010.wav	0	0	0	0	0	400	0	2	20	4	3	295	-1	3	1	11	20	0	0		0	0	0	360	360	1	0	1	0	0	0	0	0	1	0	0	0	1	1416	10	0	0	0	0	1	20	-2	0	0	0	0		0					0	0	1	-1	1	\script\skill\special\boss_superskill.lua	seriesdamage_p	liuxing	firedamage_v	liuxing	poisondamage_v	liuxing	physicsdamage_v	liuxing	colddamage_v	liuxing	lightingdamage_v	liuxing		liuxing		liuxing		liuxing		liuxing		liuxing		liuxing		liuxing		liuxing		liuxing		liuxing		liuxing		liuxing		liuxing				Á÷ÐÇÂÒ»·»÷£¬·Å³öÈý¿Å»á×Ô¶¯ÂñÏÂÏÝÚåµÄÁ÷ÐÇ£¬CD20Ãë¸ßÉËº¦
Á÷ÐÇÂÒ»·»÷×Ó¼¼ÄÜ	C«ng kÝch néi c«ng 	1416	304	0	\spr\Ui\skill\ÎåÐÐÏÝÚå.spr		\sound\skill\sound_k005.wav	\sound\skill\sound_k010.wav	0	0	0	0	0	50	0	0	0	3	7	161	-1	1	1	11	1	0	0		0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	352	0	0	1	20	-2	1	0	0	0		0					0	0	1	-1	1	\script\skill\special\boss_superskill.lua	firedamage_v	liuxing_ji	poisondamage_v	liuxing_ji	physicsdamage_v	liuxing_ji	colddamage_v	liuxing_ji	lightingdamage_v	liuxing_ji	stun_p	liuxing_ji																														C¹m bÉy tèi cao, giÉm ph¶i khã b¶o toµn sinh m¹ng.
³¬¼¶¶Ï»ê´ÌÉËº¦		1417		0	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_tw_41.spr		0	0	0	0	0	0	0	75	0	0	0	0	1	284	-1	1	1	9	0	1	3		0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	20	-2	0	80	0	0		0					0	0	0	0	1	\script\skill\special\boss_superskill.lua	physicsenhance_p	boss_duanhun	stun_p	boss_duanhun	deadlystrike_p	boss_duanhun	missle_speed_v	boss_duanhun	skill_attackradius	boss_duanhun	skill_cost_v	boss_duanhun	physicsdamage_v	boss_duanhun		boss_duanhun		boss_duanhun		boss_duanhun		boss_duanhun		boss_duanhun		boss_duanhun		boss_duanhun		boss_duanhun		boss_duanhun		boss_duanhun		boss_duanhun		boss_duanhun		boss_duanhun		³¬¼¶¶Ï»ê´ÌÉËº¦£¬ÆÕÍ¨¹¥»÷¡£
Ô½ÄÏËÎ½ð¹â»·¼¼ÄÜ¶À°ÔÌìÏÂ	hç trî bÞ ®éng 	1418		3	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_em_jf.spr				0	0	0	3	0	0	0	0	0	2	7	0	-1	0	0	14	0	0	0		0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	20	0	0	0	0	0		0					0	0	0	-1	1	\script\skill\emei.lua																																										
ÆßÉ±Æø³¡2		1419	1002	0	\spr\Ui\¼¼ÄÜÍ¼±ê\150\Ä¦ÔÆÆø¾¢.spr	\spr\skill\»ªÉ½\½£×ÚÆðÊÖ¹â»·.spr			0	0	0	0	0	0	0	0	0	2	7	425	-1	1	1	11	-1	0	0		0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	150	20	-2	1	0	0	0	0	0	0				0	0	0	-1	1	\script\skill\huashan.lua	candetonate1	qisha_qichang2	candetonate2	qisha_qichang2		qisha_qichang2		qisha_qichang2																																		Mét trong nh÷ng thÊt tuyÖt cña ph¸i Hoa S¬n, h×nh thµnh khÝ tr­êng, giam láng kÎ ®Þch.
KiÕm Ph¸p - Th¸i Nh¹c Tam Thanh Phong	C«ng kÝch ngo¹i c«ng  	1420	501	0	\spr\Ui\¼¼ÄÜÍ¼±ê\150\¶áÃüÁ¬»·ÈýÏÉ½£.spr	\spr\skill\»ªÉ½\Æø×ÚÆðÊÖ¿ÙÏñ.spr	0	\sound\skill\sound_k009.wav	0	0	0	0	0	480	0	1	5	2	2	429	-1	1	1	11	0	0	5		0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	90	20	0	1	0	0	6		0					0	0	1	2	1	\script\skill\huashan.lua	physicsenhance_p	duoming_lianhuan	seriesdamage_p	duoming_lianhuan	colddamage_v	duoming_lianhuan	deadlystrike_p	duoming_lianhuan	addskilldamage1	duoming_lianhuan	skill_skillexp_v	duoming_lianhuan		duoming_lianhuan		duoming_lianhuan		duoming_lianhuan		duoming_lianhuan		duoming_lianhuan		duoming_lianhuan		duoming_lianhuan		duoming_lianhuan		duoming_lianhuan		duoming_lianhuan		duoming_lianhuan		duoming_lianhuan		duoming_lianhuan		duoming_lianhuan		Chiªu thøc cuèi cña kiÕm t«ng ph¸i Hoa S¬n, Ngù KiÕm S¸t §Þch, M¹c Phu M¹c §­¬ng
KiÕm ph¸p - §éc C« Cöu KiÕm	C«ng kÝch ngo¹i c«ng  	1421	501	0	\spr\Ui\¼¼ÄÜÍ¼±ê\150\¾Å½£ºÏÒ».spr	\spr\skill\»ªÉ½\Æø×ÚÆðÊÖ¿ÙÏñ.spr	0	\sound\skill\sound_k009.wav	0	0	0	0	0	480	0	0	5	2	3	429	-1	1	1	11	0	0	5		0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	20	0	1	0	0	0		0					0	0	1	2	1	\script\skill\huashan.lua	fatallystrike_p	jiujian_heyi	physicsenhance_p	jiujian_heyi	seriesdamage_p	jiujian_heyi	colddamage_v	jiujian_heyi	deadlystrike_p	jiujian_heyi	skill_skillexp_v	jiujian_heyi	skill_misslenum_v	jiujian_heyi		jiujian_heyi		jiujian_heyi		jiujian_heyi		jiujian_heyi		jiujian_heyi		jiujian_heyi		jiujian_heyi		jiujian_heyi		jiujian_heyi		jiujian_heyi		jiujian_heyi		jiujian_heyi		jiujian_heyi		Cöu kiÕm hîp nhÊt, cöu vu tranh phong. KiÕm ph¸p ®¹i thõa Hoa S¬n, dung hîp tinh hoa cña §éc C« Cöu KiÕm, uy lùc cùc ®¹i.
N±¶¾­Ñé		1422		2					67	2	0	2	0	0	0	0	0	0	7	0	-1	0	0	11	0	0	0		0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	20	-2	0	0	0								0	0	0	-1	1	\script\skill\special\exp_enhance.lua	expenhance_p	exp_enhance																																								4±¶¾­Ñé
N±¶¾­Ñé(ÎÞÐ§¹ûµÄ)		1423		2					67	2	0	2	0	0	0	0	0	0	7	0	-1	0	0	11	0	0	0		0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	20	-2	0	0	0								0	0	0	-1	1	\script\skill\special\exp_enhance.lua																																										Ö»ÊÇÒ»¸öÍâ¹Û
±ùÑ£ÃâÒß¼ÓÇ¿°æ£¨·´ÉË80%£©	Hç trî bÞ ®éng	1424	11	3	\spr\Ui\¼¼ÄÜÍ¼±ê\¹÷·¨.spr				0	0	0	3	0	0	0	0	0	1	7	0	-1	0	0	14	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	20	-2	0	0	0	0		0					0	0	0	-1	1	\script\skill\npc\mianyi.lua	fasthitrecover_v		fatallystrikeres_p		freezetimereduce_p		poisontimereduce_p		stuntimereduce_p		meleedamagereturn_p		rangedamagereturn_p																													BOSSÓÃ±ùÑ£ÃâÒß+½ü³Ì¡¢Ô¶³Ì·´ÉË80%
Ô½ÄÏÃâ·Ñ3×ª¼¼ÄÜ	Hç trî bÞ ®éng	1425	503	3					0	0	0	3	0	0	0	0	0	5	7	0	-1	0	0	14	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	-2	0	0	0	0		0					0	0	1	-1	1	\script\skill\special\translife4th.lua	adddefense_v	vn_translife4th																																								KÜ n¨ng trïng sinh lÇn thø 6 cã thÓ n©ng cao thuéc tÝnh cña b¶n th©n.
BÝch H¶i TriÒu Sinh (KiÕm Tiªn Lý B¹ch)	C«ng kÝch néi c«ng 	1426	602	0	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_cy_41.spr	\spr\skill\¶ëáÒ\mag_em_13_Ê©Ä§·¨.spr	0	\sound\skill\sound_k010.wav	0	0	0	0	0	72	0	0	0	2	7	10	-1	1	1	11	20	0	0		0	0	0	1080	1080	0	0	1	0	0	0	0	0	1	0	1	112	0	0	0	1	948	0	0	1	20	-2	1	0	0	0		0					0	0	0	2	1	\script\skill\special\boss_libaiskill.lua	physicsdamage_v	bihai_chaosheng	colddamage_v	bihai_chaosheng	addskilldamage1	bihai_chaosheng	skill_cost_v	bihai_chaosheng	addskilldamage2	bihai_chaosheng	seriesdamage_p	bihai_chaosheng	addskilldamage3	bihai_chaosheng		bihai_chaosheng		bihai_chaosheng		bihai_chaosheng		bihai_chaosheng		bihai_chaosheng		bihai_chaosheng		bihai_chaosheng		bihai_chaosheng		bihai_chaosheng		bihai_chaosheng		bihai_chaosheng		bihai_chaosheng		bihai_chaosheng		Chiªu thøc cao cÊp cña KiÕm Tiªn Lý B¹ch ph¸t ra lµm v« sè ®Þch nh©n b¨ng s¸t th­¬ng. Thêi gian gi·n c¸ch 60 gi©y 
BÕ NguyÖt PhÊt TrÇn (KiÕm Tiªn Lý B¹ch)	Vßng trßn  håi phôc thuéc tÝnh	1427	503	2	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_em_120.spr				55	2	1	2	0	180	0	0	0	2	7	1428	-1	1	0	14	0	0	0		0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	20	-2	0	0	0	0		0					1	0	0	-1	1	\script\skill\special\boss_libaiskill.lua	fastwalkrun_p	emei120	lifereplenish_v	emei120	manareplenish_v	emei120	allres_p	emei120	lifemax_p	emei120	lifemax_yan_p	emei120	fasthitrecover_v	emei120	fasthitrecover_yan_v	emei120	fatallystrikeres_p	emei120	meleedamagereturn_p	emei120	rangedamagereturn_p	emei120																				Boss KiÕm Tiªn Lý B¹ch chuyªn dïng BÕ NguyÖt PhÊt TrÇn, nh©n ®«i hiÖu øng vµ ph¶n 110% s¸t th­¬ng
KÜ n¨ng BÕ NguyÖt PhÊt TrÇn (KiÕm Tiªn Lý B¹ch)	Vßng s¸ng	1428		0	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_sl_01.spr				55	2	0	2	0	180	0	0	0	2	3	92	-1	1	1	14	0	0	0		0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	20	-2	0	0	0	0		0					0	0	0	-1	1	\script\skill\special\boss_libaiskill.lua	fastwalkrun_p	emei120	lifereplenish_v	emei120	manareplenish_v	emei120	allres_p	emei120	lifemax_p	emei120	lifemax_yan_p	emei120	fasthitrecover_v	emei120	fasthitrecover_yan_v	emei120	fatallystrikeres_p	emei120	meleedamagereturn_p	emei120	rangedamagereturn_p	emei120																				
TËt Phong §¬n  (ngo¹i)		1429		2	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_tr_42.spr	\spr\skill\ÌìÈÌ\mag_tr_16_Ê©Ä§·¨.spr	0	0	0	0	0	2	0	0	0	0	0	0	7	0	-1	0	0	11	0	0	0		0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	20	-2	0	0	0	0		0					0	0	0	-1	1	\script\skill\special\jxf_pkitems.lua	lifemax_v																																									Néi 5 phót, Sinh lùc t¨ng 500 ®iÓm.
TËt Phong §¬n  (néi) 		1430		2	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_tr_42.spr	\spr\skill\ÌìÈÌ\mag_tr_16_Ê©Ä§·¨.spr	0	0	0	0	0	2	0	0	0	0	0	0	7	0	-1	0	0	11	0	0	0		0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	20	-2	0	0	0	0		0					0	0	0	-1	1	\script\skill\special\jxf_pkitems.lua	lifemax_v																																									Néi 5 phót, Sinh lùc t¨ng 500 ®iÓm.
Tô Nguyªn T¸n (ngo¹i)		1431		2	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_tr_42.spr	\spr\skill\ÌìÈÌ\mag_tr_16_Ê©Ä§·¨.spr	0	0	0	0	0	2	0	0	0	0	0	0	7	0	-1	0	0	11	0	0	0		0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	20	-2	0	0	0	0		0					0	0	0	-1	1	\script\skill\special\jxf_pkitems.lua	fastwalkrun_p																																									Néi 5 phót, tèc ®é di chuyÓn t¨ng 20%
Tô Nguyªn T¸n (néi) 		1432		2	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_tr_42.spr	\spr\skill\ÌìÈÌ\mag_tr_16_Ê©Ä§·¨.spr	0	0	0	0	0	2	0	0	0	0	0	0	7	0	-1	0	0	11	0	0	0		0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	20	-2	0	0	0	0		0					0	0	0	-1	1	\script\skill\special\jxf_pkitems.lua	addphysicsdamage_v																																									Néi 5 phót, c«ng kÝch vËt lý t¨ng 100 ®iÓm.
Tiªu Dao T¸n		1433		2	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_tr_42.spr	\spr\skill\ÌìÈÌ\mag_tr_16_Ê©Ä§·¨.spr			0	0	0	2	0	0	0	0	0	0	7	0	-1	0	0	11	0	0	0		0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	20	-2	0	0	0	0		0					0	0	0	-1	1	\script\skill\special\jxf_pkitems.lua	adddefense_v																																									Néi 5 phót, nÐ tr¸ch t¨ng 500 ®iÓm.
