MAP_ID	GAMESVR_SET_1	GAMESVR_SET_2	GAMESVR_SET_3	GAMESVR_SET_4	GAMESVR_SET_5	GAMESVR_SET_6	GAMESVR_SET_7	GAMESVR_SET_8	GAMESVR_SET_9	GAMESVR_SET_10	GAMESVR_SET_11	GAMESVR_SET_12	GAMESVR_SET_13	GAMESVR_SET_14	GAMESVR_SET_15	GAMESVR_SET_16	±¸×¢
793	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Khu vùc thi ®Êu (85)
794	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Khu vùc thi ®Êu (86)
795	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Khu vùc thi ®Êu (87)
796	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Khu vùc thi ®Êu (88)
797	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Khu vùc thi ®Êu (89)
798	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Khu vùc thi ®Êu (90)
799	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Khu vùc thi ®Êu (91)
800	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Khu vùc thi ®Êu (92)
801	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Khu vùc thi ®Êu (93)
802	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Khu vùc thi ®Êu (94)
803	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	§¹i ®Êu tr­êng (1)
804	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	§¹i ®Êu tr­êng (2)
805	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	§¹i ®Êu tr­êng (3)
806	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	§¹i ®Êu tr­êng (4)
807	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	§¹i ®Êu tr­êng (5)
808	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	§¹i ®Êu tr­êng (6)
809	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	§¹i ®Êu tr­êng (7)
810	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	§¹i ®Êu tr­êng (8)
811	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	§¹i ®Êu tr­êng (9)
812	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	§¹i ®Êu tr­êng (10)
813	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	§¹i ®Êu tr­êng (11)
814	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	§¹i ®Êu tr­êng (12)
815	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	§¹i ®Êu tr­êng (13)
816	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	§¹i ®Êu tr­êng (14)
817	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	§¹i ®Êu tr­êng (15)
818	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	§¹i ®Êu tr­êng (16)
819	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	§¹i ®Êu tr­êng (17)
820	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	§¹i ®Êu tr­êng (18)
821	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Khu vùc chuÈn bÞ chiªu mé ®Ö tö
822	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Khu vùc chiªu mé ®Ö tö
823	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Khu vùc chuÈn bÞ ®¸nh qu¸i thó
824	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Khu vùc ®¸nh qu¸i thó
825	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Khu vùc chuÈn bÞ - TÕt §oan Ngä
826	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Khu vùc TÕt §oan Ngä
827	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Khu vùc chuÈn bÞ - Thu thËp vËt phÈm
828	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Khu vùc thu thËp vËt phÈm
829	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Tr­êng Ca M«n cÊm ®Þa
830	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Tr­êng Ca M«n cÊm ®Þa
831	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Tr­êng Ca M«n cÊm ®Þa
832	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Tr­êng Ca M«n cÊm ®Þa
833	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Tr­êng Ca M«n cÊm ®Þa
834	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Tr­êng Ca M«n cÊm ®Þa
835	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	V« Danh Cèc (1)
836	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	V« Danh Cèc (2)
837	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	V« Danh Cèc (3)
838	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	V« Danh Cèc (4)
839	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	V« Danh Cèc (5)
840	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	V« Danh Cèc (6)
841	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	L«i ®µi hµo kiÖt 1
842	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	L«i ®µi hµo kiÖt 2
843	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	L«i ®µi hµo kiÖt 3
844	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	L«i ®µi hµo kiÖt 4
845	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	L«i ®µi hµo kiÖt 5
846	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	L«i ®µi hµo kiÖt 6
847	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	L«i ®µi hµo kiÖt 7
848	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	L«i ®µi hµo kiÖt 8
849	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Khu vùc chuÈn bÞ - TÕt §oan Ngä
850	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Khu vùc TÕt §oan Ngä
851	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Cöa vµo b¶o tang Viªm §Õ
852	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Cöa vµo b¶o tang Viªm §Õ
853	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	B¶o tµng Viªm §Õ (1)
854	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	B¶o tµng Viªm §Õ (2)
855	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	B¶o tµng Viªm §Õ (3)
856	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	B¶o tµng Viªm §Õ (4)
857	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	B¶o tµng Viªm §Õ (5)
858	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	B¶o tµng Viªm §Õ (6)
859	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	B¶o tµng Viªm §Õ (7)
860	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	B¶o tµng Viªm §Õ (8)
861	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	B¶o tµng Viªm §Õ (9)
862	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	B¶o tµng Viªm §Õ (10)
863	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Khu vùc ®­êng ®ua
864	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	L«i ®µi Hoa S¬n (Trung cÊp)
865	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	L«i ®µi Hoa S¬n (Cao cÊp)
866	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Ch©n nói Hoa S¬n (Trung cÊp)
867	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Ch©n nói Hoa S¬n (Cao cÊp)
868	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	ChiÕn tr­êng Hoang M¹c (s¬)
869	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	ChiÕn tr­êng Hoang M¹c (trung)
870	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	ChiÕn tr­êng Hoang M¹c (cao)
871	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Thanh ¢m §éng (1)
872	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Thanh ¢m §éng (2)
873	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	An Kú Liªn §¬n §éng (1)
874	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	An Kú Liªn §¬n §éng (2)
875	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	H¾c Sa ®éng
876	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Cæ thµnh (s¬ cÊp)
877	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Cæ thµnh (trung cÊp)
878	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Cæ thµnh (cao cÊp)
879	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Kim Th¹ch s¬n (s¬ cÊp)
880	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Kim Th¹ch s¬n (trung cÊp)
881	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Kim Th¹ch s¬n (cao cÊp)
882	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Khu vùc chuÈn bÞ
883	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	ChiÕn tr­êng Th¸p tiÔn (S¬ cÊp)
884	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	ChiÕn tr­êng Th¸p tiÔn (Trung cÊp)
885	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	ChiÕn tr­êng Th¸p tiÔn (Cao cÊp)
895	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Xu©n Phong §¶o
896	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Cöu Ch©u Cèc
897	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Danh nh©n ®­êng
898	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Quèc chiÕn Giíi KiÒu chiÕn
899	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Quèc chiÕn MËt L©m chiÕn
900	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Quèc chiÕn Tèng Kim chiÕn tr­êng Phong V©n
902	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	ChiÕn tr­êng tïng l©m (s¬)
903	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	ChiÕn tr­êng tïng l©m (trung)
904	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	ChiÕn tr­êng tïng l©m (cao)
905	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Tr­êng Ca S¬n Trang
906	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Mïa an lµnh (chuÈn bÞ)
907	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Mïa an lµnh (1)
908	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Mïa an lµnh(2)
909	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Mïa an lµnh(3)
910	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Mïa an lµnh(4)
911	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Mïa an lµnh(5)
912	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Mïa an lµnh(6)
913	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Mïa an lµnh(7)
914	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Mïa an lµnh(8)
915	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Mïa an lµnh(9)
916	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Mïa an lµnh(10)
917	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	TÝch HuyÕt Cèc
918	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	¸c Nh©n Cèc
919	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Thùc Cèt Nhai
920	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	H¾c Méc Nhai
921	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Thiªn Phô S¬n
922	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Bµn Long S¬n
923	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	§Þa MÉu S¬n
924	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	UyÓn Phông S¬n
925	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	ThÝ LuyÖn §­êng
926	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	ChiÕn tr­êng Thµnh §«
927	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	ChiÕn tr­êng BiÖn Kinh
928	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	ChiÕn tr­êng §¹i Lý
929	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	ChiÕn tr­êng Ph­îng T­êng
930	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	ChiÕn tr­êng L©m An
931	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	ChiÕn tr­êng T­¬ng D­¬ng
932	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	ChiÕn tr­êng D­¬ng Ch©u
934	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Ngän nói Tr­êng B¹ch
935	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Thiªn Tr×  TÇng 1
936	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Thiªn Tr×  TÇng 2
937	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Thiªn Tr×  TÇng 3 (1)
938	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Thiªn Tr× TÇng 3 (2)
939	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Thiªn Tr×  TÇng 3 (3)
940	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Thiªn Tr×  TÇng 3 (4)
941	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Thiªn Tr×  TÇng 3 (5)
942	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Thiªn Tr×  TÇng 3 (6)
943	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Thiªn Tr×  TÇng 3 (7)
944	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Thiªn Tr×  TÇng 3 (8)
945	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Thiªn Tr× TÇng 3 (9)
946	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Thiªn Tr×  TÇng 3 (10)
947	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Thiªn Tr× tÇng thø 4
948	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	KiÕm Gia Mª Cung.
949	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	ThÝ KiÕm Cèc
950	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Ác Lang Cèc
951	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Ác Lang Cèc
952	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Ác Lang Cèc
953	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Ác Lang Cèc
954	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Ác Lang Cèc
955	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Ác Lang Cèc
956	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Ác Lang Cèc
957	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	MËt Phßng cöa ¶i
958	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	§Êu tr­êng
959	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	ChiÕn Long §éng
960	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	L«i §µi Hoµng Thµnh T­
961	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	§Êu tr­êng chuÈn bÞ ho¹t ®éng Méc Nh©n
962	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Cöa vµo b¶o tang Viªm §Õ
963	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Khu vùc chuÈn bÞ 
964	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	§Êu tr­êng (1)
965	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	§Êu tr­êng (2)
966	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	§Êu tr­êng (3)
967	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	V« Danh MËt C¶nh
968	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	NguyÖt Ca §¶o
969	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	NguyÖt Ca MËt Cèc
970	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	ChiÕn tr­êng liªn kÕt MËt L©m
971	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	ChiÕn tr­êng Phong V©n liªn server
972	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	§iÓm b¸o danh Tèng Kim liªn server
973	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	§iÓm b¸o danh liªn server 2
974	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	§iÓm b¸o danh liªn server 3
975	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	C¶nh Kü Tr­êng
976	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Thiªn Trïng L©u
977	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	thu nhÆt lóa n­íc
978	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Bang héi thµnh b¶o 
979	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Bang héi thµnh b¶o 
980	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Bang héi thµnh b¶o 
981	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Bang héi thµnh b¶o 
982	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Bang héi thµnh b¶o 
983	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Bang héi thµnh b¶o 
984	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Bang héi thµnh b¶o 
985	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	§Þa Cung Biªn Kinh
986	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	TuyÕt Nh©n §¹i ChiÕn
987	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Hoa S¬n ph¸i
988	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	ChiÕn tr­êng Phï Li Xung §ét ChiÕn
991	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Héi tr­êng liªn ®Êu (11)
992	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	§Êu tr­êng liªn ®Êu (11)
993	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	N¬i chuÈn bÞ liªn ®Êu (11)
994	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	T­ Qu¸ Nhai
995	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	MËt Phßng cöa ¶i
996	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Cæ Th¸p Bang Héi
997	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	§¹i T¶n Quan
998	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Anh Hïng Th¸p
1001	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	B¹ch Hæ §­êng tÇng 1 (Thiªn) 
1002	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	B¹ch Hæ §­êng tÇng 1 (§Þa) 
1003	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	B¹ch Hæ §­êng tÇng 1 (NhËt) 
1004	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	B¹ch Hæ §­êng tÇng 1 (NguyÖt) 
1005	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	B¹ch Hæ §­êng tÇng 2 (¢m) 
1006	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	B¹ch Hæ §­êng tÇng 2 (D­¬ng) 
1007	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	B¹ch Hæ §­êng tÇng 3
1008	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Th«ng Thiªn Th¸p
1009	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	MËt §éng Sa M¹c
1010	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	MËt §éng Sa M¹c
1011	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	MËt §éng Sa M¹c
1012	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	QuyÕt ChiÕn §Ønh Phong
1013	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	QuyÕt ChiÕn §Ønh Phong
1014	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Hoa S¬n Kh¸nh §iÓn 1
1015	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Hoa S¬n Kh¸nh §iÓn 2
1042	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Vò Hån 
1043	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Vò Hån (LuyÖn Vâ Tr­êng)
1044	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Vò Hån (LuyÖn Vâ Tr­êng)
1045	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Vò Hån (LuyÖn Vâ Tr­êng)
1046	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Vò Hån (LuyÖn Vâ Tr­êng)
1047	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Khu ChuÈn BÞ
1048	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Khu Thi §Êu
1049	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Héi Tr­êng Liªn §Êu (12)
1050	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	§Êu Tr­êng Liªn §Êu (12)
1051	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Khu ChuÈn BÞ Liªn ®Êu (12)
1052	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	T­¬ng D­¬ng Thñ VÖ ChiÕn
1053	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Liªn ®Êu 3v3
1054	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Ngò hµnh trËn
1055	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Linh Lung Th¸p-Khu vùc chuÈn bÞ
1056	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Linh Lung Th¸p
1057	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Ph¸i Tiªu Dao
