名称	ItemGenre	DetailType	ParticularType	动画文件名	对应物件索引	宽度	高度	说明文字	五行属性	价格	等级	是否叠放	基础属性1类型	基础属性1最小值	基础属性1最大值	基础属性2类型	基础属性2最小值	基础属性2最大值	基础属性3类型	基础属性3最小值	基础属性3最大值	基础属性4类型	基础属性4最小值	基础属性4最大值	基础属性5类型	基础属性5最小值	基础属性5最大值	基础属性6类型	基础属性6最小值	基础属性6最大值	基础属性7类型	基础属性7最小值	基础属性7最大值	需求属性1类型	需求属性1数值	需求属性2类型	需求属性2数值	需求属性3类型	需求属性3数值	需求属性4类型	需求属性4数值	需求属性5类型	需求属性5数值	需求属性6类型	需求属性6数值	魔法属性索引1	魔法属性索引2	魔法属性索引3	魔法属性索引4	魔法属性索引5	魔法属性索引6	所在套装	扩展套装	扩展套装序号	扩展套装隐藏属性1	扩展套装隐藏属性2
赤麟之亘古剑	0	0	0	\spr\item\equip\closeweapon\obj-sword25.spr	9	1	3	黄金装备，赤麟级武当剑法套装第七件	2	99999	10	0	28	46	46	29	86	86	167	-30	-30	31	99	99										36	160	39	8															264	205	7		
赤麟之亘古履	0	5	0	\spr\item\equip\boots\obj-shoes27.spr	26	2	2	黄金装备，赤麟级武当剑法套装第八件	1	99999	10	0	30	160	160	31	80	80																36	160	39	8															264	205	8		
赤麟之亘古玉佩	0	9	1	\spr\item\equip\waist\obj-waist26.spr	36	1	2	黄金装备，赤麟级武当剑法套装第九件	3	99999	10	0																						36	160	39	8															264	205	9		
赤麟之亘古下戒	0	3	0	\spr\item\equip\ring\obj-ring24.spr	37	1	1	黄金装备，赤麟级武当剑法套装第十件	4	99999	10	0																						36	160	39	8															264	205	10		
赤麟之乾元项链	0	4	1	\spr\item\equip\nick\obj-neck25.spr	36	2	1	黄金装备，赤麟级昆仑刀法套装第一件	0	99999	10	0																						36	160	39	9															265	206	1		
赤麟之乾元道冠	0	7	1	\spr\item\equip\cap\obj-ma-cap27.spr	28	2	2	黄金装备，赤麟级昆仑刀法套装第二件	2	99999	10	0	30	360	360	31	85	85																36	160	39	9															265	206	2		
赤麟之乾元上戒	0	3	0	\spr\item\equip\ring\obj-ring23.spr	37	1	1	黄金装备，赤麟级昆仑刀法套装第三件	1	99999	10	0																						36	160	39	9															265	206	3		
赤麟之乾元护腕	0	8	1	\Spr\item\equip\bangle\obj-bangle27.spr	34	1	2	黄金装备，赤麟级昆仑刀法套装第四件	3	99999	10	0	30	135	135	31	80	80																36	160	39	9															265	206	4		
赤麟之乾元腰带	0	6	0	\spr\item\equip\sash\obj-sash27.spr	33	2	1	黄金装备，赤麟级昆仑刀法套装第五件	4	99999	10	0	30	160	160	31	80	80																36	160	39	9															265	206	5		
赤麟之乾元道袍	0	2	1	\spr\item\equip\armor\obj-ma-cloth27.spr	24	2	3	黄金装备，赤麟级昆仑刀法套装第六件	0	99999	10	0	30	720	720	31	90	90																36	160	39	9															265	206	6		
赤麟之乾元刀	0	0	1	\spr\item\equip\closeweapon\obj-blade25.spr	10	1	4	黄金装备，赤麟级昆仑刀法套装第七件	2	99999	10	0	28	40	40	29	114	114	167	-30	-30	31	99	99										36	160	39	9															265	206	7		
赤麟之乾元靴	0	5	0	\spr\item\equip\boots\obj-shoes27.spr	26	2	2	黄金装备，赤麟级昆仑刀法套装第八件	1	99999	10	0	30	160	160	31	80	80																36	160	39	9															265	206	8		
赤麟之乾元佩	0	9	1	\spr\item\equip\waist\obj-waist26.spr	36	1	2	黄金装备，赤麟级昆仑刀法套装第九件	3	99999	10	0																						36	160	39	9															265	206	9		
赤麟之乾元下戒	0	3	0	\spr\item\equip\ring\obj-ring24.spr	37	1	1	黄金装备，赤麟级昆仑刀法套装第十件	4	99999	10	0																						36	160	39	9															265	206	10		
赤麟之长空符	0	4	1	\spr\item\equip\nick\obj-neck25.spr	36	2	1	黄金装备，赤麟级昆仑剑法套装第一件	3	99999	10	0																						36	160	39	9															266	207	1		
赤麟之长空道冠	0	7	1	\spr\item\equip\cap\obj-ma-cap27.spr	28	2	2	黄金装备，赤麟级昆仑剑法套装第二件	4	99999	10	0	30	360	360	31	85	85																36	160	39	9															266	207	2		
赤麟之长空上戒	0	3	0	\spr\item\equip\ring\obj-ring23.spr	37	1	1	黄金装备，赤麟级昆仑剑法套装第三件	0	99999	10	0																						36	160	39	9															266	207	3		
赤麟之长空护腕	0	8	1	\Spr\item\equip\bangle\obj-bangle27.spr	34	1	2	黄金装备，赤麟级昆仑剑法套装第四件	2	99999	10	0	30	135	135	31	80	80																36	160	39	9															266	207	4		
赤麟之长空腰带	0	6	0	\spr\item\equip\sash\obj-sash27.spr	32	2	1	黄金装备，赤麟级昆仑剑法套装第五件	1	99999	10	0	30	160	160	31	80	80																36	160	39	9															266	207	5		
赤麟之长空道袍	0	2	1	\spr\item\equip\armor\obj-ma-cloth27.spr	24	2	3	黄金装备，赤麟级昆仑剑法套装第六件	3	99999	10	0	30	720	720	31	90	90																36	160	39	9															266	207	6		
赤麟之长空剑	0	0	0	\spr\item\equip\closeweapon\obj-sword26.spr	9	1	3	黄金装备，赤麟级昆仑剑法套装第七件	4	99999	10	0	28	46	46	29	86	86	167	-30	-30	31	99	99										36	160	39	9															266	207	7		
赤麟之长空靴	0	5	0	\spr\item\equip\boots\obj-shoes27.spr	26	2	2	黄金装备，赤麟级昆仑剑法套装第八件	0	99999	10	0	30	160	160	31	80	80																36	160	39	9															266	207	8		
赤麟之长空佩	0	9	1	\spr\item\equip\waist\obj-waist26.spr	36	1	2	黄金装备，赤麟级昆仑剑法套装第九件	2	99999	10	0																						36	160	39	9															266	207	9		
赤麟之长空下戒	0	3	0	\spr\item\equip\ring\obj-ring24.spr	37	1	1	黄金装备，赤麟级昆仑剑法套装第十件	1	99999	10	0																						36	160	39	9															266	207	10		
鸣凤之皈依珠链	0	4	1	\spr\item\equip\nick\obj-neck17.spr	36	2	1	黄金装备，鸣凤级少林拳法套装第一件	2	99999	10	0																						36	170	39	0															267	208	1		
鸣凤之皈依僧帽	0	7	0	\spr\item\equip\cap\obj-ma-cap03-3.spr	28	2	2	黄金装备，鸣凤级少林拳法套装第二件	1	99999	10	0	30	360	360	31	85	85																36	170	39	0															267	208	2		
鸣凤之皈依上戒	0	3	0	\spr\item\equip\ring\obj-ring06.spr	37	1	1	黄金装备，鸣凤级少林拳法套装第三件	3	99999	10	0																						36	170	39	0															267	208	3		
鸣凤之皈依护腕	0	8	1	\spr\item\equip\bangle\obj-bangle20.spr	34	1	2	黄金装备，鸣凤级少林拳法套装第四件	4	99999	10	0	30	135	135	31	80	80																36	170	39	0															267	208	4		
鸣凤之皈依腰带	0	6	0	\spr\item\equip\sash\obj-sash06.spr	33	2	1	黄金装备，鸣凤级少林拳法套装第五件	0	99999	10	0	30	160	160	31	80	80																36	170	39	0															267	208	5		
鸣凤之皈依袈裟	0	2	0	\spr\item\equip\armor\obj-ma-cloth03-3.spr	22	2	3	黄金装备，鸣凤级少林拳法套装第六件	2	99999	10	0	30	720	720	31	90	90																36	170	39	0															267	208	6		
鸣凤之皈依缠手	0	0	6	\spr\item\equip\bangle\obj-bangle15.spr	9	1	2	黄金装备，鸣凤级少林拳法套装第七件	1	99999	10	0	28	1	1	29	1	1	167	-30	-30	31	99	99										36	170	39	0															267	208	7		
鸣凤之皈依僧鞋	0	5	0	\spr\item\equip\boots\obj-shoes05.spr	26	2	2	黄金装备，鸣凤级少林拳法套装第八件	3	99999	10	0	30	160	160	31	80	80																36	170	39	0															267	208	8		
鸣凤之皈依腰坠	0	9	1	\spr\item\equip\waist\obj-waist18.spr	36	1	2	黄金装备，鸣凤级少林拳法套装第九件	4	99999	10	0																						36	170	39	0															267	208	9		
鸣凤之皈依下戒	0	3	0	\spr\item\equip\ring\obj-ring07.spr	37	1	1	黄金装备，鸣凤级少林拳法套装第十件	0	99999	10	0																						36	170	39	0															267	208	10		
鸣凤之极乐佛珠	0	4	1	\spr\item\equip\nick\obj-neck17.spr	36	2	1	黄金装备，鸣凤级少林棍法套装第一件	4	99999	10	0																						36	170	39	0															268	209	1		
鸣凤之极乐僧帽	0	7	0	\spr\item\equip\cap\obj-ma-cap03-3.spr	28	2	2	黄金装备，鸣凤级少林棍法套装第二件	0	99999	10	0	30	360	360	31	85	85																36	170	39	0															268	209	2		
鸣凤之极乐上戒	0	3	0	\spr\item\equip\ring\obj-ring06.spr	37	1	1	黄金装备，鸣凤级少林棍法套装第三件	2	99999	10	0																						36	170	39	0															268	209	3		
鸣凤之极乐护腕	0	8	1	\spr\item\equip\bangle\obj-bangle20.spr	34	1	2	黄金装备，鸣凤级少林棍法套装第四件	1	99999	10	0	30	135	135	31	80	80																36	170	39	0															268	209	4		
鸣凤之极乐腰带	0	6	0	\spr\item\equip\sash\obj-sash07.spr	33	2	1	黄金装备，鸣凤级少林棍法套装第五件	3	99999	10	0	30	160	160	31	80	80																36	170	39	0															268	209	5		
鸣凤之极乐袈裟	0	2	0	\spr\item\equip\armor\obj-ma-cloth03-3.spr	22	2	3	黄金装备，鸣凤级少林棍法套装第六件	4	99999	10	0	30	720	720	31	90	90																36	170	39	0															268	209	6		
鸣凤之极乐僧棍	0	0	2	\spr\item\equip\closeweapon\obj-staff13.spr	11	1	4	黄金装备，鸣凤级少林棍法套装第七件	0	99999	10	0	28	69	69	29	128	128	167	-30	-30	31	99	99										36	170	39	0															268	209	7		
鸣凤之极乐僧鞋	0	5	0	\spr\item\equip\boots\obj-shoes05.spr	26	2	2	黄金装备，鸣凤级少林棍法套装第八件	2	99999	10	0	30	160	160	31	80	80																36	170	39	0															268	209	8		
鸣凤之极乐腰坠	0	9	1	\spr\item\equip\waist\obj-waist19.spr	36	1	2	黄金装备，鸣凤级少林棍法套装第九件	1	99999	10	0																						36	170	39	0															268	209	9		
鸣凤之极乐下戒	0	3	0	\spr\item\equip\ring\obj-ring07.spr	37	1	1	黄金装备，鸣凤级少林棍法套装第十件	3	99999	10	0																						36	170	39	0															268	209	10		
鸣凤之虚空项链	0	4	1	\spr\item\equip\nick\obj-neck17.spr	36	2	1	黄金装备，鸣凤级少林刀法套装第一件	4	99999	10	0																						36	170	39	0															269	210	1		
鸣凤之虚空僧帽	0	7	0	\spr\item\equip\cap\obj-ma-cap03-3.spr	28	2	2	黄金装备，鸣凤级少林刀法套装第二件	0	99999	10	0	30	360	360	31	85	85																36	170	39	0															269	210	2		
鸣凤之虚空上戒	0	3	0	\spr\item\equip\ring\obj-ring06.spr	37	1	1	黄金装备，鸣凤级少林刀法套装第三件	2	99999	10	0																						36	170	39	0															269	210	3		
鸣凤之虚空护腕	0	8	1	\spr\item\equip\bangle\obj-bangle18.spr	34	1	2	黄金装备，鸣凤级少林刀法套装第四件	1	99999	10	0	30	135	135	31	80	80																36	170	39	0															269	210	4		
鸣凤之虚空腰带	0	6	0	\spr\item\equip\sash\obj-sash08.spr	33	2	1	黄金装备，鸣凤级少林刀法套装第五件	3	99999	10	0	30	160	160	31	80	80																36	170	39	0															269	210	5		
鸣凤之虚空袈裟	0	2	0	\spr\item\equip\armor\obj-ma-cloth03-3.spr	22	2	3	黄金装备，鸣凤级少林刀法套装第六件	4	99999	10	0	30	720	720	31	90	90																36	170	39	0															269	210	6		
鸣凤之虚空戒刀	0	0	1	\spr\item\equip\closeweapon\obj-blade24.spr	10	1	4	黄金装备，鸣凤级少林刀法套装第七件	0	99999	10	0	28	40	40	29	114	114	167	-30	-30	31	99	99										36	170	39	0															269	210	7		
鸣凤之虚空僧鞋	0	5	1	\spr\item\equip\boots\obj-shoes09.spr	26	2	2	黄金装备，鸣凤级少林刀法套装第八件	2	99999	10	0	30	160	160	31	80	80																36	170	39	0															269	210	8		
鸣凤之虚空腰坠	0	9	1	\spr\item\equip\waist\obj-waist18.spr	36	1	2	黄金装备，鸣凤级少林刀法套装第九件	1	99999	10	0																						36	170	39	0															269	210	9		
鸣凤之虚空下戒	0	3	0	\spr\item\equip\ring\obj-ring07.spr	37	1	1	黄金装备，鸣凤级少林刀法套装第十件	3	99999	10	0																						36	170	39	0															269	210	10		
鸣凤之战神链	0	4	1	\spr\item\equip\nick\obj-neck17.spr	36	2	1	黄金装备，鸣凤级天王锤法套装第一件	0	99999	10	0																						36	170	39	1															270	211	1		
鸣凤之战神盔	0	7	4	\spr\item\equip\cap\obj-ma-cap15-3.spr	31	2	2	黄金装备，鸣凤级天王锤法套装第二件	2	99999	10	0	30	360	360	31	85	85																36	170	39	1															270	211	2		
鸣凤之战神上戒	0	3	0	\spr\item\equip\ring\obj-ring06.spr	37	1	1	黄金装备，鸣凤级天王锤法套装第三件	1	99999	10	0																						36	170	39	1															270	211	3		
鸣凤之战神束腕	0	8	1	\spr\item\equip\bangle\obj-bangle18.spr	34	1	2	黄金装备，鸣凤级天王锤法套装第四件	3	99999	10	0	30	135	135	31	80	80																36	170	39	1															270	211	4		
鸣凤之战神腰带	0	6	1	\spr\item\equip\sash\obj-sash16.spr	33	2	1	黄金装备，鸣凤级天王锤法套装第五件	4	99999	10	0	30	160	160	31	80	80																36	170	39	1															270	211	5		
鸣凤之战神铠	0	2	4	\spr\item\equip\armor\obj-ma-cloth15-3.spr	23	2	3	黄金装备，鸣凤级天王锤法套装第六件	0	99999	10	0	30	720	720	31	90	90																36	170	39	1															270	211	6		
鸣凤之战神锤	0	0	4	\spr\item\equip\closeweapon\obj-adha04.spr	13	2	2	黄金装备，鸣凤级天王锤法套装第七件	2	99999	10	0	28	55	55	29	165	165	167	-30	-30	31	99	99										36	170	39	1															270	211	7		
鸣凤之战神靴	0	5	1	\spr\item\equip\boots\obj-shoes09.spr	26	2	2	黄金装备，鸣凤级天王锤法套装第八件	1	99999	10	0	30	160	160	31	80	80																36	170	39	1															270	211	8		
鸣凤之战神挂坠	0	9	1	\spr\item\equip\waist\obj-waist18.spr	36	1	2	黄金装备，鸣凤级天王锤法套装第九件	3	99999	10	0																						36	170	39	1															270	211	9		
鸣凤之战神下戒	0	3	0	\spr\item\equip\ring\obj-ring07.spr	37	1	1	黄金装备，鸣凤级天王锤法套装第十件	4	99999	10	0																						36	170	39	1															270	211	10		
鸣凤之英雄项链	0	4	1	\spr\item\equip\nick\obj-neck17.spr	36	2	1	黄金装备，鸣凤级天王枪法套装第一件	0	99999	10	0																						36	170	39	1															271	212	1		
鸣凤之英雄盔	0	7	4	\spr\item\equip\cap\obj-ma-cap15-3.spr	31	2	2	黄金装备，鸣凤级天王枪法套装第二件	2	99999	10	0	30	360	360	31	85	85																36	170	39	1															271	212	2		
鸣凤之英雄上戒	0	3	0	\spr\item\equip\ring\obj-ring06.spr	37	1	1	黄金装备，鸣凤级天王枪法套装第三件	1	99999	10	0																						36	170	39	1															271	212	3		
鸣凤之英雄束腕	0	8	1	\spr\item\equip\bangle\obj-bangle19.spr	34	1	2	黄金装备，鸣凤级天王枪法套装第四件	3	99999	10	0	30	135	135	31	80	80																36	170	39	1															271	212	4		
鸣凤之英雄腰带	0	6	1	\spr\item\equip\sash\obj-sash17.spr	33	2	1	黄金装备，鸣凤级天王枪法套装第五件	4	99999	10	0	30	160	160	31	80	80																36	170	39	1															271	212	5		
鸣凤之英雄铠	0	2	4	\spr\item\equip\armor\obj-ma-cloth15-3.spr	23	2	3	黄金装备，鸣凤级天王枪法套装第六件	0	99999	10	0	30	720	720	31	90	90																36	170	39	1															271	212	6		
鸣凤之英雄枪	0	0	3	\spr\item\equip\closeweapon\obj-spear04.spr	12	1	4	黄金装备，鸣凤级天王枪法套装第七件	2	99999	10	0	28	18	18	29	158	158	167	-30	-30	31	99	99										36	170	39	1															271	212	7		
鸣凤之英雄靴	0	5	0	\spr\item\equip\boots\obj-shoes05.spr	26	2	2	黄金装备，鸣凤级天王枪法套装第八件	1	99999	10	0	30	160	160	31	80	80																36	170	39	1															271	212	8		
鸣凤之英雄腰坠	0	9	1	\spr\item\equip\waist\obj-waist18.spr	36	1	2	黄金装备，鸣凤级天王枪法套装第九件	3	99999	10	0																						36	170	39	1															271	212	9		
鸣凤之英雄下戒	0	3	0	\spr\item\equip\ring\obj-ring07.spr	37	1	1	黄金装备，鸣凤级天王枪法套装第十件	4	99999	10	0																						36	170	39	1															271	212	10		
鸣凤之霸王项链	0	4	1	\spr\item\equip\nick\obj-neck17.spr	36	2	1	黄金装备，鸣凤级天王刀法套装第一件	0	99999	10	0																						36	170	39	1															272	213	1		
鸣凤之霸王盔	0	7	4	\spr\item\equip\cap\obj-ma-cap15-3.spr	31	2	2	黄金装备，鸣凤级天王刀法套装第二件	2	99999	10	0	30	360	360	31	85	85																36	170	39	1															272	213	2		
鸣凤之霸王上戒	0	3	0	\spr\item\equip\ring\obj-ring06.spr	37	1	1	黄金装备，鸣凤级天王刀法套装第三件	1	99999	10	0																						36	170	39	1															272	213	3		
鸣凤之霸王束腕	0	8	1	\spr\item\equip\bangle\obj-bangle18.spr	34	1	2	黄金装备，鸣凤级天王刀法套装第四件	3	99999	10	0	30	135	135	31	80	80																36	170	39	1															272	213	4		
鸣凤之霸王腰带	0	6	1	\spr\item\equip\sash\obj-sash18.spr	33	2	1	黄金装备，鸣凤级天王刀法套装第五件	4	99999	10	0	30	160	160	31	80	80																36	170	39	1															272	213	5		
鸣凤之霸王铠	0	2	4	\spr\item\equip\armor\obj-ma-cloth15-3.spr	23	2	3	黄金装备，鸣凤级天王刀法套装第六件	0	99999	10	0	30	720	720	31	90	90																36	170	39	1															272	213	6		
鸣凤之霸王宝刀	0	0	1	\spr\item\equip\closeweapon\obj-blade24.spr	10	1	4	黄金装备，鸣凤级天王刀法套装第七件	2	99999	10	0	28	40	40	29	114	114	167	-30	-30	31	99	99										36	170	39	1															272	213	7		
鸣凤之霸王靴	0	5	0	\spr\item\equip\boots\obj-shoes05.spr	26	2	2	黄金装备，鸣凤级天王刀法套装第八件	1	99999	10	0	30	160	160	31	80	80																36	170	39	1															272	213	8		
鸣凤之霸王腰坠	0	9	1	\spr\item\equip\waist\obj-waist18.spr	36	1	2	黄金装备，鸣凤级天王刀法套装第九件	3	99999	10	0																						36	170	39	1															272	213	9		
鸣凤之霸王下戒	0	3	0	\spr\item\equip\ring\obj-ring07.spr	37	1	1	黄金装备，鸣凤级天王刀法套装第十件	4	99999	10	0																						36	170	39	1															272	213	10		
鸣凤之散花珠链	0	4	0	\spr\item\equip\nick\obj-neck10.spr	36	2	1	黄金装备，鸣凤级峨嵋剑法套装第一件	4	99999	10	0																						36	170	39	4															273	214	1		
鸣凤之散花发带	0	7	10	\spr\item\equip\cap\obj-fm-cap12-3.spr	28	2	2	黄金装备，鸣凤级峨嵋剑法套装第二件	0	99999	10	0	30	360	360	31	85	85																36	170	39	4															273	214	2		
鸣凤之散花上戒	0	3	0	\spr\item\equip\ring\obj-ring01.spr	37	1	1	黄金装备，鸣凤级峨嵋剑法套装第三件	2	99999	10	0																						36	170	39	4															273	214	3		
鸣凤之散花护腕	0	8	0	\spr\item\equip\bangle\obj-bangle10.spr	35	1	2	黄金装备，鸣凤级峨嵋剑法套装第四件	1	99999	10	0	30	135	135	31	80	80																36	170	39	4															273	214	4		
鸣凤之散花束腰	0	6	0	\spr\item\equip\sash\obj-sash10.spr	33	2	1	黄金装备，鸣凤级峨嵋剑法套装第五件	3	99999	10	0	30	160	160	31	80	80																36	170	39	4															273	214	5		
鸣凤之散花纱衣	0	2	10	\spr\item\equip\armor\obj-fm-cloth12-3.spr	24	2	3	黄金装备，鸣凤级峨嵋剑法套装第六件	4	99999	10	0	30	720	720	31	90	90																36	170	39	4															273	214	6		
鸣凤之散花长剑	0	0	0	\spr\item\equip\closeweapon\obj-sword24.spr	9	1	3	黄金装备，鸣凤级峨嵋剑法套装第七件	0	99999	10	0	28	46	46	29	86	86	167	-30	-30	31	99	99										36	170	39	4															273	214	7		
鸣凤之散花靴	0	5	3	\spr\item\equip\boots\obj-shoes20.spr	27	2	2	黄金装备，鸣凤级峨嵋剑法套装第八件	2	99999	10	0	30	160	160	31	80	80																36	170	39	4															273	214	8		
鸣凤之散花香囊	0	9	0	\spr\item\equip\waist\obj-waist10.spr	36	1	2	黄金装备，鸣凤级峨嵋剑法套装第九件	1	99999	10	0																						36	170	39	4															273	214	9		
鸣凤之散花下戒	0	3	0	\spr\item\equip\ring\obj-ring10.spr	37	1	1	黄金装备，鸣凤级峨嵋剑法套装第十件	3	99999	10	0																						36	170	39	4															273	214	10		
鸣凤之凌霄珠链	0	4	0	\spr\item\equip\nick\obj-neck10.spr	36	2	1	黄金装备，鸣凤级峨嵋掌法套装第一件	4	99999	10	0																						36	170	39	4															274	215	1		
鸣凤之凌霄发带	0	7	10	\spr\item\equip\cap\obj-fm-cap12-3.spr	28	2	2	黄金装备，鸣凤级峨嵋掌法套装第二件	0	99999	10	0	30	360	360	31	85	85																36	170	39	4															274	215	2		
鸣凤之凌霄上戒	0	3	0	\spr\item\equip\ring\obj-ring10.spr	37	1	1	黄金装备，鸣凤级峨嵋掌法套装第三件	2	99999	10	0																						36	170	39	4															274	215	3		
鸣凤之凌霄护腕	0	8	0	\spr\item\equip\bangle\obj-bangle09.spr	35	1	2	黄金装备，鸣凤级峨嵋掌法套装第四件	1	99999	10	0	30	135	135	31	80	80																36	170	39	4															274	215	4		
鸣凤之凌霄束腰	0	6	1	\spr\item\equip\sash\obj-sash20.spr	33	2	1	黄金装备，鸣凤级峨嵋掌法套装第五件	3	99999	10	0	30	160	160	31	80	80																36	170	39	4															274	215	5		
鸣凤之凌霄衫	0	2	10	\spr\item\equip\armor\obj-fm-cloth12-3.spr	24	2	3	黄金装备，鸣凤级峨嵋掌法套装第六件	4	99999	10	0	30	720	720	31	90	90																36	170	39	4															274	215	6		
鸣凤之凌霄缠手	0	0	6	\spr\item\equip\bangle\obj-bangle15.spr	9	1	2	黄金装备，鸣凤级峨嵋掌法套装第七件	0	99999	10	0	28	60	60	29	100	100	167	-30	-30	31	99	99										36	170	39	4															274	215	7		
鸣凤之凌霄靴	0	5	3	\spr\item\equip\boots\obj-shoes19.spr	27	2	2	黄金装备，鸣凤级峨嵋掌法套装第八件	2	99999	10	0	30	160	160	31	80	80																36	170	39	4															274	215	8		
鸣凤之凌霄香囊	0	9	0	\spr\item\equip\waist\obj-waist10.spr	36	1	2	黄金装备，鸣凤级峨嵋掌法套装第九件	1	99999	10	0																						36	170	39	4															274	215	9		
鸣凤之凌霄下戒	0	3	0	\spr\item\equip\ring\obj-ring10.spr	37	1	1	黄金装备，鸣凤级峨嵋掌法套装第十件	3	99999	10	0																						36	170	39	4															274	215	10		
鸣凤之万花珠链	0	4	0	\spr\item\equip\nick\obj-neck10.spr	36	2	1	黄金装备，鸣凤级翠烟刀法套装第一件	4	99999	10	0																						36	170	39	5															275	216	1		
鸣凤之万花簪	0	7	9	\spr\item\equip\cap\obj-fm-cap09-3.spr	28	2	2	黄金装备，鸣凤级翠烟刀法套装第二件	0	99999	10	0	30	360	360	31	85	85																36	170	39	5															275	216	2		
鸣凤之万花上戒	0	3	0	\spr\item\equip\ring\obj-ring08.spr	37	1	1	黄金装备，鸣凤级翠烟刀法套装第三件	2	99999	10	0																						36	170	39	5															275	216	3		
鸣凤之万花袖	0	8	0	\spr\item\equip\bangle\obj-bangle09.spr	35	1	2	黄金装备，鸣凤级翠烟刀法套装第四件	1	99999	10	0	30	135	135	31	80	80																36	170	39	5															275	216	4		
鸣凤之万花束腰	0	6	0	\spr\item\equip\sash\obj-sash07.spr	32	2	1	黄金装备，鸣凤级翠烟刀法套装第五件	3	99999	10	0	30	160	160	31	80	80																36	170	39	5															275	216	5		
鸣凤之万花衫	0	2	9	\spr\item\equip\armor\obj-fm-cloth09-3.spr	24	2	3	黄金装备，鸣凤级翠烟刀法套装第六件	4	99999	10	0	30	720	720	31	90	90																36	170	39	5															275	216	6		
鸣凤之万花宝刀	0	0	1	\spr\item\equip\closeweapon\obj-blade24.spr	10	1	4	黄金装备，鸣凤级翠烟刀法套装第七件	0	99999	10	0	28	40	40	29	114	114	167	-30	-30	31	99	99										36	170	39	5															275	216	7		
鸣凤之万花靴	0	5	3	\spr\item\equip\boots\obj-shoes20.spr	27	2	2	黄金装备，鸣凤级翠烟刀法套装第八件	2	99999	10	0	30	160	160	31	80	80																36	170	39	5															275	216	8		
鸣凤之万花香囊	0	9	0	\spr\item\equip\waist\obj-waist06.spr	36	1	2	黄金装备，鸣凤级翠烟刀法套装第九件	1	99999	10	0																						36	170	39	5															275	216	9		
鸣凤之万花下戒	0	3	0	\spr\item\equip\ring\obj-ring10.spr	37	1	1	黄金装备，鸣凤级翠烟刀法套装第十件	3	99999	10	0																						36	170	39	5															275	216	10		
鸣凤之芳华珠链	0	4	0	\spr\item\equip\nick\obj-neck10.spr	36	2	1	黄金装备，鸣凤级翠烟双刀套装第一件	0	99999	10	0																						36	170	39	5															276	217	1		
鸣凤之芳华簪	0	7	9	\spr\item\equip\cap\obj-fm-cap09-3.spr	28	2	2	黄金装备，鸣凤级翠烟双刀套装第二件	2	99999	10	0	30	360	360	31	85	85																36	170	39	5															276	217	2		
鸣凤之芳华上戒	0	3	0	\spr\item\equip\ring\obj-ring10.spr	37	1	1	黄金装备，鸣凤级翠烟双刀套装第三件	1	99999	10	0																						36	170	39	5															276	217	3		
鸣凤之芳华袖	0	8	0	\spr\item\equip\bangle\obj-bangle09.spr	35	1	2	黄金装备，鸣凤级翠烟双刀套装第四件	3	99999	10	0	30	135	135	31	80	80																36	170	39	5															276	217	4		
鸣凤之芳华腰带	0	6	0	\spr\item\equip\sash\obj-sash06.spr	33	2	1	黄金装备，鸣凤级翠烟双刀套装第五件	4	99999	10	0	30	160	160	31	80	80																36	170	39	5															276	217	5		
鸣凤之芳华衫	0	2	9	\spr\item\equip\armor\obj-fm-cloth09-3.spr	24	2	3	黄金装备，鸣凤级翠烟双刀套装第六件	0	99999	10	0	30	720	720	31	90	90																36	170	39	5															276	217	6		
鸣凤之芳华双刀	0	0	5	\spr\item\equip\closeweapon\obj-adsd14.spr	14	2	3	黄金装备，鸣凤级翠烟双刀套装第七件	2	99999	10	0	28	62	62	29	92	92	167	-30	-30	31	99	99										36	170	39	5															276	217	7		
鸣凤之芳华靴	0	5	3	\spr\item\equip\boots\obj-shoes20.spr	27	2	2	黄金装备，鸣凤级翠烟双刀套装第八件	1	99999	10	0	30	160	160	31	80	80																36	170	39	5															276	217	8		
鸣凤之芳华香囊	0	9	0	\spr\item\equip\waist\obj-waist08.spr	36	1	2	黄金装备，鸣凤级翠烟双刀套装第九件	3	99999	10	0																						36	170	39	5															276	217	9		
鸣凤之芳华下戒	0	3	0	\spr\item\equip\ring\obj-ring10.spr	37	1	1	黄金装备，鸣凤级翠烟双刀套装第十件	4	99999	10	0																						36	170	39	5															276	217	10		
鸣凤之阎罗项链	0	4	1	\spr\item\equip\nick\obj-neck17.spr	36	2	1	黄金装备，鸣凤级五毒掌法套装第一件	0	99999	10	0																						36	170	39	3															277	218	1		
鸣凤之阎罗发带	0	7	2	\spr\item\equip\cap\obj-ma-cap09-3.spr	28	2	2	黄金装备，鸣凤级五毒掌法套装第二件	2	99999	10	0	30	360	360	31	85	85																36	170	39	3															277	218	2		
鸣凤之阎罗上戒	0	3	0	\spr\item\equip\ring\obj-ring06.spr	37	1	1	黄金装备，鸣凤级五毒掌法套装第三件	1	99999	10	0																						36	170	39	3															277	218	3		
鸣凤之阎罗护腕	0	8	1	\spr\item\equip\bangle\obj-bangle16.spr	34	1	2	黄金装备，鸣凤级五毒掌法套装第四件	3	99999	10	0	30	135	135	31	80	80																36	170	39	3															277	218	4		
鸣凤之阎罗腰带	0	6	1	\spr\item\equip\sash\obj-sash20.spr	32	2	1	黄金装备，鸣凤级五毒掌法套装第五件	4	99999	10	0	30	160	160	31	80	80																36	170	39	3															277	218	5		
