名称	ItemGenre	DetailType	ParticularType	动画文件名	对应物件索引	宽度	高度	说明文字	五行属性	价格	等级	是否叠放	脚本名(参数1)	技能ID（参数1）	参数2(释法类型)	参数3(是否广播)	参数4(是否有等级概念)	参数5(是否可放快捷栏)
宫廷巧果礼券包	6	1	2110	\spr\item\mid_autumn\zhongqiuwupin.spr	41	1	1	打开可以获得7张宫廷巧果礼券。在09年七夕活动期间使用。		0	1	1	\script\item\caihualu\200908\qiaoguolibao.lua	0	1	1	0	0
宫廷巧果礼券	6	1	2111	\spr\item\questkey\taskobj021.spr	41	1	1	把这个交给掌灯宫女，她会让宫女们帮你制作巧果。在09年七夕活动期间使用。		0	1	1	\script\item\noscript.lua	0	1	1	0	0
苍耳	6	1	2112	\spr\item\script\caihualu\200908\canger.spr	41	1	1	右键使用（也可以放在快捷栏使用）可以把这个小东西丢出去砸别人，哇哈哈。		0	1	1	\script\item\caihualu\200908\canger.lua	0	1	1	0	1
神农真丹	6	1	2113	\spr\item\change_destiny\zhendan.spr	41	1	1	给予努力进取的人		0	1	0	\script\item\noscript.lua	0	1	1	0	0
逆天改命诀	6	1	2114	\spr\item\change_destiny\gaimingjue.spr	41	1	1	逆天而行的修炼方法，巧夺造化		0	1	0	\script\event\change_destiny\gaimingjue.lua	0	1	1	0	0
海龙珠	6	1	2115	\spr\item\medecine\obj-potion30.spr	41	1	1	按照大海召唤，各位英雄尽快开船		0	1	0	\script\item\hailongzhu.lua	0	1	1	0	0
千年灵药	6	1	2116	\spr\item\medecine\obj-potion15.spr	41	1	1	从100稀有草药炮制。里面有20.000.000 经验值		0	1	0	\script\item\qiannianlingyao.lua	0	1	1	0	0
龙血丸	6	1	2117	\spr\item\questkey\taskobj018.spr	41	1	1	打通经脉效果，退回消毒，增加功力		0	1	0	\script\item\longxuewan.lua	0	1	1	0	0
残破书本	6	1	2118	\spr\item\script\item_huangjintupu.spr	38	1	1	一本看起来破破的书		0	1	1	\script\item\noscript.lua	0	1	1	0	0
完整书本	6	1	2119	\spr\item\questkey\obj_item_lection.spr	341	1	1	一本装订好的书		0	1	0	\script\item\noscript.lua	0	1	1	0	0
精致书本	6	1	2120	\spr\item\questkey\obj_item_lection02.spr	374	1	1	一本制作相当精良的书		0	1	0	\script\item\noscript.lua	0	1	1	0	0
上等树脂	6	1	2121	\spr\item\medecine\penglaixiancao.spr	370	1	1	经过提炼的上好树脂		0	1	0	\script\item\noscript.lua	0	1	1	0	0
国庆烟花	6	1	2122	\spr\item\newyear0901\xinnianyanhua.spr	41	1	1	放烟花，庆国庆。到临安或者汴京的彩旗下燃放会获得更多的经验哦。		0	1	1	\script\event\guoqing_jieri\200909\guoqingyanhua.lua	0	1	1	0	0
龙静汤壶	6	1	2123	\spr\item\script\zhongqiu_jieri\200909\longtangjinghu.spr	41	1	1	一起享受茶香味和中秋月饼真爽		0	1	0	\script\item\activityitem.lua	0	1	1	0	0
宋金军装	6	1	2124	\spr\item\script\zhongqiu_jieri\200909\songjinjunzhuang .spr	41	1	1	闯战场的不离身的物品		0	1	1	\script\item\noscript.lua	0	1	1	0	0
五行奇石	6	1	2125	\spr\item\vnxmas2007\wuse_bingjin.spr	41	1	1	五种要素合成		0	1	0	\script\item\noscript.lua	0	1	1	0	0
一纪乾坤符	6	1	2126	\spr\item\script\zhongqiu_jieri\gongxuanlingpai.spr	41	1	1	武林人士拥有该物品如老虎加膀		0	1	0	\script\missions\leaguematch\item\yijiqiankunfu.lua	0	1	1	0	0
北斗炼金术 (第一篇)	6	1	2127	\spr\item\script\item_huangjintupu.spr	41	1	1	升级白金+6成+7的原料		0	1	0	\script\item\noscript.lua	0	1	1	0	0
金牛灯笼	6	1	2128	\spr\item\script\zhongqiu_jieri\200909\jnniudenglong.spr	41	1	1	牛形象跟田家很亲近，夜里出色		0	1	0	\script\event\zhongqiu_jieri\200909\item\jinniudenglong.lua	0	1	1	0	0
完美金牌	6	1	2129	\spr\item\questkey\obj_item_lection02.spr	41	1	1	武林盟主的信物。坚持和忍耐的人会得到宝贵物品		50000	1	0	\script\item\noscript.lua	0	1	1	0	0
极品之源	6	1	2130	\spr\item\script\zhongqiu_jieri\200909\jipinzhiyuan.spr	41	1	1	里面有原料制作月饼		0	1	1	\script\item\noscript.lua	0	1	1	0	0
失传秘法	6	1	2131	\spr\item\questkey\taskobj075.spr	41	1	1	制作极品月饼的方法，已经试穿很多年		0	1	1	\script\item\noscript.lua	0	1	1	0	0
日月双行	6	1	2132	\spr\item\script\zhongqiu_jieri\200909\riyueshuangxing.spr	41	1	1	享受爽快香味		0	1	1	\script\item\activityitem.lua	0	1	1	0	0
双牛齐月	6	1	2133	\spr\item\script\zhongqiu_jieri\200909\shuangniuqiyue.spr	41	1	1	请享受一块饼		0	1	1	\script\item\activityitem.lua	0	1	1	0	0
六面奇盒	6	1	2134	\spr\item\script\zhongqiu_jieri\200909\liumianqihe.spr	41	1	1	六面盒，隐藏奇迹		0	1	1	\script\item\activityitem.lua	0	1	1	0	0
三色之宝	6	1	2135	\spr\item\script\zhongqiu_jieri\200909\sansezhibao.spr	41	1	1	各种原料的综合，有三种特色颜色		0	1	1	\script\item\noscript.lua	0	1	1	0	0
千里眼	6	1	2136	\spr\item\script\item_goldenbox.spr	41	1	1	可以看见千里以外的事物		0	1	0	\script\item\noscript.lua	0	1	1	0	0
混合原料箱	6	1	2137	\spr\item\magic\icon_item_baozhu.spr	41	1	1	里面包含竹爿、蒲草、蜡烛、纸张		0	1	1	\script\item\noscript.lua	0	1	1	0	0
五色纸张	6	1	2138	\spr\item\questkey\obj_item_lection.spr	41	1	1	有五种彩色，用于制作灯笼的原料		0	1	1	\script\item\noscript.lua	0	1	1	0	0
通水小鱼	6	1	2139	\spr\item\medecine\obj-potion13.spr	41	1	1	彩虹鲤鱼灯笼，夜里摇曳		0	1	1	\script\item\noscript.lua	0	1	1	0	0
五色游龙	6	1	2140	\spr\item\questkey\flower.spr	41	1	1	五色龙样子的灯笼，夜里光彩		0	1	1	\script\item\noscript.lua	0	1	1	0	0
小树枝	6	1	2141	\spr\item\script\xiaoshuzhi.spr	41	1	1	使用后带来幸运和平安		0	1	1	\script\item\noscript.lua	0	1	1	0	0
中树枝	6	1	2142	\spr\item\script\zhongshuzhi.spr	41	1	1	使用后带来幸运和平安		0	1	1	\script\item\noscript.lua	0	1	1	0	0
大树枝	6	1	2143	\spr\item\script\dashuzhi.spr	41	1	1	使用后带来幸运和平安		0	1	1	\script\item\noscript.lua	0	1	1	0	0
空白令牌	6	1	2144	\spr\item\questkey\flower.spr	41	1	1	一块空白的令牌，似乎在武林盟传人那里有用处的样子		0	1	0	\script\item\noscript.lua	0	1	1	0	0
铁笔	6	1	2145	\spr\item\questkey\flower.spr	41	1	1	一支以生铁铸造的笔		0	1	0	\script\item\noscript.lua	0	1	1	0	0
中秋令牌图谱	6	1	2146	\spr\item\questkey\flower.spr	41	1	1	武林盟中秋活动专用的图谱		0	1	0	\script\item\noscript.lua	0	1	1	0	0
武林盟中秋令牌	6	1	2147	\spr\item\questkey\flower.spr	41	1	1	武林盟于中秋时发出的令牌，使用后可以开到许多精妙的物品		0	1	0	\script\item\noscript.lua	0	1	1	0	0
第一战功令碎片	6	1	2148	\spr\item\script\zhongqiu_jieri\200909\diyizhangonglingsuipian.spr	41	1	1	失落的左半碎片战功令		0	1	0	\script\item\noscript.lua	0	1	1	0	0
第二战功令碎片	6	1	2149	\spr\item\script\zhongqiu_jieri\200909\dierzhangonglingsuipian.spr	41	1	1	失落的右半碎片战功令		0	1	0	\script\item\noscript.lua	0	1	1	0	0
感恩中秋月饼	6	1	2150	\spr\item\script\zhongqiu_jieri\200909\enqingzhongqiuyuebing.spr	41	1	1	捐献战士的奖励礼物，不忘保护祖国的任务		0	1	0	\script\item\noscript.lua	0	1	1	0	0
五色彩纸	6	1	2151	\spr\item\script\zhongqiu_jieri\200909\wusezhizhang.spr	41	1	1	五颜六色的彩纸，可以用来做成重阳礼盒。		0	1	0	\script\item\noscript.lua	0	1	1	0	0
茱萸	6	1	2152	\spr\item\questkey\taskobj097.spr	41	1	1	折茱萸以插头上，辟除恶气而御初寒。		0	1	0	\script\item\noscript.lua	0	1	1	0	0
菊花酒	6	1	2153	\spr\item\script\xuenianglingzhijiu.spr	41	1	1	“酒能祛百病，菊能制颓龄”，常饮菊花酒，可延年益寿。		0	1	0	\script\item\noscript.lua	0	1	1	0	0
重阳礼盒	6	1	2154	\spr\item\script\item_chrismasbox.spr	41	1	1	精美的礼盒，赠送给老人们以表达重阳敬老之意。		0	1	0	\script\item\noscript.lua	0	1	1	0	0
辟邪香袋	6	1	2155	\spr\item\script\qingming_jieri\200903\wanhuafudai.spr	41	1	1	用茱萸做成的小香袋，可用来辟除邪恶之气。		0	1	0	\script\item\activityitem.lua	0	1	1	0	0
重阳糕	6	1	2156	\spr\item\script\qingming_jieri\200903\wanhuafudai.spr	41	1	1	用茱萸做成的小香袋，可用来辟除邪恶之气。		0	1	0	\script\item\noscript.lua	0	1	1	0	0
万宝箱	6	1	2157	\spr\item\script\wanbaoxiang.spr	41	1	1	隐藏很多莫名其妙的东西		0	1	0	\script\item\activityitem.lua	0	1	1	0	0
万宝箱	6	1	2158	\spr\item\script\wanbaoxiang.spr	41	1	1	隐藏很多莫名其妙的东西		0	1	0	\script\item\activityitem.lua	0	1	1	0	0
莲子饼	6	1	2159	\spr\item\vietnam\midautumn06\mooncake_5.spr	41	1	1	使用后获得30.000.000 经验值		0	1	0	\script\item\zhongqiu_jieri\200909\lianzibing.lua	0	1	1	0	0
北斗炼金术（卷二）	6	1	2160	\spr\item\script\item_huangjintupu.spr	41	1	1	是一个升级白金装备的必备原料		49996	1	0	\script\item\noscript.lua	0	1	1	0	0
北斗炼金术（卷三）	6	1	2161	\spr\item\script\item_huangjintupu.spr	41	1	1	是一个升级白金装备的必备原料		49996	1	0	\script\item\noscript.lua	0	1	1	0	0
北斗炼金术（卷四）	6	1	2162	\spr\item\script\item_huangjintupu.spr	41	1	1	是一个升级白金装备的必备原料		49996	1	0	\script\item\noscript.lua	0	1	1	0	0
铁血丹	6	1	2163	\spr\item\script\tiexuedan.spr	41	1	1	用来修复＋6以上白金装备的物品		49996	1	0	\script\item\tiexuedan.lua	0	1	1	0	0
黑板	6	1	2164	\spr\item\vietnam\midautumn06\mooncake_5.spr	41	1	1	学习和讲学都需要物品		0	1	1	\script\item\noscript.lua	0	1	1	0	0
板擦	6	1	2165	\spr\item\vietnam\midautumn06\mooncake_5.spr	41	1	1	学习和讲学通用物品		0	1	1	\script\item\noscript.lua	0	1	1	0	0
粉笔	6	1	2166	\spr\item\vietnam\midautumn06\mooncake_5.spr	41	1	1	教师在黑板写时候，尘粉笔飘零		0	1	1	\script\item\noscript.lua	0	1	1	0	0
无尘粉笔	6	1	2167	\spr\item\vietnam\midautumn06\mooncake_5.spr	41	1	1	使用无尘粉笔会健康并更环保		0	1	1	\script\item\noscript.lua	0	1	1	0	0
功课	6	1	2168	\spr\item\vietnam\midautumn06\mooncake_5.spr	41	1	1	上课时候记录的		0	1	1	\script\item\activityitem.lua	0	1	1	0	0
好功课	6	1	2169	\spr\item\vietnam\midautumn06\mooncake_5.spr	41	1	1	教师累积见识的		0	1	1	\script\item\activityitem.lua	0	1	1	0	0
精彩功课	6	1	2170	\spr\item\vietnam\midautumn06\mooncake_5.spr	41	1	1	积累了老师们的丰富知识和生活经验		0	1	1	\script\item\activityitem.lua	0	1	1	0	0
书架	6	1	2171	\spr\item\script\shujia.spr	41	1	1	知识无价		0	1	0	\script\item\activityitem.lua	0	1	1	0	0
地理书	6	1	2172	\spr\item\script\dilishu.spr	41	1	1	学海无涯		0	1	1	\script\item\activityitem.lua	0	1	1	0	0
课本	6	1	2173	\spr\item\script\keben.spr	41	1	1	记录生活经验的工具		0	1	1	\script\item\noscript.lua	0	1	1	0	0
毛笔	6	1	2174	\spr\item\script\maobi.spr	41	1	1	记录生活经验的工具		0	1	1	\script\item\noscript.lua	0	1	1	0	0
水墨	6	1	2175	\spr\item\script\moshui.spr	41	1	1	记录生活经验的工具		0	1	1	\script\item\noscript.lua	0	1	1	0	0
蓝色水墨	6	1	2176	\spr\item\script\lansemoshui.spr	41	1	1	记录生活经验的工具		0	1	1	\script\item\noscript.lua	0	1	1	0	0
道德书	6	1	2177	\spr\item\script\daodeshu.spr	41	1	1	先学礼后学文		0	1	1	\script\item\activityitem.lua	0	1	1	0	0
历史书	6	1	2178	\spr\item\script\lishishu.spr	41	1	1	里面有宝贵和需要的生活见识		0	1	1	\script\item\activityitem.lua	0	1	1	0	0
文学书	6	1	2179	\spr\item\script\wenxueshu.spr	41	1	1	里面有宝贵和需要的生活见识		0	1	1	\script\item\activityitem.lua	0	1	1	0	0
数学书	6	1	2180	\spr\item\script\shuxueshu.spr	41	1	1	里面有宝贵和需要的生活见识		0	1	1	\script\item\activityitem.lua	0	1	1	0	0
生物书	6	1	2181	\spr\item\script\shengwushu.spr	41	1	1	里面有宝贵和需要的生活见识		0	1	1	\script\item\activityitem.lua	0	1	1	0	0
越南词典	6	1	2182	\spr\item\script\yuenanchidian.spr	41	1	1	用来查越南字的词典		0	1	1	\script\item\activityitem.lua	0	1	1	0	0
天星白驹丸	6	1	2183	\spr\item\script\tianxingbaijuwan.spr	41	1	1	使用获得8小时托管时间，修炼时获得经验是白驹丸的5倍，只有50级以上转生后的玩家才能使用。		0	1	1	\script\item\tianxingbaijuwan.lua	0	1	1	0	0
长歌山庄信物	6	1	2184	\spr\item\script\zhuanzhiling.spr	352	1	1	凭借此信物可以让长歌门门人把你带到长歌山庄修炼2小时。也可以增加你的长歌山庄经验翻倍时间，让你即使进入别人的地图也能享有与开启者相同的经验。		0	1	0	\script\item\noscript.lua	0	1	1	0	0
长歌山庄令箭	6	1	2185	\spr\item\questkey\taskobj132.spr	385	1	1	使用这个令箭可以查看你的长歌山庄修炼时间和管理你的修炼队伍。		0	1	0	\script\missions\dungeon\dungeons\xinchanggemen\lingjian.lua	0	1	1	0	0
圣诞礼包	6	1	2186	\spr\item\vietnam\christmas2009\shengdanlibao.spr	377	1	1	圣诞老人用来赠送小孩的道具		0	1	1	\script\item\noscript.lua	0	1	1	0	0
圣诞帽	6	1	2187	\spr\item\vietnam\christmas2009\shengdanmao.spr	41	1	1	圣诞老人用来赠送小孩的道具		0	1	1	\script\item\noscript.lua	0	1	1	0	0
圣诞衣	6	1	2188	\spr\item\vietnam\christmas2009\shengdanyi.spr	338	1	1	圣诞老人用来赠送小孩的道具		0	1	1	\script\item\noscript.lua	0	1	1	0	0
极品饼	6	1	2189	\spr\item\vietnam\christmas2009\jipinbing.spr	458	1	1	饼有木柴模式		0	1	1	\script\item\noscript.lua	0	1	1	0	0
上品饼	6	1	2190	\spr\item\vietnam\christmas2009\shangpinbing.spr	458	1	1	饼有木柴模式		0	1	1	\script\item\noscript.lua	0	1	1	0	0
特别饼	6	1	2191	\spr\item\vietnam\christmas2009\tebiebing.spr	458	1	1	饼有木柴模式		0	1	1	\script\item\noscript.lua	0	1	1	0	0
乌金宝箱	6	1	2192	\spr\item\vietnam\christmas2009\wujinbaoxiang.spr	41	1	1	包括随机摆设圣诞树的单据		0	1	0	\script\item\activityitem.lua	0	1	1	0	0
松木宝箱	6	1	2193	\spr\item\vietnam\christmas2009\songmubaoxiang.spr	41	1	1	包括随机摆设圣诞树的单据		0	1	0	\script\item\activityitem.lua	0	1	1	0	0
红苹果	6	1	2194	\spr\item\vietnam\christmas2009\hongpingguo.spr	41	1	1	摆设圣诞树的道具		0	1	0	\script\item\noscript.lua	0	1	1	0	0
圣诞糖果	6	1	2195	\spr\item\vietnam\christmas2009\shengdantangguo.spr	41	1	1	摆设圣诞树的道具		0	1	0	\script\item\noscript.lua	0	1	1	0	0
心愿星星	6	1	2196	\spr\item\vietnam\christmas2009\xinyuanxingxing.spr	41	1	1	摆设圣诞树的道具		0	1	0	\script\item\noscript.lua	0	1	1	0	0
温暖礼盒	6	1	2197	\spr\item\vietnam\christmas2009\wennuanlihe.spr	41	1	1	这是圣诞老人经常赠送的礼物		0	1	0	\script\item\activityitem.lua	0	1	1	0	0
平安礼盒	6	1	2198	\spr\item\vietnam\christmas2009\pinganlihe.spr	41	1	1	这是圣诞老人经常赠送的礼物		0	1	0	\script\item\activityitem.lua	0	1	1	0	0
幸福礼盒	6	1	2199	\spr\item\vietnam\christmas2009\xingfulihe.spr	41	1	1	圣诞季节的特别礼盒		0	1	0	\script\item\activityitem.lua	0	1	1	0	0
圣诞礼盒	6	1	2200	\spr\item\vietnam\christmas2009\shengdanlihe.spr	41	1	1	包括很多圣诞礼物		0	1	0	\script\item\activityitem.lua	0	1	1	0	0
雪花	6	1	2201	\spr\item\vietnam\christmas2009\xuehua.spr	377	1	1	看雪花飘飘，高手可以参悟武功		0	1	1	\script\item\activityitem.lua	0	1	1	0	0
极品金牌	6	1	2202	\spr\item\questkey\taskobj021.spr	41	1	1	武林盟主的信物。坚持和忍耐的人会得到宝贵物品		0	1	0	\script\item\noscript.lua	0	1	1	0	0
僧帽金牌	6	1	2203	\spr\item\questkey\obj_item_lection02.spr	374	1	1	武林盟主信物。请多加坚持		50000	1	0	\script\item\noscript.lua	0	1	1	0	0
幽胧金牌	6	1	2204	\spr\item\questkey\obj_item_lection02.spr	374	1	1	武林盟主信物。请多加坚持		50000	1	0	\script\item\noscript.lua	0	1	1	0	0
魔煞金牌	6	1	2205	\spr\item\questkey\obj_item_lection02.spr	374	1	1	武林盟主信物。请多加坚持		50000	1	0	\script\item\noscript.lua	0	1	1	0	0
敌忾金牌	6	1	2206	\spr\item\questkey\obj_item_lection02.spr	374	1	1	武林盟主信物。请多加坚持		50000	1	0	\script\item\noscript.lua	0	1	1	0	0
圣诞种子	6	1	2207	\spr\item\vietnam\christmas2009\shengdanzhongzi.spr	41	1	1	把圣诞树打扮得更漂亮些，这样你会获得丰富的奖励哦。<enter>右键点击使用可以种下圣诞树。		0	1	1	\script\event\shengdan_jieri\200911\seed.lua	0	1	1	0	0
滑雪板	6	1	2208	\spr\item\script\huaxueban.spr	41	1	1	可以在雪地形上容易移动		0	1	0	\script\item\activityitem.lua	0	1	1	0	0
欢乐烟花	6	1	2209	\spr\item\script\spring2007\xinnian_lihua.spr	41	1	1	喜迎圣诞元旦双节，美丽的烟花带给你欢乐。		0	1	1	\script\item\activityitem.lua	251	1	1	0	0
玲珑雪人心	6	1	2210	\spr\item\script\jiaoshi_jieri\200810\fuyuanjinshi.spr	41	1	1	制作超级雪人的材料		0	1	1	\script\item\noscript.lua	0	1	1	0	0
剑侠成就令	6	1	2211	\spr\item\zhongqiu\wulinlingpai.spr	41	1	2	剑网六周年剑侠成就令奖励，右键点击后使用。		0	1	0	\script\item\other\chengjiuling\item_chengjiuling.lua	0	1	1	0	0
血战令旗	6	1	2212	\spr\item\zhongqiu\wulinlingpai.spr	41	1	2	体现猛力战斗精神		49996	1	0	\script\missions\leaguematch\item\xuezhanlingqi.lua	0	1	1	0	0
开光真经	6	1	2213	\spr\item\leaguematch\kaiguangzhenjin.spr	41	1	1	练武人士希望有一天闯入更高境界和谋求长生不老		0	1	0	\script\missions\leaguematch\item\zhenjing.lua	0	1	1	0	0
辟谷真经	6	1	2214	\spr\item\leaguematch\piguzhenjin.spr	41	1	1	练武人士希望有一天闯入更高境界和谋求长生不老		0	1	0	\script\missions\leaguematch\item\zhenjing.lua	0	1	1	0	0
融合真经	6	1	2215	\spr\item\leaguematch\ronghezhenjin.spr	41	1	1	练武人士希望有一天闯入更高境界和谋求长生不老		0	1	0	\script\missions\leaguematch\item\zhenjing.lua	0	1	1	0	0
心动真经	6	1	2216	\spr\item\leaguematch\xindongzhenjin.spr	41	1	1	练武人士希望有一天闯入更高境界和谋求长生不老		0	1	0	\script\missions\leaguematch\item\zhenjing.lua	0	1	1	0	0
金丹真经	6	1	2217	\spr\item\leaguematch\jindanzhenjin.spr	41	1	1	练武人士希望有一天闯入更高境界和谋求长生不老		0	1	0	\script\missions\leaguematch\item\zhenjing.lua	0	1	1	0	0
鸿影宝箱	6	1	2218	\spr\item\leaguematch\hongyinbaoxiang.spr	41	1	1	练武人士希望有一天闯入更高境界和谋求长生不老		0	1	0	\script\missions\leaguematch\item\hongyinbaoxiang.lua	0	1	1	0	0
乾坤双绝佩	6	1	2219	\spr\item\leaguematch\qiankunshuangjuepei.spr	41	1	1	独孤无敌		0	1	0	\script\missions\leaguematch\item\qiankunshuangjue.lua	0	1	1	0	0
金丹宝箱	6	1	2220	\spr\item\questkey\taskobj132.spr	458	1	1	包括1金丹真经和1完美鸿影套120%		0	1	0	\script\missions\leaguematch\item\jindanbaoxiang.lua	0	1	1	0	0
红包	6	1	2221	\spr\item\script\spring2010\hongbao.spr	41	1	1	万事如意		0	1	1	\script\item\activityitem.lua	0	1	1	0	0
春节贺卡	6	1	2222	\spr\item\script\spring2010\chunjieheka.spr	41	1	1	安康旺盛		0	1	0	\script\event\chunjie_jieri\201001\heka.lua	0	1	1	0	0
财禄红包	6	1	2223	\spr\item\script\spring2010\cailuhongbao.spr	41	1	1	新年发财发禄		0	1	1	\script\event\other\caipiao\item_ticket_pack.lua	0	1	1	0	0
八卦符	6	1	2224	\spr\item\script\spring2010\baguafu.spr	41	1	1	把八卦符放在幡旗上用来辟邪		0	1	1	\script\item\activityitem.lua	0	1	1	0	0
吉祥包	6	1	2225	\spr\item\script\spring2010\jixiangbao.spr	41	1	1	恭祝新春		0	1	1	\script\item\activityitem.lua	0	1	1	0	0
财禄包	6	1	2226	\spr\item\script\spring2010\cailubao.spr	41	1	1	恭祝新春		0	1	1	\script\item\activityitem.lua	0	1	1	0	0
糖包	6	1	2227	\spr\item\script\spring2010\tangbao.spr	41	1	1	恭祝新春		0	1	1	\script\item\activityitem.lua	0	1	1	0	0
姜	6	1	2228	\spr\item\script\spring2010\jiang.spr	41	1	1	恭祝新春		0	1	1	\script\item\activityitem.lua	0	1	1	0	0
冬瓜	6	1	2229	\spr\item\script\spring2010\donggua.spr	41	1	1	恭祝新春		0	1	1	\script\item\activityitem.lua	0	1	1	0	0
椰子	6	1	2230	\spr\item\script\spring2010\yezi.spr	41	1	1	恭祝新春		0	1	1	\script\item\activityitem.lua	0	1	1	0	0
姜果酱	6	1	2231	\spr\item\script\spring2010\jiangguojiang.spr	41	1	1	新年快乐		0	1	1	\script\item\activityitem.lua	0	1	1	0	0
冬瓜酱	6	1	2232	\spr\item\script\spring2010\dongguajiang.spr	41	1	1	新年快乐		0	1	1	\script\item\activityitem.lua	0	1	1	0	0
椰子酱	6	1	2233	\spr\item\script\spring2010\yezijiang.spr	41	1	1	新年快乐		0	1	1	\script\item\activityitem.lua	0	1	1	0	0
幡旗	6	1	2234	\spr\item\script\spring2010\fanqi.spr	41	1	1	越南风俗，用幡旗来辟邪		0	1	1	\script\item\chunjie_jieri\201001\flag.lua	0	1	1	1	0
吉祥蜡烛	6	1	2235	\spr\item\script\zhongqiu_jieri\yunyoulazhu.spr	41	1	1	带来1个小时的幸运		0	1	1	\script\event\chunjie_jieri\201001\jixianglazhu.lua	0	1	1	0	0
如意蜡烛	6	1	2236	\spr\item\script\zhongqiu_jieri\xianwulazhu.spr	41	1	1	队伍获得1小时翻倍效果		0	1	1	\script\event\chunjie_jieri\201001\ruyilazhu.lua	0	1	1	0	0
撼天金牌	6	1	2237	\spr\item\questkey\obj_item_lection02.spr	374	1	1	武林盟主的信物。坚持和忍耐的人会得到宝贵物品		50000	1	1	\script\item\noscript.lua	0	1	1	0	0
天光金牌	6	1	2238	\spr\item\questkey\obj_item_lection02.spr	374	1	1	武林盟主的信物。坚持和忍耐的人会得到宝贵物品		50000	1	1	\script\item\noscript.lua	0	1	1	0	0
新碧海金牌	6	1	2239	\spr\item\questkey\obj_item_lection02.spr	374	1	1	武林盟主的信物。坚持和忍耐的人会得到宝贵物品		50000	1	1	\script\item\noscript.lua	0	1	1	0	0
无魇金牌	6	1	2240	\spr\item\questkey\obj_item_lection02.spr	374	1	1	武林盟主的信物。坚持和忍耐的人会得到宝贵物品		50000	1	1	\script\item\noscript.lua	0	1	1	0	0
凌岳金牌	6	1	2241	\spr\item\questkey\obj_item_lection02.spr	374	1	1	武林盟主的信物。坚持和忍耐的人会得到宝贵物品		50000	1	1	\script\item\noscript.lua	0	1	1	0	0
霜晶金牌	6	1	2242	\spr\item\questkey\obj_item_lection02.spr	374	1	1	武林盟主的信物。坚持和忍耐的人会得到宝贵物品		50000	1	1	\script\item\noscript.lua	0	1	1	0	0
灵石	6	1	2243	\spr\item\script\lingshi.spr	41	1	1	蕴涵天地灵气。白金升级材料		0	1	1	\script\item\noscript.lua	0	1	1	0	0
五色炭	6	1	2244	\spr\item\script\wusetang.spr	41	1	1	引发三昧真火，能熔万物。用于铸造。		0	1	1	\script\item\noscript.lua	0	1	1	0	0
玉如意	6	1	2245	\spr\item\script\yuruyi.spr	41	1	1	可以到铁匠处兑换限时黄金装备。		0	1	1	\script\item\noscript.lua	0	1	1	0	0
黄金礼品盒	6	1	2246	\spr\item\script\item_chrismasbox.spr	41	1	1	开启获得一个随机黄金装备		0	1	1	\script\item\activityitem.lua	0	1	1	0	0
武林红包	6	1	2247	\spr\item\script\lingshi.spr	41	1	1	右键点击使用,可随机获得各种材料物品。		0	1	1	\script\item\activityitem.lua	0	1	1	0	0
御赐金牌	6	1	2248	\spr\item\script\lingshi.spr	41	1	1	天下第一帮纪念金牌，使用后可获得30分钟打怪经验双倍，每天只能使用1次。		0	1	1	\script\item\activityitem.lua	0	1	1	0	0
财禄红包	6	1	2249	\spr\item\hongbao\cailuhongbao.spr	41	1	1	里面包括2个庚寅红包		0	1	0	\script\event\other\caipiao\item_ticket_pack.lua	0	1	1	0	0
庚寅红包	6	1	2250	\spr\item\hongbao\gengyinhongbao.spr	41	1	1	新年发财发禄		0	1	0	\script\event\other\caipiao\item_ticket.lua	0	1	1	0	0
梅树枝	6	1	2251	\spr\item\script\spring2010\meishuzhi.spr	41	1	1	春天到来梅花开		0	1	0	\script\event\chunjie_jieri\201001\seed.lua	0	1	1	0	0
美味点心	6	1	2252	\spr\item\christmas2006\xmascake.spr	459	1	1	美味的点心，可以送给财神当礼物。		0	1	1	\script\item\noscript.lua	0	1	1	0	0
八宝袋	6	1	2253	\spr\item\script\qingming_jieri\200903\wanhuafudai.spr	41	1	1	用来装各种好吃的点心。可以装6份点心然后送给财神。		0	1	1	\script\event\springfestival10\babaodai.lua	0	1	1	0	0
财神宝箱	6	1	2254	\spr\item\oldbox\oldbox.spr	41	1	1	财神馈赠给大家的宝箱		0	1	0	\script\event\springfestival10\caishenbaoxiang.lua	0	1	1	0	0
白骨令	6	1	2255	\spr\item\questkey\006.spr	41	1	1	助您提升功力，并赠送60分钟在特殊练级地图修炼的时间		0	1	0	\script\item\activityitem.lua	0	1	1	0	0
天龙令	6	1	2256	\spr\item\questkey\taskobj126.spr	41	1	1	助您提升功力，并赠送60分钟在特殊练级地图修炼的时间		0	1	0	\script\item\activityitem.lua	0	1	1	0	0
虎年新年礼物	6	1	2257	\spr\item\twzhuanyun\zhuanyunbao_small.spr	19	1	1	祝您新年快乐，虎虎生威！右键点击可以获得各种礼物		0	1	1	\script\item\activityitem.lua	0	1	1	0	0
竹枝	6	1	2258	\spr\item\vietnam\midautumn06\bamboo.spr	432	1	1	制作心莲灯笼的材料		0	1	1	\script\item\noscript.lua	0	1	1	0	0
彩纸	6	1	2259	\spr\item\script\zhongqiu_jieri\200909\wusezhizhang.spr	41	1	1	制作心莲灯笼的材料		0	1	1	\script\item\noscript.lua	0	1	1	0	0
