Ãû³Æ	ItemGenre	DetailType	ParticularType	¶¯»­ÎÄ¼þÃû	¶ÔÓ¦Îï¼þË÷Òý	¿í¶È	¸ß¶È	ËµÃ÷ÎÄ×Ö	ÎåÐÐÊôÐÔ	¼Û¸ñ	µÈ¼¶	ÊÇ·ñµþ·Å	»ù´¡ÊôÐÔ1ÀàÐÍ	»ù´¡ÊôÐÔ1×îÐ¡Öµ	»ù´¡ÊôÐÔ1×î´óÖµ	»ù´¡ÊôÐÔ2ÀàÐÍ	»ù´¡ÊôÐÔ2×îÐ¡Öµ	»ù´¡ÊôÐÔ2×î´óÖµ	»ù´¡ÊôÐÔ3ÀàÐÍ	»ù´¡ÊôÐÔ3×îÐ¡Öµ	»ù´¡ÊôÐÔ3×î´óÖµ	»ù´¡ÊôÐÔ4ÀàÐÍ	»ù´¡ÊôÐÔ4×îÐ¡Öµ	»ù´¡ÊôÐÔ4×î´óÖµ	»ù´¡ÊôÐÔ5ÀàÐÍ	»ù´¡ÊôÐÔ5×îÐ¡Öµ	»ù´¡ÊôÐÔ5×î´óÖµ	»ù´¡ÊôÐÔ6ÀàÐÍ	»ù´¡ÊôÐÔ6×îÐ¡Öµ	»ù´¡ÊôÐÔ6×î´óÖµ	»ù´¡ÊôÐÔ7ÀàÐÍ	»ù´¡ÊôÐÔ7×îÐ¡Öµ	»ù´¡ÊôÐÔ7×î´óÖµ	ÐèÇóÊôÐÔ1ÀàÐÍ	ÐèÇóÊôÐÔ1ÊýÖµ	ÐèÇóÊôÐÔ2ÀàÐÍ	ÐèÇóÊôÐÔ2ÊýÖµ	ÐèÇóÊôÐÔ3ÀàÐÍ	ÐèÇóÊôÐÔ3ÊýÖµ	ÐèÇóÊôÐÔ4ÀàÐÍ	ÐèÇóÊôÐÔ4ÊýÖµ	ÐèÇóÊôÐÔ5ÀàÐÍ	ÐèÇóÊôÐÔ5ÊýÖµ	ÐèÇóÊôÐÔ6ÀàÐÍ	ÐèÇóÊôÐÔ6ÊýÖµ	Ä§·¨ÊôÐÔË÷Òý1(0¼¶)	Ä§·¨ÊôÐÔË÷Òý1(10¼¶)	Ä§·¨ÊôÐÔË÷Òý2(0¼¶)	Ä§·¨ÊôÐÔË÷Òý2(10¼¶)	Ä§·¨ÊôÐÔË÷Òý3(0¼¶)	Ä§·¨ÊôÐÔË÷Òý3(10¼¶)	Ä§·¨ÊôÐÔË÷Òý4(0¼¶)	Ä§·¨ÊôÐÔË÷Òý4(10¼¶)	Ä§·¨ÊôÐÔË÷Òý5(0¼¶)	Ä§·¨ÊôÐÔË÷Òý5(10¼¶)	Ä§·¨ÊôÐÔË÷Òý6(0¼¶)	Ä§·¨ÊôÐÔË÷Òý6(10¼¶)	ËùÔÚÌ××°	6¼¶¼¼ÄÜID	10¼¶¼¼ÄÜID	À©Õ¹Ì××°	À©Õ¹Ì××°ÐòºÅ	À©Õ¹Ì××°Òþ²ØÊôÐÔ1	À©Õ¹Ì××°Òþ²ØÊôÐÔ2
[Tinh X¶o] V« Danh Giíi ChØ	0	3	0	\spr\item\equip\ring\obj-ring10.spr	37	1	1	<color=Yellow>Vinh quang chØ dµnh cho nh÷ng ai thùc sù muèn cã<color>	3	99999	5	0																						36	60											2734		2779		2744		2786		2809		1290		328			335	2	130	
[Tinh X¶o] V« Danh Giíi ChØ	0	3	0	\spr\item\equip\ring\obj-ring10.spr	37	1	1	<color=Yellow>Vinh quang chØ dµnh cho nh÷ng ai thùc sù muèn cã<color>	3	99999	5	0																						36	60											2734		2751		2744		2793		2809		1290		328			335	2	130	
[Tinh X¶o] V« Danh Giíi ChØ	0	3	0	\spr\item\equip\ring\obj-ring10.spr	37	1	1	<color=Yellow>Vinh quang chØ dµnh cho nh÷ng ai thùc sù muèn cã<color>	3	99999	5	0																						36	60											2734		2758		2744		2793		2809		1290		328			335	2	130	
[Tinh X¶o] V« Danh Giíi ChØ	0	3	0	\spr\item\equip\ring\obj-ring10.spr	37	1	1	<color=Yellow>Vinh quang chØ dµnh cho nh÷ng ai thùc sù muèn cã<color>	3	99999	5	0																						36	60											2734		2765		2744		2793		2809		1290		328			335	2	130	
[Tinh X¶o] V« Danh Giíi ChØ	0	3	0	\spr\item\equip\ring\obj-ring10.spr	37	1	1	<color=Yellow>Vinh quang chØ dµnh cho nh÷ng ai thùc sù muèn cã<color>	3	99999	5	0																						36	60											2734		2772		2744		2793		2809		1290		328			335	2	130	
[Tinh X¶o] V« Danh Giíi ChØ	0	3	0	\spr\item\equip\ring\obj-ring10.spr	37	1	1	<color=Yellow>Vinh quang chØ dµnh cho nh÷ng ai thùc sù muèn cã<color>	3	99999	5	0																						36	60											2734		2779		2744		2793		2809		1290		328			335	2	130	
[Tinh X¶o] V« Danh Giíi ChØ	0	3	0	\spr\item\equip\ring\obj-ring10.spr	37	1	1	<color=Yellow>Vinh quang chØ dµnh cho nh÷ng ai thùc sù muèn cã<color>	3	99999	5	0																						36	60											2734		2751		2744		2800		2809		1290		328			335	2	130	
[Tinh X¶o] V« Danh Giíi ChØ	0	3	0	\spr\item\equip\ring\obj-ring10.spr	37	1	1	<color=Yellow>Vinh quang chØ dµnh cho nh÷ng ai thùc sù muèn cã<color>	3	99999	5	0																						36	60											2734		2758		2744		2800		2809		1290		328			335	2	130	
[Tinh X¶o] V« Danh Giíi ChØ	0	3	0	\spr\item\equip\ring\obj-ring10.spr	37	1	1	<color=Yellow>Vinh quang chØ dµnh cho nh÷ng ai thùc sù muèn cã<color>	3	99999	5	0																						36	60											2734		2765		2744		2800		2809		1290		328			335	2	130	
[Tinh X¶o] V« Danh Giíi ChØ	0	3	0	\spr\item\equip\ring\obj-ring10.spr	37	1	1	<color=Yellow>Vinh quang chØ dµnh cho nh÷ng ai thùc sù muèn cã<color>	3	99999	5	0																						36	60											2734		2772		2744		2800		2809		1290		328			335	2	130	
[Tinh X¶o] V« Danh Giíi ChØ	0	3	0	\spr\item\equip\ring\obj-ring10.spr	37	1	1	<color=Yellow>Vinh quang chØ dµnh cho nh÷ng ai thùc sù muèn cã<color>	3	99999	5	0																						36	60											2734		2779		2744		2800		2809		1290		328			335	2	130	
[Tinh X¶o] V« Danh ChØ Hoµn	0	3	0	\spr\item\equip\ring\obj-ring09.spr	37	1	1	<color=Yellow>B¹n ®· trë thµnh ng­êi mµ ai còng ng­ìng mé! Xin chóc mõng! <color>	2	99999	6	0																						36	60											2735		2752		2745		2787		2810		1018		329			336	1	130	
[Tinh X¶o] V« Danh ChØ Hoµn	0	3	0	\spr\item\equip\ring\obj-ring09.spr	37	1	1	<color=Yellow>B¹n ®· trë thµnh ng­êi mµ ai còng ng­ìng mé! Xin chóc mõng! <color>	2	99999	6	0																						36	60											2735		2759		2745		2787		2810		1018		329			336	1	130	
[Tinh X¶o] V« Danh ChØ Hoµn	0	3	0	\spr\item\equip\ring\obj-ring09.spr	37	1	1	<color=Yellow>B¹n ®· trë thµnh ng­êi mµ ai còng ng­ìng mé! Xin chóc mõng! <color>	2	99999	6	0																						36	60											2735		2766		2745		2787		2810		1018		329			336	1	130	
[Tinh X¶o] V« Danh ChØ Hoµn	0	3	0	\spr\item\equip\ring\obj-ring09.spr	37	1	1	<color=Yellow>B¹n ®· trë thµnh ng­êi mµ ai còng ng­ìng mé! Xin chóc mõng! <color>	2	99999	6	0																						36	60											2735		2773		2745		2787		2810		1018		329			336	1	130	
[Tinh X¶o] V« Danh ChØ Hoµn	0	3	0	\spr\item\equip\ring\obj-ring09.spr	37	1	1	<color=Yellow>B¹n ®· trë thµnh ng­êi mµ ai còng ng­ìng mé! Xin chóc mõng! <color>	2	99999	6	0																						36	60											2735		2780		2745		2787		2810		1018		329			336	1	130	
[Tinh X¶o] V« Danh ChØ Hoµn	0	3	0	\spr\item\equip\ring\obj-ring09.spr	37	1	1	<color=Yellow>B¹n ®· trë thµnh ng­êi mµ ai còng ng­ìng mé! Xin chóc mõng! <color>	2	99999	6	0																						36	60											2735		2752		2745		2794		2810		1018		329			336	1	130	
[Tinh X¶o] V« Danh ChØ Hoµn	0	3	0	\spr\item\equip\ring\obj-ring09.spr	37	1	1	<color=Yellow>B¹n ®· trë thµnh ng­êi mµ ai còng ng­ìng mé! Xin chóc mõng! <color>	2	99999	6	0																						36	60											2735		2759		2745		2794		2810		1018		329			336	1	130	
[Tinh X¶o] V« Danh ChØ Hoµn	0	3	0	\spr\item\equip\ring\obj-ring09.spr	37	1	1	<color=Yellow>B¹n ®· trë thµnh ng­êi mµ ai còng ng­ìng mé! Xin chóc mõng! <color>	2	99999	6	0																						36	60											2735		2766		2745		2794		2810		1018		329			336	1	130	
[Tinh X¶o] V« Danh ChØ Hoµn	0	3	0	\spr\item\equip\ring\obj-ring09.spr	37	1	1	<color=Yellow>B¹n ®· trë thµnh ng­êi mµ ai còng ng­ìng mé! Xin chóc mõng! <color>	2	99999	6	0																						36	60											2735		2773		2745		2794		2810		1018		329			336	1	130	
[Tinh X¶o] V« Danh ChØ Hoµn	0	3	0	\spr\item\equip\ring\obj-ring09.spr	37	1	1	<color=Yellow>B¹n ®· trë thµnh ng­êi mµ ai còng ng­ìng mé! Xin chóc mõng! <color>	2	99999	6	0																						36	60											2735		2780		2745		2794		2810		1018		329			336	1	130	
[Tinh X¶o] V« Danh ChØ Hoµn	0	3	0	\spr\item\equip\ring\obj-ring09.spr	37	1	1	<color=Yellow>B¹n ®· trë thµnh ng­êi mµ ai còng ng­ìng mé! Xin chóc mõng! <color>	2	99999	6	0																						36	60											2735		2752		2745		2801		2810		1018		329			336	1	130	
[Tinh X¶o] V« Danh ChØ Hoµn	0	3	0	\spr\item\equip\ring\obj-ring09.spr	37	1	1	<color=Yellow>B¹n ®· trë thµnh ng­êi mµ ai còng ng­ìng mé! Xin chóc mõng! <color>	2	99999	6	0																						36	60											2735		2759		2745		2801		2810		1018		329			336	1	130	
[Tinh X¶o] V« Danh ChØ Hoµn	0	3	0	\spr\item\equip\ring\obj-ring09.spr	37	1	1	<color=Yellow>B¹n ®· trë thµnh ng­êi mµ ai còng ng­ìng mé! Xin chóc mõng! <color>	2	99999	6	0																						36	60											2735		2766		2745		2801		2810		1018		329			336	1	130	
[Tinh X¶o] V« Danh ChØ Hoµn	0	3	0	\spr\item\equip\ring\obj-ring09.spr	37	1	1	<color=Yellow>B¹n ®· trë thµnh ng­êi mµ ai còng ng­ìng mé! Xin chóc mõng! <color>	2	99999	6	0																						36	60											2735		2773		2745		2801		2810		1018		329			336	1	130	
[Tinh X¶o] V« Danh ChØ Hoµn	0	3	0	\spr\item\equip\ring\obj-ring09.spr	37	1	1	<color=Yellow>B¹n ®· trë thµnh ng­êi mµ ai còng ng­ìng mé! Xin chóc mõng! <color>	2	99999	6	0																						36	60											2735		2780		2745		2801		2810		1018		329			336	1	130	
[Tinh X¶o] V« Danh Giíi ChØ	0	3	0	\spr\item\equip\ring\obj-ring10.spr	37	1	1	<color=Yellow>Vinh quang chØ dµnh cho nh÷ng ai thùc sù muèn cã<color>	3	99999	6	0																						36	60											2735		2752		2745		2787		2810		1296		329			336	2	130	
[Tinh X¶o] V« Danh Giíi ChØ	0	3	0	\spr\item\equip\ring\obj-ring10.spr	37	1	1	<color=Yellow>Vinh quang chØ dµnh cho nh÷ng ai thùc sù muèn cã<color>	3	99999	6	0																						36	60											2735		2759		2745		2787		2810		1296		329			336	2	130	
[Tinh X¶o] V« Danh Giíi ChØ	0	3	0	\spr\item\equip\ring\obj-ring10.spr	37	1	1	<color=Yellow>Vinh quang chØ dµnh cho nh÷ng ai thùc sù muèn cã<color>	3	99999	6	0																						36	60											2735		2766		2745		2787		2810		1296		329			336	2	130	
[Tinh X¶o] V« Danh Giíi ChØ	0	3	0	\spr\item\equip\ring\obj-ring10.spr	37	1	1	<color=Yellow>Vinh quang chØ dµnh cho nh÷ng ai thùc sù muèn cã<color>	3	99999	6	0																						36	60											2735		2773		2745		2787		2810		1296		329			336	2	130	
[Tinh X¶o] V« Danh Giíi ChØ	0	3	0	\spr\item\equip\ring\obj-ring10.spr	37	1	1	<color=Yellow>Vinh quang chØ dµnh cho nh÷ng ai thùc sù muèn cã<color>	3	99999	6	0																						36	60											2735		2780		2745		2787		2810		1296		329			336	2	130	
[Tinh X¶o] V« Danh Giíi ChØ	0	3	0	\spr\item\equip\ring\obj-ring10.spr	37	1	1	<color=Yellow>Vinh quang chØ dµnh cho nh÷ng ai thùc sù muèn cã<color>	3	99999	6	0																						36	60											2735		2752		2745		2794		2810		1296		329			336	2	130	
[Tinh X¶o] V« Danh Giíi ChØ	0	3	0	\spr\item\equip\ring\obj-ring10.spr	37	1	1	<color=Yellow>Vinh quang chØ dµnh cho nh÷ng ai thùc sù muèn cã<color>	3	99999	6	0																						36	60											2735		2759		2745		2794		2810		1296		329			336	2	130	
[Tinh X¶o] V« Danh Giíi ChØ	0	3	0	\spr\item\equip\ring\obj-ring10.spr	37	1	1	<color=Yellow>Vinh quang chØ dµnh cho nh÷ng ai thùc sù muèn cã<color>	3	99999	6	0																						36	60											2735		2766		2745		2794		2810		1296		329			336	2	130	
[Tinh X¶o] V« Danh Giíi ChØ	0	3	0	\spr\item\equip\ring\obj-ring10.spr	37	1	1	<color=Yellow>Vinh quang chØ dµnh cho nh÷ng ai thùc sù muèn cã<color>	3	99999	6	0																						36	60											2735		2773		2745		2794		2810		1296		329			336	2	130	
[Tinh X¶o] V« Danh Giíi ChØ	0	3	0	\spr\item\equip\ring\obj-ring10.spr	37	1	1	<color=Yellow>Vinh quang chØ dµnh cho nh÷ng ai thùc sù muèn cã<color>	3	99999	6	0																						36	60											2735		2780		2745		2794		2810		1296		329			336	2	130	
[Tinh X¶o] V« Danh Giíi ChØ	0	3	0	\spr\item\equip\ring\obj-ring10.spr	37	1	1	<color=Yellow>Vinh quang chØ dµnh cho nh÷ng ai thùc sù muèn cã<color>	3	99999	6	0																						36	60											2735		2752		2745		2801		2810		1296		329			336	2	130	
[Tinh X¶o] V« Danh Giíi ChØ	0	3	0	\spr\item\equip\ring\obj-ring10.spr	37	1	1	<color=Yellow>Vinh quang chØ dµnh cho nh÷ng ai thùc sù muèn cã<color>	3	99999	6	0																						36	60											2735		2759		2745		2801		2810		1296		329			336	2	130	
[Tinh X¶o] V« Danh Giíi ChØ	0	3	0	\spr\item\equip\ring\obj-ring10.spr	37	1	1	<color=Yellow>Vinh quang chØ dµnh cho nh÷ng ai thùc sù muèn cã<color>	3	99999	6	0																						36	60											2735		2766		2745		2801		2810		1296		329			336	2	130	
[Tinh X¶o] V« Danh Giíi ChØ	0	3	0	\spr\item\equip\ring\obj-ring10.spr	37	1	1	<color=Yellow>Vinh quang chØ dµnh cho nh÷ng ai thùc sù muèn cã<color>	3	99999	6	0																						36	60											2735		2773		2745		2801		2810		1296		329			336	2	130	
[Tinh X¶o] V« Danh Giíi ChØ	0	3	0	\spr\item\equip\ring\obj-ring10.spr	37	1	1	<color=Yellow>Vinh quang chØ dµnh cho nh÷ng ai thùc sù muèn cã<color>	3	99999	6	0																						36	60											2735		2780		2745		2801		2810		1296		329			336	2	130	
[Tinh X¶o] V« Danh ChØ Hoµn	0	3	0	\spr\item\equip\ring\obj-ring09.spr	37	1	1	<color=Yellow>B¹n ®· trë thµnh ng­êi mµ ai còng ng­ìng mé! Xin chóc mõng! <color>	2	99999	7	0																						36	60											2736		2753		2746		2788		2811		1019		330			337	1	130	
[Tinh X¶o] V« Danh ChØ Hoµn	0	3	0	\spr\item\equip\ring\obj-ring09.spr	37	1	1	<color=Yellow>B¹n ®· trë thµnh ng­êi mµ ai còng ng­ìng mé! Xin chóc mõng! <color>	2	99999	7	0																						36	60											2736		2760		2746		2788		2811		1019		330			337	1	130	
[Tinh X¶o] V« Danh ChØ Hoµn	0	3	0	\spr\item\equip\ring\obj-ring09.spr	37	1	1	<color=Yellow>B¹n ®· trë thµnh ng­êi mµ ai còng ng­ìng mé! Xin chóc mõng! <color>	2	99999	7	0																						36	60											2736		2767		2746		2788		2811		1019		330			337	1	130	
[Tinh X¶o] V« Danh ChØ Hoµn	0	3	0	\spr\item\equip\ring\obj-ring09.spr	37	1	1	<color=Yellow>B¹n ®· trë thµnh ng­êi mµ ai còng ng­ìng mé! Xin chóc mõng! <color>	2	99999	7	0																						36	60											2736		2774		2746		2788		2811		1019		330			337	1	130	
[Tinh X¶o] V« Danh ChØ Hoµn	0	3	0	\spr\item\equip\ring\obj-ring09.spr	37	1	1	<color=Yellow>B¹n ®· trë thµnh ng­êi mµ ai còng ng­ìng mé! Xin chóc mõng! <color>	2	99999	7	0																						36	60											2736		2781		2746		2788		2811		1019		330			337	1	130	
[Tinh X¶o] V« Danh ChØ Hoµn	0	3	0	\spr\item\equip\ring\obj-ring09.spr	37	1	1	<color=Yellow>B¹n ®· trë thµnh ng­êi mµ ai còng ng­ìng mé! Xin chóc mõng! <color>	2	99999	7	0																						36	60											2736		2753		2746		2795		2811		1019		330			337	1	130	
[Tinh X¶o] V« Danh ChØ Hoµn	0	3	0	\spr\item\equip\ring\obj-ring09.spr	37	1	1	<color=Yellow>B¹n ®· trë thµnh ng­êi mµ ai còng ng­ìng mé! Xin chóc mõng! <color>	2	99999	7	0																						36	60											2736		2760		2746		2795		2811		1019		330			337	1	130	
[Tinh X¶o] V« Danh ChØ Hoµn	0	3	0	\spr\item\equip\ring\obj-ring09.spr	37	1	1	<color=Yellow>B¹n ®· trë thµnh ng­êi mµ ai còng ng­ìng mé! Xin chóc mõng! <color>	2	99999	7	0																						36	60											2736		2767		2746		2795		2811		1019		330			337	1	130	
[Tinh X¶o] V« Danh ChØ Hoµn	0	3	0	\spr\item\equip\ring\obj-ring09.spr	37	1	1	<color=Yellow>B¹n ®· trë thµnh ng­êi mµ ai còng ng­ìng mé! Xin chóc mõng! <color>	2	99999	7	0																						36	60											2736		2774		2746		2795		2811		1019		330			337	1	130	
[Tinh X¶o] V« Danh ChØ Hoµn	0	3	0	\spr\item\equip\ring\obj-ring09.spr	37	1	1	<color=Yellow>B¹n ®· trë thµnh ng­êi mµ ai còng ng­ìng mé! Xin chóc mõng! <color>	2	99999	7	0																						36	60											2736		2781		2746		2795		2811		1019		330			337	1	130	
[Tinh X¶o] V« Danh ChØ Hoµn	0	3	0	\spr\item\equip\ring\obj-ring09.spr	37	1	1	<color=Yellow>B¹n ®· trë thµnh ng­êi mµ ai còng ng­ìng mé! Xin chóc mõng! <color>	2	99999	7	0																						36	60											2736		2753		2746		2802		2811		1019		330			337	1	130	
[Tinh X¶o] V« Danh ChØ Hoµn	0	3	0	\spr\item\equip\ring\obj-ring09.spr	37	1	1	<color=Yellow>B¹n ®· trë thµnh ng­êi mµ ai còng ng­ìng mé! Xin chóc mõng! <color>	2	99999	7	0																						36	60											2736		2760		2746		2802		2811		1019		330			337	1	130	
[Tinh X¶o] V« Danh ChØ Hoµn	0	3	0	\spr\item\equip\ring\obj-ring09.spr	37	1	1	<color=Yellow>B¹n ®· trë thµnh ng­êi mµ ai còng ng­ìng mé! Xin chóc mõng! <color>	2	99999	7	0																						36	60											2736		2767		2746		2802		2811		1019		330			337	1	130	
[Tinh X¶o] V« Danh ChØ Hoµn	0	3	0	\spr\item\equip\ring\obj-ring09.spr	37	1	1	<color=Yellow>B¹n ®· trë thµnh ng­êi mµ ai còng ng­ìng mé! Xin chóc mõng! <color>	2	99999	7	0																						36	60											2736		2774		2746		2802		2811		1019		330			337	1	130	
[Tinh X¶o] V« Danh ChØ Hoµn	0	3	0	\spr\item\equip\ring\obj-ring09.spr	37	1	1	<color=Yellow>B¹n ®· trë thµnh ng­êi mµ ai còng ng­ìng mé! Xin chóc mõng! <color>	2	99999	7	0																						36	60											2736		2781		2746		2802		2811		1019		330			337	1	130	
[Tinh X¶o] V« Danh Giíi ChØ	0	3	0	\spr\item\equip\ring\obj-ring10.spr	37	1	1	<color=Yellow>Vinh quang chØ dµnh cho nh÷ng ai thùc sù muèn cã<color>	3	99999	7	0																						36	60											2736		2753		2746		2788		2811		1296		330			337	2	130	
[Tinh X¶o] V« Danh Giíi ChØ	0	3	0	\spr\item\equip\ring\obj-ring10.spr	37	1	1	<color=Yellow>Vinh quang chØ dµnh cho nh÷ng ai thùc sù muèn cã<color>	3	99999	7	0																						36	60											2736		2760		2746		2788		2811		1296		330			337	2	130	
[Tinh X¶o] V« Danh Giíi ChØ	0	3	0	\spr\item\equip\ring\obj-ring10.spr	37	1	1	<color=Yellow>Vinh quang chØ dµnh cho nh÷ng ai thùc sù muèn cã<color>	3	99999	7	0																						36	60											2736		2767		2746		2788		2811		1296		330			337	2	130	
[Tinh X¶o] V« Danh Giíi ChØ	0	3	0	\spr\item\equip\ring\obj-ring10.spr	37	1	1	<color=Yellow>Vinh quang chØ dµnh cho nh÷ng ai thùc sù muèn cã<color>	3	99999	7	0																						36	60											2736		2774		2746		2788		2811		1296		330			337	2	130	
[Tinh X¶o] V« Danh Giíi ChØ	0	3	0	\spr\item\equip\ring\obj-ring10.spr	37	1	1	<color=Yellow>Vinh quang chØ dµnh cho nh÷ng ai thùc sù muèn cã<color>	3	99999	7	0																						36	60											2736		2781		2746		2788		2811		1296		330			337	2	130	
[Tinh X¶o] V« Danh Giíi ChØ	0	3	0	\spr\item\equip\ring\obj-ring10.spr	37	1	1	<color=Yellow>Vinh quang chØ dµnh cho nh÷ng ai thùc sù muèn cã<color>	3	99999	7	0																						36	60											2736		2753		2746		2795		2811		1296		330			337	2	130	
[Tinh X¶o] V« Danh Giíi ChØ	0	3	0	\spr\item\equip\ring\obj-ring10.spr	37	1	1	<color=Yellow>Vinh quang chØ dµnh cho nh÷ng ai thùc sù muèn cã<color>	3	99999	7	0																						36	60											2736		2760		2746		2795		2811		1296		330			337	2	130	
[Tinh X¶o] V« Danh Giíi ChØ	0	3	0	\spr\item\equip\ring\obj-ring10.spr	37	1	1	<color=Yellow>Vinh quang chØ dµnh cho nh÷ng ai thùc sù muèn cã<color>	3	99999	7	0																						36	60											2736		2767		2746		2795		2811		1296		330			337	2	130	
[Tinh X¶o] V« Danh Giíi ChØ	0	3	0	\spr\item\equip\ring\obj-ring10.spr	37	1	1	<color=Yellow>Vinh quang chØ dµnh cho nh÷ng ai thùc sù muèn cã<color>	3	99999	7	0																						36	60											2736		2774		2746		2795		2811		1296		330			337	2	130	
[Tinh X¶o] V« Danh Giíi ChØ	0	3	0	\spr\item\equip\ring\obj-ring10.spr	37	1	1	<color=Yellow>Vinh quang chØ dµnh cho nh÷ng ai thùc sù muèn cã<color>	3	99999	7	0																						36	60											2736		2781		2746		2795		2811		1296		330			337	2	130	
[Tinh X¶o] V« Danh Giíi ChØ	0	3	0	\spr\item\equip\ring\obj-ring10.spr	37	1	1	<color=Yellow>Vinh quang chØ dµnh cho nh÷ng ai thùc sù muèn cã<color>	3	99999	7	0																						36	60											2736		2753		2746		2802		2811		1296		330			337	2	130	
[Tinh X¶o] V« Danh Giíi ChØ	0	3	0	\spr\item\equip\ring\obj-ring10.spr	37	1	1	<color=Yellow>Vinh quang chØ dµnh cho nh÷ng ai thùc sù muèn cã<color>	3	99999	7	0																						36	60											2736		2760		2746		2802		2811		1296		330			337	2	130	
[Tinh X¶o] V« Danh Giíi ChØ	0	3	0	\spr\item\equip\ring\obj-ring10.spr	37	1	1	<color=Yellow>Vinh quang chØ dµnh cho nh÷ng ai thùc sù muèn cã<color>	3	99999	7	0																						36	60											2736		2767		2746		2802		2811		1296		330			337	2	130	
[Tinh X¶o] V« Danh Giíi ChØ	0	3	0	\spr\item\equip\ring\obj-ring10.spr	37	1	1	<color=Yellow>Vinh quang chØ dµnh cho nh÷ng ai thùc sù muèn cã<color>	3	99999	7	0																						36	60											2736		2774		2746		2802		2811		1296		330			337	2	130	
[Tinh X¶o] V« Danh Giíi ChØ	0	3	0	\spr\item\equip\ring\obj-ring10.spr	37	1	1	<color=Yellow>Vinh quang chØ dµnh cho nh÷ng ai thùc sù muèn cã<color>	3	99999	7	0																						36	60											2736		2781		2746		2802		2811		1296		330			337	2	130	
[Tinh X¶o] V« Danh ChØ Hoµn	0	3	0	\spr\item\equip\ring\obj-ring09.spr	37	1	1	<color=Yellow>B¹n ®· trë thµnh ng­êi mµ ai còng ng­ìng mé! Xin chóc mõng! <color>	2	99999	8	0																						36	60											2737		2754		2747		2789		2812		1020		331			338	1	2815	
[Tinh X¶o] V« Danh ChØ Hoµn	0	3	0	\spr\item\equip\ring\obj-ring09.spr	37	1	1	<color=Yellow>B¹n ®· trë thµnh ng­êi mµ ai còng ng­ìng mé! Xin chóc mõng! <color>	2	99999	8	0																						36	60											2737		2761		2747		2789		2812		1020		331			338	1	2815	
[Tinh X¶o] V« Danh ChØ Hoµn	0	3	0	\spr\item\equip\ring\obj-ring09.spr	37	1	1	<color=Yellow>B¹n ®· trë thµnh ng­êi mµ ai còng ng­ìng mé! Xin chóc mõng! <color>	2	99999	8	0																						36	60											2737		2768		2747		2789		2812		1020		331			338	1	2815	
[Tinh X¶o] V« Danh ChØ Hoµn	0	3	0	\spr\item\equip\ring\obj-ring09.spr	37	1	1	<color=Yellow>B¹n ®· trë thµnh ng­êi mµ ai còng ng­ìng mé! Xin chóc mõng! <color>	2	99999	8	0																						36	60											2737		2775		2747		2789		2812		1020		331			338	1	2815	
[Tinh X¶o] V« Danh ChØ Hoµn	0	3	0	\spr\item\equip\ring\obj-ring09.spr	37	1	1	<color=Yellow>B¹n ®· trë thµnh ng­êi mµ ai còng ng­ìng mé! Xin chóc mõng! <color>	2	99999	8	0																						36	60											2737		2782		2747		2789		2812		1020		331			338	1	2815	
[Tinh X¶o] V« Danh ChØ Hoµn	0	3	0	\spr\item\equip\ring\obj-ring09.spr	37	1	1	<color=Yellow>B¹n ®· trë thµnh ng­êi mµ ai còng ng­ìng mé! Xin chóc mõng! <color>	2	99999	8	0																						36	60											2737		2754		2747		2796		2812		1020		331			338	1	2815	
[Tinh X¶o] V« Danh ChØ Hoµn	0	3	0	\spr\item\equip\ring\obj-ring09.spr	37	1	1	<color=Yellow>B¹n ®· trë thµnh ng­êi mµ ai còng ng­ìng mé! Xin chóc mõng! <color>	2	99999	8	0																						36	60											2737		2761		2747		2796		2812		1020		331			338	1	2815	
[Tinh X¶o] V« Danh ChØ Hoµn	0	3	0	\spr\item\equip\ring\obj-ring09.spr	37	1	1	<color=Yellow>B¹n ®· trë thµnh ng­êi mµ ai còng ng­ìng mé! Xin chóc mõng! <color>	2	99999	8	0																						36	60											2737		2768		2747		2796		2812		1020		331			338	1	2815	
[Tinh X¶o] V« Danh ChØ Hoµn	0	3	0	\spr\item\equip\ring\obj-ring09.spr	37	1	1	<color=Yellow>B¹n ®· trë thµnh ng­êi mµ ai còng ng­ìng mé! Xin chóc mõng! <color>	2	99999	8	0																						36	60											2737		2775		2747		2796		2812		1020		331			338	1	2815	
[Tinh X¶o] V« Danh ChØ Hoµn	0	3	0	\spr\item\equip\ring\obj-ring09.spr	37	1	1	<color=Yellow>B¹n ®· trë thµnh ng­êi mµ ai còng ng­ìng mé! Xin chóc mõng! <color>	2	99999	8	0																						36	60											2737		2782		2747		2796		2812		1020		331			338	1	2815	
[Tinh X¶o] V« Danh ChØ Hoµn	0	3	0	\spr\item\equip\ring\obj-ring09.spr	37	1	1	<color=Yellow>B¹n ®· trë thµnh ng­êi mµ ai còng ng­ìng mé! Xin chóc mõng! <color>	2	99999	8	0																						36	60											2737		2754		2747		2803		2812		1020		331			338	1	2815	
[Tinh X¶o] V« Danh ChØ Hoµn	0	3	0	\spr\item\equip\ring\obj-ring09.spr	37	1	1	<color=Yellow>B¹n ®· trë thµnh ng­êi mµ ai còng ng­ìng mé! Xin chóc mõng! <color>	2	99999	8	0																						36	60											2737		2761		2747		2803		2812		1020		331			338	1	2815	
