Ð§¹û	ÊÇ·ñÇ°×º	ÎåÐÐÒªÇó	µÈ¼¶ÒªÇó	ÊôÐÔµ÷ÕûÀà±ð	²ÎÊý1×îÐ¡Öµ	²ÎÊý1×î´óÖµ	²ÎÊý2×îÐ¡Öµ	²ÎÊý2×î´óÖµ	²ÎÊý3×îÐ¡Öµ	²ÎÊý3×î´óÖµ	Ð§¹ûËµÃ÷
ÐÂÆÕ·À£¨10¼¶£©				231	71	75	-1	-1	0	0	0
¼õÉÙÖÐ¶¾Ê±¼ä£¨4¼¶£©				108	50	55	-1	-1	0	0	0
¼õÉÙÖÐ¶¾Ê±¼ä£¨5¼¶£©				108	60	65	-1	-1	0	0	0
¼õÉÙÖÐ¶¾Ê±¼ä£¨6¼¶£©				108	70	75	-1	-1	0	0	0
¼õÉÙÖÐ¶¾Ê±¼ä£¨7¼¶£©				108	80	85	-1	-1	0	0	0
¼õÉÙÖÐ¶¾Ê±¼ä£¨8¼¶£©				108	90	95	-1	-1	0	0	0
¼õÉÙÖÐ¶¾Ê±¼ä£¨9¼¶£©				108	100	105	-1	-1	0	0	0
¼õÉÙÖÐ¶¾Ê±¼ä£¨10¼¶£©				108	110	115	-1	-1	0	0	0
¼õÉÙÑ£ÔÎÊ±¼ä£¨4¼¶£©				110	50	55	-1	-1	0	0	0
¼õÉÙÑ£ÔÎÊ±¼ä£¨5¼¶£©				110	60	65	-1	-1	0	0	0
¼õÉÙÑ£ÔÎÊ±¼ä£¨6¼¶£©				110	70	75	-1	-1	0	0	0
¼õÉÙÑ£ÔÎÊ±¼ä£¨7¼¶£©				110	80	85	-1	-1	0	0	0
¼õÉÙÑ£ÔÎÊ±¼ä£¨8¼¶£©				110	90	95	-1	-1	0	0	0
¼õÉÙÑ£ÔÎÊ±¼ä£¨9¼¶£©				110	100	105	-1	-1	0	0	0
¼õÉÙÑ£ÔÎÊ±¼ä£¨10¼¶£©				110	110	115	-1	-1	0	0	0
¼õÉÙ³Ù»ºÊ±¼ä£¨4¼¶£©				106	50	55	-1	-1	0	0	0
¼õÉÙ³Ù»ºÊ±¼ä£¨5¼¶£©				106	60	65	-1	-1	0	0	0
¼õÉÙ³Ù»ºÊ±¼ä£¨6¼¶£©				106	70	75	-1	-1	0	0	0
¼õÉÙ³Ù»ºÊ±¼ä£¨7¼¶£©				106	80	85	-1	-1	0	0	0
¼õÉÙ³Ù»ºÊ±¼ä£¨8¼¶£©				106	90	95	-1	-1	0	0	0
¼õÉÙ³Ù»ºÊ±¼ä£¨9¼¶£©				106	100	105	-1	-1	0	0	0
¼õÉÙ³Ù»ºÊ±¼ä£¨10¼¶£©				106	110	115	-1	-1	0	0	0
¹¥»÷¼¼ÄÜ¼Ó³É£¨2¼¶£©				243	4	4	-1	-1	0	0	0
¹¥»÷¼¼ÄÜ¼Ó³É£¨3¼¶£©				243	8	8	-1	-1	0	0	0
¹¥»÷¼¼ÄÜ¼Ó³É£¨4¼¶£©				243	9	15	-1	-1	0	0	0
¹¥»÷¼¼ÄÜ¼Ó³É£¨5¼¶£©				243	16	20	-1	-1	0	0	0
¹¥»÷¼¼ÄÜ¼Ó³É£¨6¼¶£©				243	21	30	-1	-1	0	0	0
¹¥»÷¼¼ÄÜ¼Ó³É£¨7¼¶£©				243	31	40	-1	-1	0	0	0
¹¥»÷¼¼ÄÜ¼Ó³É£¨8¼¶£©				243	41	50	-1	-1	0	0	0
¹¥»÷¼¼ÄÜ¼Ó³É£¨9¼¶£©				243	51	60	-1	-1	0	0	0
¹¥»÷¼¼ÄÜ¼Ó³É£¨10¼¶£©				243	61	70	-1	-1	0	0	0
È«¼¼ÄÜ1_2				139	1	2	-1	-1	0	0	0
È«¼¼ÄÜ2_3				139	2	3	-1	-1	0	0	0
Vßng S¸ng Long C©u				139	1	1	-1	-1	1169	1169	0
»ØÑª10µã				88	10	10	-1	-1	0	0	0
´óÁ¦½ð¸ÕÕÆ1				139	1	1	-1	-1	1055	1055	0
Î¤ÍÓÏ×èÆ1				139	1	1	-1	-1	1056	1056	0
Èþ½ä¹éìø1				139	1	1	-1	-1	1057	1057	0
ºÀÐÛÕ¶1				139	1	1	-1	-1	1058	1058	0
×Ýºá°Ë»Ä1				139	1	1	-1	-1	1059	1059	0
°ÔÍõöÉ½ð1				139	1	1	-1	-1	1060	1060	0
½£»¨Íì¾§1				139	1	1	-1	-1	1061	1061	0
±ùÓêçó¾§1				139	1	1	-1	-1	1062	1062	0
±ùÈ¸Ô½Ö¦1				139	1	1	-1	-1	1063	1063	0
Ë®Ó³ÂüÐã1				139	1	1	-1	-1	1065	1065	0
ÐÎÏú¹ÇÁ¢1				139	1	1	-1	-1	1066	1066	0
ÓÄ»êÊÉÓ°1				139	1	1	-1	-1	1067	1067	0
ÎÞÓ°´©1				139	1	1	-1	-1	1069	1069	0
ÌúÁ«ËÄÉ±1				139	1	1	-1	-1	1070	1070	0
Ç¬À¤Ò»ÖÀ1				139	1	1	-1	-1	1071	1071	0
Ê±³ËÁùÁú1				139	1	1	-1	-1	1073	1073	0
°ôåÄÂÓµØ1				139	1	1	-1	-1	1074	1074	0
½­º£Å­À½1				139	1	1	-1	-1	1075	1075	0
¼²»ðÁÇÔ­1				139	1	1	-1	-1	1076	1076	0
Ôì»¯Ì«Çå1				139	1	1	-1	-1	1078	1078	0
½£´¹ÐÇºÓ1				139	1	1	-1	-1	1079	1079	0
¾ÅÌìî¸·ç1				139	1	1	-1	-1	1080	1080	0
ÌìÀ×ÕðÔÀ1				139	1	1	-1	-1	1081	1081	0
´óÁ¦½ð¸ÕÕÆ2				139	2	2	-1	-1	1055	1055	0
Î¤ÍÓÏ×èÆ2				139	2	2	-1	-1	1056	1056	0
Èþ½ä¹éìø2				139	2	2	-1	-1	1057	1057	0
ºÀÐÛÕ¶2				139	2	2	-1	-1	1058	1058	0
×Ýºá°Ë»Ä2				139	2	2	-1	-1	1059	1059	0
°ÔÍõöÉ½ð2				139	2	2	-1	-1	1060	1060	0
½£»¨Íì¾§2				139	2	2	-1	-1	1061	1061	0
±ùÓêçó¾§2				139	2	2	-1	-1	1062	1062	0
±ùÈ¸Ô½Ö¦2				139	2	2	-1	-1	1063	1063	0
Ë®Ó³ÂüÐã2				139	2	2	-1	-1	1065	1065	0
ÐÎÏú¹ÇÁ¢2				139	2	2	-1	-1	1066	1066	0
ÓÄ»êÊÉÓ°2				139	2	2	-1	-1	1067	1067	0
ÎÞÓ°´©2				139	2	2	-1	-1	1069	1069	0
ÌúÁ«ËÄÉ±2				139	2	2	-1	-1	1070	1070	0
Ç¬À¤Ò»ÖÀ2				139	2	2	-1	-1	1071	1071	0
Ê±³ËÁùÁú2				139	2	2	-1	-1	1073	1073	0
°ôåÄÂÓµØ2				139	2	2	-1	-1	1074	1074	0
½­º£Å­À½2				139	2	2	-1	-1	1075	1075	0
¼²»ðÁÇÔ­2				139	2	2	-1	-1	1076	1076	0
Ôì»¯Ì«Çå2				139	2	2	-1	-1	1078	1078	0
½£´¹ÐÇºÓ2				139	2	2	-1	-1	1079	1079	0
¾ÅÌìî¸·ç2				139	2	2	-1	-1	1080	1080	0
ÌìÀ×ÕðÔÀ2				139	2	2	-1	-1	1081	1081	0
´óÁ¦½ð¸ÕÕÆ3				139	3	3	-1	-1	1055	1055	0
Î¤ÍÓÏ×èÆ3				139	3	3	-1	-1	1056	1056	0
Èþ½ä¹éìø3				139	3	3	-1	-1	1057	1057	0
ºÀÐÛÕ¶3				139	3	3	-1	-1	1058	1058	0
×Ýºá°Ë»Ä3				139	3	3	-1	-1	1059	1059	0
°ÔÍõöÉ½ð3				139	3	3	-1	-1	1060	1060	0
½£»¨Íì¾§3				139	3	3	-1	-1	1061	1061	0
±ùÓêçó¾§3				139	3	3	-1	-1	1062	1062	0
±ùÈ¸Ô½Ö¦3				139	3	3	-1	-1	1063	1063	0
Ë®Ó³ÂüÐã3				139	3	3	-1	-1	1065	1065	0
ÐÎÏú¹ÇÁ¢3				139	3	3	-1	-1	1066	1066	0
ÓÄ»êÊÉÓ°3				139	3	3	-1	-1	1067	1067	0
ÎÞÓ°´©3				139	3	3	-1	-1	1069	1069	0
ÌúÁ«ËÄÉ±3				139	3	3	-1	-1	1070	1070	0
Ç¬À¤Ò»ÖÀ3				139	3	3	-1	-1	1071	1071	0
Ê±³ËÁùÁú3				139	3	3	-1	-1	1073	1073	0
°ôåÄÂÓµØ3				139	3	3	-1	-1	1074	1074	0
½­º£Å­À½3				139	3	3	-1	-1	1075	1075	0
¼²»ðÁÇÔ­3				139	3	3	-1	-1	1076	1076	0
Ôì»¯Ì«Çå3				139	3	3	-1	-1	1078	1078	0
½£´¹ÐÇºÓ3				139	3	3	-1	-1	1079	1079	0
¾ÅÌìî¸·ç3				139	3	3	-1	-1	1080	1080	0
ÌìÀ×ÕðÔÀ3				139	3	3	-1	-1	1081	1081	0
Vò §· Hµ				195	305153	305153	-1	-1	829443	829443	0
Thanh B×nh L¹c				195	305409	305409	-1	-1	552963	552963	0
Håi Xu©n				139	1	1	-1	-1	1178	1178	0
Kh« Méc				139	1	1	-1	-1	1180	1180	0
L­u V©n 				139	1	1	-1	-1	1182	1182	0
Nª Tr¹ch				139	1	1	-1	-1	1184	1184	0
L«i Háa KiÕp				139	1	1	-1	-1	1186	1186	0
Mª Tóy Thiªn H­¬ng				139	1	1	-1	-1	1195	1195	0
§iÖp Vò Hoa Phi				139	1	1	-1	-1	1194	1194	0
¾­ÂöÍâ¹¦1				99	10	10	-1	-1	0	0	0
¾­ÂöÍâ¹¦2				99	20	20	-1	-1	0	0	0
¾­ÂöÍâ¹¦3				99	30	30	-1	-1	0	0	0
¾­ÂöÍâ¹¦4				99	40	40	-1	-1	0	0	0
¾­ÂöÍâ¹¦5				99	50	50	-1	-1	0	0	0
¾­ÂöÍâ¹¦6				99	60	60	-1	-1	0	0	0
¾­ÂöÍâ¹¦7				99	70	70	-1	-1	0	0	0
¾­ÂöÍâ¹¦8				99	80	80	-1	-1	0	0	0
¾­ÂöÄÚ¹¦1				100	10	10	-1	-1	0	0	0
¾­ÂöÄÚ¹¦2				100	20	20	-1	-1	0	0	0
¾­ÂöÄÚ¹¦3				100	30	30	-1	-1	0	0	0
¾­ÂöÄÚ¹¦4				100	40	40	-1	-1	0	0	0
¾­ÂöÄÚ¹¦5				100	50	50	-1	-1	0	0	0
¾­ÂöÄÚ¹¦6				100	60	60	-1	-1	0	0	0
¾­ÂöÄÚ¹¦7				100	70	70	-1	-1	0	0	0
¾­ÂöÄÚ¹¦8				100	80	80	-1	-1	0	0	0
¾­ÂöÉí·¨1				98	10	10	-1	-1	0	0	0
¾­ÂöÉí·¨2				98	20	20	-1	-1	0	0	0
¾­ÂöÉí·¨3				98	30	30	-1	-1	0	0	0
¾­ÂöÉí·¨4				98	40	40	-1	-1	0	0	0
¾­ÂöÉí·¨5				98	50	50	-1	-1	0	0	0
¾­ÂöÉí·¨6				98	60	60	-1	-1	0	0	0
¾­ÂöÉí·¨7				98	70	70	-1	-1	0	0	0
¾­ÂöÉí·¨8				98	80	80	-1	-1	0	0	0
¾­ÂöÁ¦Á¿1				97	10	10	-1	-1	0	0	0
¾­ÂöÁ¦Á¿2				97	20	20	-1	-1	0	0	0
¾­ÂöÁ¦Á¿3				97	30	30	-1	-1	0	0	0
¾­ÂöÁ¦Á¿4				97	40	40	-1	-1	0	0	0
¾­ÂöÁ¦Á¿5				97	50	50	-1	-1	0	0	0
¾­ÂöÁ¦Á¿6				97	60	60	-1	-1	0	0	0
¾­ÂöÁ¦Á¿7				97	70	70	-1	-1	0	0	0
¾­ÂöÁ¦Á¿8				97	80	80	-1	-1	0	0	0
¾­ÂöÉúÃü%1				234	6	6	-1	-1	0	0	0
¾­ÂöÉúÃü%2				234	8	8	-1	-1	0	0	0
¾­ÂöÉúÃü%3				234	10	10	-1	-1	0	0	0
¾­ÂöÉúÃü%4				234	12	12	-1	-1	0	0	0
¾­ÂöÉúÃü%5				234	14	14	-1	-1	0	0	0
¾­ÂöÉúÃü%6				234	16	16	-1	-1	0	0	0
¾­ÂöÉúÃü%7				234	18	18	-1	-1	0	0	0
¾­ÂöÉúÃü%8				234	20	20	-1	-1	0	0	0
¾­ÂöÉúÃüÐ§ÂÊ1				190	3	3	-1	-1	0	0	0
¾­ÂöÉúÃüÐ§ÂÊ2				190	4	4	-1	-1	0	0	0
¾­ÂöÉúÃüÐ§ÂÊ3				190	5	5	-1	-1	0	0	0
¾­ÂöÉúÃüÐ§ÂÊ4				190	6	6	-1	-1	0	0	0
¾­ÂöÉúÃüÐ§ÂÊ5				190	7	7	-1	-1	0	0	0
¾­ÂöÉúÃüÐ§ÂÊ6				190	8	8	-1	-1	0	0	0
¾­ÂöÉúÃüÐ§ÂÊ7				190	9	9	-1	-1	0	0	0
¾­ÂöÉúÃüÐ§ÂÊ8				190	10	10	-1	-1	0	0	0
¾­ÂöÎåÐÐÇ¿»¯1				246	100	100	-1	-1	0	0	0
¾­ÂöÎåÐÐÇ¿»¯2				246	200	200	-1	-1	0	0	0
¾­ÂöÎåÐÐÇ¿»¯3				246	300	300	-1	-1	0	0	0
¾­ÂöÎåÐÐÇ¿»¯4				246	400	400	-1	-1	0	0	0
¾­ÂöÎåÐÐÇ¿»¯5				246	500	500	-1	-1	0	0	0
¾­ÂöÎåÐÐÇ¿»¯6				246	600	600	-1	-1	0	0	0
¾­ÂöÎåÐÐÇ¿»¯7				246	700	700	-1	-1	0	0	0
¾­ÂöÎåÐÐÇ¿»¯8				246	800	800	-1	-1	0	0	0
¾­ÂöÎåÐÐÈõ»¯1				247	100	100	-1	-1	0	0	0
¾­ÂöÎåÐÐÈõ»¯2				247	200	200	-1	-1	0	0	0
¾­ÂöÎåÐÐÈõ»¯3				247	300	300	-1	-1	0	0	0
¾­ÂöÎåÐÐÈõ»¯4				247	400	400	-1	-1	0	0	0
¾­ÂöÎåÐÐÈõ»¯5				247	500	500	-1	-1	0	0	0
¾­ÂöÎåÐÐÈõ»¯6				247	600	600	-1	-1	0	0	0
¾­ÂöÎåÐÐÈõ»¯7				247	700	700	-1	-1	0	0	0
¾­ÂöÎåÐÐÈõ»¯8				247	800	800	-1	-1	0	0	0
¾­ÂöÈ«¿¹1				241	6	6	-1	-1	0	0	0
¾­ÂöÈ«¿¹2				241	8	8	-1	-1	0	0	0
¾­ÂöÈ«¿¹3				241	10	10	-1	-1	0	0	0
¾­ÂöÈ«¿¹4				241	12	12	-1	-1	0	0	0
¾­ÂöÈ«¿¹5				241	14	14	-1	-1	0	0	0
¾­ÂöÈ«¿¹6				241	16	16	-1	-1	0	0	0
¾­ÂöÈ«¿¹7				241	18	18	-1	-1	0	0	0
¾­ÂöÈ«¿¹8				241	20	20	-1	-1	0	0	0
¾­ÂöºöÂÔÈ«¿¹1				268	6	6	-1	-1	0	0	0
¾­ÂöºöÂÔÈ«¿¹2				268	8	8	-1	-1	0	0	0
¾­ÂöºöÂÔÈ«¿¹3				268	10	10	-1	-1	0	0	0
¾­ÂöºöÂÔÈ«¿¹4				268	12	12	-1	-1	0	0	0
¾­ÂöºöÂÔÈ«¿¹5				268	14	14	-1	-1	0	0	0
¾­ÂöºöÂÔÈ«¿¹6				268	16	16	-1	-1	0	0	0
¾­ÂöºöÂÔÈ«¿¹7				268	18	18	-1	-1	0	0	0
¾­ÂöºöÂÔÈ«¿¹8				268	20	20	-1	-1	0	0	0
¾­Âö¼ÓÉîÉËº¦1				269	10	10	-1	-1	0	0	0
¾­Âö¼ÓÉîÉËº¦2				269	20	20	-1	-1	0	0	0
¾­Âö¼ÓÉîÉËº¦3				269	30	30	-1	-1	0	0	0
¾­Âö¼ÓÉîÉËº¦4				269	40	40	-1	-1	0	0	0
¾­Âö¼ÓÉîÉËº¦5				269	50	50	-1	-1	0	0	0
¾­Âö¼ÓÉîÉËº¦6				269	60	60	-1	-1	0	0	0
¾­Âö¼ÓÉîÉËº¦7				269	70	70	-1	-1	0	0	0
¾­Âö¼ÓÉîÉËº¦8				269	80	80	-1	-1	0	0	0
¾­Âö¼¼ÄÜ¼Ó³É%1				243	20	20	-1	-1	0	0	0
¾­Âö¼¼ÄÜ¼Ó³É%2				243	30	30	-1	-1	0	0	0
¾­Âö¼¼ÄÜ¼Ó³É%3				243	40	40	-1	-1	0	0	0
¾­Âö¼¼ÄÜ¼Ó³É%4				243	50	50	-1	-1	0	0	0
¾­Âö¼¼ÄÜ¼Ó³É%5				243	60	60	-1	-1	0	0	0
¾­Âö¼¼ÄÜ¼Ó³É%6				243	70	70	-1	-1	0	0	0
¾­Âö¼¼ÄÜ¼Ó³É%7				243	80	80	-1	-1	0	0	0
¾­Âö¼¼ÄÜ¼Ó³É%8				243	90	90	-1	-1	0	0	0
¾­ÂöÖØ»÷1				227	1	1	-1	-1	0	0	0
¾­ÂöÖØ»÷2				227	2	2	-1	-1	0	0	0
¾­ÂöÖØ»÷3				227	3	3	-1	-1	0	0	0
¾­ÂöÖØ»÷4				227	4	4	-1	-1	0	0	0
¾­ÂöÖØ»÷5				227	5	5	-1	-1	0	0	0
¾­ÂöÖØ»÷6				227	6	6	-1	-1	0	0	0
¾­ÂöÖØ»÷7				227	7	7	-1	-1	0	0	0
¾­ÂöÖØ»÷8				227	8	8	-1	-1	0	0	0
¾­ÂöµÖ¿¹ÖØ»÷1				271	1	1	-1	-1	0	0	0
¾­ÂöµÖ¿¹ÖØ»÷2				271	2	2	-1	-1	0	0	0
¾­ÂöµÖ¿¹ÖØ»÷3				271	3	3	-1	-1	0	0	0
¾­ÂöµÖ¿¹ÖØ»÷4				271	4	4	-1	-1	0	0	0
¾­ÂöµÖ¿¹ÖØ»÷5				271	5	5	-1	-1	0	0	0
¾­ÂöµÖ¿¹ÖØ»÷6				271	6	6	-1	-1	0	0	0
¾­ÂöµÖ¿¹ÖØ»÷7				271	7	7	-1	-1	0	0	0
¾­ÂöµÖ¿¹ÖØ»÷8				271	8	8	-1	-1	0	0	0
¾­Âö¸ñµ²1				226	1	1	-1	-1	0	0	0
¾­Âö¸ñµ²2				226	2	2	-1	-1	0	0	0
¾­Âö¸ñµ²3				226	3	3	-1	-1	0	0	0
¾­Âö¸ñµ²4				226	4	4	-1	-1	0	0	0
¾­Âö¸ñµ²5				226	5	5	-1	-1	0	0	0
¾­Âö¸ñµ²6				226	6	6	-1	-1	0	0	0
¾­Âö¸ñµ²7				226	7	7	-1	-1	0	0	0
¾­Âö¸ñµ²8				226	8	8	-1	-1	0	0	0
¾­ÂöµÖÏû¸ñµ²1				270	1	1	-1	-1	0	0	0
¾­ÂöµÖÏû¸ñµ²2				270	2	2	-1	-1	0	0	0
¾­ÂöµÖÏû¸ñµ²3				270	3	3	-1	-1	0	0	0
¾­ÂöµÖÏû¸ñµ²4				270	4	4	-1	-1	0	0	0
¾­ÂöµÖÏû¸ñµ²5				270	5	5	-1	-1	0	0	0
¾­ÂöµÖÏû¸ñµ²6				270	6	6	-1	-1	0	0	0
¾­ÂöµÖÏû¸ñµ²7				270	7	7	-1	-1	0	0	0
¾­ÂöµÖÏû¸ñµ²8				270	8	8	-1	-1	0	0	0
H¾c ThÇn §Çu Kh«i				139	1	1	-1	-1	1249	1249	0
H¾c ThÇn Hé UyÓn				139	1	1	-1	-1	1251	1251	0
H¾c ThÇn §¹o Bµo				139	1	1	-1	-1	1253	1253	0
H¾c ThÇn Hµi				139	1	1	-1	-1	1255	1255	0
H¾c ThÇn Yªu §¸i				139	1	1	-1	-1	1257	1257	0
ÐÂÉúÃü£¨888£©				233	888	888	-1	-1	0	0	0
ÐÂÄÚÁ¦£¨898£©				235	898	898	-1	-1	0	0	0
ÆÕ¿¹59				231	59	59	-1	-1	0	0	0
¶¾¿¹59				228	59	59	-1	-1	0	0	0
±ù¿¹59				232	59	59	-1	-1	0	0	0
»ð¿¹59				230	59	59	-1	-1	0	0	0
À×¿¹59				229	59	59	-1	-1	0	0	0
ÖÐ¶¾Ê±¼ä88				108	88	88	-1	-1	0	0	0
³Ù»ºÊ±¼ä88				106	88	88	-1	-1	0	0	0
ÔÎÑ£Ê±¼ä88				110	88	88	-1	-1	0	0	0
ÉúÃü»Ø¸´Ð§ÂÊ(16)				190	16	16	-1	-1	0	0	0
¹¥»÷¼¼ÄÜ¼Ó³É£¨38£©				243	38	38	-1	-1	0	0	0
´ò»÷»Ø¸´71				245	71	71	-1	-1	0	0	0
µÖÏûÉËº¦58				237	58	58	-1	-1	0	0	0
ÅÜËÙ78%				111	78	78	-1	-1	0	0	0
µÖÏûÉËº¦59				237	59	59	-1	-1	0	0	0
ÑÌ»¨Ð¦Óï				139	1	1	-1	-1	1263	1263	0
»¤Íó7ºÅ				139	1	1	-1	-1	1264	1264	0
ÏîÁ´3ºÅ				139	1	1	-1	-1	1266	1266	0
ÐÂÉúÃü£¨1¼¶£©				233	680	680	-1	-1	0	0	0
ÐÂÉúÃü£¨2¼¶£©				233	720	720	-1	-1	0	0	0
ÐÂÉúÃü£¨3¼¶£©				233	760	760	-1	-1	0	0	0
ÐÂÉúÃü£¨4¼¶£©				233	800	800	-1	-1	0	0	0
ÐÂÈ«¿¹£¨1¼¶£©				241	55	55	-1	-1	0	0	0
ÐÂÈ«¿¹£¨2¼¶£©				241	60	60	-1	-1	0	0	0
ÐÂÈ«¿¹£¨3¼¶£©				241	65	65	-1	-1	0	0	0
ÐÂÄÚÁ¦£¨1¼¶£©				235	680	680	-1	-1	0	0	0
ÐÂÄÚÁ¦£¨2¼¶£©				235	720	720	-1	-1	0	0	0
ÐÂÄÚÁ¦£¨3¼¶£©				235	760	760	-1	-1	0	0	0
ÐÂÄÚÁ¦£¨4¼¶£©				235	800	800	-1	-1	0	0	0
¹¥»÷¼¼ÄÜ¼Ó³É£¨1¼¶£©				243	35	35	-1	-1	0	0	0
¹¥»÷¼¼ÄÜ¼Ó³É£¨2¼¶£©				243	40	40	-1	-1	0	0	0
¹¥»÷¼¼ÄÜ¼Ó³É£¨3¼¶£©				243	45	45	-1	-1	0	0	0
¹¥»÷¼¼ÄÜ¼Ó³É£¨4¼¶£©				243	50	50	-1	-1	0	0	0
À×·À65				229	65	65	-1	-1	0	0	0
ÆÕ·À65				231	65	65	-1	-1	0	0	0
ÄÚÁ¦999				235	999	999	-1	-1	0	0	0
µÖÏûÉËº¦80				237	80	80	-1	-1	0	0	0
ÔÎÑ£Ê±¼ä80				110	80	80	-1	-1	0	0	0
¹¥»÷¼¼ÄÜ¼Ó³É80				243	80	80	-1	-1	0	0	0
¾­Âö¸ñµ²5				226	5	5	-1	-1	0	0	0
To¸i Cèt				139	1	1	-1	-1	1283	1283	0
DÞch Tñy				139	1	1	-1	-1	1284	1284	0
 Vâ c«ng vèn cã 				139	1	1	-1	-1	1290	1290	0
³¬¹â¹â»·				139	1	1	-1	-1	1295	1295	0
ÉúÃü£¨ºÚÉñ×¨ÓÃ£©				233	840	999	-1	-1	0	0	0
ÄÚÁ¦£¨ºÚÉñ×¨ÓÃ£©				235	840	999	-1	-1	0	0	0
ÆÕ¿¹£¨ºÚÉñ×¨ÓÃ£©				231	60	75	-1	-1	0	0	0
¶¾¿¹£¨ºÚÉñ×¨ÓÃ£©				228	60	75	-1	-1	0	0	0
±ù¿¹£¨ºÚÉñ×¨ÓÃ£©				232	60	75	-1	-1	0	0	0
»ð¿¹£¨ºÚÉñ×¨ÓÃ£©				230	60	75	-1	-1	0	0	0
À×¿¹£¨ºÚÉñ×¨ÓÃ£©				229	60	75	-1	-1	0	0	0
ÖÐ¶¾Ê±¼ä£¨ºÚÉñ×¨ÓÃ£©				108	70	85	-1	-1	0	0	0
³Ù»ºÊ±¼ä£¨ºÚÉñ×¨ÓÃ£©				106	70	85	-1	-1	0	0	0
ÔÎÑ£Ê±¼ä£¨ºÚÉñ×¨ÓÃ£©				110	70	85	-1	-1	0	0	0
µÖÏûÉËº¦£¨ºÚÉñ×¨ÓÃ£©				237	60	75	-1	-1	0	0	0
¹¥»÷¼¼ÄÜ¼Ó³É£¨ºÚÉñ×¨ÓÃ£©				243	45	60	-1	-1	0	0	0
´ò»÷»Ø¸´£¨ºÚÉñ×¨ÓÃ£©				245	67	76	-1	-1	0	0	0
ÅÜËÙ£¨ºÚÉñ×¨ÓÃ£©				111	80	90	-1	-1	0	0	0
¸ñµ²£¨ºÚÉñ×¨ÓÃ£©				226	3	4	-1	-1	0	0	0
ÉúÃü»Ø¸´Ð§ÂÊ£¨ºÚÉñ×¨ÓÃ£©				190	5	10	-1	-1	0	0	0
ÖØ»÷£¨ºÚÉñ×¨ÓÃ£©				227	3	4	-1	-1	0	0	0
ÂÞºº½ðÉí1				139	1	1	-1	-1	1220	1220	0
Õ÷Õ½°Ë·½1				139	1	1	-1	-1	1221	1221	0
É­ÂÞ¶¾º£1				139	1	1	-1	-1	1222	1222	0
ÎüÐÇÕó1				139	1	1	-1	-1	1223	1223	0
²¨ÂÞÐÄ¾­1				139	1	1	-1	-1	1224	1224	0
Ðþ±ùÎÞÏ¢1				139	1	1	-1	-1	1225	1225	0
ÁÒ»ð·ÙÌì1				139	1	1	-1	-1	1226	1226	0
ÎÛÒÂ¾÷1				139	1	1	-1	-1	1227	1227	0
ÕæÎäÆß½Ø1				139	1	1	-1	-1	1228	1228	0
Ììî¸Æø¾¢1				139	1	1	-1	-1	1229	1229	0
ÂÞºº½ðÉí2				139	2	2	-1	-1	1220	1220	0
Õ÷Õ½°Ë·½2				139	2	2	-1	-1	1221	1221	0
É­ÂÞ¶¾º£2				139	2	2	-1	-1	1222	1222	0
ÎüÐÇÕó2				139	2	2	-1	-1	1223	1223	0
²¨ÂÞÐÄ¾­2				139	2	2	-1	-1	1224	1224	0
Ðþ±ùÎÞÏ¢2				139	2	2	-1	-1	1225	1225	0
ÁÒ»ð·ÙÌì2				139	2	2	-1	-1	1226	1226	0
ÎÛÒÂ¾÷2				139	2	2	-1	-1	1227	1227	0
ÕæÎäÆß½Ø2				139	2	2	-1	-1	1228	1228	0
Ììî¸Æø¾¢2				139	2	2	-1	-1	1229	1229	0
ÂÞºº½ðÉí3				139	3	3	-1	-1	1220	1220	0
Õ÷Õ½°Ë·½3				139	3	3	-1	-1	1221	1221	0
É­ÂÞ¶¾º£3				139	3	3	-1	-1	1222	1222	0
ÎüÐÇÕó3				139	3	3	-1	-1	1223	1223	0
²¨ÂÞÐÄ¾­3				139	3	3	-1	-1	1224	1224	0
Ðþ±ùÎÞÏ¢3				139	3	3	-1	-1	1225	1225	0
ÁÒ»ð·ÙÌì3				139	3	3	-1	-1	1226	1226	0
ÎÛÒÂ¾÷3				139	3	3	-1	-1	1227	1227	0
ÕæÎäÆß½Ø3				139	3	3	-1	-1	1228	1228	0
Ììî¸Æø¾¢3				139	3	3	-1	-1	1229	1229	0
ÐÂÉúÃü				233	1111	1111	-1	-1	0	0	0
ÐÂ¶¾·À				228	70	70	-1	-1	0	0	0
ÐÂ±ù·À				232	70	70	-1	-1	0	0	0
TriÖt tiªu s¸t th­¬ng				237	70	70	-1	-1	0	0	0
Toµn kh¸ng				241	35	35	-1	-1	0	0	0
Hãa Gi¶i s¸t th­¬ng				226	6	6	-1	-1	0	0	0
Hîp thµnh kÜ n¨ng c«ng kÝch				243	35	35	-1	-1	0	0	0
Träng KÝch				227	5	5	-1	-1	0	0	0
½á±ù¼¼ÄÜ				139	1	1	-1	-1	1333	1333	0
Hæ kÝch				139	1	1	-1	-1	1319	1319	0
Ngäc Th¹ch PhiÕn				139	1	1	-1	-1	1321	1321	0
L¨ng Phong				139	1	1	-1	-1	1323	1323	0
NhËt Nh­ S¬n				139	1	1	-1	-1	1325	1325	0
§Èu UyÓn				139	1	1	-1	-1	1327	1327	0
Tµn Phong V©n QuyÒn				139	1	1	-1	-1	1328	1328	0
