PlatinaItem	Level	SkillNo	ActiveRate	Rate1	MagicIdx1	Rate2	MagicIdx2	Rate3	MagicIdx3	Comment
82	6	2	100	95	65	5	66	0	67	[Thiªn Tø] S©m Hoang Hån Gi¶o Yªu Thóc
82	7	2	100	0	65	100	66	0	67	[Thiªn Tø] S©m Hoang Hån Gi¶o Yªu Thóc
82	8	2	100	0	65	100	66	0	67	[Thiªn Tø] S©m Hoang Hån Gi¶o Yªu Thóc
82	9	2	100	0	65	0	66	100	67	[Thiªn Tø] S©m Hoang Hån Gi¶o Yªu Thóc
83	5	1	100	95	4	5	5	0	6	[Thiªn Tø] S©m Hoang HuyÒn ThiÕt T­¬ng Ngäc Béi
83	6	1	100	50	4	50	5	0	6	[Thiªn Tø] S©m Hoang HuyÒn ThiÕt T­¬ng Ngäc Béi
83	7	1	100	0	4	100	5	0	6	[Thiªn Tø] S©m Hoang HuyÒn ThiÕt T­¬ng Ngäc Béi
83	8	1	100	0	4	50	5	50	6	[Thiªn Tø] S©m Hoang HuyÒn ThiÕt T­¬ng Ngäc Béi
83	9	1	100	0	4	0	5	100	6	[Thiªn Tø] S©m Hoang HuyÒn ThiÕt T­¬ng Ngäc Béi
83	5	2	100	3	206	0	207	0	208	[Thiªn Tø] S©m Hoang HuyÒn ThiÕt T­¬ng Ngäc Béi
83	6	2	100	95	206	5	207	0	208	[Thiªn Tø] S©m Hoang HuyÒn ThiÕt T­¬ng Ngäc Béi
83	7	2	100	0	206	100	207	0	208	[Thiªn Tø] S©m Hoang HuyÒn ThiÕt T­¬ng Ngäc Béi
83	8	2	100	0	206	100	207	0	208	[Thiªn Tø] S©m Hoang HuyÒn ThiÕt T­¬ng Ngäc Béi
83	9	2	100	0	206	0	207	100	208	[Thiªn Tø] S©m Hoang HuyÒn ThiÕt T­¬ng Ngäc Béi
84	5	1	100	95	4	5	5	0	6	[Thiªn Tø] S©m Hoang Tinh VÉn Phi Lý
84	6	1	100	50	4	50	5	0	6	[Thiªn Tø] S©m Hoang Tinh VÉn Phi Lý
84	7	1	100	0	4	100	5	0	6	[Thiªn Tø] S©m Hoang Tinh VÉn Phi Lý
84	8	1	100	0	4	50	5	50	6	[Thiªn Tø] S©m Hoang Tinh VÉn Phi Lý
84	9	1	100	0	4	0	5	100	6	[Thiªn Tø] S©m Hoang Tinh VÉn Phi Lý
84	5	2	100	3	209	0	210	0	211	[Thiªn Tø] S©m Hoang Tinh VÉn Phi Lý
84	6	2	100	95	209	5	210	0	211	[Thiªn Tø] S©m Hoang Tinh VÉn Phi Lý
84	7	2	100	0	209	100	210	0	211	[Thiªn Tø] S©m Hoang Tinh VÉn Phi Lý
84	8	2	100	0	209	100	210	0	211	[Thiªn Tø] S©m Hoang Tinh VÉn Phi Lý
84	9	2	100	0	209	0	210	100	211	[Thiªn Tø] S©m Hoang Tinh VÉn Phi Lý
87	5	1	100	95	4	5	5	0	6	[Thiªn Tø] §Þa Ph¸ch TÝch LÞch L«i Háa Giíi
87	6	1	100	50	4	50	5	0	6	[Thiªn Tø] §Þa Ph¸ch TÝch LÞch L«i Háa Giíi
87	7	1	100	0	4	100	5	0	6	[Thiªn Tø] §Þa Ph¸ch TÝch LÞch L«i Háa Giíi
87	8	1	100	0	4	50	5	50	6	[Thiªn Tø] §Þa Ph¸ch TÝch LÞch L«i Háa Giíi
87	9	1	100	0	4	0	5	100	6	[Thiªn Tø] §Þa Ph¸ch TÝch LÞch L«i Háa Giíi
87	5	2	100	3	203	0	204	0	205	[Thiªn Tø] §Þa Ph¸ch TÝch LÞch L«i Háa Giíi
87	6	2	100	95	203	5	204	0	205	[Thiªn Tø] §Þa Ph¸ch TÝch LÞch L«i Háa Giíi
87	7	2	100	0	203	100	204	0	205	[Thiªn Tø] §Þa Ph¸ch TÝch LÞch L«i Háa Giíi
87	8	2	100	0	203	100	204	0	205	[Thiªn Tø] §Þa Ph¸ch TÝch LÞch L«i Háa Giíi
87	9	2	100	0	203	0	204	100	205	[Thiªn Tø] §Þa Ph¸ch TÝch LÞch L«i Háa Giíi
90	5	1	100	95	4	5	5	0	6	[Thiªn Tø] §ång Cõu Ngù Long Ngäc Béi
90	6	1	100	50	4	50	5	0	6	[Thiªn Tø] §ång Cõu Ngù Long Ngäc Béi
90	7	1	100	0	4	100	5	0	6	[Thiªn Tø] §ång Cõu Ngù Long Ngäc Béi
90	8	1	100	0	4	50	5	50	6	[Thiªn Tø] §ång Cõu Ngù Long Ngäc Béi
90	9	1	100	0	4	0	5	100	6	[Thiªn Tø] §ång Cõu Ngù Long Ngäc Béi
90	5	2	100	3	53	0	54	0	55	[Thiªn Tø] §ång Cõu Ngù Long Ngäc Béi
90	6	2	100	95	53	5	54	0	55	[Thiªn Tø] §ång Cõu Ngù Long Ngäc Béi
90	7	2	100	0	53	100	54	0	55	[Thiªn Tø] §ång Cõu Ngù Long Ngäc Béi
90	8	2	100	0	53	100	54	0	55	[Thiªn Tø] §ång Cõu Ngù Long Ngäc Béi
90	9	2	100	0	53	0	54	100	55	[Thiªn Tø] §ång Cõu Ngù Long Ngäc Béi
91	5	1	100	95	31	5	34	0	35	[Thiªn Tø] Ngù Long Gi¸ng Long C¸i Y
91	6	1	100	50	31	50	34	0	35	[Thiªn Tø] Ngù Long Gi¸ng Long C¸i Y
91	7	1	100	0	31	100	34	0	35	[Thiªn Tø] Ngù Long Gi¸ng Long C¸i Y
91	8	1	100	0	31	50	34	50	35	[Thiªn Tø] Ngù Long Gi¸ng Long C¸i Y
91	9	1	100	0	31	0	34	100	35	[Thiªn Tø] Ngù Long Gi¸ng Long C¸i Y
91	5	2	100	3	33	0	14	0	15	[Thiªn Tø] Ngù Long Gi¸ng Long C¸i Y
91	6	2	100	95	33	5	14	0	15	[Thiªn Tø] Ngù Long Gi¸ng Long C¸i Y
91	7	2	100	0	33	100	14	0	15	[Thiªn Tø] Ngù Long Gi¸ng Long C¸i Y
91	8	2	100	0	33	100	14	0	15	[Thiªn Tø] Ngù Long Gi¸ng Long C¸i Y
91	9	2	100	0	33	0	14	100	15	[Thiªn Tø] Ngù Long Gi¸ng Long C¸i Y
92	5	1	100	95	4	5	5	0	6	[Thiªn Tø] §ång Cõu TiÒm Long Yªu §¸i
92	6	1	100	50	4	50	5	0	6	[Thiªn Tø] §ång Cõu TiÒm Long Yªu §¸i
92	7	1	100	0	4	100	5	0	6	[Thiªn Tø] §ång Cõu TiÒm Long Yªu §¸i
92	8	1	100	0	4	50	5	50	6	[Thiªn Tø] §ång Cõu TiÒm Long Yªu §¸i
92	9	1	100	0	4	0	5	100	6	[Thiªn Tø] §ång Cõu TiÒm Long Yªu §¸i
92	5	2	100	3	53	0	54	0	55	[Thiªn Tø] §ång Cõu TiÒm Long Yªu §¸i
92	6	2	100	95	53	5	54	0	55	[Thiªn Tø] §ång Cõu TiÒm Long Yªu §¸i
92	7	2	100	0	53	100	54	0	55	[Thiªn Tø] §ång Cõu TiÒm Long Yªu §¸i
92	8	2	100	0	53	100	54	0	55	[Thiªn Tø] §ång Cõu TiÒm Long Yªu §¸i
92	9	2	100	0	53	0	54	100	55	[Thiªn Tø] §ång Cõu TiÒm Long Yªu §¸i
93	5	1	100	95	4	5	5	0	6	[Thiªn Tø] §ång Cõu Kh¸ng Long Hé Thñ
93	6	1	100	50	4	50	5	0	6	[Thiªn Tø] §ång Cõu Kh¸ng Long Hé Thñ
93	7	1	100	0	4	100	5	0	6	[Thiªn Tø] §ång Cõu Kh¸ng Long Hé Thñ
93	8	1	100	0	4	50	5	50	6	[Thiªn Tø] §ång Cõu Kh¸ng Long Hé Thñ
93	9	1	100	0	4	0	5	100	6	[Thiªn Tø] §ång Cõu Kh¸ng Long Hé Thñ
93	5	2	100	3	150	0	151	0	152	[Thiªn Tø] §ång Cõu Kh¸ng Long Hé Thñ
93	6	2	100	95	150	5	151	0	152	[Thiªn Tø] §ång Cõu Kh¸ng Long Hé Thñ
93	7	2	100	0	150	100	151	0	152	[Thiªn Tø] §ång Cõu Kh¸ng Long Hé Thñ
93	8	2	100	0	150	100	151	0	152	[Thiªn Tø] §ång Cõu Kh¸ng Long Hé Thñ
93	9	2	100	0	150	0	151	100	152	[Thiªn Tø] §ång Cõu Kh¸ng Long Hé Thñ
94	5	1	100	95	4	5	5	0	6	[Thiªn Tø] §ång Cõu KiÕn Long Ban ChØ
94	6	1	100	50	4	50	5	0	6	[Thiªn Tø] §ång Cõu KiÕn Long Ban ChØ
94	7	1	100	0	4	100	5	0	6	[Thiªn Tø] §ång Cõu KiÕn Long Ban ChØ
94	8	1	100	0	4	50	5	50	6	[Thiªn Tø] §ång Cõu KiÕn Long Ban ChØ
94	9	1	100	0	4	0	5	100	6	[Thiªn Tø] §ång Cõu KiÕn Long Ban ChØ
94	5	2	100	3	248	0	249	0	250	[Thiªn Tø] §ång Cõu KiÕn Long Ban ChØ
94	6	2	100	95	248	5	249	0	250	[Thiªn Tø] §ång Cõu KiÕn Long Ban ChØ
94	7	2	100	0	248	100	249	0	250	[Thiªn Tø] §ång Cõu KiÕn Long Ban ChØ
94	8	2	100	0	248	100	249	0	250	[Thiªn Tø] §ång Cõu KiÕn Long Ban ChØ
94	9	2	100	0	248	0	249	100	250	[Thiªn Tø] §ång Cõu KiÕn Long Ban ChØ
95	5	1	100	95	23	5	24	0	25	[Thiªn Tø] §Þch Kh¸i Lôc Ngäc Tr­îng
95	6	1	100	50	23	50	24	0	25	[Thiªn Tø] §Þch Kh¸i Lôc Ngäc Tr­îng
95	7	1	100	0	23	100	24	0	25	[Thiªn Tø] §Þch Kh¸i Lôc Ngäc Tr­îng
95	8	1	100	0	23	50	24	50	25	[Thiªn Tø] §Þch Kh¸i Lôc Ngäc Tr­îng
95	9	1	100	0	23	0	24	100	25	[Thiªn Tø] §Þch Kh¸i Lôc Ngäc Tr­îng
95	5	2	100	3	20	0	21	0	22	[Thiªn Tø] §Þch Kh¸i Lôc Ngäc Tr­îng
95	6	2	100	95	20	5	21	0	22	[Thiªn Tø] §Þch Kh¸i Lôc Ngäc Tr­îng
95	7	2	100	0	20	100	21	0	22	[Thiªn Tø] §Þch Kh¸i Lôc Ngäc Tr­îng
95	8	2	100	0	20	100	21	0	22	[Thiªn Tø] §Þch Kh¸i Lôc Ngäc Tr­îng
95	9	2	100	0	20	0	21	100	22	[Thiªn Tø] §Þch Kh¸i Lôc Ngäc Tr­îng
96	5	1	100	95	4	5	5	0	6	[Thiªn Tø] §Þch Kh¸i Cöu §¹i C¸i Y
96	6	1	100	50	4	50	5	0	6	[Thiªn Tø] §Þch Kh¸i Cöu §¹i C¸i Y
96	7	1	100	0	4	100	5	0	6	[Thiªn Tø] §Þch Kh¸i Cöu §¹i C¸i Y
96	8	1	100	0	4	50	5	50	6	[Thiªn Tø] §Þch Kh¸i Cöu §¹i C¸i Y
96	9	1	100	0	4	0	5	100	6	[Thiªn Tø] §Þch Kh¸i Cöu §¹i C¸i Y
96	5	2	100	3	50	0	51	0	52	[Thiªn Tø] §Þch Kh¸i Cöu §¹i C¸i Y
96	6	2	100	95	50	5	51	0	52	[Thiªn Tø] §Þch Kh¸i Cöu §¹i C¸i Y
96	7	2	100	0	50	100	51	0	52	[Thiªn Tø] §Þch Kh¸i Cöu §¹i C¸i Y
96	8	2	100	0	50	100	51	0	52	[Thiªn Tø] §Þch Kh¸i Cöu §¹i C¸i Y
96	9	2	100	0	50	0	51	100	52	[Thiªn Tø] §Þch Kh¸i Cöu §¹i C¸i Y
97	5	1	100	95	4	5	5	0	6	[Thiªn Tø] §Þch Kh¸i TriÒn M·ng Yªu §¸i
97	6	1	100	50	4	50	5	0	6	[Thiªn Tø] §Þch Kh¸i TriÒn M·ng Yªu §¸i
97	7	1	100	0	4	100	5	0	6	[Thiªn Tø] §Þch Kh¸i TriÒn M·ng Yªu §¸i
97	8	1	100	0	4	50	5	50	6	[Thiªn Tø] §Þch Kh¸i TriÒn M·ng Yªu §¸i
97	9	1	100	0	4	0	5	100	6	[Thiªn Tø] §Þch Kh¸i TriÒn M·ng Yªu §¸i
97	5	2	100	3	245	0	246	0	247	[Thiªn Tø] §Þch Kh¸i TriÒn M·ng Yªu §¸i
97	6	2	100	95	245	5	246	0	247	[Thiªn Tø] §Þch Kh¸i TriÒn M·ng Yªu §¸i
97	7	2	100	0	245	100	246	0	247	[Thiªn Tø] §Þch Kh¸i TriÒn M·ng Yªu §¸i
97	8	2	100	0	245	100	246	0	247	[Thiªn Tø] §Þch Kh¸i TriÒn M·ng Yªu §¸i
97	9	2	100	0	245	0	246	100	247	[Thiªn Tø] §Þch Kh¸i TriÒn M·ng Yªu §¸i
98	5	1	100	95	4	5	5	0	6	[Thiªn Tø] §Þch Kh¸i CÈu TÝch B× Hé UyÓn
98	6	1	100	50	4	50	5	0	6	[Thiªn Tø] §Þch Kh¸i CÈu TÝch B× Hé UyÓn
98	7	1	100	0	4	100	5	0	6	[Thiªn Tø] §Þch Kh¸i CÈu TÝch B× Hé UyÓn
98	8	1	100	0	4	50	5	50	6	[Thiªn Tø] §Þch Kh¸i CÈu TÝch B× Hé UyÓn
98	9	1	100	0	4	0	5	100	6	[Thiªn Tø] §Þch Kh¸i CÈu TÝch B× Hé UyÓn
98	5	2	100	3	50	0	51	0	52	[Thiªn Tø] §Þch Kh¸i CÈu TÝch B× Hé UyÓn
98	6	2	100	95	50	5	51	0	52	[Thiªn Tø] §Þch Kh¸i CÈu TÝch B× Hé UyÓn
98	7	2	100	0	50	100	51	0	52	[Thiªn Tø] §Þch Kh¸i CÈu TÝch B× Hé UyÓn
98	8	2	100	0	50	100	51	0	52	[Thiªn Tø] §Þch Kh¸i CÈu TÝch B× Hé UyÓn
98	9	2	100	0	50	0	51	100	52	[Thiªn Tø] §Þch Kh¸i CÈu TÝch B× Hé UyÓn
99	5	1	100	95	4	5	5	0	6	[Thiªn Tø] §Þch Kh¸i Th¶o Gian Th¹ch Giíi
99	6	1	100	50	4	50	5	0	6	[Thiªn Tø] §Þch Kh¸i Th¶o Gian Th¹ch Giíi
99	7	1	100	0	4	100	5	0	6	[Thiªn Tø] §Þch Kh¸i Th¶o Gian Th¹ch Giíi
99	8	1	100	0	4	50	5	50	6	[Thiªn Tø] §Þch Kh¸i Th¶o Gian Th¹ch Giíi
99	9	1	100	0	4	0	5	100	6	[Thiªn Tø] §Þch Kh¸i Th¶o Gian Th¹ch Giíi
99	5	2	100	3	242	0	243	0	244	[Thiªn Tø] §Þch Kh¸i Th¶o Gian Th¹ch Giíi
99	6	2	100	95	242	5	243	0	244	[Thiªn Tø] §Þch Kh¸i Th¶o Gian Th¹ch Giíi
99	7	2	100	0	242	100	243	0	244	[Thiªn Tø] §Þch Kh¸i Th¶o Gian Th¹ch Giíi
99	8	2	100	0	242	100	243	0	244	[Thiªn Tø] §Þch Kh¸i Th¶o Gian Th¹ch Giíi
99	9	2	100	0	242	0	243	100	244	[Thiªn Tø] §Þch Kh¸i Th¶o Gian Th¹ch Giíi
100	5	1	100	95	23	5	24	0	25	[Thiªn Tø] Ma S¸t Quû Cèc U Minh Th­¬ng
100	6	1	100	50	23	50	24	0	25	[Thiªn Tø] Ma S¸t Quû Cèc U Minh Th­¬ng
100	7	1	100	0	23	100	24	0	25	[Thiªn Tø] Ma S¸t Quû Cèc U Minh Th­¬ng
100	8	1	100	0	23	50	24	50	25	[Thiªn Tø] Ma S¸t Quû Cèc U Minh Th­¬ng
100	9	1	100	0	23	0	24	100	25	[Thiªn Tø] Ma S¸t Quû Cèc U Minh Th­¬ng
100	5	2	100	3	20	0	21	0	22	[Thiªn Tø] Ma S¸t Quû Cèc U Minh Th­¬ng
100	6	2	100	95	20	5	21	0	22	[Thiªn Tø] Ma S¸t Quû Cèc U Minh Th­¬ng
100	7	2	100	0	20	100	21	0	22	[Thiªn Tø] Ma S¸t Quû Cèc U Minh Th­¬ng
100	8	2	100	0	20	100	21	0	22	[Thiªn Tø] Ma S¸t Quû Cèc U Minh Th­¬ng
100	9	2	100	0	20	0	21	100	22	[Thiªn Tø] Ma S¸t Quû Cèc U Minh Th­¬ng
101	5	1	100	95	4	5	5	0	6	[Thiªn Tø] Ma S¸t Tµn D­¬ng Anh HuyÕt Gi¸p
101	6	1	100	50	4	50	5	0	6	[Thiªn Tø] Ma S¸t Tµn D­¬ng Anh HuyÕt Gi¸p
101	7	1	100	0	4	100	5	0	6	[Thiªn Tø] Ma S¸t Tµn D­¬ng Anh HuyÕt Gi¸p
101	8	1	100	0	4	50	5	50	6	[Thiªn Tø] Ma S¸t Tµn D­¬ng Anh HuyÕt Gi¸p
101	9	1	100	0	4	0	5	100	6	[Thiªn Tø] Ma S¸t Tµn D­¬ng Anh HuyÕt Gi¸p
101	5	2	100	3	83	0	84	0	85	[Thiªn Tø] Ma S¸t Tµn D­¬ng Anh HuyÕt Gi¸p
101	6	2	100	95	83	5	84	0	85	[Thiªn Tø] Ma S¸t Tµn D­¬ng Anh HuyÕt Gi¸p
101	7	2	100	0	83	100	84	0	85	[Thiªn Tø] Ma S¸t Tµn D­¬ng Anh HuyÕt Gi¸p
101	8	2	100	0	83	100	84	0	85	[Thiªn Tø] Ma S¸t Tµn D­¬ng Anh HuyÕt Gi¸p
101	9	2	100	0	83	0	84	100	85	[Thiªn Tø] Ma S¸t Tµn D­¬ng Anh HuyÕt Gi¸p
102	5	1	100	95	5	5	6	0	7	[Thiªn Tø] Ma S¸t XÝch Ký Táa Yªu KhÊu
102	6	1	100	50	5	50	6	0	7	[Thiªn Tø] Ma S¸t XÝch Ký Táa Yªu KhÊu
102	7	1	100	0	5	100	6	0	7	[Thiªn Tø] Ma S¸t XÝch Ký Táa Yªu KhÊu
102	8	1	100	0	5	50	6	50	7	[Thiªn Tø] Ma S¸t XÝch Ký Táa Yªu KhÊu
102	9	1	100	0	5	0	6	100	7	[Thiªn Tø] Ma S¸t XÝch Ký Táa Yªu KhÊu
102	5	2	100	3	257	0	258	0	259	[Thiªn Tø] Ma S¸t XÝch Ký Táa Yªu KhÊu
102	6	2	100	95	257	5	258	0	259	[Thiªn Tø] Ma S¸t XÝch Ký Táa Yªu KhÊu
102	7	2	100	0	257	100	258	0	259	[Thiªn Tø] Ma S¸t XÝch Ký Táa Yªu KhÊu
102	8	2	100	0	257	100	258	0	259	[Thiªn Tø] Ma S¸t XÝch Ký Táa Yªu KhÊu
102	9	2	100	0	257	0	258	100	259	[Thiªn Tø] Ma S¸t XÝch Ký Táa Yªu KhÊu
103	5	1	100	95	4	5	5	0	6	[Thiªn Tø] Ma S¸t Cö Háa Liªu Thiªn Uyªn
103	6	1	100	50	4	50	5	0	6	[Thiªn Tø] Ma S¸t Cö Háa Liªu Thiªn Uyªn
103	7	1	100	0	4	100	5	0	6	[Thiªn Tø] Ma S¸t Cö Háa Liªu Thiªn Uyªn
103	8	1	100	0	4	50	5	50	6	[Thiªn Tø] Ma S¸t Cö Háa Liªu Thiªn Uyªn
103	9	1	100	0	4	0	5	100	6	[Thiªn Tø] Ma S¸t Cö Háa Liªu Thiªn Uyªn
103	5	2	100	3	83	0	84	0	85	[Thiªn Tø] Ma S¸t Cö Háa Liªu Thiªn Uyªn
103	6	2	100	95	83	5	84	0	85	[Thiªn Tø] Ma S¸t Cö Háa Liªu Thiªn Uyªn
103	7	2	100	0	83	100	84	0	85	[Thiªn Tø] Ma S¸t Cö Háa Liªu Thiªn Uyªn
103	8	2	100	0	83	100	84	0	85	[Thiªn Tø] Ma S¸t Cö Háa Liªu Thiªn Uyªn
103	9	2	100	0	83	0	84	100	85	[Thiªn Tø] Ma S¸t Cö Háa Liªu Thiªn Uyªn
104	5	1	100	95	4	5	5	0	6	[Thiªn Tø] Ma S¸t V©n Long Thæ Ch©u Giíi
104	6	1	100	50	4	50	5	0	6	[Thiªn Tø] Ma S¸t V©n Long Thæ Ch©u Giíi
104	7	1	100	0	4	100	5	0	6	[Thiªn Tø] Ma S¸t V©n Long Thæ Ch©u Giíi
104	8	1	100	0	4	50	5	50	6	[Thiªn Tø] Ma S¸t V©n Long Thæ Ch©u Giíi
104	9	1	100	0	4	0	5	100	6	[Thiªn Tø] Ma S¸t V©n Long Thæ Ch©u Giíi
104	5	2	100	3	254	0	255	0	256	[Thiªn Tø] Ma S¸t V©n Long Thæ Ch©u Giíi
104	6	2	100	95	254	5	255	0	256	[Thiªn Tø] Ma S¸t V©n Long Thæ Ch©u Giíi
104	7	2	100	0	254	100	255	0	256	[Thiªn Tø] Ma S¸t V©n Long Thæ Ch©u Giíi
104	8	2	100	0	254	100	255	0	256	[Thiªn Tø] Ma S¸t V©n Long Thæ Ch©u Giíi
104	9	2	100	0	254	0	255	100	256	[Thiªn Tø] Ma S¸t V©n Long Thæ Ch©u Giíi
108	5	1	100	95	4	5	5	0	6	[Thiªn Tø] Ma Hoµng HuyÕt Y Thó Tr¹c
108	6	1	100	50	4	50	5	0	6	[Thiªn Tø] Ma Hoµng HuyÕt Y Thó Tr¹c
108	7	1	100	0	4	100	5	0	6	[Thiªn Tø] Ma Hoµng HuyÕt Y Thó Tr¹c
108	8	1	100	0	4	50	5	50	6	[Thiªn Tø] Ma Hoµng HuyÕt Y Thó Tr¹c
108	9	1	100	0	4	0	5	100	6	[Thiªn Tø] Ma Hoµng HuyÕt Y Thó Tr¹c
108	5	2	100	3	251	0	252	0	253	[Thiªn Tø] Ma Hoµng HuyÕt Y Thó Tr¹c
108	6	2	100	95	251	5	252	0	253	[Thiªn Tø] Ma Hoµng HuyÕt Y Thó Tr¹c
108	7	2	100	0	251	100	252	0	253	[Thiªn Tø] Ma Hoµng HuyÕt Y Thó Tr¹c
108	8	2	100	0	251	100	252	0	253	[Thiªn Tø] Ma Hoµng HuyÕt Y Thó Tr¹c
108	9	2	100	0	251	0	252	100	253	[Thiªn Tø] Ma Hoµng HuyÕt Y Thó Tr¹c
110	5	1	100	95	4	5	5	0	6	[Thiªn Tø] Ma ThÞ LiÖt DiÖm Qu¸n MiÖn
110	6	1	100	50	4	50	5	0	6	[Thiªn Tø] Ma ThÞ LiÖt DiÖm Qu¸n MiÖn
110	7	1	100	0	4	100	5	0	6	[Thiªn Tø] Ma ThÞ LiÖt DiÖm Qu¸n MiÖn
110	8	1	100	0	4	50	5	50	6	[Thiªn Tø] Ma ThÞ LiÖt DiÖm Qu¸n MiÖn
110	9	1	100	0	4	0	5	100	6	[Thiªn Tø] Ma ThÞ LiÖt DiÖm Qu¸n MiÖn
110	5	2	100	3	263	0	264	0	265	[Thiªn Tø] Ma ThÞ LiÖt DiÖm Qu¸n MiÖn
110	6	2	100	95	263	5	264	0	265	[Thiªn Tø] Ma ThÞ LiÖt DiÖm Qu¸n MiÖn
110	7	2	100	0	263	100	264	0	265	[Thiªn Tø] Ma ThÞ LiÖt DiÖm Qu¸n MiÖn
110	8	2	100	0	263	100	264	0	265	[Thiªn Tø] Ma ThÞ LiÖt DiÖm Qu¸n MiÖn
110	9	2	100	0	263	0	264	100	265	[Thiªn Tø] Ma ThÞ LiÖt DiÖm Qu¸n MiÖn
111	5	1	100	95	4	5	5	0	6	[Thiªn Tø] Ma ThÞ LÖ Ma PhÖ T©m Liªn
111	6	1	100	50	4	50	5	0	6	[Thiªn Tø] Ma ThÞ LÖ Ma PhÖ T©m Liªn
111	7	1	100	0	4	100	5	0	6	[Thiªn Tø] Ma ThÞ LÖ Ma PhÖ T©m Liªn
111	8	1	100	0	4	50	5	50	6	[Thiªn Tø] Ma ThÞ LÖ Ma PhÖ T©m Liªn
111	9	1	100	0	4	0	5	100	6	[Thiªn Tø] Ma ThÞ LÖ Ma PhÖ T©m Liªn
111	5	2	100	3	86	0	87	0	88	[Thiªn Tø] Ma ThÞ LÖ Ma PhÖ T©m Liªn
111	6	2	100	95	86	5	87	0	88	[Thiªn Tø] Ma ThÞ LÖ Ma PhÖ T©m Liªn
111	7	2	100	0	86	100	87	0	88	[Thiªn Tø] Ma ThÞ LÖ Ma PhÖ T©m Liªn
111	8	2	100	0	86	100	87	0	88	[Thiªn Tø] Ma ThÞ LÖ Ma PhÖ T©m Liªn
111	9	2	100	0	86	0	87	100	88	[Thiªn Tø] Ma ThÞ LÖ Ma PhÖ T©m Liªn
112	5	1	100	95	4	5	5	0	6	[Thiªn Tø] Ma ThÞ NghiÖp Háa U Minh Giíi
112	6	1	100	50	4	50	5	0	6	[Thiªn Tø] Ma ThÞ NghiÖp Háa U Minh Giíi
112	7	1	100	0	4	100	5	0	6	[Thiªn Tø] Ma ThÞ NghiÖp Háa U Minh Giíi
112	8	1	100	0	4	50	5	50	6	[Thiªn Tø] Ma ThÞ NghiÖp Háa U Minh Giíi
112	9	1	100	0	4	0	5	100	6	[Thiªn Tø] Ma ThÞ NghiÖp Háa U Minh Giíi
112	5	2	100	3	260	0	261	0	262	[Thiªn Tø] Ma ThÞ NghiÖp Háa U Minh Giíi
112	6	2	100	95	260	5	261	0	262	[Thiªn Tø] Ma ThÞ NghiÖp Háa U Minh Giíi
112	7	2	100	0	260	100	261	0	262	[Thiªn Tø] Ma ThÞ NghiÖp Háa U Minh Giíi
112	8	2	100	0	260	100	261	0	262	[Thiªn Tø] Ma ThÞ NghiÖp Háa U Minh Giíi
112	9	2	100	0	260	0	261	100	262	[Thiªn Tø] Ma ThÞ NghiÖp Háa U Minh Giíi
113	5	1	100	95	4	5	5	0	6	[Thiªn Tø] Ma ThÞ HuyÕt Ngäc ThÊt S¸t Béi
113	6	1	100	50	4	50	5	0	6	[Thiªn Tø] Ma ThÞ HuyÕt Ngäc ThÊt S¸t Béi
113	7	1	100	0	4	100	5	0	6	[Thiªn Tø] Ma ThÞ HuyÕt Ngäc ThÊt S¸t Béi
113	8	1	100	0	4	50	5	50	6	[Thiªn Tø] Ma ThÞ HuyÕt Ngäc ThÊt S¸t Béi
113	9	1	100	0	4	0	5	100	6	[Thiªn Tø] Ma ThÞ HuyÕt Ngäc ThÊt S¸t Béi
113	5	2	100	3	32	0	34	0	35	[Thiªn Tø] Ma ThÞ HuyÕt Ngäc ThÊt S¸t Béi
113	6	2	100	95	32	5	34	0	35	[Thiªn Tø] Ma ThÞ HuyÕt Ngäc ThÊt S¸t Béi
113	7	2	100	0	32	100	34	0	35	[Thiªn Tø] Ma ThÞ HuyÕt Ngäc ThÊt S¸t Béi
113	8	2	100	0	32	100	34	0	35	[Thiªn Tø] Ma ThÞ HuyÕt Ngäc ThÊt S¸t Béi
113	9	2	100	0	32	0	34	100	35	[Thiªn Tø] Ma ThÞ HuyÕt Ngäc ThÊt S¸t Béi
114	5	1	100	95	30	5	32	0	14	[Thiªn Tø] Ma ThÞ S¬n H¶i Phi Hång Lý
114	6	1	100	50	30	50	32	0	14	[Thiªn Tø] Ma ThÞ S¬n H¶i Phi Hång Lý
114	7	1	100	0	30	100	32	0	14	[Thiªn Tø] Ma ThÞ S¬n H¶i Phi Hång Lý
114	8	1	100	0	30	50	32	50	14	[Thiªn Tø] Ma ThÞ S¬n H¶i Phi Hång Lý
114	9	1	100	0	30	0	32	100	14	[Thiªn Tø] Ma ThÞ S¬n H¶i Phi Hång Lý
114	5	2	100	3	86	0	87	0	88	[Thiªn Tø] Ma ThÞ S¬n H¶i Phi Hång Lý
114	6	2	100	95	86	5	87	0	88	[Thiªn Tø] Ma ThÞ S¬n H¶i Phi Hång Lý
114	7	2	100	0	86	100	87	0	88	[Thiªn Tø] Ma ThÞ S¬n H¶i Phi Hång Lý
114	8	2	100	0	86	100	87	0	88	[Thiªn Tø] Ma ThÞ S¬n H¶i Phi Hång Lý
114	9	2	100	0	86	0	87	100	88	[Thiªn Tø] Ma ThÞ S¬n H¶i Phi Hång Lý
115	5	1	100	95	26	5	28	0	29	[Thiªn Tø] L¨ng Nh¹c Th¸i Cùc KiÕm
