???????	???????	????????
7551	239	0
7552		0
7553		0
7554		0
7555		0
7556	159	0
7557		0
7558		0
7559		0
7560	159	0
7561	240	0
7562		0
7563		0
7564		0
7565		0
7566	159	0
7567		0
7568		0
7569		0
7570	159	0
7571	239	0
7572		0
7573		0
7574		0
7575		0
7576	159	0
7577		0
7578		0
7579		0
7580	159	0
7581	240	0
7582		0
7583		0
7584		0
7585		0
7586	159	0
7587		0
7588		0
7589		0
7590	159	0
7591	239	0
7592		0
7593		0
7594		0
7595		0
7596	159	0
7597		0
7598		0
7599		0
7600	159	0
7601	240	0
7602		0
7603		0
7604		0
7605		0
7606	159	0
7607		0
7608		0
7609		0
7610	159	0
7611	239	0
7612		0
7613		0
7614		0
7615		0
7616	160	0
7617		0
7618		0
7619		0
7620	160	0
7621	242	0
7622		0
7623		0
7624		0
7625		0
7626	160	0
7627		0
7628		0
7629		0
7630	160	0
7631	241	0
7632		0
7633		0
7634		0
7635		0
7636	161	0
7637		0
7638		0
7639		0
7640	161	0
7641	244	0
7642		0
7643		0
7644		0
7645		0
7646	161	0
7647		0
7648		0
7649		0
7650	161	0
7651	243	0
7652		0
7653		0
7654		0
7655		0
7656	159	0
7657		0
7658		0
7659		0
7660	159	0
7661	240	0
7662		0
7663		0
7664		0
7665		0
7666	159	0
7667		0
7668		0
7669		0
7670	159	0
7671	239	0
7672		0
7673		0
7674		0
7675		0
7676	159	0
7677		0
7678		0
7679		0
7680	159	0
7681	240	0
7682		0
7683		0
7684		0
7685		0
7686	159	0
7687		0
7688		0
7689		0
7690	159	0
7691	239	0
7692		0
7693		0
7694		0
7695		0
7696	160	0
7697		0
7698		0
7699		0
7700	160	0
7701	242	0
7702		0
7703		0
7704		0
7705		0
7706	160	0
7707		0
7708		0
7709		0
7710	160	0
7711	241	0
7712		0
7713		0
7714		0
7715		0
7716	161	0
7717		0
7718		0
7719		0
7720	161	0
7721	244	0
7722		0
7723		0
7724		0
7725		0
7726	161	0
7727		0
7728		0
7729		0
7730	161	0
7731	243	0
7732		0
7733		0
7734		0
